max -1.05x + -2.26y + 0.11z
5.27x + 6.82y + 3.93z <= 463.82
6.51x + 3.85y + 0.55z <= 378.28
5.41x + -4.86y + 1.05z <= 698.13
-3.29x + -0.77y + -9.0z <= 142.87
-0.06x + -8.13y + 4.33z <= 597.3
-7.93x + -7.45y + 1.88z <= 645.12
1.58x + 9.49y + 6.71z <= 366.67
1.45x + 2.38y + 7.03z <= 142.33
1.29x + -0.56y + -2.89z <= 160.8
-6.85x + -9.59y + 3.7z <= 383.79
-5.3x + 2.88y + 7.51z <= 175.97
-6.69x + 1.45y + 4.38z <= 506.0
-3.61x + 7.48y + 4.25z <= 205.19
3.87x + 5.03y + -0.09z <= 866.57
-0.3x + 9.45y + 9.61z <= 532.03
3.46x + -6.6y + -6.71z <= 739.2
-4.02x + 1.82y + -1.11z <= 164.7
-3.0x + -9.17y + -2.59z <= 773.73
-1.23x + -9.43y + -5.34z <= 230.99
7.73x + 1.84y + 2.03z <= 671.37
9.45x + -4.16y + 1.84z <= 680.18
8.82x + 2.54y + -7.32z <= 768.0
-6.76x + 9.71y + -1.2z <= 725.77
-6.55x + -6.83y + -2.57z <= 919.82
-3.09x + -8.92y + 9.48z <= 361.09
7.4x + 4.3y + 9.54z <= 185.83
1.37x + 3.46y + -3.3z <= 537.05
2.6x + -6.09y + 1.85z <= 246.81
2.5x + 2.77y + 5.72z <= 359.2
4.75x + 4.67y + 0.6z <= 781.39
8.59x + 7.09y + 2.03z <= 792.3
1.98x + -2.85y + -8.29z <= 624.38
3.07x + 1.15y + 1.89z <= 278.78
-4.23x + -3.12y + 2.15z <= 168.08
-8.21x + 6.0y + -6.65z <= 965.29
-0.76x + 7.93y + -2.29z <= 423.3
1.51x + -4.4y + 3.53z <= 983.38
-2.0x + 7.83y + 8.15z <= 832.69
5.45x + -8.62y + -8.71z <= 582.95
-2.72x + -6.42y + 5.69z <= 753.77
-9.66x + 8.36y + -0.8z <= 967.82
3.51x + 5.56y + -7.68z <= 157.09
-0.27x + -3.79y + -3.11z <= 176.86
-4.09x + -5.66y + -0.96z <= 927.95
2.53x + 6.6y + 1.27z <= 305.25
-7.44x + 0.34y + -8.96z <= 472.89
5.99x + 8.57y + -1.82z <= 567.14
-7.25x + 2.91y + -8.25z <= 482.35
6.47x + -3.65y + 0.12z <= 642.72
2.27x + 0.2y + 6.42z <= 473.36
-2.83x + 1.18y + -0.06z <= 659.86
0.15x + -9.91y + -7.92z <= 298.24
2.31x + 1.6y + -5.97z <= 184.63
7.4x + -4.71y + -8.83z <= 371.1
8.93x + 5.9y + -8.78z <= 143.51
-0.7x + 5.6y + 6.11z <= 684.22
3.51x + -8.32y + -8.61z <= 198.02
9.6x + 7.77y + -0.78z <= 619.75
9.18x + 0.75y + -4.92z <= 845.19
4.39x + -3.11y + -1.88z <= 677.38
-1.65x + -2.81y + 6.86z <= 469.28
0.71x + -8.11y + -9.68z <= 465.07
-5.13x + -2.84y + 4.11z <= 569.95
6.53x + 8.82y + 5.51z <= 745.98
9.16x + -4.15y + -1.89z <= 810.08
5.56x + -0.18y + 4.55z <= 800.6
7.5x + 0.03y + -6.34z <= 732.05
-8.6x + 4.24y + -9.25z <= 999.26
-9.85x + 6.78y + -9.19z <= 568.91
9.78x + -5.47y + 0.34z <= 981.32
0.38x + 6.92y + 4.98z <= 447.58
1.54x + 6.45y + 2.86z <= 404.54
-5.8x + -4.25y + 2.1z <= 422.45
1.05x + 6.24y + 7.42z <= 241.65
-7.18x + -2.54y + -8.28z <= 413.77
6.12x + 2.26y + -8.44z <= 342.51
-9.96x + -1.04y + 7.73z <= 826.63
-1.81x + -9.78y + 3.49z <= 402.87
-5.18x + -8.7y + -8.67z <= 259.88
-1.19x + -4.06y + -3.25z <= 720.93
1.15x + 4.97y + 6.87z <= 543.03
6.82x + 2.38y + 0.71z <= 933.12
-2.77x + -3.07y + -3.46z <= 885.57
-2.59x + 9.01y + -9.01z <= 804.84
2.91x + -4.41y + 0.09z <= 413.71
-1.85x + 3.1y + -1.91z <= 289.19
-4.78x + -8.08y + -5.52z <= 941.48
5.73x + 7.96y + 0.26z <= 521.69
0.68x + 5.63y + 3.57z <= 308.58
9.55x + -8.27y + 0.83z <= 810.17
1.73x + 2.93y + -9.64z <= 423.15
1.95x + 8.55y + 3.8z <= 887.55
-1.31x + -0.36y + -1.14z <= 729.96
8.13x + 8.78y + 8.04z <= 608.76
-0.92x + 5.7y + -8.6z <= 948.22
-6.2x + -2.81y + -6.52z <= 649.33
-2.1x + -5.41y + 0.21z <= 127.38
-3.36x + 5.91y + -9.33z <= 188.35
-4.79x + -8.75y + 3.26z <= 740.83
-9.67x + 2.3y + 8.8z <= 478.13
-2.31x + -4.94y + 8.42z <= 263.26
0.03x + -8.03y + 5.24z <= 939.29
9.62x + -4.72y + -2.02z <= 493.4
3.84x + -0.49y + -4.37z <= 995.08
7.52x + 7.46y + -7.92z <= 538.25
-7.98x + -5.08y + -9.59z <= 638.15
-8.68x + -6.16y + -3.9z <= 942.61
-9.34x + -8.66y + 4.41z <= 441.01
-9.76x + 7.77y + 0.28z <= 394.22
8.82x + -8.25y + 1.7z <= 379.74
-2.0x + 4.16y + 0.5z <= 904.04
0.7x + -6.26y + -3.68z <= 910.15
5.55x + -9.71y + 2.9z <= 406.44
-3.2x + 5.31y + 9.0z <= 530.76
-0.65x + -0.09y + -6.47z <= 332.64
-3.16x + 6.04y + 6.28z <= 386.66
-6.16x + 0.66y + -0.62z <= 778.9
-2.96x + 9.4y + -8.84z <= 535.3
-9.65x + 3.89y + -1.62z <= 668.36
-3.97x + -1.82y + 0.78z <= 686.81
7.85x + -0.19y + -5.17z <= 872.04
-0.35x + 9.2y + 5.82z <= 118.76
-3.24x + -5.12y + -9.09z <= 365.33
1.22x + 1.83y + -3.1z <= 957.99
8.51x + 5.5y + -3.38z <= 826.27
-2.0x + 1.31y + 0.69z <= 590.9
-1.95x + 2.07y + 1.65z <= 572.64
-0.77x + -1.15y + 4.45z <= 199.67
6.71x + 1.27y + 0.11z <= 534.37
3.42x + -7.24y + 9.1z <= 605.25
5.41x + -3.83y + -0.73z <= 105.34
-8.65x + -4.28y + -0.37z <= 658.42
6.31x + 0.35y + 4.27z <= 373.66
8.64x + -1.65y + -4.14z <= 649.52
9.73x + -6.83y + 5.05z <= 106.61
1.01x + 7.3y + 7.09z <= 422.49
3.17x + 8.76y + -1.78z <= 565.4
-2.4x + 8.97y + 7.63z <= 243.15
2.62x + -9.18y + 9.6z <= 104.3
-7.53x + -5.66y + -0.6z <= 568.33
1.54x + 5.85y + 7.76z <= 766.19
-2.8x + 2.76y + 3.85z <= 484.69
8.11x + 9.03y + 2.14z <= 310.91
-7.63x + 8.92y + -4.37z <= 146.45
-0.82x + 2.41y + -8.87z <= 210.8
-0.15x + 3.73y + 4.98z <= 431.91
-1.79x + 8.75y + -2.11z <= 350.89
0.46x + 5.18y + -1.48z <= 145.17
9.82x + 8.57y + 7.73z <= 795.38
-1.98x + 6.36y + 8.75z <= 714.22
-7.65x + -7.83y + 3.73z <= 158.3
5.0x + 2.47y + -2.0z <= 465.26
4.64x + -9.33y + 1.9z <= 725.47
-5.15x + -7.23y + 6.78z <= 929.24
-6.85x + -1.69y + -7.62z <= 113.98
-8.48x + -8.44y + -7.82z <= 798.38
4.4x + 9.72y + 6.35z <= 415.09
-6.89x + -0.37y + 6.8z <= 183.12
6.89x + -2.1y + 1.94z <= 336.6
6.77x + -8.16y + -9.05z <= 356.74
8.88x + -6.35y + 6.44z <= 252.29
-2.14x + 9.27y + -9.25z <= 524.32
-6.87x + 7.26y + 7.1z <= 756.86
3.71x + 0.86y + 6.32z <= 512.68
-4.06x + -5.29y + -0.29z <= 860.5
6.05x + 7.09y + -7.63z <= 372.08
-6.97x + -3.65y + -5.16z <= 580.76
-3.03x + -6.08y + -1.96z <= 208.23
5.24x + 7.89y + 0.16z <= 313.55
3.48x + 8.98y + -1.81z <= 711.34
-8.07x + -8.34y + 7.62z <= 965.46
-5.41x + 8.88y + 3.67z <= 655.07
-5.11x + 9.23y + -5.12z <= 474.96
9.34x + 6.39y + 2.96z <= 500.91
6.55x + -9.36y + 1.04z <= 426.73
-7.19x + 1.28y + 8.57z <= 323.96
-8.0x + 5.97y + -9.74z <= 948.48
-1.65x + -1.57y + -4.17z <= 777.86
1.96x + -3.29y + -2.68z <= 681.38
-7.75x + -9.5y + 3.19z <= 255.97
-8.82x + 8.52y + 5.17z <= 180.86
-8.5x + 5.55y + -4.67z <= 273.53
-6.25x + 3.2y + -0.32z <= 702.82
-5.99x + 5.01y + 4.28z <= 467.51
4.92x + -5.68y + -5.35z <= 275.39
3.01x + 0.42y + -5.27z <= 497.17
-5.06x + 5.11y + -9.32z <= 923.5
-5.7x + -6.1y + 6.96z <= 173.32
7.32x + 6.08y + 7.68z <= 737.42
2.96x + -5.16y + -9.23z <= 920.43
1.45x + 1.48y + -7.18z <= 836.07
-4.87x + 8.9y + -2.66z <= 781.67
3.58x + -6.5y + -4.11z <= 888.42
-2.91x + 4.33y + 9.56z <= 588.33
-3.97x + -8.44y + 7.74z <= 258.34
-5.23x + 5.5y + 5.65z <= 832.95
2.86x + -9.12y + -7.97z <= 600.44
4.35x + -8.83y + 9.76z <= 775.9
-4.27x + 6.11y + 9.8z <= 949.99
7.74x + -3.29y + -5.98z <= 377.81
1.3x + 3.68y + 1.98z <= 859.07
-2.44x + 8.72y + -4.46z <= 762.52
7.81x + -6.52y + 9.41z <= 114.83
-5.32x + 4.25y + -8.93z <= 546.17
5.6x + 1.18y + -0.99z <= 270.45
7.81x + -2.25y + -5.89z <= 282.11
-1.8x + 7.18y + 9.31z <= 759.75
-9.43x + 8.5y + 6.9z <= 428.18
8.18x + -0.44y + 5.19z <= 504.74
-4.52x + 2.78y + 9.35z <= 954.61
-7.85x + 6.14y + 8.7z <= 442.31
-9.43x + 4.08y + -0.54z <= 429.21
-6.18x + 7.2y + 4.97z <= 532.94
-8.94x + 1.71y + -4.75z <= 429.21
5.96x + -3.92y + 4.8z <= 369.74
-8.3x + 2.55y + 8.91z <= 252.76
8.48x + 4.37y + -7.92z <= 835.55
-0.77x + -4.38y + 1.27z <= 708.99
-8.89x + -9.37y + 3.87z <= 637.04
5.72x + -5.38y + 7.28z <= 852.65
4.56x + 5.97y + -4.03z <= 947.67
-3.83x + 3.07y + 5.58z <= 199.26
-9.97x + -3.98y + -9.0z <= 448.34
0.53x + 9.05y + -7.7z <= 732.05
1.02x + -7.69y + 5.18z <= 409.11
9.88x + 1.98y + -7.02z <= 565.88
-0.87x + 3.25y + 0.94z <= 966.64
-2.68x + -1.48y + 5.44z <= 356.55
8.89x + -8.9y + -2.51z <= 985.67
-1.26x + 5.62y + -0.38z <= 812.6
0.45x + 7.88y + 1.25z <= 338.22
3.79x + 7.15y + 8.85z <= 585.46
-3.65x + 8.84y + 8.63z <= 256.11
4.26x + 1.46y + 7.99z <= 875.56
3.79x + 6.84y + -6.14z <= 621.36
9.8x + -7.91y + -2.28z <= 115.98
-2.86x + 7.62y + -7.2z <= 256.57
1.68x + -9.48y + 0.61z <= 697.33
-2.0x + 0.63y + -0.52z <= 692.45
0.37x + -4.19y + 6.84z <= 762.96
1.76x + -4.53y + -0.61z <= 564.54
-0.21x + -1.38y + 6.9z <= 164.92
-0.67x + 3.77y + 3.1z <= 275.85
-3.56x + -3.72y + 9.64z <= 627.18
-9.1x + 2.1y + -5.99z <= 674.0
-6.19x + -0.36y + 7.14z <= 449.0
-4.88x + 7.88y + -7.49z <= 512.9
4.72x + -5.02y + -4.74z <= 801.44
7.51x + 3.32y + 9.36z <= 995.89
-3.69x + -8.33y + -2.32z <= 843.95
7.81x + 9.11y + -8.49z <= 947.64
8.6x + -8.5y + 8.25z <= 698.0
7.73x + 0.27y + -9.47z <= 203.06
-1.89x + -7.64y + 9.21z <= 920.64
0.75x + -6.51y + -5.45z <= 634.59
-9.02x + 2.46y + 0.41z <= 831.76
-8.61x + 8.44y + 9.91z <= 766.13
2.48x + -5.13y + 0.52z <= 772.39
4.02x + -9.23y + -5.62z <= 685.17
-3.57x + -9.12y + 4.41z <= 465.54
6.26x + -2.66y + 5.02z <= 842.92
5.61x + -8.88y + 3.0z <= 456.42
-3.24x + -0.07y + 5.61z <= 628.89
2.81x + 7.98y + 2.85z <= 993.46
-2.53x + 1.95y + -5.72z <= 774.22
0.64x + 9.91y + -0.71z <= 569.37
2.07x + 1.7y + 6.92z <= 748.79
-5.25x + 1.56y + 6.77z <= 374.27
-7.41x + -9.02y + -0.9z <= 548.33
-0.42x + 3.72y + -5.84z <= 317.79
-2.82x + 2.25y + 9.05z <= 551.98
-1.88x + -1.87y + -6.4z <= 935.71
3.77x + 4.72y + 9.87z <= 317.0
6.34x + 8.2y + 2.05z <= 578.85
-3.34x + -7.52y + -0.87z <= 641.74
-0.32x + 5.58y + -8.83z <= 487.12
2.44x + 1.62y + -0.07z <= 717.18
-3.94x + -6.93y + -2.14z <= 939.77
8.11x + 9.31y + -3.35z <= 638.8
-5.82x + 2.08y + 7.45z <= 809.47
0.85x + 4.29y + -2.96z <= 756.52
4.83x + -7.32y + 1.83z <= 338.33
-6.67x + 6.79y + 8.02z <= 320.98
5.56x + 5.64y + 6.1z <= 571.35
5.94x + -1.16y + 8.92z <= 799.55
2.43x + 2.37y + 0.34z <= 766.49
-8.56x + -7.12y + 3.54z <= 720.1
-4.36x + -5.19y + 6.29z <= 442.98
-4.29x + 4.18y + -3.26z <= 339.98
-2.52x + 2.18y + 3.92z <= 544.02
3.47x + 1.81y + 4.78z <= 754.71
-7.17x + -2.35y + 3.78z <= 243.47
-3.77x + 9.92y + -1.54z <= 624.93
8.92x + -1.69y + 7.84z <= 286.09
0.6x + -8.08y + 3.28z <= 969.24
-2.51x + -9.89y + 6.87z <= 199.75
9.42x + 8.17y + 2.79z <= 776.63
6.33x + -1.5y + -6.95z <= 127.11
7.04x + 7.3y + 4.44z <= 968.97
-2.91x + 1.77y + -3.07z <= 206.71
1.48x + 5.57y + 5.66z <= 239.94
-4.57x + -2.79y + -2.87z <= 860.56
-4.11x + -4.08y + -4.53z <= 577.83
2.78x + -6.61y + 7.95z <= 923.11
-0.45x + -0.25y + -1.68z <= 466.83
-8.4x + 2.68y + 7.07z <= 445.04
-6.57x + -4.62y + 8.58z <= 167.91
-0.87x + -4.41y + -2.33z <= 448.18
8.52x + -5.37y + 8.98z <= 510.91
6.8x + 3.38y + -1.65z <= 333.15
6.06x + 3.0y + -1.54z <= 970.43
3.02x + -3.13y + 3.68z <= 420.22
-0.69x + 3.8y + -3.15z <= 193.33
-4.22x + 6.39y + -4.61z <= 554.47
2.69x + 4.96y + -6.6z <= 127.72
9.25x + -7.57y + 1.47z <= 415.33
5.99x + 3.71y + -7.69z <= 379.03
9.08x + -4.55y + 0.76z <= 211.6
-3.03x + -5.17y + -9.36z <= 378.09
4.63x + -6.17y + -0.05z <= 246.18
-8.63x + 3.7y + 5.58z <= 771.26
-5.36x + 3.89y + 2.52z <= 926.55
-4.17x + -0.53y + -2.52z <= 522.03
3.15x + 8.07y + 9.4z <= 616.66
6.68x + 6.72y + -1.73z <= 629.91
-3.61x + 4.82y + -5.59z <= 595.25
0.05x + 9.1y + -1.89z <= 680.95
5.73x + -4.34y + -3.25z <= 256.45
8.82x + 9.35y + -3.35z <= 594.03
8.34x + 4.37y + -2.24z <= 286.34
1.49x + 4.44y + -2.75z <= 548.0
0.15x + 3.9y + -4.84z <= 239.08
9.79x + -9.08y + 8.61z <= 937.34
9.74x + 0.68y + -8.24z <= 130.83
0.09x + -7.21y + -0.12z <= 429.2
-9.53x + 5.7y + -2.32z <= 531.99
-1.56x + -4.52y + -7.03z <= 947.26
-7.95x + 9.68y + 2.27z <= 683.77
-2.74x + -1.69y + 1.94z <= 227.4
-8.91x + 1.5y + 5.37z <= 894.23
-3.65x + -2.7y + 5.6z <= 248.13
8.31x + -3.24y + -0.75z <= 539.69
6.89x + 5.19y + 6.7z <= 844.04
-7.07x + -9.65y + -6.24z <= 874.17
-5.75x + 4.73y + -7.4z <= 337.54
0.51x + -7.97y + 8.79z <= 580.04
9.67x + -7.63y + -0.46z <= 273.34
-4.35x + 2.74y + 8.75z <= 812.72
1.2x + -9.71y + -4.34z <= 298.79
-3.29x + 9.34y + 3.67z <= 958.25
-4.94x + 8.1y + 3.08z <= 776.6
3.87x + -8.94y + -7.1z <= 788.53
9.05x + 9.85y + 7.3z <= 836.35
-2.87x + 4.78y + -2.58z <= 554.19
-4.63x + 0.06y + -8.99z <= 804.0
-3.43x + -9.87y + -6.42z <= 224.3
-0.93x + 3.06y + -1.88z <= 483.83
-6.61x + -3.82y + 7.33z <= 381.05
9.17x + 9.31y + 8.88z <= 716.08
-9.23x + 3.93y + -4.0z <= 486.74
9.19x + -3.04y + -4.0z <= 984.57
7.69x + 8.28y + -4.99z <= 496.35
-0.43x + 5.28y + -3.31z <= 943.03
5.98x + -6.16y + 7.12z <= 450.04
8.0x + 1.81y + -1.96z <= 503.07
-7.95x + -0.25y + 1.85z <= 920.55
-4.14x + -7.32y + 3.2z <= 304.13
2.03x + 4.34y + -1.19z <= 993.67
-4.6x + -5.55y + -1.96z <= 429.02
0.6x + -9.79y + -9.63z <= 894.82
0.59x + 3.55y + -9.93z <= 518.06
-5.96x + 2.22y + -9.33z <= 900.47
9.39x + -2.23y + 3.32z <= 939.6
2.42x + -3.37y + 2.51z <= 919.1
1.11x + 9.51y + -6.39z <= 818.26
8.34x + -5.65y + -8.26z <= 264.11
3.38x + 5.98y + 2.3z <= 377.9
-6.99x + 8.14y + 6.9z <= 355.44
5.11x + 4.56y + 8.87z <= 725.99
-8.62x + 2.53y + 2.8z <= 138.28
1.22x + 4.08y + -0.12z <= 141.81
-4.96x + 7.02y + 9.38z <= 840.96
-5.72x + -0.07y + -3.98z <= 269.63
8.48x + 7.92y + -7.67z <= 191.07
-5.59x + 4.58y + 3.23z <= 803.07
6.7x + 1.65y + 6.05z <= 569.87
-2.81x + 3.4y + 3.5z <= 244.16
4.76x + 9.12y + 0.73z <= 281.01
-5.66x + 0.2y + 0.12z <= 951.26
5.22x + 9.26y + 2.61z <= 600.13
2.41x + -6.79y + 1.54z <= 700.83
-5.47x + -4.84y + 4.97z <= 409.52
6.47x + 0.1y + -7.87z <= 730.96
-4.37x + -3.01y + 8.47z <= 787.53
5.01x + 1.43y + 5.7z <= 194.98
9.98x + 1.48y + -5.99z <= 983.36
-0.44x + -8.61y + 9.89z <= 932.12
3.82x + -3.73y + 1.71z <= 364.99
-5.85x + -6.13y + 5.43z <= 195.55
-5.68x + 9.16y + -4.25z <= 299.09
-8.48x + -4.19y + -3.62z <= 437.52
2.69x + -5.17y + 9.02z <= 278.74
3.93x + 1.62y + 5.53z <= 360.21
7.29x + 5.54y + 9.94z <= 263.36
3.51x + -9.92y + 5.59z <= 425.23
8.12x + -9.22y + 7.93z <= 837.37
-7.51x + 3.45y + 4.4z <= 659.64
1.61x + 6.03y + 5.39z <= 263.85
0.77x + 7.54y + 3.08z <= 749.17
1.07x + 0.85y + -0.71z <= 630.25
7.23x + -1.93y + 5.03z <= 966.1
-9.34x + 4.61y + -2.7z <= 434.72
5.29x + -0.85y + 5.93z <= 884.96
-5.74x + -4.08y + -8.21z <= 776.15
-6.01x + -4.49y + -1.52z <= 803.47
-2.83x + 0.72y + 3.48z <= 804.69
-0.27x + -5.69y + 3.31z <= 742.74
-4.56x + -0.07y + -5.28z <= 311.27
-9.07x + -0.04y + 8.7z <= 682.27
7.7x + -4.22y + -2.84z <= 425.06
0.04x + 4.93y + -8.98z <= 854.17
-8.93x + 4.1y + -1.83z <= 584.11
-2.16x + 8.01y + -8.83z <= 207.91
6.06x + -6.97y + 8.71z <= 986.18
3.01x + 7.19y + -5.23z <= 517.69
1.15x + 7.41y + -6.6z <= 217.65
7.2x + 6.85y + 2.68z <= 386.92
9.78x + 9.7y + -4.91z <= 178.2
-7.64x + -4.05y + 7.2z <= 773.9
-2.94x + -4.03y + 2.74z <= 838.81
9.28x + -4.41y + 1.45z <= 873.05
4.52x + 3.07y + 3.63z <= 696.64
2.15x + 2.91y + -4.83z <= 752.76
7.78x + 6.55y + -1.39z <= 204.26
7.97x + -6.29y + 4.9z <= 327.17
9.89x + -9.96y + -8.05z <= 342.17
7.27x + 6.35y + -0.07z <= 633.58
5.0x + -1.04y + 9.98z <= 554.37
-9.51x + -7.25y + 8.63z <= 404.32
-1.45x + -2.62y + 2.36z <= 633.15
3.12x + -9.44y + 5.03z <= 611.54
1.72x + 1.91y + -4.41z <= 480.32
-4.27x + -6.52y + 3.45z <= 532.76
3.86x + 7.24y + -9.05z <= 239.91
3.66x + 3.89y + 1.16z <= 621.0
-9.03x + -8.29y + -6.37z <= 837.66
-8.1x + 8.93y + 7.99z <= 861.1
-0.29x + 1.81y + 2.84z <= 550.79
6.8x + 9.88y + 4.79z <= 390.73
2.25x + -5.32y + 9.92z <= 846.71
8.91x + -0.76y + 0.73z <= 487.52
1.01x + 4.84y + 6.88z <= 268.92
-3.37x + -0.61y + -2.48z <= 210.52
-4.66x + 7.01y + 1.12z <= 601.77
4.52x + 7.93y + 9.9z <= 239.11
-4.76x + 7.18y + -5.26z <= 959.89
-5.99x + -9.57y + 4.18z <= 146.08
-4.91x + -5.86y + -2.73z <= 635.51
9.16x + 7.0y + 0.63z <= 530.95
7.79x + 1.18y + 6.18z <= 351.44
4.93x + 7.95y + -6.3z <= 411.65
6.22x + -4.24y + 3.48z <= 528.94
-8.7x + 9.5y + 8.11z <= 892.61
8.36x + 7.63y + -5.01z <= 569.94
-9.65x + -3.4y + 0.97z <= 991.25
6.2x + 3.85y + -2.23z <= 386.87
1.31x + -4.86y + -4.24z <= 936.72
1.79x + 1.35y + 6.63z <= 471.81
-0.62x + 6.01y + 3.05z <= 471.68
5.6x + -4.41y + -0.74z <= 357.8
0.94x + -1.2y + 1.37z <= 557.16
8.38x + 9.88y + -8.23z <= 835.06
4.64x + 1.52y + 6.45z <= 194.26
1.69x + -5.76y + -2.78z <= 443.33
3.56x + 5.03y + 3.29z <= 284.13
8.7x + 9.05y + -4.27z <= 925.81
-6.44x + -0.98y + 2.67z <= 127.43
6.02x + -5.85y + 2.13z <= 546.66
-8.31x + -9.01y + 9.95z <= 457.95
5.5x + -6.26y + -3.85z <= 788.72
7.67x + -6.5y + -0.94z <= 851.92
2.29x + -3.64y + 2.71z <= 862.14
2.72x + 6.28y + -8.64z <= 347.01
-0.51x + -5.35y + 6.54z <= 948.51
-8.95x + 5.29y + -5.09z <= 667.97
3.09x + -4.54y + -7.39z <= 524.51
2.06x + -8.94y + 7.51z <= 544.22
2.52x + 1.45y + -5.9z <= 406.82
6.37x + -4.65y + 9.46z <= 794.41
7.73x + -0.9y + -4.49z <= 954.98
1.48x + 9.45y + 4.78z <= 195.67
7.02x + -4.51y + 9.08z <= 210.16
6.82x + 6.22y + 6.17z <= 323.27
5.9x + 7.23y + 5.37z <= 223.7
-1.69x + -4.31y + -1.07z <= 463.23
-3.51x + -5.53y + -2.75z <= 905.54
-0.98x + 4.94y + 7.47z <= 392.48
7.61x + -6.14y + 0.47z <= 695.36
-2.83x + -1.11y + -4.18z <= 292.92
-0.81x + -5.59y + 9.89z <= 648.97
-5.23x + -0.1y + 1.4z <= 556.78
-7.69x + -7.22y + -3.89z <= 457.24
-2.1x + -1.51y + 9.98z <= 537.55
2.02x + -2.81y + 3.98z <= 501.57
4.26x + -0.47y + 8.5z <= 998.76
5.48x + -6.52y + 0.73z <= 364.82
0.17x + -8.83y + -8.92z <= 671.87
-6.32x + -6.44y + 0.48z <= 562.7
-0.39x + 6.67y + -1.6z <= 110.68
-9.84x + -3.52y + -9.94z <= 850.96
1.91x + 6.68y + 6.32z <= 952.31
7.96x + -3.27y + -6.21z <= 180.47
-6.66x + -5.74y + 6.15z <= 209.43
4.82x + 9.83y + 6.09z <= 603.09
-9.65x + -5.25y + 3.95z <= 994.82
1.27x + -3.5y + -2.09z <= 288.22
-1.15x + -3.83y + -8.74z <= 332.82
9.14x + 8.93y + 7.85z <= 272.65
8.3x + 1.11y + 8.09z <= 303.17
-4.93x + 3.22y + -6.82z <= 387.0
-4.99x + -7.0y + -3.93z <= 498.94
2.18x + 8.74y + 3.39z <= 354.53
-7.06x + -5.68y + 0.13z <= 559.39
-5.18x + -1.15y + 1.46z <= 468.92
3.64x + -2.14y + 2.14z <= 469.3
-0.15x + -5.82y + -8.24z <= 738.43
-7.61x + 2.98y + 7.94z <= 509.28
3.82x + 3.37y + -2.48z <= 259.25
-7.28x + 7.68y + 8.1z <= 259.87
-4.5x + 9.51y + 1.5z <= 675.56
-8.57x + 2.75y + -1.39z <= 441.41
-1.5x + -8.22y + -1.71z <= 505.14
6.76x + -7.4y + 2.56z <= 122.63
4.97x + -9.48y + 3.32z <= 692.47
-0.78x + -8.82y + 1.08z <= 529.83
5.94x + 6.58y + 3.11z <= 470.34
-9.58x + 1.71y + 8.18z <= 382.22
6.93x + 8.91y + -7.3z <= 208.09
1.44x + -5.78y + -3.54z <= 244.88
6.49x + -5.28y + 6.92z <= 612.3
6.86x + 2.25y + -1.82z <= 277.14
3.38x + -5.18y + -4.16z <= 891.34
-5.15x + 4.2y + -0.12z <= 559.68
4.59x + -3.12y + 7.14z <= 228.88
-4.82x + -8.78y + 7.79z <= 415.08
6.96x + -6.01y + -2.71z <= 822.52
0.63x + 2.3y + -5.18z <= 978.88
8.68x + 2.51y + -5.45z <= 462.07
6.36x + -9.51y + 0.84z <= 701.69
7.28x + -5.63y + -6.32z <= 653.88
-5.42x + 6.57y + -6.17z <= 746.74
-1.15x + 2.81y + 8.56z <= 994.0
3.56x + 0.7y + -9.77z <= 632.22
-9.71x + -4.94y + -2.15z <= 779.71
8.88x + 5.62y + 0.49z <= 322.82
-6.64x + -5.45y + 5.77z <= 473.76
9.78x + -1.44y + -7.94z <= 194.9
7.14x + 1.1y + 4.56z <= 140.67
-3.55x + 3.47y + 2.18z <= 655.86
5.54x + 5.48y + -8.89z <= 216.95
3.38x + -6.79y + 4.41z <= 546.18
0.13x + -1.83y + -0.04z <= 558.13
-6.57x + -0.51y + 6.81z <= 708.03
0.28x + 2.87y + -0.58z <= 916.95
5.05x + -6.4y + -9.42z <= 306.0
-8.96x + -7.36y + 1.14z <= 170.37
-7.28x + -3.25y + -0.95z <= 971.24
-6.56x + -3.65y + -0.53z <= 369.34
-1.37x + 4.35y + 7.87z <= 369.07
2.27x + -6.31y + 8.19z <= 222.97
-0.47x + -2.82y + -1.86z <= 383.22
-6.26x + -4.71y + -7.77z <= 166.84
-9.18x + -1.49y + -1.96z <= 952.87
-5.72x + -9.2y + -6.45z <= 229.22
9.85x + -3.34y + -2.97z <= 236.28
-8.75x + 0.26y + 0.06z <= 481.07
-8.76x + -5.13y + 2.63z <= 901.94
-9.41x + 5.23y + -0.9z <= 419.56
6.74x + -0.37y + -8.64z <= 369.88
9.33x + 3.9y + 6.4z <= 361.51
0.95x + 8.44y + 5.57z <= 991.36
4.72x + -3.47y + -4.85z <= 951.7
5.72x + -1.03y + -3.58z <= 565.97
-8.5x + 8.54y + 0.41z <= 637.67
3.69x + -6.42y + -4.88z <= 406.03
-6.22x + -2.21y + 7.8z <= 921.62
8.9x + 6.52y + -8.29z <= 781.83
-4.0x + 5.36y + 5.02z <= 649.16
3.18x + 2.13y + 4.75z <= 315.49
6.6x + -8.34y + 9.65z <= 623.5
-9.18x + -4.14y + -1.9z <= 393.91
0.08x + 8.87y + -5.34z <= 613.65
-0.53x + 4.35y + -5.75z <= 579.72
9.38x + -2.58y + -4.08z <= 517.77
-7.61x + -3.29y + -1.57z <= 208.78
