max 4.18x + -6.67y + -3.92z
8.5x + -2.72y + -8.27z <= 761.85
-3.41x + -4.56y + 1.96z <= 141.29
-7.87x + 1.67y + 8.87z <= 178.03
-4.77x + -3.68y + -6.73z <= 354.26
-8.88x + 9.29y + -5.83z <= 579.82
4.2x + 4.28y + -0.42z <= 303.77
-8.79x + 5.38y + -1.96z <= 841.59
-5.72x + -2.87y + 1.35z <= 932.55
5.76x + -2.36y + -9.68z <= 253.93
7.09x + -2.76y + 5.71z <= 919.93
9.19x + 6.63y + 9.8z <= 243.48
9.3x + -1.68y + -8.39z <= 215.04
9.17x + 5.6y + -4.62z <= 593.77
-3.46x + -3.54y + -4.01z <= 515.85
-9.09x + 5.79y + 2.53z <= 334.63
-9.48x + 5.33y + 0.59z <= 984.22
-1.6x + 2.43y + 1.71z <= 540.35
-2.87x + -8.85y + -9.82z <= 549.59
5.16x + 5.5y + 1.17z <= 345.65
-9.7x + 1.22y + 6.84z <= 237.54
1.3x + -4.8y + -1.53z <= 114.43
-4.41x + 3.02y + -1.4z <= 663.3
7.32x + 9.94y + -9.66z <= 430.16
2.35x + -9.47y + -5.63z <= 248.62
3.53x + 1.43y + 2.36z <= 453.59
5.49x + -0.86y + -4.22z <= 959.42
-8.21x + -4.53y + -7.06z <= 948.4
6.72x + 5.38y + -9.76z <= 707.89
-0.36x + 7.88y + -6.54z <= 968.33
9.56x + -6.9y + 0.38z <= 692.05
-8.55x + -6.3y + 3.02z <= 430.19
9.51x + 0.82y + -8.02z <= 190.19
2.83x + -6.21y + 3.72z <= 675.46
-4.67x + 6.78y + 3.04z <= 574.57
6.07x + -3.23y + -1.86z <= 787.5
-4.91x + -4.08y + 1.56z <= 815.13
1.37x + 2.38y + 5.2z <= 370.9
8.42x + -9.18y + 6.0z <= 298.47
-7.18x + 1.24y + -5.21z <= 521.04
-4.69x + -7.4y + -7.38z <= 109.95
4.37x + -0.2y + 0.85z <= 121.54
-1.62x + -5.16y + -7.32z <= 713.1
-4.63x + -3.59y + -6.86z <= 511.32
0.89x + -7.29y + 6.62z <= 376.13
-7.79x + 6.16y + -1.15z <= 252.44
-0.44x + -9.58y + 8.45z <= 642.6
-7.19x + 8.97y + 5.41z <= 327.86
2.8x + -0.99y + -3.81z <= 725.55
8.65x + -8.61y + -8.15z <= 463.49
8.81x + 7.73y + 4.17z <= 779.15
-2.29x + 6.16y + -8.06z <= 565.64
-5.53x + 4.49y + -6.07z <= 323.56
3.34x + -6.91y + 4.8z <= 762.89
-9.98x + 7.78y + 3.19z <= 309.69
3.89x + -8.63y + 6.92z <= 794.58
2.15x + 2.82y + 8.37z <= 778.02
4.86x + -9.79y + -6.45z <= 745.81
-5.88x + -7.01y + -6.38z <= 936.29
2.78x + -5.1y + 5.51z <= 755.38
-1.44x + -7.79y + -1.64z <= 468.47
1.67x + 3.55y + -2.45z <= 470.68
-6.19x + -6.11y + 3.19z <= 208.18
1.79x + 0.99y + -4.55z <= 105.3
-8.22x + 3.47y + 5.31z <= 774.36
-0.53x + -9.86y + 7.21z <= 173.52
-7.42x + 2.26y + 6.37z <= 821.9
2.21x + 2.92y + 9.04z <= 825.83
-2.22x + 5.39y + 9.87z <= 319.33
5.67x + 8.61y + 3.62z <= 488.71
4.2x + -0.22y + -8.21z <= 575.75
2.48x + -1.6y + -6.41z <= 399.19
-8.41x + 0.22y + -2.69z <= 227.67
8.5x + -1.32y + -9.39z <= 370.17
8.03x + 1.13y + 1.92z <= 970.09
3.92x + 6.98y + -9.99z <= 191.99
0.93x + 2.74y + 2.28z <= 283.03
-0.49x + -6.18y + 0.81z <= 963.44
7.98x + 2.34y + -7.36z <= 916.61
6.3x + 3.28y + -9.81z <= 169.9
0.27x + 0.5y + 5.19z <= 119.04
4.47x + -3.78y + 8.78z <= 252.65
9.08x + 6.09y + -0.15z <= 721.27
-9.85x + 3.04y + -5.38z <= 653.35
7.72x + -2.41y + 5.7z <= 554.14
-1.76x + -7.31y + -0.67z <= 792.5
9.8x + 4.64y + 0.34z <= 869.94
3.43x + 2.9y + 3.23z <= 776.03
-9.93x + -7.63y + -5.05z <= 469.17
-6.52x + -1.93y + -2.37z <= 466.87
-7.51x + -0.11y + 2.48z <= 836.14
-7.2x + -5.49y + 6.71z <= 872.07
-7.55x + 5.18y + -9.74z <= 853.23
5.11x + -5.59y + -0.48z <= 484.89
1.63x + -1.74y + 3.05z <= 634.11
2.2x + 0.66y + -3.62z <= 725.46
6.42x + 8.34y + -1.79z <= 667.83
4.1x + -9.05y + 9.76z <= 596.58
-1.43x + 7.29y + 2.91z <= 210.25
2.08x + -4.35y + 6.86z <= 710.7
-5.53x + 2.41y + -2.88z <= 545.57
8.64x + 9.44y + 0.16z <= 685.7
-7.91x + -8.16y + -6.29z <= 709.96
-0.33x + -7.97y + 4.94z <= 219.93
-6.3x + 7.78y + -1.7z <= 205.13
-3.78x + 4.9y + -3.54z <= 214.2
-1.06x + -8.07y + 3.4z <= 642.75
-3.31x + -8.56y + -4.34z <= 581.2
-7.17x + -0.23y + 5.69z <= 195.08
4.65x + -6.52y + -7.01z <= 417.79
-2.9x + 6.98y + 9.76z <= 573.56
-5.71x + 4.04y + 5.95z <= 937.91
5.52x + -7.99y + 2.54z <= 547.83
-6.35x + 2.83y + 4.32z <= 565.02
-3.02x + -7.96y + 9.17z <= 883.65
1.59x + -2.35y + -6.01z <= 919.98
5.84x + -8.16y + -5.01z <= 632.71
2.21x + -4.67y + 2.61z <= 719.65
-6.54x + -9.68y + 8.02z <= 398.01
4.98x + 5.92y + -5.38z <= 352.57
-5.05x + -1.27y + -3.76z <= 267.61
-3.26x + -2.56y + -0.29z <= 177.9
-2.6x + -5.05y + 9.37z <= 362.86
-5.69x + 1.88y + 2.24z <= 561.75
2.96x + -4.11y + 9.31z <= 794.45
4.15x + 1.81y + -7.76z <= 426.0
-2.19x + -0.39y + -2.98z <= 431.81
-6.42x + -1.55y + 2.56z <= 135.11
-5.49x + -4.02y + -3.55z <= 320.13
7.32x + -1.11y + 5.7z <= 585.21
9.11x + 6.76y + -0.8z <= 581.93
-8.58x + 2.41y + 9.62z <= 639.95
-3.99x + 5.46y + 5.62z <= 151.38
4.74x + 4.67y + 8.54z <= 615.41
0.73x + 1.5y + -4.47z <= 223.08
-3.22x + 7.41y + -8.24z <= 638.76
-6.34x + -9.53y + 4.56z <= 732.57
2.55x + 1.53y + -6.92z <= 516.21
0.74x + 0.5y + 0.6z <= 825.34
-4.77x + -1.56y + -2.81z <= 576.07
-2.81x + -9.74y + -3.72z <= 906.92
7.15x + 6.85y + 7.19z <= 427.29
-2.61x + -3.63y + -9.11z <= 537.01
9.55x + -9.06y + -1.23z <= 240.37
0.88x + 7.76y + 2.4z <= 181.07
7.35x + -1.15y + -0.75z <= 865.99
-5.3x + -7.35y + -5.45z <= 197.56
5.7x + 8.15y + 6.53z <= 588.19
0.28x + -2.12y + 1.18z <= 888.76
-4.31x + 5.05y + -0.4z <= 259.33
1.6x + 6.33y + 1.83z <= 453.43
-8.15x + 9.17y + 6.59z <= 821.8
6.83x + -6.12y + -2.84z <= 713.24
1.89x + -7.32y + 5.04z <= 469.09
4.81x + -2.37y + 7.59z <= 780.07
-4.86x + -8.19y + 2.57z <= 174.34
-8.7x + 6.27y + -5.98z <= 843.78
1.17x + 4.73y + -2.37z <= 794.08
1.5x + 7.94y + 2.75z <= 313.73
-3.95x + 3.73y + -6.79z <= 891.2
9.85x + 9.85y + 6.16z <= 955.89
-8.24x + -5.74y + -9.95z <= 757.01
-6.53x + 7.1y + 0.41z <= 559.65
-3.23x + 0.28y + -3.03z <= 214.95
-3.9x + 4.63y + 1.91z <= 455.53
-9.66x + 1.81y + 7.66z <= 619.19
-1.85x + 3.44y + -3.0z <= 669.91
8.34x + 1.71y + -1.63z <= 838.84
-1.35x + -3.47y + 0.91z <= 914.31
6.97x + -6.64y + 5.32z <= 910.5
5.64x + -1.49y + 3.85z <= 859.94
-4.06x + 2.92y + 9.96z <= 271.34
1.31x + 3.01y + -1.49z <= 158.66
7.91x + 1.16y + -7.53z <= 280.92
-7.77x + -8.57y + 9.2z <= 962.98
7.01x + 1.08y + 9.02z <= 246.14
-5.73x + 5.92y + 5.22z <= 119.58
5.17x + 0.68y + 5.02z <= 956.1
0.9x + -9.41y + -7.61z <= 708.05
-6.5x + -9.21y + 6.2z <= 953.16
5.84x + 1.93y + -6.38z <= 581.18
-8.1x + 7.15y + -2.14z <= 284.32
6.22x + -1.32y + -5.46z <= 289.57
-8.75x + -3.13y + -5.0z <= 603.84
8.03x + -9.44y + 3.68z <= 440.65
-8.38x + 3.42y + -3.06z <= 710.87
9.86x + -8.15y + -6.17z <= 261.71
1.13x + -3.95y + -4.33z <= 649.87
1.92x + 7.47y + -1.83z <= 159.27
-1.53x + -6.0y + 2.11z <= 664.0
-7.5x + 4.67y + -1.31z <= 982.3
-3.51x + 4.63y + -0.32z <= 239.59
3.41x + 3.24y + -4.77z <= 904.89
-9.16x + -5.78y + -4.03z <= 556.1
-5.82x + 4.01y + 5.04z <= 580.89
2.84x + 8.49y + 9.48z <= 296.68
-5.18x + 8.29y + -2.65z <= 357.54
-6.5x + 4.35y + 7.67z <= 194.56
6.49x + -4.15y + -9.38z <= 321.22
8.53x + 7.74y + -4.99z <= 772.46
-0.08x + -2.95y + 6.08z <= 401.76
4.27x + -5.73y + 3.67z <= 520.37
-0.03x + -6.04y + -4.94z <= 601.94
-1.8x + 7.77y + -9.17z <= 511.97
7.47x + -4.51y + 8.86z <= 165.88
-5.22x + 6.62y + -2.21z <= 506.78
6.01x + 7.44y + -2.55z <= 911.73
-5.96x + 7.88y + 0.15z <= 225.16
-8.84x + -4.58y + -8.95z <= 632.8
-5.03x + 0.93y + 9.14z <= 668.69
-7.91x + -8.89y + 6.89z <= 725.68
4.07x + 4.2y + -3.53z <= 334.43
-9.28x + -9.88y + 8.97z <= 815.89
2.29x + -7.8y + 5.43z <= 550.66
6.2x + 6.29y + -9.08z <= 642.36
-6.22x + -5.45y + 5.8z <= 534.63
-7.29x + -7.41y + -8.92z <= 126.02
0.98x + -0.31y + 7.59z <= 699.46
7.07x + 5.86y + -6.95z <= 430.53
3.94x + 7.62y + -6.88z <= 686.7
-9.76x + -2.12y + 0.29z <= 121.07
1.05x + -8.5y + -2.81z <= 751.37
-9.97x + -9.15y + -3.0z <= 772.12
7.24x + 1.68y + -8.38z <= 272.64
-1.42x + 9.95y + 4.34z <= 329.78
7.48x + -6.92y + 8.44z <= 447.22
-4.2x + 0.86y + -5.03z <= 874.68
1.0x + 1.74y + 4.18z <= 188.79
2.36x + 4.75y + -4.23z <= 806.57
6.96x + 4.87y + 3.16z <= 323.14
-4.2x + 0.76y + -0.79z <= 440.64
0.36x + 8.73y + -1.67z <= 716.3
-4.55x + 0.8y + 3.77z <= 760.95
7.19x + -5.69y + -4.06z <= 984.95
-3.18x + 7.44y + 0.33z <= 339.46
1.37x + 9.29y + 6.57z <= 569.56
-1.93x + 6.19y + 0.08z <= 411.11
7.71x + 2.02y + -2.91z <= 299.98
-2.34x + 6.41y + -9.95z <= 855.31
-8.12x + 4.34y + -8.6z <= 917.83
6.51x + -8.11y + 9.65z <= 450.16
8.99x + 5.55y + -0.43z <= 132.95
4.79x + -6.32y + -2.25z <= 461.09
-3.38x + 1.43y + 0.26z <= 866.93
-6.65x + 4.28y + 3.38z <= 224.41
3.02x + -2.85y + -5.74z <= 926.43
0.35x + -9.35y + -3.44z <= 131.73
-4.56x + -2.99y + 6.58z <= 891.79
1.51x + 0.65y + 6.82z <= 280.96
0.33x + 7.99y + -4.82z <= 115.97
-5.4x + 7.35y + 9.56z <= 194.34
3.2x + -1.14y + -1.17z <= 540.22
9.5x + -2.2y + 2.38z <= 709.03
-6.77x + 4.13y + -1.64z <= 405.82
6.9x + 0.93y + 3.54z <= 964.79
1.89x + -1.11y + -6.67z <= 755.29
1.86x + -9.9y + -9.49z <= 847.02
9.06x + 2.23y + -2.25z <= 285.09
-2.8x + -8.99y + 1.2z <= 447.61
-5.34x + 3.09y + 7.88z <= 493.09
9.4x + 2.69y + 5.81z <= 556.4
2.13x + 7.45y + -0.44z <= 111.21
2.23x + 0.67y + 5.63z <= 894.89
-2.98x + -2.9y + 7.64z <= 218.05
1.12x + 6.82y + 0.53z <= 449.91
3.28x + 3.03y + -5.99z <= 662.82
6.02x + -6.28y + 0.37z <= 476.73
-1.68x + 9.24y + 2.5z <= 674.41
0.98x + 4.34y + 0.39z <= 522.38
-1.81x + -4.71y + -0.41z <= 338.94
0.22x + 1.48y + -8.66z <= 630.03
7.95x + 4.39y + 2.17z <= 499.42
6.44x + -7.68y + 8.91z <= 592.69
-0.19x + 8.57y + 6.97z <= 679.49
8.59x + 1.81y + 9.44z <= 711.28
-4.37x + -4.94y + -5.26z <= 544.33
-9.04x + 2.42y + 2.91z <= 416.9
-4.96x + -4.51y + 5.83z <= 939.29
6.41x + -2.2y + -2.06z <= 726.77
-8.74x + -3.99y + 9.83z <= 770.87
4.43x + -5.91y + -9.58z <= 484.7
5.09x + 8.36y + 0.29z <= 276.88
-8.71x + -2.33y + -1.67z <= 303.98
-1.38x + -3.49y + 5.42z <= 208.86
3.55x + 8.42y + 1.58z <= 371.34
-6.95x + 4.8y + -4.66z <= 766.59
9.0x + 1.37y + -7.18z <= 881.37
-4.44x + 2.4y + 1.22z <= 934.91
-7.07x + 1.27y + 0.23z <= 564.19
8.48x + -4.99y + -1.26z <= 144.35
-7.0x + -3.81y + -0.74z <= 321.91
0.3x + 7.47y + -9.26z <= 596.64
5.87x + -8.03y + -3.41z <= 552.24
-2.56x + 5.49y + 9.52z <= 911.28
0.66x + 8.07y + 9.41z <= 149.41
7.02x + -6.07y + 8.41z <= 897.55
6.19x + -5.29y + 2.62z <= 226.04
7.93x + 7.17y + -3.97z <= 890.13
-8.43x + 2.2y + -6.47z <= 787.14
-7.56x + -5.22y + 4.57z <= 221.84
-7.03x + -4.78y + -1.9z <= 875.22
0.07x + 3.87y + -7.18z <= 558.67
-1.27x + -4.01y + -1.24z <= 825.49
9.18x + -9.06y + 8.82z <= 582.87
-1.51x + 6.0y + -3.74z <= 870.53
-9.84x + 1.56y + -3.09z <= 600.49
-2.11x + -0.5y + -6.81z <= 370.78
-6.12x + -8.84y + -6.31z <= 725.99
-9.99x + 8.48y + 2.95z <= 108.79
0.1x + -5.26y + -8.09z <= 266.56
1.6x + 3.46y + -2.32z <= 529.83
-9.54x + -7.51y + 7.06z <= 229.21
-4.23x + 4.17y + -6.93z <= 833.33
-2.95x + 1.13y + 3.85z <= 451.19
2.44x + 2.53y + 4.67z <= 587.65
6.64x + -7.77y + -3.36z <= 210.39
6.24x + -8.03y + -1.53z <= 309.34
9.01x + 0.79y + 3.97z <= 790.47
3.1x + -9.46y + -8.39z <= 684.75
-5.82x + -8.97y + -8.34z <= 897.03
4.43x + 1.22y + -2.96z <= 777.84
-1.98x + -3.1y + 7.07z <= 379.87
-8.44x + 8.05y + 6.63z <= 907.39
-6.59x + -4.35y + 4.17z <= 546.12
8.5x + -8.54y + -0.81z <= 601.9
1.08x + 8.46y + -1.04z <= 335.3
-9.64x + 8.92y + -0.34z <= 642.68
2.53x + 9.4y + -4.84z <= 727.29
-6.35x + -4.86y + 7.96z <= 134.57
-5.8x + -3.14y + 9.18z <= 867.66
-6.42x + 1.97y + 1.94z <= 289.03
-6.92x + -9.09y + -1.3z <= 611.7
-0.13x + 0.01y + 5.43z <= 783.35
-2.96x + 2.29y + 8.82z <= 734.28
-8.47x + -9.49y + 2.25z <= 855.31
7.09x + 9.85y + -4.6z <= 737.07
-2.78x + 1.0y + -5.23z <= 718.0
5.43x + -4.02y + -4.59z <= 688.85
-4.75x + 6.75y + 0.47z <= 603.77
4.05x + 7.31y + -7.24z <= 911.05
6.29x + 0.74y + -7.1z <= 517.82
-5.01x + -5.28y + -4.8z <= 989.48
-3.72x + -5.89y + -0.48z <= 390.31
-0.86x + -0.75y + -4.3z <= 452.49
1.08x + 4.93y + -4.66z <= 877.95
-2.89x + 5.64y + -0.5z <= 908.69
-1.55x + -1.92y + -9.91z <= 428.44
-2.6x + -0.19y + -1.61z <= 395.24
-5.76x + 3.78y + -9.89z <= 712.82
-5.0x + -1.21y + -2.18z <= 812.22
6.97x + 9.83y + -0.15z <= 571.13
5.76x + 7.55y + 2.84z <= 339.05
-3.84x + -9.93y + 3.9z <= 202.68
3.31x + 2.87y + 4.96z <= 259.01
8.84x + 9.0y + -4.2z <= 496.27
1.75x + 0.25y + -5.21z <= 180.62
5.84x + -6.0y + -3.3z <= 863.92
2.42x + -6.18y + -0.51z <= 952.81
7.85x + -6.35y + 7.24z <= 113.97
8.0x + -5.33y + -8.14z <= 472.6
5.13x + -8.75y + -4.84z <= 571.86
-9.04x + 5.08y + 5.12z <= 424.15
-2.67x + 6.14y + -1.93z <= 777.77
2.54x + -0.96y + -3.88z <= 214.37
-5.43x + 1.13y + -1.34z <= 432.88
-0.04x + 2.12y + -6.58z <= 137.07
-1.14x + -3.11y + -0.74z <= 422.61
9.32x + -6.41y + -1.95z <= 755.85
-2.7x + -4.34y + 4.05z <= 971.81
-7.48x + 3.89y + 9.37z <= 619.37
-1.97x + 7.31y + 7.19z <= 414.12
4.59x + -3.29y + -2.8z <= 550.93
-7.21x + 9.51y + 6.0z <= 995.78
2.07x + -3.45y + -4.93z <= 256.56
-6.34x + 7.44y + -8.42z <= 350.11
-8.46x + -5.1y + 2.64z <= 220.74
-8.14x + -4.51y + -7.58z <= 481.9
8.98x + 3.09y + 1.38z <= 321.41
7.37x + -1.59y + -8.01z <= 732.04
-4.52x + 1.54y + -7.63z <= 603.95
4.32x + -2.56y + 1.86z <= 978.24
-1.0x + 2.85y + -8.47z <= 594.56
0.64x + 9.99y + 6.29z <= 172.68
1.22x + 6.18y + -8.08z <= 843.13
3.63x + -5.36y + -9.72z <= 535.63
0.3x + -6.85y + 8.24z <= 421.85
5.55x + 6.29y + 4.06z <= 450.84
8.6x + -4.09y + 7.81z <= 379.98
-6.58x + -5.82y + 6.55z <= 103.19
-0.94x + 4.34y + -1.48z <= 354.45
-6.1x + 9.9y + -0.39z <= 972.07
7.62x + -1.97y + -1.52z <= 816.09
0.15x + 3.97y + 4.42z <= 857.03
10.0x + -1.28y + -1.96z <= 322.43
-5.28x + -7.05y + -9.43z <= 867.53
7.31x + -9.8y + 5.12z <= 802.8
6.82x + -0.14y + 3.42z <= 166.09
6.43x + -8.43y + 1.7z <= 989.14
6.13x + 0.75y + -3.17z <= 318.78
7.04x + 6.26y + 0.96z <= 625.22
3.85x + 6.0y + -1.51z <= 616.91
8.03x + -2.45y + -1.49z <= 643.98
8.22x + -4.58y + 8.09z <= 760.21
-4.51x + 7.96y + 1.88z <= 177.73
-9.9x + 1.68y + -8.15z <= 226.64
-1.17x + -8.73y + -4.0z <= 388.66
-4.2x + 5.69y + -7.2z <= 558.74
8.99x + -2.94y + 7.81z <= 419.96
7.32x + 2.13y + -4.5z <= 519.12
8.87x + 4.89y + 7.09z <= 474.05
-0.57x + 5.47y + 5.15z <= 386.22
4.06x + 0.47y + -9.03z <= 401.37
-1.73x + 1.39y + -0.96z <= 482.34
-1.15x + -6.14y + 4.5z <= 425.74
0.72x + -8.28y + 2.65z <= 943.05
4.93x + 6.41y + -6.69z <= 184.23
-5.69x + -0.18y + 1.12z <= 150.52
-2.54x + 3.42y + 2.62z <= 564.24
2.36x + 7.82y + 8.31z <= 870.29
9.68x + -3.29y + 5.09z <= 634.18
8.15x + -0.24y + 9.88z <= 769.25
2.44x + 3.69y + 0.77z <= 201.92
6.62x + -9.37y + 8.06z <= 368.54
8.41x + -2.88y + -2.5z <= 978.54
0.52x + 2.35y + 7.73z <= 365.93
9.6x + 2.47y + -9.12z <= 314.66
-4.81x + 0.63y + 8.81z <= 871.99
-1.49x + 1.22y + -9.74z <= 974.81
0.87x + 9.94y + -9.83z <= 705.3
2.02x + -6.13y + -0.86z <= 386.72
0.1x + -7.66y + 2.34z <= 749.49
0.44x + 0.14y + -7.52z <= 967.3
1.69x + -2.06y + -1.77z <= 563.82
-6.68x + -2.61y + 6.02z <= 130.6
-1.42x + -4.52y + 0.28z <= 508.73
-9.8x + -6.68y + -5.9z <= 906.79
-0.33x + -4.32y + -5.98z <= 573.03
0.91x + 9.64y + 0.73z <= 911.19
7.43x + 0.3y + 1.17z <= 940.65
-3.46x + 8.0y + -1.71z <= 835.44
-9.58x + -3.16y + -1.76z <= 689.52
4.57x + 5.92y + 1.95z <= 999.69
-4.92x + -6.53y + -7.04z <= 401.41
-3.81x + -6.93y + -5.9z <= 618.22
-1.62x + 3.4y + 7.14z <= 296.42
4.23x + 3.99y + 8.86z <= 204.76
9.01x + -4.71y + -8.24z <= 357.54
-3.06x + 7.99y + 4.97z <= 597.31
-2.58x + 8.91y + -0.27z <= 810.76
-8.35x + -2.04y + -3.51z <= 587.58
-9.67x + -5.04y + 1.43z <= 385.23
-4.31x + -6.41y + -4.38z <= 752.16
4.48x + -3.47y + 4.37z <= 462.67
1.18x + 2.55y + 8.58z <= 461.94
1.57x + 0.93y + 8.67z <= 781.96
2.1x + -0.3y + 0.36z <= 583.25
2.63x + -2.82y + -1.38z <= 399.66
2.23x + -0.34y + -6.07z <= 443.31
4.95x + -7.57y + -8.25z <= 925.61
-0.74x + 1.22y + 0.17z <= 556.1
-1.08x + -9.76y + -0.06z <= 653.59
-2.1x + 1.6y + -7.44z <= 810.8
-0.85x + 6.25y + -0.62z <= 716.43
0.43x + -2.02y + 5.81z <= 776.95
-4.08x + 1.7y + -3.25z <= 277.04
4.54x + 9.66y + 1.4z <= 764.45
-5.78x + -8.34y + 2.95z <= 360.21
7.42x + 3.76y + 1.64z <= 859.69
-7.83x + -4.97y + 2.82z <= 731.78
7.65x + -4.39y + -7.0z <= 597.28
4.98x + 3.83y + -1.18z <= 696.19
2.99x + -8.5y + -7.95z <= 571.8
-0.78x + 4.07y + 4.01z <= 855.04
5.02x + -8.93y + -1.57z <= 475.42
3.25x + 9.67y + 5.11z <= 949.48
9.13x + -0.48y + 1.4z <= 288.93
2.57x + -2.87y + -5.31z <= 406.78
1.72x + -0.16y + 8.24z <= 149.74
0.96x + -5.3y + 9.62z <= 191.34
8.16x + 9.99y + 5.74z <= 753.04
-8.15x + -8.7y + 4.47z <= 617.79
-6.76x + 4.88y + 1.3z <= 955.19
-5.32x + 7.81y + -6.45z <= 986.32
1.02x + 8.15y + -1.61z <= 392.91
0.23x + -6.01y + -7.88z <= 167.38
-8.1x + 1.51y + 0.27z <= 471.4
5.3x + 6.9y + 4.12z <= 540.28
-7.36x + 4.5y + -4.77z <= 913.08
2.97x + 3.16y + 1.23z <= 697.88
-5.66x + -2.12y + -7.72z <= 685.05
6.03x + -3.71y + 3.75z <= 689.12
6.62x + -5.42y + -7.23z <= 932.6
8.3x + -6.25y + 8.27z <= 150.27
3.32x + 9.29y + -3.62z <= 499.4
-9.93x + 3.01y + 7.3z <= 124.71
5.38x + 1.69y + 0.52z <= 473.56
-4.79x + 7.27y + -8.67z <= 498.77
5.39x + 1.56y + -5.03z <= 470.71
-0.37x + 5.45y + 1.63z <= 126.35
-1.5x + -6.1y + 6.96z <= 697.79
-3.21x + 0.15y + 4.78z <= 395.99
9.78x + 1.82y + -3.06z <= 602.93
5.59x + 5.94y + 6.32z <= 169.4
3.15x + 6.08y + 0.41z <= 488.15
6.35x + 1.21y + -1.52z <= 874.17
-7.64x + -4.63y + 5.75z <= 271.3
8.45x + 1.22y + -4.51z <= 677.44
-5.14x + -6.44y + -6.7z <= 326.73
5.16x + -2.59y + 5.17z <= 783.43
2.44x + -4.58y + -7.65z <= 802.11
8.6x + 5.72y + -1.5z <= 544.18
5.89x + 9.8y + -5.91z <= 602.57
-8.43x + -1.33y + 9.77z <= 794.21
-1.87x + 7.31y + 0.66z <= 486.99
-0.44x + -4.14y + 6.39z <= 273.65
0.21x + -8.93y + 0.8z <= 194.15
-0.75x + 8.89y + -1.38z <= 754.04
-0.79x + 1.23y + -2.18z <= 566.1
2.25x + 4.16y + -5.78z <= 113.74
3.01x + 2.01y + -3.0z <= 684.24
9.67x + 3.27y + -2.13z <= 354.52
-1.52x + -6.73y + -1.26z <= 535.84
-8.6x + -9.67y + -4.25z <= 914.36
4.16x + 1.08y + -6.35z <= 972.24
1.75x + -9.15y + -5.51z <= 736.56
-8.49x + 4.22y + -0.61z <= 158.42
-7.65x + 3.32y + 2.0z <= 728.74
-7.47x + -5.76y + -8.93z <= 341.95
6.33x + 0.47y + 9.99z <= 607.2
5.54x + 8.73y + -5.14z <= 687.76
9.07x + -9.01y + -2.48z <= 743.15
7.75x + -1.24y + -6.1z <= 217.44
6.9x + -3.55y + -2.61z <= 538.77
0.35x + 6.11y + -3.28z <= 745.66
5.05x + 3.83y + -7.77z <= 134.06
-7.86x + 9.84y + -2.14z <= 310.28
-4.51x + 4.67y + 2.43z <= 167.56
-8.01x + -9.57y + -6.43z <= 749.79
-5.3x + 6.69y + -1.94z <= 797.44
-9.27x + 0.41y + 1.94z <= 271.23
0.53x + -5.1y + -2.18z <= 102.24
4.37x + -7.01y + 1.4z <= 978.37
9.23x + -3.24y + 2.25z <= 777.34
2.77x + 7.98y + 9.84z <= 532.38
1.7x + -2.62y + 6.91z <= 636.88
4.36x + 6.34y + -3.75z <= 798.8
-3.94x + -7.7y + 5.77z <= 765.25
-9.2x + -2.17y + 0.55z <= 857.91
3.75x + 1.88y + -5.23z <= 622.07
0.49x + -9.28y + -2.78z <= 543.3
-6.42x + -6.78y + 5.01z <= 441.33
-3.08x + -5.36y + 4.43z <= 125.36
2.52x + -1.21y + 9.25z <= 559.38
8.27x + -9.0y + -5.67z <= 897.05
3.56x + -5.05y + -3.45z <= 799.53
-9.69x + 6.76y + -6.06z <= 925.08
7.9x + -3.89y + 4.01z <= 571.49
6.76x + 5.88y + 6.42z <= 379.03
-6.07x + 7.12y + -1.78z <= 630.36
4.33x + 8.49y + -6.68z <= 861.22
5.74x + 9.98y + -7.07z <= 418.57
-3.37x + -9.81y + 4.61z <= 310.43
-4.71x + 9.64y + -3.98z <= 184.79
0.87x + 0.06y + -1.76z <= 330.42
-8.64x + 9.18y + -6.48z <= 160.91
2.78x + 9.8y + -2.02z <= 934.65
5.21x + -3.57y + 5.26z <= 287.85
-7.18x + 7.04y + 9.84z <= 476.33
4.83x + 5.78y + -4.72z <= 152.8
7.94x + 1.51y + 1.59z <= 335.52
-1.15x + -8.25y + 7.13z <= 535.3
1.59x + 1.66y + 0.93z <= 492.19
2.24x + 2.47y + 3.41z <= 733.11
-6.39x + -7.8y + -8.44z <= 238.92
7.91x + -2.71y + 0.14z <= 530.36
-7.65x + -3.52y + 3.84z <= 353.1
8.42x + 8.27y + -3.62z <= 220.21
-3.42x + 6.97y + -5.74z <= 631.94
-6.67x + -2.97y + 1.05z <= 163.59
-4.77x + -0.81y + 4.04z <= 721.14
0.96x + -1.23y + 3.37z <= 230.66
3.34x + -0.33y + -8.97z <= 171.38
8.97x + 5.04y + -9.12z <= 268.88
-4.58x + 2.33y + 5.71z <= 617.97
0.4x + 9.94y + 8.73z <= 734.87
-7.91x + -3.81y + -8.71z <= 584.78
8.59x + -9.72y + -4.61z <= 791.56
-4.28x + -9.35y + 4.4z <= 206.57
-4.53x + -6.11y + -4.78z <= 804.68
-7.41x + -7.41y + 2.36z <= 588.87
-8.93x + 9.1y + -7.53z <= 159.1
-0.9x + -0.57y + 3.64z <= 585.16
4.58x + -0.49y + -9.59z <= 823.02
-9.44x + -6.92y + 7.27z <= 504.42
-7.54x + 5.84y + 2.66z <= 937.9
8.36x + -1.3y + 5.49z <= 258.05
