max 1.54x + 1.48y + 4.93z
-7.97x + -2.97y + 2.11z <= 676.65
-1.16x + 0.93y + 0.22z <= 938.43
1.88x + -9.74y + -6.99z <= 354.33
3.25x + 1.36y + -3.94z <= 395.51
-0.2x + 1.6y + 4.88z <= 400.43
-9.85x + 5.44y + 2.81z <= 422.08
-9.81x + 0.36y + -8.37z <= 233.24
7.17x + -6.94y + -3.67z <= 450.36
7.15x + 0.12y + -3.02z <= 534.25
6.5x + -3.83y + 6.96z <= 828.68
7.19x + 7.94y + -8.56z <= 944.41
3.48x + -4.65y + -4.47z <= 420.35
-3.21x + 7.39y + -7.42z <= 512.62
-1.74x + 0.04y + 3.69z <= 891.85
6.12x + 6.64y + -9.92z <= 228.23
-8.65x + -0.6y + 0.61z <= 260.26
-8.7x + -7.53y + -8.22z <= 302.97
6.8x + 4.89y + 4.48z <= 634.28
-1.11x + -8.86y + -6.05z <= 331.72
-2.76x + -1.38y + 8.44z <= 858.98
-9.37x + -2.8y + 5.65z <= 522.78
-5.09x + -8.19y + 2.11z <= 834.63
-4.79x + 4.32y + 8.19z <= 382.75
0.89x + -1.07y + 1.1z <= 213.44
-7.0x + -0.67y + -5.65z <= 811.64
-7.36x + 7.88y + 3.81z <= 181.92
3.84x + -2.56y + -2.8z <= 568.61
6.54x + -0.15y + 6.43z <= 926.22
8.57x + -5.83y + -0.18z <= 749.42
-6.45x + 8.17y + 1.41z <= 993.57
9.46x + -8.03y + 6.55z <= 676.64
-3.02x + -7.71y + -6.98z <= 150.06
-4.51x + -0.64y + 0.94z <= 552.24
8.44x + -8.0y + 0.12z <= 421.17
9.41x + 3.47y + 8.0z <= 518.23
7.5x + 5.22y + 7.89z <= 844.41
-1.6x + -9.96y + 8.27z <= 523.13
-2.53x + 6.76y + -4.86z <= 321.34
1.53x + -0.13y + -7.52z <= 912.28
-7.41x + -0.56y + -1.98z <= 366.34
-6.93x + -8.99y + 7.65z <= 900.62
9.69x + -6.62y + -6.26z <= 255.66
-0.22x + 4.42y + 5.08z <= 146.07
-3.5x + -2.6y + 3.77z <= 971.13
-0.43x + 9.28y + 6.61z <= 607.12
-2.69x + -2.07y + 2.72z <= 530.45
-1.55x + 0.56y + 4.38z <= 449.91
-3.53x + 3.91y + 2.38z <= 382.77
-6.52x + 1.22y + -2.89z <= 957.81
4.33x + -0.39y + -7.73z <= 906.02
-2.83x + 8.97y + -0.41z <= 806.88
-1.82x + -1.76y + -8.26z <= 331.29
5.03x + -2.68y + 0.51z <= 207.46
9.05x + 0.92y + -2.5z <= 720.6
-9.2x + -6.23y + 1.16z <= 439.19
7.48x + 7.05y + 5.49z <= 489.39
-9.6x + 9.68y + 2.02z <= 489.62
-6.57x + -9.36y + 4.15z <= 905.98
-7.8x + -0.47y + -1.39z <= 110.66
-8.05x + -5.59y + -9.56z <= 782.43
4.61x + 3.79y + 0.69z <= 376.6
3.99x + 5.14y + 2.29z <= 211.58
2.9x + 3.85y + -9.89z <= 313.3
-4.46x + 0.59y + 1.42z <= 184.31
6.65x + 7.04y + -6.91z <= 377.53
7.64x + -8.15y + 3.51z <= 421.06
2.36x + -9.75y + 3.75z <= 905.52
6.5x + -5.83y + -0.24z <= 730.38
-0.45x + -4.88y + 6.43z <= 755.18
6.96x + -5.12y + -7.71z <= 276.05
5.03x + -9.93y + -2.03z <= 318.19
-0.84x + 8.67y + -5.87z <= 285.46
-4.91x + 9.23y + 0.18z <= 204.12
-0.27x + 6.69y + 7.7z <= 250.15
-0.6x + 8.93y + 9.22z <= 104.83
-5.07x + 1.23y + -8.78z <= 819.67
-0.82x + 1.1y + 3.52z <= 542.24
-2.84x + -4.32y + -7.15z <= 540.81
9.24x + -4.46y + -4.28z <= 928.27
-1.13x + -6.26y + 4.17z <= 891.43
-8.25x + 5.63y + 2.16z <= 611.66
1.54x + 1.6y + -8.28z <= 758.58
-1.31x + -2.47y + -2.21z <= 507.71
0.99x + 1.66y + 3.95z <= 500.23
-1.5x + 5.11y + 2.57z <= 261.45
7.19x + 6.6y + -0.4z <= 356.17
-1.98x + -6.87y + 9.48z <= 281.57
-5.73x + 4.91y + 5.15z <= 275.22
-1.96x + -1.69y + -8.22z <= 766.43
5.29x + -6.39y + 8.83z <= 282.29
-8.26x + -9.21y + -6.41z <= 603.06
-1.06x + 3.92y + -1.19z <= 906.66
2.65x + 0.1y + 6.07z <= 493.84
-7.98x + 9.36y + -5.75z <= 177.17
9.53x + 5.42y + -4.63z <= 166.31
3.1x + -2.88y + -8.37z <= 801.41
-0.05x + -2.03y + 9.26z <= 335.52
-1.37x + 6.48y + 3.51z <= 855.74
5.36x + 2.83y + -0.85z <= 775.59
-4.76x + -6.63y + 1.64z <= 353.58
-6.57x + 8.57y + 9.3z <= 297.53
4.81x + 8.88y + -2.16z <= 513.67
-7.5x + 2.72y + 5.32z <= 653.05
-3.3x + 4.54y + 7.42z <= 460.0
4.07x + -9.66y + 7.53z <= 329.31
-3.79x + 2.94y + 5.61z <= 369.76
-6.21x + 4.42y + -3.32z <= 185.71
4.58x + 1.33y + 9.61z <= 245.67
-6.93x + 5.7y + -8.15z <= 677.92
6.81x + -9.93y + 8.64z <= 333.8
8.55x + -5.71y + 4.65z <= 143.41
-1.36x + 6.04y + -4.83z <= 186.96
9.96x + 4.68y + 6.14z <= 196.22
-6.39x + -6.4y + -8.11z <= 595.57
-1.6x + 5.76y + 2.37z <= 393.65
2.21x + 7.46y + 2.82z <= 273.19
-9.02x + 5.5y + -9.3z <= 457.04
-7.88x + -1.34y + -0.19z <= 762.02
-9.82x + -8.41y + 1.26z <= 926.32
-6.45x + 3.3y + 4.43z <= 119.13
7.17x + -5.98y + 3.92z <= 975.79
3.91x + 3.31y + 6.56z <= 972.0
0.65x + 9.54y + 6.2z <= 728.7
0.27x + -0.07y + 8.08z <= 823.54
6.3x + -9.6y + -7.61z <= 691.47
8.77x + 2.91y + -7.29z <= 443.06
-2.45x + 3.95y + 3.44z <= 341.49
3.98x + -1.02y + -6.67z <= 550.11
-5.56x + -9.61y + -9.94z <= 456.39
6.77x + 9.9y + 5.29z <= 941.68
-0.28x + -2.21y + -5.31z <= 114.69
-2.75x + 4.72y + 7.95z <= 426.15
5.98x + -5.53y + -5.02z <= 827.42
-9.13x + 1.75y + 7.65z <= 507.63
-7.53x + -2.78y + -7.39z <= 874.95
2.8x + 1.66y + 1.05z <= 619.15
2.66x + 2.61y + -5.87z <= 453.68
-2.64x + 2.03y + 0.2z <= 214.19
7.47x + 4.05y + -9.39z <= 633.95
-9.38x + 7.64y + -7.51z <= 942.8
9.42x + -8.43y + 4.56z <= 628.03
5.9x + -0.69y + -0.05z <= 393.16
-1.21x + -4.42y + 3.62z <= 882.3
-4.17x + -9.18y + -9.78z <= 671.53
-1.88x + 5.98y + 0.25z <= 363.42
-0.79x + -2.55y + 6.09z <= 466.3
8.55x + -4.22y + -7.79z <= 938.8
-8.34x + 0.66y + -0.11z <= 351.89
-8.8x + -2.08y + -1.63z <= 938.31
-2.16x + -7.89y + 9.38z <= 243.39
-1.33x + 9.27y + -4.62z <= 736.76
3.15x + -6.36y + 3.46z <= 126.1
-1.71x + -9.58y + -8.06z <= 122.13
1.02x + 3.94y + -1.75z <= 267.27
-4.04x + -2.94y + -9.07z <= 858.83
4.89x + 8.76y + 2.18z <= 423.36
4.79x + -4.51y + 0.86z <= 134.49
5.36x + -5.17y + -2.16z <= 447.6
2.36x + 5.45y + 1.58z <= 475.74
-7.17x + 9.76y + 3.35z <= 454.85
4.47x + 5.09y + 6.36z <= 208.0
-3.92x + -6.22y + -7.05z <= 990.17
-6.71x + -0.6y + 5.12z <= 291.95
-0.1x + -0.26y + 8.85z <= 919.87
-6.38x + -4.66y + 2.69z <= 674.72
-9.71x + 5.25y + 8.67z <= 154.07
-2.36x + -4.86y + 6.27z <= 823.08
-4.3x + -0.36y + -6.67z <= 784.26
-9.96x + 5.32y + -3.54z <= 628.94
3.78x + 5.62y + -6.76z <= 211.29
3.73x + 9.21y + -9.89z <= 315.2
-9.07x + 8.43y + -1.12z <= 982.32
4.7x + -0.56y + 9.06z <= 270.38
2.45x + 0.64y + -5.38z <= 336.58
-3.55x + 3.88y + -3.18z <= 624.75
-5.33x + -9.7y + 2.67z <= 202.34
7.62x + -3.09y + 6.19z <= 401.74
3.62x + 2.94y + 5.78z <= 193.43
5.95x + 5.24y + 5.64z <= 998.94
-8.92x + -3.96y + -8.68z <= 342.6
-8.25x + 7.45y + -1.55z <= 549.97
4.79x + 6.25y + 4.54z <= 241.32
1.14x + 1.54y + -5.81z <= 485.56
9.02x + -4.32y + -2.9z <= 773.91
-7.82x + 7.1y + -0.62z <= 680.62
-7.52x + -4.11y + -7.58z <= 292.92
-3.11x + 0.77y + 7.77z <= 126.84
-3.22x + -8.36y + -2.07z <= 399.11
-1.32x + -6.35y + 4.26z <= 544.22
-5.46x + -6.64y + 9.55z <= 615.63
9.65x + 5.46y + 6.1z <= 174.32
7.81x + 7.42y + -0.26z <= 298.22
5.89x + 0.05y + -7.05z <= 521.58
-5.26x + -2.71y + 8.02z <= 901.94
-7.32x + 9.58y + 7.77z <= 380.32
-2.55x + 3.13y + 7.53z <= 979.86
-2.12x + 3.41y + -5.11z <= 656.2
9.56x + 6.31y + -8.6z <= 809.66
-3.59x + 1.97y + 0.86z <= 412.1
2.04x + -7.04y + 6.11z <= 480.37
5.52x + 2.35y + -2.3z <= 284.29
-1.84x + 0.91y + 6.97z <= 842.26
8.22x + -9.44y + 4.32z <= 729.45
-9.1x + 2.5y + -4.24z <= 943.93
-0.07x + 5.23y + -0.51z <= 849.08
9.05x + 4.81y + 0.02z <= 225.54
8.44x + 7.72y + 0.2z <= 643.14
9.96x + -4.41y + 2.53z <= 415.37
-4.89x + 2.27y + -7.69z <= 533.2
8.42x + -2.62y + 1.06z <= 684.12
1.55x + -3.52y + 4.52z <= 518.3
-9.05x + -1.81y + 3.0z <= 344.22
-9.81x + -0.51y + -9.4z <= 669.29
7.21x + 6.42y + 8.12z <= 999.29
-8.06x + 1.94y + 4.47z <= 407.33
-0.05x + 0.92y + -2.38z <= 887.25
9.06x + -8.41y + 4.32z <= 739.45
-9.4x + 5.37y + -9.48z <= 996.11
-3.98x + 4.96y + -0.73z <= 291.16
7.44x + -6.01y + -2.98z <= 511.94
-7.31x + 9.39y + -1.91z <= 131.14
-0.75x + -6.52y + -2.43z <= 822.69
-6.13x + 1.5y + 6.89z <= 604.77
7.17x + -9.27y + 1.44z <= 303.75
-6.31x + -2.16y + -7.31z <= 265.82
6.94x + 8.24y + -8.8z <= 336.16
0.87x + 6.0y + -0.09z <= 166.5
-4.63x + 6.55y + -5.24z <= 611.07
-9.07x + -0.4y + -9.29z <= 628.55
-5.07x + 1.41y + -6.05z <= 919.9
-2.47x + 7.69y + 2.76z <= 827.17
1.13x + 1.42y + -9.55z <= 148.49
-6.0x + 0.63y + -8.38z <= 764.59
5.1x + -1.5y + 3.42z <= 219.61
-4.93x + 2.42y + 3.74z <= 750.23
-8.49x + 5.5y + -7.55z <= 983.57
8.9x + 0.14y + 4.49z <= 315.81
2.47x + -4.38y + 5.08z <= 156.07
-8.69x + -7.5y + -3.14z <= 164.77
4.72x + -6.68y + 0.42z <= 502.03
-7.1x + -8.53y + -0.71z <= 776.76
-4.38x + -0.66y + -3.87z <= 820.53
-1.1x + -1.35y + -8.73z <= 731.45
6.67x + 9.98y + 9.6z <= 895.85
-0.11x + -8.19y + -2.24z <= 122.36
7.37x + -1.81y + -4.01z <= 942.75
-6.51x + -8.63y + 4.26z <= 511.35
-3.93x + 6.43y + -8.58z <= 640.12
5.14x + -3.8y + 5.75z <= 615.84
6.85x + -5.71y + 5.99z <= 182.26
3.76x + -5.96y + 4.96z <= 478.47
-9.79x + -5.73y + 1.32z <= 574.66
0.1x + -6.14y + 3.0z <= 871.57
5.92x + -1.98y + 8.46z <= 411.16
3.43x + -9.44y + -6.13z <= 703.85
1.46x + 2.28y + -7.78z <= 883.78
-2.97x + 8.19y + -5.99z <= 832.7
-9.88x + -6.21y + 0.05z <= 241.45
9.39x + -0.14y + 4.54z <= 961.12
-9.81x + 7.51y + -4.56z <= 313.04
3.31x + -0.67y + -2.44z <= 133.24
3.27x + 5.6y + -8.29z <= 923.58
-5.48x + 3.55y + -3.42z <= 410.66
2.26x + -6.4y + -0.12z <= 887.05
2.75x + 5.77y + 7.74z <= 858.45
1.47x + 2.84y + 2.47z <= 954.56
-8.83x + 6.86y + -5.68z <= 481.79
-9.74x + 8.29y + -0.25z <= 450.45
1.56x + -2.68y + -9.82z <= 980.57
-6.71x + 4.58y + 1.56z <= 908.71
-5.31x + -9.42y + 5.85z <= 988.08
0.95x + 5.41y + 2.12z <= 623.16
-2.82x + -8.16y + -9.94z <= 698.19
-8.45x + 6.35y + 2.47z <= 252.94
-6.78x + -2.4y + -3.28z <= 144.77
4.76x + 8.03y + 5.0z <= 871.65
-1.13x + -5.4y + -9.27z <= 782.81
-0.68x + 1.37y + 7.43z <= 971.75
-3.28x + 9.53y + -4.51z <= 204.09
4.29x + 5.04y + -5.9z <= 626.87
0.82x + -1.92y + 0.62z <= 739.47
1.44x + -4.26y + -2.46z <= 665.94
-4.12x + 7.25y + -1.53z <= 208.75
-7.08x + -7.5y + 0.47z <= 944.96
4.59x + 0.76y + -5.78z <= 405.92
-0.06x + -2.61y + 7.69z <= 801.38
-3.52x + -0.86y + 9.33z <= 574.22
-6.88x + 2.9y + -0.5z <= 110.02
4.95x + -9.73y + 7.04z <= 628.96
-4.15x + 9.86y + -6.95z <= 516.67
-9.65x + 1.58y + 3.57z <= 840.09
4.49x + 9.05y + 6.67z <= 380.84
-1.53x + -4.03y + 6.74z <= 117.57
-8.36x + -4.07y + 4.02z <= 265.09
-5.1x + -6.02y + 6.39z <= 965.7
5.39x + -7.19y + 8.03z <= 544.01
-4.08x + -9.26y + -8.51z <= 405.38
1.89x + 4.37y + -3.0z <= 860.76
1.35x + -1.55y + 6.56z <= 456.08
3.55x + -5.51y + -9.4z <= 272.13
-6.29x + 7.68y + 1.42z <= 798.08
0.74x + 6.69y + -9.33z <= 850.2
3.28x + 8.64y + 1.38z <= 673.29
3.85x + 2.09y + -7.17z <= 983.27
-7.88x + -3.16y + -0.26z <= 255.29
3.38x + 1.41y + 1.54z <= 663.08
3.77x + 6.52y + -6.8z <= 218.54
-2.13x + -1.23y + 9.04z <= 507.05
-9.73x + -5.48y + 4.24z <= 694.64
-2.1x + 9.0y + 5.9z <= 777.31
-4.64x + -5.8y + -7.49z <= 765.32
0.58x + -6.58y + 2.97z <= 293.05
2.19x + -8.17y + 9.28z <= 834.3
-3.42x + -3.36y + 1.66z <= 830.18
-5.43x + 7.03y + -3.48z <= 172.3
2.82x + 2.39y + 5.51z <= 548.45
2.68x + -7.77y + -5.71z <= 552.28
-8.5x + -7.16y + -2.68z <= 884.84
4.36x + 4.98y + -4.82z <= 398.05
-4.69x + 9.0y + 7.73z <= 737.47
-5.93x + -5.79y + -2.13z <= 891.17
7.3x + 0.87y + -8.4z <= 872.91
-8.65x + 1.98y + 8.7z <= 770.88
-7.2x + -4.03y + -4.51z <= 376.86
-8.24x + -8.73y + 7.27z <= 536.24
6.93x + -7.92y + 7.44z <= 359.68
-2.01x + -2.46y + 1.93z <= 997.96
-5.38x + -9.9y + 4.4z <= 433.41
8.19x + 4.5y + 3.77z <= 305.01
1.0x + 1.11y + 0.37z <= 723.06
7.29x + 4.22y + 0.06z <= 317.09
5.31x + -6.35y + 0.73z <= 249.0
-1.34x + 5.77y + -2.69z <= 888.11
-9.37x + -3.41y + 0.25z <= 779.83
-5.96x + 3.19y + 9.52z <= 113.56
0.75x + -6.02y + 0.34z <= 221.46
-9.18x + 5.42y + 9.79z <= 697.75
2.26x + 8.58y + 8.97z <= 858.23
-1.76x + -9.73y + 5.59z <= 770.27
2.05x + -8.92y + 9.38z <= 309.14
4.17x + 3.59y + 9.79z <= 535.09
8.04x + 6.53y + 9.94z <= 303.61
7.56x + 2.73y + -3.94z <= 181.49
3.22x + 3.97y + -8.7z <= 342.79
9.81x + -4.32y + -3.32z <= 947.66
8.44x + 7.02y + 4.2z <= 287.7
-5.11x + 7.35y + 9.17z <= 458.57
-8.67x + 6.02y + 8.26z <= 233.42
4.61x + 5.23y + 9.77z <= 614.08
9.84x + -9.85y + -9.49z <= 633.52
4.34x + 7.94y + 9.37z <= 751.52
-0.5x + -4.43y + -2.48z <= 275.97
4.87x + -8.64y + -0.22z <= 225.47
-6.67x + -8.51y + 5.55z <= 833.71
1.78x + 4.59y + 8.26z <= 879.66
5.92x + -0.26y + -0.46z <= 681.08
6.09x + -1.83y + -7.28z <= 306.7
-7.81x + 8.83y + 1.63z <= 988.37
3.57x + 5.04y + -4.2z <= 802.83
-3.84x + 2.31y + 0.41z <= 678.4
5.11x + -8.49y + 6.5z <= 582.22
9.45x + -0.32y + 4.17z <= 261.87
8.72x + -7.72y + -0.06z <= 313.96
-8.93x + -0.52y + 8.28z <= 252.84
-4.72x + 0.95y + 3.55z <= 260.73
-5.07x + 2.44y + 3.66z <= 872.97
2.97x + 8.69y + 1.23z <= 146.74
-2.86x + 8.6y + -9.04z <= 624.24
-3.46x + -5.18y + -0.32z <= 727.63
-9.3x + 8.64y + 8.53z <= 879.06
-4.36x + 4.0y + -5.08z <= 545.95
-3.59x + -7.82y + 6.7z <= 195.19
6.71x + -5.64y + 6.43z <= 669.53
-2.69x + -9.0y + 2.49z <= 197.5
-4.15x + 5.85y + -0.92z <= 438.44
-1.1x + 8.8y + -3.67z <= 560.19
1.57x + 8.9y + -0.65z <= 485.61
1.17x + -5.16y + 6.95z <= 582.96
7.83x + -5.88y + -6.25z <= 557.05
9.7x + -2.88y + -4.58z <= 235.55
2.85x + 0.73y + 8.02z <= 892.79
-4.0x + 8.63y + -9.51z <= 200.1
-4.06x + -2.73y + 6.24z <= 617.44
3.76x + 8.43y + 8.07z <= 511.5
4.1x + -9.03y + 3.46z <= 689.07
-1.16x + -4.9y + -4.88z <= 726.71
-3.37x + 3.73y + 9.4z <= 638.86
7.52x + 7.5y + 6.92z <= 618.69
-7.73x + 4.14y + 9.6z <= 156.56
2.44x + 7.94y + 3.04z <= 412.18
-5.48x + -2.75y + 7.38z <= 330.56
4.94x + -6.14y + 9.51z <= 784.44
5.24x + 3.78y + -1.79z <= 268.22
-1.84x + -5.44y + -1.62z <= 596.17
8.59x + 2.64y + 2.41z <= 776.31
-3.4x + 7.78y + -5.16z <= 441.11
-4.05x + 2.07y + -2.99z <= 272.2
-4.97x + -6.38y + 9.09z <= 468.93
7.9x + -7.5y + -0.74z <= 427.81
1.11x + -3.38y + 3.03z <= 910.64
-5.9x + 7.55y + -4.77z <= 360.56
7.32x + -8.24y + 9.09z <= 333.88
5.79x + 8.57y + -5.28z <= 162.52
8.99x + 4.41y + 1.98z <= 948.44
-4.79x + -9.23y + -0.11z <= 998.04
-1.09x + -5.09y + 5.36z <= 504.56
-8.45x + 7.16y + 3.38z <= 392.7
7.46x + -9.51y + -9.83z <= 856.82
3.24x + -8.25y + -1.45z <= 682.96
-6.69x + 0.01y + -3.28z <= 398.37
8.8x + 3.94y + 5.71z <= 649.6
-4.17x + 2.23y + 5.09z <= 252.21
9.64x + 7.86y + -6.59z <= 129.7
0.99x + -0.18y + -2.91z <= 888.33
8.74x + -6.57y + 3.79z <= 583.72
-7.92x + -1.0y + 7.56z <= 919.45
-4.98x + -8.48y + -7.53z <= 762.71
3.91x + 9.46y + -1.6z <= 766.77
5.17x + 6.0y + -7.27z <= 673.36
-9.89x + -6.31y + -2.46z <= 172.14
-2.49x + 6.91y + 2.11z <= 410.59
7.38x + 6.71y + -3.25z <= 162.4
0.04x + 6.21y + 6.9z <= 555.17
-4.82x + -2.94y + 2.75z <= 822.32
-9.78x + 4.67y + -2.89z <= 253.21
-9.09x + -0.31y + -5.92z <= 104.23
-4.38x + -6.74y + -9.64z <= 154.29
8.8x + 5.52y + 2.16z <= 718.54
3.34x + -4.68y + 7.12z <= 936.42
8.47x + -1.09y + -2.74z <= 354.47
7.02x + 0.22y + -8.69z <= 161.78
5.47x + 1.75y + -4.3z <= 363.39
-6.57x + -1.61y + -5.92z <= 688.93
5.53x + 5.39y + 8.46z <= 618.49
3.04x + 2.36y + 1.92z <= 607.4
-0.81x + 7.6y + 5.82z <= 814.51
6.98x + -4.6y + -4.21z <= 157.39
-9.74x + -5.04y + -6.03z <= 791.89
4.1x + -9.25y + -6.09z <= 594.52
-8.47x + 5.86y + -1.51z <= 653.69
-5.93x + -0.02y + 9.4z <= 896.53
-2.84x + -7.57y + -3.1z <= 885.81
-5.02x + 1.32y + -5.1z <= 873.12
7.7x + 8.3y + 4.5z <= 625.64
6.89x + -8.6y + 9.95z <= 809.08
-1.72x + -7.3y + 0.09z <= 184.45
6.36x + 1.51y + -6.43z <= 549.77
-5.25x + -2.5y + -1.49z <= 992.62
9.6x + -7.4y + -2.71z <= 400.05
3.31x + 0.47y + -2.17z <= 964.35
2.36x + 8.77y + 3.7z <= 585.36
-6.52x + 9.34y + -5.12z <= 770.03
3.13x + -6.6y + 9.66z <= 658.6
-1.74x + -8.43y + -0.87z <= 879.5
0.14x + 5.2y + 6.27z <= 213.89
1.76x + 6.96y + 2.34z <= 928.61
5.34x + 2.03y + 8.72z <= 779.23
1.72x + -3.5y + 5.53z <= 949.87
4.53x + 3.54y + -7.75z <= 759.45
8.18x + -4.74y + -3.61z <= 304.34
5.22x + -6.78y + -5.53z <= 425.47
-1.79x + -2.03y + 5.15z <= 563.57
-9.43x + -0.01y + -0.79z <= 686.07
-3.92x + -7.06y + -0.57z <= 584.96
-2.52x + -2.72y + 7.56z <= 498.37
-9.22x + -1.39y + 5.7z <= 706.05
7.94x + 9.64y + 3.0z <= 838.92
4.22x + -8.65y + 2.03z <= 698.88
2.64x + -1.49y + 2.05z <= 747.41
0.59x + 0.99y + 4.64z <= 643.78
5.07x + 4.7y + -0.69z <= 530.25
-9.57x + 0.61y + -9.53z <= 657.06
-2.92x + -7.15y + 4.15z <= 511.69
9.33x + 5.07y + -6.13z <= 789.37
3.34x + 6.61y + -8.07z <= 708.15
-9.24x + 4.6y + -2.36z <= 902.49
1.25x + 3.75y + -4.88z <= 443.9
-1.22x + -4.91y + -0.02z <= 616.98
1.08x + -8.26y + 5.12z <= 186.11
-5.84x + 7.66y + 4.68z <= 238.02
-0.29x + 7.63y + 4.52z <= 211.66
-4.58x + 6.73y + -5.33z <= 390.35
6.94x + 6.33y + 9.47z <= 897.97
-2.31x + -9.03y + 1.77z <= 685.28
-8.02x + 1.1y + 4.45z <= 825.58
9.95x + 5.55y + 6.18z <= 973.96
-6.1x + 5.44y + -7.11z <= 532.38
9.27x + 8.59y + 3.35z <= 422.78
-8.1x + -4.22y + 9.04z <= 424.38
8.82x + 4.85y + 5.75z <= 153.85
7.98x + -4.67y + -3.7z <= 407.47
-8.66x + -8.47y + -0.31z <= 823.83
2.38x + -7.94y + 2.66z <= 830.79
-0.64x + -9.87y + 8.33z <= 498.08
6.12x + -6.34y + -9.76z <= 539.79
-0.84x + 8.69y + 2.9z <= 305.26
8.22x + -8.95y + -8.43z <= 314.0
-4.12x + -1.55y + -6.45z <= 755.32
7.19x + 7.17y + 1.54z <= 566.96
8.53x + 3.66y + -1.63z <= 910.94
-6.1x + -2.71y + 3.37z <= 111.41
-4.43x + -6.38y + -5.32z <= 654.88
1.3x + -8.59y + 3.47z <= 667.82
-9.18x + 8.53y + -3.14z <= 373.27
2.1x + -4.46y + -6.98z <= 277.52
-6.04x + 4.63y + 9.53z <= 798.99
-9.76x + 8.28y + 2.66z <= 325.84
0.62x + 3.83y + 4.48z <= 340.13
-1.99x + 9.42y + 6.27z <= 676.78
-5.09x + 6.5y + -6.36z <= 766.79
4.66x + 1.29y + 8.14z <= 218.54
-0.97x + -2.07y + 5.13z <= 357.26
5.41x + -1.1y + 9.27z <= 819.82
-5.62x + 8.44y + -3.57z <= 842.87
2.11x + 3.88y + 6.16z <= 314.42
2.06x + -2.23y + 8.36z <= 767.75
2.91x + 7.91y + 2.34z <= 101.03
-4.07x + 8.67y + 7.8z <= 774.16
-3.88x + 7.07y + 3.76z <= 879.83
8.63x + -9.44y + 7.26z <= 648.73
9.69x + 1.01y + -0.76z <= 289.02
5.02x + -8.02y + 3.56z <= 742.12
4.54x + -0.2y + 0.56z <= 868.25
1.03x + 8.93y + 5.13z <= 199.42
6.03x + -7.04y + 2.96z <= 279.57
-8.37x + -5.28y + -7.99z <= 255.94
0.06x + 9.65y + -2.9z <= 921.47
-2.64x + -9.48y + 0.35z <= 286.23
8.55x + 7.85y + 5.68z <= 849.99
1.99x + 4.38y + 8.78z <= 180.23
5.25x + 8.03y + -9.14z <= 829.48
-5.16x + -0.92y + -5.45z <= 533.91
-3.21x + 1.45y + -4.34z <= 785.11
-1.82x + 8.08y + 6.99z <= 487.41
4.7x + -5.77y + 7.29z <= 214.6
-5.11x + -0.43y + -8.06z <= 501.61
-2.65x + -9.61y + -6.71z <= 167.09
-0.88x + -5.78y + -7.39z <= 191.46
-9.53x + -9.24y + 0.14z <= 597.53
7.99x + -5.44y + 3.19z <= 436.38
2.39x + 7.1y + 7.63z <= 276.21
-4.07x + 1.75y + -9.28z <= 984.62
-7.19x + -0.29y + -6.89z <= 361.88
7.2x + 6.76y + -0.39z <= 497.69
4.94x + 5.76y + -8.6z <= 150.45
0.67x + 8.91y + 9.22z <= 154.04
-4.95x + -2.24y + -5.34z <= 118.43
-6.01x + 0.32y + 8.36z <= 324.94
-2.81x + 3.63y + 4.91z <= 742.74
-3.81x + -2.28y + -8.48z <= 718.63
-0.49x + 0.35y + -2.8z <= 790.39
9.05x + 6.37y + -1.48z <= 672.3
0.93x + 3.09y + 0.44z <= 121.61
8.29x + -6.52y + 9.9z <= 462.68
5.08x + 1.14y + 0.79z <= 575.6
7.2x + 4.23y + 7.37z <= 222.91
-3.75x + 5.73y + 8.77z <= 904.35
8.25x + -9.03y + 4.66z <= 631.2
6.63x + -8.05y + 5.85z <= 109.62
0.76x + -3.45y + -10.0z <= 887.86
-2.31x + 6.51y + -2.81z <= 825.67
8.6x + 9.91y + -9.7z <= 724.96
6.79x + -4.14y + -9.19z <= 951.38
-6.96x + 4.05y + -7.03z <= 708.49
-5.93x + -3.36y + -8.92z <= 959.06
-3.54x + -3.08y + 2.61z <= 565.34
6.93x + 3.52y + 8.37z <= 733.07
-4.31x + -3.27y + -7.61z <= 103.67
0.13x + -7.16y + 8.15z <= 184.72
-9.53x + 2.84y + -0.59z <= 604.5
6.02x + -5.27y + 6.6z <= 127.43
-5.97x + 1.87y + -0.65z <= 149.96
-4.4x + 7.81y + 2.7z <= 901.32
7.14x + 5.45y + 1.85z <= 887.9
-3.03x + -4.83y + 5.31z <= 977.72
9.17x + 8.77y + 8.25z <= 682.1
8.33x + 9.71y + -2.89z <= 861.24
-9.67x + -7.14y + 1.63z <= 164.48
-8.94x + 1.75y + 1.53z <= 210.0
-2.68x + 4.99y + 0.45z <= 271.06
3.67x + 5.5y + 7.53z <= 526.36
-8.86x + 0.63y + 8.22z <= 944.11
8.61x + -8.26y + -2.89z <= 208.83
-0.99x + -2.12y + -4.19z <= 145.33
-2.05x + -4.08y + 1.25z <= 625.25
0.48x + -1.28y + 4.32z <= 280.27
6.11x + -0.21y + -5.71z <= 397.49
5.96x + 8.93y + 8.45z <= 480.02
8.52x + 8.0y + 9.16z <= 675.08
3.72x + -2.62y + 6.31z <= 314.01
-6.99x + 1.97y + 4.12z <= 278.16
-6.41x + 4.38y + -8.21z <= 492.62
3.67x + -6.76y + 0.66z <= 603.59
3.1x + -2.24y + -0.2z <= 815.93
