max -7.62x + -0.42y + 9.44z
-6.96x + 6.39y + 5.34z <= 735.05
8.47x + -7.14y + 9.67z <= 435.48
8.98x + -5.74y + 8.82z <= 655.92
-9.2x + -2.88y + -1.2z <= 713.67
-6.18x + 1.85y + 1.52z <= 380.44
1.64x + -7.32y + 7.4z <= 727.1
-3.88x + 2.37y + -9.47z <= 156.46
8.91x + -1.75y + 1.28z <= 880.25
8.74x + -5.7y + -2.02z <= 340.99
7.94x + 5.77y + 5.01z <= 420.82
-7.25x + -4.63y + 2.85z <= 145.26
1.03x + 7.3y + 7.51z <= 721.77
-0.48x + 7.09y + 7.51z <= 565.65
-3.32x + 5.28y + 3.11z <= 892.58
-9.96x + 2.0y + -4.52z <= 921.93
-7.31x + 6.89y + -4.41z <= 838.21
-7.75x + -2.06y + 5.84z <= 207.93
5.86x + 2.08y + 8.61z <= 273.1
-4.06x + -0.51y + 6.1z <= 791.55
8.02x + 9.09y + 8.88z <= 769.31
-0.25x + 3.29y + 1.26z <= 508.46
-7.39x + 5.99y + 3.24z <= 962.56
9.36x + -2.59y + -1.79z <= 858.27
1.41x + -3.07y + 3.21z <= 998.44
-7.51x + 6.74y + 7.56z <= 301.34
0.51x + 7.69y + -8.36z <= 477.68
9.44x + -4.76y + -7.39z <= 399.03
0.25x + -9.33y + -2.1z <= 222.98
1.04x + -1.33y + -0.73z <= 847.87
-6.43x + 1.52y + -2.92z <= 819.3
5.92x + 6.86y + 4.73z <= 813.46
9.84x + -9.01y + 9.41z <= 764.66
-1.87x + -6.54y + -8.2z <= 178.74
-5.21x + -2.82y + 6.47z <= 570.66
3.67x + -4.72y + 8.78z <= 183.45
-1.55x + -4.68y + -1.97z <= 208.04
7.55x + -1.24y + 5.85z <= 358.97
-8.57x + 6.67y + -3.14z <= 532.27
3.07x + -2.46y + -0.96z <= 420.23
2.41x + -7.8y + -6.65z <= 934.75
-5.09x + 4.1y + 1.35z <= 894.72
-8.37x + 1.95y + -7.82z <= 149.51
2.63x + -4.7y + 5.04z <= 627.85
-3.55x + -0.7y + -0.1z <= 625.46
9.37x + -3.66y + -2.42z <= 146.08
6.59x + 6.15y + -6.02z <= 749.3
-6.32x + -8.24y + 1.04z <= 908.06
3.97x + -4.32y + -6.88z <= 948.7
8.77x + -6.04y + -0.09z <= 436.07
-3.97x + 0.82y + -8.68z <= 339.68
-0.35x + 3.54y + 2.06z <= 179.5
4.37x + 4.81y + 7.65z <= 567.68
0.32x + -0.6y + -3.03z <= 939.95
9.43x + 1.15y + 9.6z <= 985.72
5.64x + 3.93y + -3.59z <= 599.52
7.47x + 1.84y + -1.15z <= 889.28
1.03x + 4.3y + 6.74z <= 583.99
4.4x + -3.62y + 9.69z <= 718.89
-6.02x + 6.19y + 0.26z <= 419.42
6.38x + 6.0y + 1.59z <= 261.76
-4.11x + 5.2y + -3.94z <= 666.66
3.47x + -1.28y + 2.78z <= 442.65
2.58x + 9.26y + -2.67z <= 753.12
7.1x + 1.29y + 1.22z <= 474.21
-4.11x + -3.61y + -3.55z <= 748.84
-1.09x + -9.84y + 8.69z <= 488.82
6.05x + 7.24y + 2.92z <= 208.47
-4.35x + 4.08y + -2.01z <= 492.11
7.98x + -9.06y + 5.3z <= 233.89
-4.23x + 0.7y + 2.38z <= 899.04
-6.64x + -3.7y + 1.34z <= 225.65
6.75x + 9.02y + 1.16z <= 460.48
-2.24x + -5.74y + 8.59z <= 706.25
4.35x + 0.9y + -0.71z <= 375.95
-2.37x + -7.44y + 3.13z <= 646.3
-6.14x + -9.02y + -9.89z <= 226.11
-0.53x + 3.17y + 0.19z <= 171.68
7.86x + 2.85y + 7.39z <= 354.18
-4.78x + -3.36y + 6.71z <= 568.57
8.08x + -2.55y + 0.96z <= 114.67
-1.23x + -6.81y + -7.43z <= 645.86
-8.11x + 6.13y + -5.74z <= 698.14
0.74x + -3.78y + 2.86z <= 500.89
5.66x + 0.49y + 8.91z <= 222.63
6.42x + -2.47y + 5.6z <= 550.85
1.02x + 2.51y + 5.59z <= 434.45
1.04x + 3.36y + 0.78z <= 883.31
3.95x + 5.01y + -7.56z <= 856.11
5.5x + 6.17y + -3.11z <= 926.84
4.59x + -5.02y + -7.99z <= 816.94
-3.38x + -0.86y + 0.66z <= 768.37
9.4x + 3.73y + 7.83z <= 596.75
0.3x + -8.72y + -8.17z <= 475.19
-2.28x + -6.39y + 6.67z <= 780.52
-3.28x + 6.53y + -5.92z <= 899.69
-8.47x + -5.94y + -5.23z <= 586.24
-0.38x + 1.13y + 2.01z <= 850.56
-7.4x + -6.46y + 9.14z <= 257.49
-6.82x + -0.64y + 1.72z <= 535.41
-5.0x + -7.13y + -2.13z <= 995.67
-2.6x + 7.62y + 3.56z <= 293.38
1.38x + -3.15y + 8.09z <= 346.23
5.29x + -8.45y + 2.96z <= 763.61
7.72x + -5.42y + -8.06z <= 383.31
4.56x + 8.63y + 2.83z <= 484.52
-7.34x + 8.04y + 5.27z <= 359.96
-0.57x + 7.04y + 0.59z <= 859.56
-0.61x + -6.34y + -1.7z <= 866.7
0.66x + -2.38y + 2.13z <= 851.08
9.59x + -5.02y + 9.1z <= 758.83
9.37x + 9.48y + 7.8z <= 252.14
6.57x + 5.91y + -4.93z <= 321.46
3.97x + 2.23y + -2.78z <= 785.13
-2.77x + 7.75y + -9.86z <= 231.94
7.24x + 6.13y + -0.54z <= 654.97
-4.12x + 3.56y + 7.77z <= 884.1
-2.39x + 5.5y + 8.2z <= 348.44
3.44x + -5.32y + 4.5z <= 764.32
3.0x + 5.47y + 4.88z <= 473.56
-5.96x + -9.55y + -1.0z <= 574.27
3.52x + -3.91y + -7.31z <= 167.58
4.64x + 5.37y + 7.95z <= 155.57
2.97x + 9.42y + 7.6z <= 360.04
-3.55x + 1.43y + -2.71z <= 159.0
2.85x + -2.39y + -2.78z <= 826.47
1.41x + -7.93y + -2.68z <= 447.31
2.87x + 0.09y + 1.52z <= 389.87
9.64x + 7.0y + 3.72z <= 241.41
-1.1x + 5.09y + 0.76z <= 328.06
6.3x + 1.21y + 3.32z <= 753.08
-5.35x + 1.88y + -6.71z <= 112.39
3.43x + -8.47y + -5.46z <= 204.57
1.74x + -6.15y + -7.89z <= 176.58
-3.35x + 4.34y + 3.84z <= 558.73
7.86x + 2.26y + 7.93z <= 230.89
-4.75x + 9.26y + -5.89z <= 164.55
6.84x + 8.34y + -0.49z <= 138.26
7.05x + 5.57y + -9.96z <= 387.39
-5.23x + 1.16y + -0.16z <= 352.9
3.16x + 2.7y + 3.9z <= 309.32
8.33x + -3.81y + -5.61z <= 245.46
9.71x + -0.32y + -9.78z <= 868.22
1.89x + -8.85y + -9.54z <= 118.71
5.11x + 0.56y + -7.39z <= 212.05
2.85x + 3.87y + 4.32z <= 513.76
-2.62x + 5.1y + -8.49z <= 535.56
-3.7x + 8.16y + -0.89z <= 742.57
8.59x + 2.37y + 1.9z <= 185.8
3.8x + 8.16y + -4.81z <= 266.5
2.65x + 5.55y + -4.83z <= 438.29
8.83x + 6.57y + 0.71z <= 712.1
3.68x + 9.91y + 5.52z <= 478.08
-7.81x + 9.28y + 0.93z <= 146.57
-1.8x + -8.03y + -4.59z <= 910.43
2.47x + 8.45y + -2.89z <= 496.76
-2.13x + -2.08y + 3.44z <= 396.94
-8.77x + -7.21y + 1.94z <= 932.41
4.76x + 2.72y + -9.53z <= 490.6
8.98x + 5.6y + 2.06z <= 231.62
4.15x + 6.16y + 1.02z <= 756.85
-8.74x + 6.0y + 2.56z <= 419.8
-7.58x + -2.1y + -7.66z <= 521.87
5.13x + -2.69y + 8.78z <= 330.75
7.65x + -3.14y + 8.85z <= 978.98
-4.93x + -3.54y + 1.66z <= 551.72
9.82x + -5.08y + -4.77z <= 594.93
4.2x + 5.24y + 8.63z <= 692.7
-3.87x + 6.29y + -7.94z <= 661.74
-0.59x + 3.52y + -1.14z <= 236.69
8.53x + -2.35y + 2.9z <= 668.56
-8.6x + 2.72y + 6.71z <= 784.68
-3.25x + -5.06y + 9.38z <= 164.77
-2.49x + -9.31y + -0.96z <= 505.65
-9.86x + 1.84y + -3.98z <= 724.05
4.7x + 4.41y + -9.09z <= 627.56
4.91x + 8.77y + 7.78z <= 571.46
3.59x + 5.39y + -6.9z <= 306.99
-0.82x + -7.28y + 2.6z <= 443.61
8.83x + 2.72y + -0.89z <= 906.02
-8.14x + 5.31y + 5.67z <= 594.12
-2.45x + 2.51y + 9.35z <= 378.22
-8.86x + 1.03y + 7.8z <= 896.35
4.11x + -5.33y + -3.08z <= 749.55
-2.85x + 4.94y + -4.37z <= 772.22
4.27x + -7.51y + -6.77z <= 718.97
-8.48x + 3.2y + 4.02z <= 381.35
0.5x + -0.47y + -8.82z <= 864.35
8.53x + -8.71y + 5.11z <= 381.11
-4.61x + 4.62y + 5.54z <= 198.05
-6.12x + 8.54y + 1.12z <= 774.04
-7.2x + 2.17y + -7.37z <= 619.89
-5.27x + 4.0y + 4.82z <= 259.68
-5.88x + 0.77y + 7.91z <= 716.62
9.95x + 7.43y + -5.02z <= 387.33
6.42x + 4.24y + 6.03z <= 426.82
9.48x + 9.34y + 1.27z <= 334.85
8.81x + 1.72y + -4.05z <= 988.94
-9.44x + 4.71y + -3.92z <= 329.48
4.6x + 9.59y + 7.24z <= 159.69
-2.08x + -3.76y + 4.24z <= 107.52
9.04x + 2.89y + 6.78z <= 454.4
-6.15x + 9.91y + 9.66z <= 560.65
-0.61x + 3.87y + 4.0z <= 347.56
0.7x + -5.53y + 1.37z <= 445.97
3.86x + 3.49y + -1.52z <= 774.58
-0.23x + 2.13y + 3.75z <= 771.93
-2.49x + -3.18y + -5.47z <= 472.69
7.96x + 5.06y + 3.44z <= 426.16
5.28x + -8.35y + 0.8z <= 135.24
2.68x + -2.47y + 9.72z <= 261.13
-6.21x + 4.12y + -8.51z <= 595.53
-5.85x + 4.75y + -5.22z <= 564.55
6.1x + -4.34y + 9.57z <= 246.23
2.27x + -7.68y + 4.68z <= 873.95
-9.32x + 3.97y + -5.22z <= 972.64
9.75x + -10.0y + 9.56z <= 174.99
-9.2x + 7.69y + -6.07z <= 556.06
-3.52x + 2.7y + -1.91z <= 557.06
5.48x + -7.1y + 7.9z <= 138.47
5.1x + 3.65y + -5.36z <= 324.22
-5.31x + -3.85y + -6.23z <= 139.42
-8.3x + -3.46y + -9.11z <= 899.19
1.08x + -6.06y + 2.21z <= 394.97
7.58x + -1.22y + 9.76z <= 466.33
-4.34x + -4.2y + -6.83z <= 209.72
6.01x + -7.44y + 9.34z <= 534.13
2.85x + -4.17y + 8.18z <= 189.89
7.33x + -9.38y + -3.05z <= 409.39
-8.18x + 7.94y + 5.55z <= 796.96
-7.76x + -2.25y + 4.57z <= 964.23
-8.34x + -2.61y + 3.29z <= 962.07
-7.83x + -3.59y + -4.35z <= 578.94
-2.47x + 6.87y + -2.3z <= 732.47
-5.31x + 2.32y + 0.83z <= 755.71
2.01x + -7.33y + -9.65z <= 405.6
-0.68x + -2.86y + 8.19z <= 951.32
-3.59x + -9.38y + 2.59z <= 541.97
-3.51x + 0.48y + 9.24z <= 865.06
-2.34x + -8.22y + -0.89z <= 967.38
-5.21x + 6.96y + -7.79z <= 330.58
4.92x + -0.83y + -8.12z <= 146.67
-9.89x + -0.63y + 7.0z <= 350.46
9.53x + 3.11y + -4.09z <= 825.45
2.9x + 1.29y + -7.76z <= 731.19
-1.66x + -2.41y + 2.94z <= 686.09
5.82x + -6.28y + -5.7z <= 709.64
0.09x + 6.97y + -8.67z <= 871.97
0.56x + 7.25y + 8.21z <= 318.77
-5.96x + -9.06y + -9.86z <= 371.38
-1.48x + 7.33y + -2.95z <= 924.52
0.14x + -1.98y + 3.25z <= 415.9
-8.23x + 6.22y + -0.11z <= 332.61
-1.78x + -3.87y + -3.29z <= 443.06
3.5x + -2.55y + -9.93z <= 496.82
1.65x + -3.03y + -4.92z <= 631.05
7.37x + 8.6y + 3.63z <= 227.22
1.34x + 1.23y + 8.15z <= 763.33
9.97x + -1.36y + -0.33z <= 950.02
-2.59x + -9.11y + -6.92z <= 147.11
0.16x + 7.55y + 3.08z <= 719.27
0.61x + 3.33y + -7.49z <= 979.16
0.51x + -5.3y + -9.58z <= 957.2
4.01x + -8.24y + 4.58z <= 869.07
-3.71x + -3.86y + 8.44z <= 109.72
0.62x + 1.57y + 5.52z <= 563.13
-2.57x + -7.39y + 8.3z <= 164.77
3.81x + -4.5y + -1.65z <= 974.89
-4.9x + -9.44y + -4.61z <= 638.17
5.49x + 3.07y + 6.95z <= 332.81
-0.86x + 0.32y + -1.16z <= 231.36
7.57x + 1.39y + 8.29z <= 370.43
0.76x + -7.09y + -1.97z <= 172.62
3.72x + -0.57y + 6.13z <= 739.56
-4.13x + -8.51y + 8.21z <= 796.46
-6.52x + -5.81y + 9.82z <= 574.93
6.71x + -4.9y + 9.76z <= 221.1
4.34x + -6.37y + -5.65z <= 535.94
-0.34x + 5.27y + -9.3z <= 383.47
7.93x + 6.14y + -1.09z <= 249.81
0.34x + -6.17y + 9.16z <= 151.66
4.93x + 0.68y + 0.26z <= 999.6
-2.43x + 0.09y + 8.38z <= 237.18
9.85x + 5.79y + 6.0z <= 139.76
0.99x + 8.28y + 3.78z <= 789.42
-3.38x + -8.23y + 1.83z <= 359.34
5.89x + -0.37y + 9.69z <= 212.63
6.45x + -6.75y + -8.56z <= 268.21
-8.75x + 0.7y + -4.51z <= 163.17
-2.21x + 7.98y + -8.62z <= 540.4
-1.86x + -3.84y + -8.4z <= 585.85
-7.03x + -1.28y + -0.95z <= 157.66
-3.9x + -0.72y + -3.87z <= 284.95
5.44x + 0.79y + -4.74z <= 521.01
-2.52x + 1.91y + -3.88z <= 652.76
7.2x + 7.84y + 7.2z <= 910.63
6.1x + 8.68y + 9.88z <= 216.22
8.26x + -4.1y + -2.43z <= 637.95
7.56x + -3.52y + 4.45z <= 763.85
-0.18x + 4.13y + -7.65z <= 341.86
-3.72x + 9.56y + -6.11z <= 731.09
-6.64x + -6.1y + 2.56z <= 581.4
8.96x + 7.49y + 9.33z <= 213.58
5.28x + 6.67y + 9.57z <= 970.79
6.7x + 8.93y + -2.13z <= 444.27
-1.42x + -7.82y + 9.17z <= 521.4
-4.08x + 7.3y + -0.98z <= 395.46
-9.24x + -9.21y + -4.36z <= 445.89
-9.46x + -8.53y + 1.17z <= 700.19
-4.2x + 1.38y + 0.45z <= 142.78
2.34x + 6.36y + 1.5z <= 738.17
1.37x + -7.3y + 4.74z <= 489.8
5.49x + -0.72y + -0.85z <= 844.78
-2.37x + 4.48y + 2.27z <= 637.51
1.84x + -3.07y + -0.3z <= 127.26
-0.64x + 2.53y + -9.43z <= 701.26
6.0x + -8.08y + 4.8z <= 785.07
-5.32x + 7.03y + 2.3z <= 428.41
3.98x + -2.98y + -3.14z <= 619.22
5.48x + 0.13y + 2.89z <= 150.53
-0.03x + 7.79y + 2.09z <= 588.97
9.45x + -4.16y + 2.68z <= 125.7
7.64x + -3.09y + -7.13z <= 222.8
-3.3x + 4.93y + 0.09z <= 371.82
-4.33x + 0.84y + 8.73z <= 225.03
2.34x + 1.09y + 6.21z <= 749.68
-2.03x + -3.62y + -6.19z <= 545.42
-0.44x + 7.33y + 9.3z <= 474.97
9.58x + 6.58y + -3.83z <= 962.4
8.69x + -5.26y + -4.53z <= 220.62
9.83x + -5.47y + 1.6z <= 724.22
0.89x + 5.79y + -0.62z <= 610.51
6.07x + -2.11y + 9.4z <= 494.32
-5.31x + 4.04y + -1.6z <= 984.22
-7.89x + -9.42y + -2.8z <= 537.2
-1.02x + 7.83y + 9.51z <= 921.73
3.12x + 6.8y + 4.83z <= 103.2
-8.95x + -9.7y + -3.1z <= 795.44
9.84x + -7.92y + 5.44z <= 741.05
9.47x + -3.51y + 4.98z <= 308.98
1.95x + -9.7y + 2.13z <= 899.47
0.08x + -5.2y + -4.39z <= 290.67
-0.93x + -6.78y + 5.4z <= 398.74
-9.29x + -2.1y + 6.24z <= 358.87
2.51x + 4.2y + -3.13z <= 422.48
4.5x + 0.11y + -8.67z <= 134.2
0.39x + 7.31y + -3.89z <= 331.26
4.51x + 2.87y + -8.72z <= 306.43
-3.82x + -3.74y + 7.2z <= 508.42
-6.29x + 4.99y + 6.49z <= 948.52
-4.69x + 7.11y + 3.41z <= 394.07
8.44x + 7.4y + -6.39z <= 553.74
4.15x + 9.02y + -6.01z <= 463.71
3.96x + 0.55y + -6.21z <= 950.25
2.44x + -8.41y + 0.85z <= 878.58
6.92x + 7.38y + -0.22z <= 844.4
8.6x + -1.16y + 5.8z <= 555.45
4.34x + 8.47y + 7.04z <= 260.05
1.94x + 4.26y + 9.98z <= 515.46
0.13x + 0.7y + 5.26z <= 694.17
-4.94x + 4.17y + -8.34z <= 230.8
8.33x + 0.52y + 3.6z <= 178.3
7.53x + -9.63y + -0.83z <= 620.91
-0.17x + -7.32y + -7.3z <= 527.82
2.78x + 6.83y + -4.01z <= 849.33
-8.82x + -0.79y + 2.46z <= 535.77
-1.08x + 2.59y + 6.12z <= 890.73
-6.72x + 1.41y + 4.81z <= 986.43
7.69x + -6.35y + 2.58z <= 252.7
-4.42x + -1.23y + 2.07z <= 236.98
-8.34x + -4.17y + 7.72z <= 352.66
4.86x + 5.55y + -5.63z <= 239.95
-1.89x + -5.77y + 3.47z <= 228.21
6.69x + 7.7y + -0.01z <= 476.08
-7.98x + 7.07y + -8.98z <= 237.36
-2.51x + 8.52y + 2.16z <= 170.14
-8.56x + -1.37y + 5.29z <= 288.33
7.32x + 9.7y + 9.4z <= 490.6
8.09x + -8.88y + 1.31z <= 991.3
-3.75x + 1.15y + -9.72z <= 821.57
-4.19x + 8.85y + 4.94z <= 883.42
2.55x + -5.28y + 3.38z <= 534.83
1.68x + -2.78y + -5.37z <= 932.67
6.1x + -4.13y + -0.38z <= 565.43
1.53x + -4.01y + 2.2z <= 600.88
2.66x + -6.41y + -8.18z <= 106.11
7.48x + 5.84y + -4.02z <= 181.95
-7.89x + 0.74y + -7.46z <= 606.51
-5.21x + -3.67y + -8.53z <= 966.24
4.11x + -7.05y + -2.78z <= 816.12
6.1x + -3.3y + -8.71z <= 546.26
-6.01x + 6.71y + 8.84z <= 328.35
9.4x + 7.14y + 2.59z <= 130.88
-0.92x + -0.83y + -1.9z <= 551.89
-4.85x + -3.92y + 0.67z <= 194.85
8.08x + -3.3y + 0.13z <= 308.23
-5.51x + -3.0y + 5.0z <= 144.07
1.56x + -7.33y + -6.81z <= 824.73
1.19x + 2.74y + 7.12z <= 413.79
4.42x + -6.44y + -1.78z <= 733.26
-3.63x + -2.05y + -0.77z <= 736.95
6.29x + -0.16y + -1.55z <= 766.88
3.83x + -5.59y + 8.43z <= 277.65
-1.6x + 5.9y + 9.29z <= 580.31
4.41x + -4.75y + 1.61z <= 724.13
-4.42x + -4.39y + 4.34z <= 528.24
-4.08x + -7.11y + -7.4z <= 774.34
5.24x + -8.07y + 2.32z <= 658.39
6.51x + -7.81y + 1.18z <= 524.22
-3.05x + 4.86y + -8.79z <= 135.65
5.22x + 9.99y + 4.05z <= 399.34
-1.06x + -7.54y + 2.87z <= 182.53
2.62x + -6.34y + 5.55z <= 408.35
-3.38x + 3.41y + -9.34z <= 357.62
5.69x + 7.77y + 6.79z <= 675.62
-4.27x + -4.05y + 1.72z <= 772.27
-9.52x + 2.03y + 7.67z <= 907.98
7.17x + -3.65y + 0.15z <= 999.36
9.05x + -3.44y + 0.8z <= 764.99
-2.15x + -7.77y + 9.66z <= 158.46
-2.32x + 8.99y + 6.14z <= 526.32
-5.75x + 9.55y + 5.43z <= 985.03
1.68x + 1.52y + -0.31z <= 930.13
-6.06x + 4.4y + 4.53z <= 250.49
1.86x + 5.13y + 5.19z <= 502.27
7.6x + 7.23y + -0.78z <= 286.7
4.87x + -6.32y + -5.55z <= 315.84
-7.14x + 3.66y + 0.81z <= 920.33
-2.63x + -6.39y + 2.17z <= 147.49
8.02x + 8.65y + -8.5z <= 492.82
-1.0x + -0.99y + 4.88z <= 139.11
-2.29x + -7.65y + -5.81z <= 964.06
2.21x + -4.25y + 5.78z <= 643.09
0.23x + -3.83y + 2.95z <= 972.42
4.41x + -7.01y + -0.21z <= 630.55
1.38x + -3.9y + 6.05z <= 584.16
-6.98x + -6.47y + -9.94z <= 158.82
9.77x + 6.53y + -1.29z <= 222.76
1.76x + -5.03y + 4.26z <= 920.01
-0.92x + 3.03y + -7.55z <= 610.87
5.65x + 1.54y + 7.21z <= 446.17
-0.95x + 7.42y + 1.27z <= 554.7
-5.05x + 7.48y + -7.67z <= 814.35
-0.41x + -8.33y + 1.47z <= 355.08
2.93x + 2.32y + -3.95z <= 366.87
-3.99x + -9.06y + 5.74z <= 617.12
-2.59x + 0.48y + -7.4z <= 851.95
1.73x + -1.11y + 8.29z <= 727.06
-4.71x + 9.76y + -4.27z <= 254.82
-1.11x + 6.4y + -7.13z <= 970.37
-2.42x + -3.37y + -0.09z <= 920.54
-6.16x + -4.91y + -6.41z <= 373.8
-9.72x + 7.24y + 2.06z <= 847.67
-7.16x + 6.33y + -1.12z <= 426.82
-7.71x + 0.02y + -5.16z <= 127.26
7.89x + 2.36y + 3.21z <= 345.05
-5.06x + -3.7y + 1.56z <= 535.16
9.12x + -2.11y + -6.35z <= 253.82
-2.83x + -3.58y + 4.69z <= 602.98
0.11x + 7.62y + 5.93z <= 536.66
-8.03x + -9.18y + 4.26z <= 682.43
2.82x + 9.95y + -1.79z <= 163.65
1.0x + 5.64y + 5.43z <= 563.9
-8.04x + 1.44y + -1.19z <= 156.39
-6.06x + -7.96y + -0.13z <= 721.16
7.42x + 4.19y + 6.46z <= 326.93
9.3x + -4.5y + 9.41z <= 446.91
-1.39x + 7.28y + 0.37z <= 986.37
1.91x + 3.13y + -1.12z <= 154.15
-5.63x + -0.21y + -3.6z <= 980.89
8.2x + 3.02y + 5.18z <= 249.84
-0.13x + 3.61y + -0.12z <= 405.95
4.33x + -5.02y + 8.79z <= 722.52
0.53x + -5.06y + -7.59z <= 625.31
1.53x + -6.62y + -5.64z <= 123.47
6.51x + -2.88y + -2.82z <= 318.86
-1.04x + -5.78y + 1.52z <= 374.38
-0.34x + 6.19y + -5.97z <= 278.02
-9.82x + -4.45y + 6.43z <= 536.77
-0.28x + -9.47y + -1.42z <= 312.41
1.62x + -5.28y + -2.46z <= 280.32
7.98x + 9.63y + -4.66z <= 127.18
7.01x + -5.12y + 1.6z <= 233.27
2.96x + -9.8y + 4.36z <= 808.16
-3.02x + 4.23y + 1.21z <= 965.65
-6.66x + -8.05y + 5.27z <= 689.31
0.53x + -1.01y + 9.91z <= 760.57
-5.74x + -0.4y + 8.91z <= 439.88
-8.11x + 4.05y + 5.41z <= 221.65
-1.95x + 5.91y + 7.12z <= 379.06
3.44x + -7.99y + 7.79z <= 300.33
-6.53x + 5.02y + -7.78z <= 665.97
-2.45x + 1.98y + -3.34z <= 585.99
1.37x + 8.86y + 5.76z <= 484.72
7.19x + -9.96y + 5.91z <= 589.03
-8.39x + 1.46y + -3.56z <= 213.85
-1.09x + 8.97y + -2.62z <= 908.26
-5.9x + -1.13y + 5.42z <= 237.16
3.6x + 3.02y + -1.06z <= 488.88
-3.29x + 7.04y + -6.45z <= 106.81
4.02x + 1.71y + -6.77z <= 114.74
-1.64x + 7.21y + -6.96z <= 742.06
-5.24x + 2.14y + -8.48z <= 842.14
-3.5x + 7.2y + 9.19z <= 644.12
4.43x + 8.83y + 7.84z <= 574.2
-9.62x + 4.65y + 6.56z <= 512.36
9.39x + 6.12y + 3.59z <= 519.34
-4.05x + -0.71y + 9.04z <= 548.84
1.03x + -8.57y + -6.25z <= 777.63
-0.57x + 7.0y + 8.78z <= 120.55
-9.7x + -3.37y + -7.26z <= 797.98
-9.39x + 7.68y + 6.82z <= 210.26
2.66x + 6.73y + -7.82z <= 565.33
-5.34x + -0.21y + 9.98z <= 870.09
-3.78x + -3.19y + -7.26z <= 652.06
-3.41x + -8.42y + 6.84z <= 555.74
-5.36x + -4.8y + 9.27z <= 979.33
-7.76x + -4.5y + 7.94z <= 141.54
-0.38x + 2.38y + 4.68z <= 265.08
9.09x + 4.61y + 9.72z <= 245.09
-3.05x + 4.79y + -9.53z <= 213.73
-5.11x + 6.18y + 4.99z <= 181.43
-5.84x + -6.02y + 5.01z <= 634.14
-7.08x + 6.62y + 3.49z <= 915.14
3.2x + 4.03y + 6.43z <= 410.06
9.3x + 4.01y + 9.37z <= 287.35
-2.58x + -7.28y + -2.94z <= 426.04
-7.77x + -2.89y + -3.22z <= 639.05
2.04x + 1.79y + 4.94z <= 177.83
-0.89x + -4.45y + 6.77z <= 751.29
7.49x + 7.68y + 4.2z <= 311.98
1.54x + 4.83y + -5.49z <= 758.76
6.63x + 3.89y + -3.47z <= 454.22
6.73x + -5.75y + -6.02z <= 803.73
-0.82x + 7.84y + -9.67z <= 663.92
-2.45x + -3.65y + -9.88z <= 748.13
-5.57x + 3.81y + 7.92z <= 351.57
-6.94x + -4.45y + -3.82z <= 622.15
-3.91x + -1.78y + 1.52z <= 819.94
-3.96x + -2.0y + 2.89z <= 138.72
-6.53x + 7.26y + 8.64z <= 404.93
7.58x + -7.07y + 3.24z <= 834.72
-7.27x + 7.42y + -1.59z <= 996.41
7.84x + 1.32y + -0.02z <= 818.23
1.72x + 8.37y + -7.46z <= 780.9
-9.01x + -8.83y + -9.79z <= 372.51
-3.9x + -5.87y + -1.93z <= 567.03
-3.02x + 4.54y + -1.07z <= 580.29
6.71x + 5.86y + 2.95z <= 888.67
3.92x + -2.38y + -6.65z <= 729.26
1.88x + 8.41y + -9.87z <= 212.67
-1.11x + -4.55y + 1.81z <= 533.75
-6.51x + -2.29y + 0.67z <= 340.58
2.49x + -8.35y + -6.68z <= 233.21
-3.23x + 3.3y + 4.02z <= 773.82
1.35x + -3.73y + -9.63z <= 381.44
1.57x + 1.15y + 7.06z <= 693.7
6.71x + -6.31y + -7.45z <= 777.25
-6.73x + 4.32y + 3.26z <= 153.88
1.72x + -8.42y + -8.12z <= 151.47
7.59x + -2.3y + -4.16z <= 250.34
-6.45x + 7.66y + -9.71z <= 877.15
-1.09x + -1.14y + -1.03z <= 668.93
6.64x + -7.17y + -0.96z <= 326.57
-2.14x + -5.91y + 4.4z <= 117.25
-0.32x + -7.75y + 5.52z <= 616.28
-2.31x + -1.37y + 5.46z <= 131.5
-7.67x + 4.25y + -7.1z <= 350.06
2.31x + -8.75y + -3.23z <= 282.03
8.06x + -4.46y + -1.62z <= 508.05
-8.8x + -0.49y + -3.74z <= 281.07
-9.87x + 5.51y + -2.55z <= 997.19
-0.96x + -9.48y + 4.59z <= 823.99
1.75x + -7.87y + -6.69z <= 383.16
-7.9x + -7.67y + 4.34z <= 469.65
-6.39x + 4.77y + -7.12z <= 110.47
-2.87x + 9.07y + -7.6z <= 554.27
-0.11x + -4.72y + 1.5z <= 607.39
-9.15x + -7.94y + 0.18z <= 695.91
4.71x + -6.52y + 9.64z <= 153.09
-3.0x + 8.91y + 4.9z <= 355.48
-7.89x + -8.94y + 7.31z <= 752.78
-0.85x + 8.16y + 0.81z <= 780.15
-6.67x + 6.84y + -3.15z <= 705.05
-2.52x + 1.73y + 6.55z <= 206.31
5.04x + -2.14y + 9.9z <= 491.27
-8.09x + 1.68y + 5.23z <= 704.84
-3.04x + 0.77y + -5.11z <= 542.17
-4.38x + -4.56y + 5.43z <= 157.89
-9.58x + 3.35y + 2.2z <= 384.51
3.47x + 7.1y + 8.94z <= 602.0
8.57x + -7.78y + 6.47z <= 224.9
6.19x + 3.27y + -8.29z <= 433.45
-0.72x + 0.86y + -9.48z <= 102.04
8.15x + 8.97y + 7.2z <= 948.28
-4.21x + -4.14y + -3.66z <= 947.85
