max 4.95x + -4.82y + -2.61z
-1.27x + -1.91y + 7.28z <= 463.1
8.72x + 9.35y + 2.42z <= 390.54
9.81x + -7.75y + 2.55z <= 589.45
-8.62x + 8.55y + 8.82z <= 367.7
-3.54x + -3.67y + -5.02z <= 472.35
0.39x + 4.06y + -7.39z <= 857.71
4.03x + 1.57y + -8.7z <= 706.86
-2.89x + 6.41y + -6.67z <= 308.36
4.17x + -2.68y + -3.75z <= 839.32
5.8x + -3.15y + 8.63z <= 911.94
-7.9x + 3.64y + -3.55z <= 397.96
9.17x + -7.28y + -5.7z <= 844.01
9.48x + -6.33y + 5.52z <= 301.18
7.16x + -6.07y + 8.44z <= 898.62
0.97x + 3.7y + -7.75z <= 645.79
1.19x + -3.91y + -4.32z <= 695.95
3.24x + 9.05y + -8.26z <= 841.81
-2.93x + -4.58y + -1.97z <= 923.39
-8.41x + -2.91y + -2.68z <= 631.1
-0.83x + -3.07y + 7.73z <= 180.36
0.29x + 6.47y + -1.65z <= 729.02
0.02x + -4.74y + -2.09z <= 914.6
-5.67x + -6.56y + -3.24z <= 760.04
4.8x + -8.17y + 2.5z <= 192.4
6.94x + 3.24y + -2.88z <= 860.49
-5.14x + -0.28y + 4.17z <= 223.61
5.58x + 4.84y + -5.4z <= 179.81
-5.76x + -5.5y + 3.16z <= 491.32
-3.19x + -6.21y + -4.37z <= 842.32
2.55x + 9.49y + 7.22z <= 473.01
4.17x + 7.23y + -4.61z <= 894.85
-2.95x + -6.34y + 0.23z <= 343.03
-5.62x + 8.43y + -4.16z <= 772.79
-8.55x + 8.11y + 8.04z <= 617.43
-5.7x + -7.92y + -4.64z <= 948.0
0.15x + 7.53y + 8.89z <= 715.08
6.68x + 6.19y + 2.5z <= 187.87
-1.46x + 9.22y + -4.68z <= 793.27
-0.05x + -1.32y + 1.53z <= 560.6
5.66x + -2.34y + -5.97z <= 942.04
-4.95x + 0.86y + 1.79z <= 806.79
-6.19x + 3.1y + -4.54z <= 934.41
-3.48x + 8.35y + -9.49z <= 190.82
7.11x + 4.43y + 8.46z <= 204.03
7.73x + 1.39y + -1.79z <= 883.8
-1.66x + -1.39y + 5.9z <= 158.31
-2.91x + 8.03y + 2.53z <= 638.44
8.64x + 4.05y + 8.0z <= 456.24
-6.47x + -6.57y + 4.72z <= 404.14
7.32x + -2.89y + -5.7z <= 919.27
-1.31x + -3.17y + -9.68z <= 409.06
-0.83x + -7.71y + 2.39z <= 260.31
-3.82x + 1.75y + -9.03z <= 799.73
-4.5x + -1.25y + -3.61z <= 204.66
-6.81x + 3.39y + 5.01z <= 889.14
-6.21x + -4.29y + -8.25z <= 572.18
7.32x + -7.61y + -4.77z <= 531.08
-4.22x + 6.13y + 6.02z <= 618.98
-6.54x + -5.87y + -2.64z <= 127.54
3.62x + 0.48y + 1.07z <= 510.93
-8.79x + -8.58y + 6.79z <= 399.18
-3.23x + -7.64y + -1.4z <= 365.65
-9.93x + -3.26y + 4.1z <= 351.84
-7.76x + 8.35y + 4.69z <= 604.55
7.48x + 2.4y + -6.46z <= 447.06
7.27x + 7.16y + -0.91z <= 642.38
4.89x + 1.22y + -3.63z <= 879.62
-1.07x + -0.52y + 9.89z <= 377.09
-4.94x + 0.8y + 9.08z <= 453.59
1.9x + -6.81y + -7.36z <= 373.6
0.54x + 3.24y + 4.98z <= 681.39
0.62x + -2.18y + 3.96z <= 456.71
4.32x + 0.38y + -2.09z <= 662.66
0.56x + 9.45y + -8.76z <= 822.42
4.76x + 0.32y + 6.41z <= 602.15
7.28x + 1.29y + 7.65z <= 870.37
-8.55x + 6.86y + 9.73z <= 310.03
-6.2x + 0.82y + -9.87z <= 331.3
-7.19x + 2.54y + 8.68z <= 648.99
-7.52x + 7.72y + 5.68z <= 135.89
-4.41x + 6.32y + -4.12z <= 860.69
-0.39x + -1.92y + -7.41z <= 917.17
0.45x + 8.98y + -2.51z <= 711.57
-5.31x + 7.21y + 6.4z <= 862.17
9.93x + 1.14y + 8.03z <= 530.99
7.87x + -9.4y + 4.91z <= 307.66
-5.04x + -8.51y + 6.31z <= 364.58
4.14x + 7.01y + 1.58z <= 886.52
8.24x + 1.92y + 7.16z <= 675.32
-9.75x + 3.14y + -9.01z <= 460.2
4.54x + -1.7y + 7.86z <= 500.88
1.37x + 8.61y + -5.67z <= 537.45
-5.57x + -9.54y + -9.84z <= 581.37
-7.58x + 0.42y + -2.12z <= 189.82
-3.13x + -1.04y + -1.66z <= 836.24
-5.24x + -9.37y + 5.07z <= 717.8
9.79x + 5.56y + 9.65z <= 634.81
-8.57x + 6.85y + -9.09z <= 614.39
6.28x + -6.52y + -8.78z <= 577.85
-4.09x + 6.87y + 6.59z <= 415.47
4.45x + 6.91y + -4.79z <= 395.6
-5.88x + -5.6y + -8.35z <= 751.77
-9.15x + 4.4y + 2.18z <= 534.52
6.58x + -5.89y + 2.72z <= 633.4
-7.61x + -1.84y + 5.09z <= 975.9
8.33x + 5.71y + -5.13z <= 290.08
7.53x + -0.07y + 1.24z <= 134.14
8.62x + -9.94y + 5.5z <= 813.41
2.24x + -1.31y + -1.46z <= 396.27
6.97x + 9.01y + 5.97z <= 243.37
2.95x + 5.81y + 0.84z <= 387.08
1.02x + -5.21y + 6.21z <= 200.29
-4.11x + -5.08y + 2.26z <= 116.69
-9.1x + -8.26y + 7.9z <= 653.07
-4.08x + 0.27y + 6.63z <= 895.58
2.3x + 5.69y + -7.62z <= 682.18
3.0x + 6.15y + -8.92z <= 516.17
-0.09x + -7.58y + -6.77z <= 532.43
8.06x + 9.88y + 2.14z <= 134.51
4.86x + 4.36y + 6.64z <= 242.42
4.99x + 8.7y + -4.29z <= 368.98
-8.72x + -2.8y + 9.06z <= 426.27
2.85x + 0.96y + -4.43z <= 733.99
8.7x + -4.05y + 9.95z <= 328.89
-4.61x + -2.9y + -9.38z <= 290.61
-3.44x + 8.23y + -7.54z <= 757.97
9.97x + 3.0y + -6.98z <= 507.45
-9.27x + -3.19y + -5.02z <= 803.21
-0.75x + 2.4y + -0.31z <= 101.6
-4.99x + 8.74y + -7.72z <= 605.54
0.85x + 3.78y + 5.18z <= 305.71
5.07x + 8.01y + -3.65z <= 650.48
7.63x + 7.18y + 2.76z <= 154.93
5.92x + -1.24y + 6.98z <= 352.09
5.35x + 3.25y + -7.31z <= 709.59
-7.71x + -6.37y + 6.49z <= 980.83
3.81x + -7.89y + 8.92z <= 210.54
-9.86x + -9.19y + 8.99z <= 445.32
-9.27x + -6.34y + -3.76z <= 338.36
-2.77x + -4.8y + 8.39z <= 906.97
-8.05x + 4.78y + -0.59z <= 783.34
-6.23x + 0.24y + -7.56z <= 571.92
-0.29x + 6.3y + -8.53z <= 873.88
9.23x + 0.54y + -7.69z <= 660.24
-1.1x + 3.74y + -3.95z <= 923.91
-6.66x + 1.46y + -1.26z <= 237.66
-3.97x + 3.12y + -9.96z <= 914.08
-2.83x + 2.79y + 0.7z <= 490.96
-6.41x + 2.66y + 4.42z <= 675.31
-3.8x + -1.98y + 4.44z <= 766.48
-6.93x + -9.77y + -2.71z <= 676.41
1.01x + 8.13y + 9.26z <= 824.23
5.28x + 6.03y + 0.28z <= 556.2
3.0x + 0.79y + -4.59z <= 288.52
-0.64x + 3.38y + -3.1z <= 776.44
-0.69x + 2.67y + -0.88z <= 863.1
1.16x + -2.09y + 5.01z <= 495.96
-8.77x + -7.28y + -4.44z <= 968.89
-2.61x + 1.04y + -5.64z <= 490.62
8.2x + -4.99y + -6.46z <= 677.42
-0.1x + 7.8y + -2.2z <= 365.26
4.06x + 5.57y + 5.27z <= 496.89
5.42x + -6.64y + -2.04z <= 168.45
-8.35x + 2.05y + 5.83z <= 315.09
-5.33x + 9.01y + 3.49z <= 235.03
-8.07x + -4.69y + 3.02z <= 317.35
-1.64x + 2.05y + -4.33z <= 956.42
5.51x + -7.26y + -3.48z <= 220.82
2.31x + 8.54y + 0.91z <= 107.52
-6.25x + 0.6y + -2.21z <= 757.31
-6.36x + 2.77y + -2.32z <= 304.19
-4.96x + -9.1y + 5.1z <= 239.74
-7.78x + 0.44y + -0.65z <= 256.72
4.82x + -4.35y + 9.48z <= 568.52
5.65x + -3.78y + 8.0z <= 411.36
0.15x + 8.41y + 5.13z <= 661.19
1.41x + 6.07y + -5.01z <= 362.84
-7.93x + 3.18y + 8.44z <= 617.41
0.8x + -6.84y + 3.4z <= 193.76
-7.43x + -6.28y + -2.86z <= 557.43
-6.63x + -3.11y + 4.85z <= 373.16
-2.47x + -8.57y + -9.51z <= 650.13
2.7x + 9.65y + 2.1z <= 954.76
3.69x + -9.34y + -1.38z <= 281.01
-0.48x + 0.65y + -8.06z <= 950.61
9.65x + 5.24y + -4.83z <= 506.36
2.44x + -6.7y + 1.32z <= 493.54
-4.59x + -9.24y + 5.34z <= 584.92
8.58x + -6.1y + 0.29z <= 141.66
-5.47x + 6.07y + 4.76z <= 536.78
3.0x + -7.25y + 4.47z <= 372.43
-6.19x + 0.08y + 4.36z <= 505.21
-6.65x + 0.41y + -0.91z <= 764.44
3.17x + 4.59y + -0.91z <= 152.93
2.24x + 8.47y + 3.86z <= 703.47
-8.85x + 5.88y + 4.07z <= 540.18
7.28x + 2.36y + 0.5z <= 805.48
8.81x + 7.18y + -2.83z <= 941.32
-9.55x + -6.37y + 4.21z <= 866.83
-0.52x + -8.03y + 6.42z <= 605.2
-5.3x + 5.28y + -5.5z <= 135.94
1.99x + -3.53y + 2.06z <= 316.52
-7.05x + 4.69y + -4.46z <= 455.13
9.83x + 1.51y + 3.58z <= 112.69
-4.63x + 9.08y + 1.84z <= 878.08
5.1x + 3.24y + -8.45z <= 619.73
7.06x + 8.29y + 7.28z <= 676.89
8.0x + 0.7y + 7.92z <= 897.17
-1.88x + -2.65y + -9.48z <= 510.03
-2.16x + 6.27y + 4.72z <= 798.36
3.47x + -1.56y + 2.21z <= 377.8
3.5x + -9.33y + 6.59z <= 848.15
1.51x + -0.84y + 8.59z <= 773.35
9.31x + 9.31y + 2.23z <= 971.96
-9.56x + -6.9y + -5.05z <= 872.51
6.91x + -1.18y + -5.92z <= 719.86
4.52x + 0.82y + 2.84z <= 849.04
-7.66x + 6.18y + -5.73z <= 403.84
6.81x + -5.93y + 8.1z <= 896.38
9.22x + -5.44y + 8.2z <= 826.36
5.23x + 5.79y + -0.15z <= 372.39
2.49x + -8.36y + 4.92z <= 872.08
9.76x + -5.84y + 5.74z <= 707.51
-3.04x + 5.99y + -2.33z <= 326.77
-8.34x + -3.58y + 5.95z <= 701.06
6.64x + 9.55y + -0.19z <= 452.03
8.66x + -5.7y + -9.29z <= 660.39
-9.93x + -5.21y + -5.26z <= 464.32
3.6x + 9.69y + -7.57z <= 851.51
-5.09x + -0.13y + 2.71z <= 227.27
-3.54x + -1.93y + 7.14z <= 955.81
-5.37x + -8.78y + 2.94z <= 316.28
-5.24x + -3.19y + 6.32z <= 822.56
8.95x + 8.25y + 8.52z <= 968.58
5.16x + -4.92y + -4.46z <= 549.61
-9.79x + -8.04y + 8.27z <= 601.36
0.22x + 3.14y + 4.46z <= 182.76
-2.1x + 4.29y + -0.61z <= 418.75
-6.06x + -7.26y + 2.91z <= 675.31
3.43x + -9.91y + 5.87z <= 877.58
-8.82x + -2.4y + -5.64z <= 435.87
-6.42x + -3.19y + 1.18z <= 887.57
-5.87x + -7.53y + 2.72z <= 548.95
4.05x + 1.54y + 0.09z <= 171.57
5.41x + -0.44y + 4.77z <= 217.67
8.93x + 5.18y + 8.09z <= 756.19
-7.85x + 7.9y + -1.11z <= 981.43
-3.09x + -4.43y + -9.78z <= 989.38
4.68x + 7.73y + -1.21z <= 667.13
-1.91x + -3.5y + 2.78z <= 370.3
3.98x + -3.96y + 0.41z <= 225.77
-6.47x + 3.51y + -3.89z <= 588.95
5.8x + 6.35y + 9.77z <= 881.96
7.36x + -5.12y + -8.83z <= 280.65
2.13x + -5.48y + -4.24z <= 884.16
-1.46x + -6.28y + 1.52z <= 919.27
-0.34x + -7.29y + 7.81z <= 993.59
4.81x + 9.44y + 7.43z <= 736.55
-2.78x + -1.14y + -6.89z <= 254.95
-4.11x + 5.23y + 4.47z <= 385.77
3.2x + 4.34y + 5.43z <= 500.94
0.09x + 1.69y + -3.98z <= 543.8
6.08x + -8.49y + 1.35z <= 658.74
9.39x + 2.67y + 0.85z <= 315.42
7.69x + 3.61y + 8.73z <= 690.01
4.85x + -6.96y + 9.54z <= 382.81
-6.35x + 7.26y + -7.62z <= 206.68
8.22x + 2.66y + 2.9z <= 745.21
1.23x + 5.35y + -0.21z <= 613.11
-1.03x + -7.38y + -6.68z <= 544.61
5.01x + 7.41y + -0.4z <= 700.5
5.14x + -3.97y + -1.93z <= 900.2
4.42x + 7.74y + -5.6z <= 327.55
-0.91x + 7.82y + 2.49z <= 963.53
-8.27x + -0.49y + -4.04z <= 487.28
-3.81x + -7.34y + -0.98z <= 751.15
-1.78x + -2.43y + 1.21z <= 442.33
5.27x + -0.47y + -0.42z <= 688.12
-1.46x + -9.96y + -9.84z <= 198.01
9.21x + -6.15y + 7.94z <= 231.9
0.31x + -3.83y + -1.21z <= 230.85
3.21x + -6.67y + 7.73z <= 595.28
8.15x + -0.56y + 5.23z <= 474.62
-5.75x + 5.91y + -5.75z <= 682.09
-4.64x + 9.35y + 3.63z <= 188.12
4.22x + -2.12y + -4.77z <= 229.55
0.27x + 6.35y + -8.44z <= 323.81
-5.7x + 5.89y + 5.74z <= 416.33
-7.17x + -9.16y + -4.68z <= 522.17
-7.12x + -8.88y + 4.27z <= 783.46
6.59x + -0.31y + 9.32z <= 999.21
9.8x + -2.67y + -8.89z <= 997.76
-6.06x + -6.3y + 1.21z <= 512.59
1.44x + -4.33y + 2.45z <= 905.13
1.56x + 9.0y + -1.15z <= 520.15
10.0x + 6.35y + 3.01z <= 824.08
-3.75x + -5.92y + 5.8z <= 161.12
-5.03x + 2.43y + 0.87z <= 245.67
-9.36x + -5.7y + -1.21z <= 484.34
-0.85x + 1.32y + -2.24z <= 836.13
-1.02x + 4.36y + -6.99z <= 939.72
1.93x + -3.32y + -2.47z <= 584.41
-5.92x + 9.78y + 4.34z <= 259.79
-8.27x + 9.77y + -5.01z <= 481.51
6.78x + 6.98y + 8.17z <= 419.36
5.85x + 0.12y + -3.63z <= 470.69
-1.76x + 8.04y + -7.55z <= 930.73
-2.47x + 1.62y + -5.45z <= 794.38
-6.78x + 8.24y + 2.4z <= 669.07
8.62x + 1.61y + 5.49z <= 522.83
-1.46x + -8.63y + -5.68z <= 954.48
7.03x + 0.05y + -5.63z <= 181.87
-9.17x + 7.08y + -6.94z <= 295.18
-4.5x + -1.71y + 0.65z <= 810.24
-5.91x + -5.81y + 3.99z <= 693.34
5.23x + -5.09y + -6.46z <= 913.62
-7.86x + -3.04y + 7.63z <= 154.96
0.54x + -3.59y + 6.45z <= 714.17
-1.67x + 3.25y + 9.21z <= 274.63
9.95x + -2.53y + -0.47z <= 955.8
-0.39x + 2.94y + -6.85z <= 661.91
3.22x + 8.05y + -1.39z <= 612.82
-9.27x + -8.63y + 2.4z <= 399.82
7.37x + -7.55y + 7.43z <= 187.82
-2.89x + 2.96y + 8.38z <= 391.43
-0.27x + -3.59y + -2.76z <= 146.25
9.93x + -1.75y + -8.67z <= 572.38
8.36x + -6.72y + -6.8z <= 638.59
-4.25x + -2.86y + -0.16z <= 306.96
-1.88x + 8.73y + -7.54z <= 750.25
-4.52x + 4.76y + -6.51z <= 453.64
4.81x + 5.29y + -2.16z <= 515.05
-8.03x + -8.51y + -2.18z <= 468.13
4.52x + -6.57y + -3.04z <= 789.75
5.63x + 1.67y + 7.81z <= 608.04
9.96x + 7.73y + -5.86z <= 531.15
-1.26x + 1.67y + -7.13z <= 568.8
-8.6x + -4.63y + -0.16z <= 272.69
8.55x + -8.92y + -6.16z <= 779.06
-6.43x + -7.14y + -9.84z <= 776.97
-2.58x + 1.94y + -9.0z <= 686.02
2.98x + 4.23y + 8.53z <= 119.0
-0.12x + -3.77y + 5.04z <= 397.93
3.48x + 1.01y + -4.31z <= 702.2
-0.42x + 9.72y + -3.52z <= 296.95
8.92x + -2.72y + -4.08z <= 508.42
-1.62x + 6.35y + 7.53z <= 509.88
3.74x + -6.91y + 6.24z <= 554.8
-5.86x + -2.94y + -8.72z <= 689.28
-9.18x + -8.26y + -2.66z <= 464.67
9.07x + -7.88y + -8.34z <= 669.63
-5.42x + 2.43y + 0.64z <= 648.04
8.86x + 3.4y + -6.08z <= 139.53
-7.63x + -1.44y + -7.85z <= 492.96
3.49x + 7.15y + 3.38z <= 213.17
-6.15x + -3.21y + 0.47z <= 954.18
5.21x + 8.75y + -9.32z <= 983.23
5.89x + -2.0y + 9.11z <= 989.11
7.53x + -7.28y + 9.93z <= 946.73
-6.51x + 4.89y + 1.35z <= 715.16
2.47x + 6.88y + -4.74z <= 223.04
-2.65x + 7.7y + -3.16z <= 678.22
5.64x + 9.38y + 9.11z <= 644.94
-8.34x + -5.13y + 3.48z <= 136.26
-1.83x + 6.03y + 6.62z <= 205.59
-4.99x + -4.13y + -6.35z <= 460.03
9.79x + 3.45y + -3.64z <= 642.29
3.06x + 4.45y + 1.09z <= 114.76
8.01x + 3.22y + -6.07z <= 701.32
1.79x + 8.34y + 9.3z <= 322.32
7.32x + 9.84y + 2.52z <= 690.72
8.26x + -6.61y + -8.62z <= 905.67
2.0x + 7.14y + -0.23z <= 412.56
4.02x + 8.05y + -0.37z <= 827.8
-7.54x + 8.63y + 0.52z <= 672.84
-6.72x + -9.89y + 2.73z <= 687.35
6.11x + 9.28y + -6.02z <= 559.3
-4.48x + 4.48y + -3.74z <= 919.17
-9.23x + -5.38y + -3.24z <= 240.67
4.0x + 6.91y + -6.99z <= 955.53
-3.43x + -6.64y + 3.56z <= 689.64
2.2x + -5.83y + 7.53z <= 476.88
6.9x + 8.06y + -0.9z <= 255.72
0.55x + -9.11y + 7.26z <= 630.26
1.68x + 3.24y + 4.55z <= 819.59
8.55x + -2.85y + 4.56z <= 313.3
7.73x + 5.15y + 5.4z <= 322.67
0.16x + -8.86y + 1.03z <= 634.21
4.2x + 9.11y + -4.31z <= 341.77
-9.91x + 3.11y + -1.74z <= 279.36
-4.67x + -8.97y + 0.86z <= 396.15
-6.26x + -9.48y + 7.78z <= 274.61
-0.13x + -1.39y + 4.95z <= 139.95
8.17x + 6.27y + -6.93z <= 634.72
5.25x + 9.63y + 9.29z <= 820.77
-0.56x + -8.61y + 3.14z <= 961.19
9.64x + -6.34y + 7.6z <= 994.77
-3.22x + -0.93y + -2.97z <= 994.99
-8.9x + -8.51y + 6.3z <= 507.47
-4.81x + -8.87y + 8.93z <= 910.39
2.84x + 3.88y + -8.51z <= 182.4
7.53x + 2.02y + 2.64z <= 179.49
-3.37x + -6.2y + -4.2z <= 154.16
8.14x + -9.05y + -0.76z <= 252.54
2.77x + -9.52y + -5.18z <= 998.04
-1.67x + -7.2y + -9.1z <= 413.56
-5.69x + 7.49y + -9.5z <= 951.04
7.01x + -7.83y + 0.25z <= 336.43
1.85x + -9.03y + -4.06z <= 490.78
2.78x + -3.07y + -9.36z <= 532.85
-6.06x + -8.48y + -1.97z <= 725.17
-3.53x + 9.39y + 6.06z <= 544.64
6.57x + 3.66y + -0.36z <= 537.57
-4.57x + 5.43y + 8.82z <= 446.41
-6.68x + -1.74y + -3.4z <= 361.75
9.11x + -8.44y + -0.33z <= 826.77
-7.92x + 7.25y + -1.15z <= 362.92
-2.85x + -0.12y + 1.73z <= 292.34
-1.93x + -4.5y + 3.94z <= 778.51
3.89x + 8.4y + 7.78z <= 846.52
8.95x + -8.91y + 3.55z <= 848.34
0.6x + 4.29y + -4.98z <= 654.74
8.72x + 2.52y + 6.03z <= 629.59
-0.34x + 1.13y + 5.69z <= 512.63
-2.83x + 7.59y + -5.47z <= 847.17
-3.84x + -6.22y + -1.15z <= 285.36
6.8x + -1.89y + 7.58z <= 897.02
-2.44x + 2.68y + -9.22z <= 198.66
-9.32x + 5.77y + -9.48z <= 347.1
-0.3x + 6.82y + 2.96z <= 497.24
-5.14x + -5.16y + -6.23z <= 374.43
8.8x + -0.97y + 8.45z <= 635.07
5.38x + 6.34y + -5.34z <= 709.05
7.31x + -0.77y + 6.51z <= 993.95
7.57x + 1.31y + 7.75z <= 271.14
6.94x + 4.95y + -8.68z <= 368.82
9.04x + 3.96y + 7.07z <= 445.22
-4.52x + 4.7y + 4.52z <= 918.88
-4.32x + 3.81y + 3.64z <= 615.06
-5.8x + 8.43y + 9.12z <= 723.06
2.45x + -2.63y + -4.88z <= 168.77
-9.97x + -6.38y + 3.73z <= 145.6
-3.49x + -6.23y + 0.87z <= 525.93
4.52x + -5.64y + -9.11z <= 617.2
9.23x + -3.31y + 0.71z <= 692.67
-6.81x + -8.59y + 9.29z <= 981.28
-3.39x + -9.84y + 2.09z <= 431.24
-3.41x + -7.85y + 0.68z <= 819.77
-8.19x + 1.24y + 4.57z <= 385.76
-5.7x + 6.27y + -7.19z <= 678.37
-8.82x + -4.67y + -0.01z <= 319.99
-7.73x + 7.67y + 2.55z <= 516.26
5.37x + -3.7y + -8.35z <= 938.0
-3.05x + 9.92y + -1.32z <= 970.73
0.1x + 5.82y + -8.4z <= 974.15
-3.43x + -6.46y + 8.42z <= 337.97
-9.55x + -5.16y + 2.25z <= 385.4
9.6x + -0.16y + 3.9z <= 408.87
-6.32x + -9.35y + -0.68z <= 100.84
5.08x + 1.85y + 1.23z <= 903.38
6.02x + -8.4y + 3.58z <= 519.63
-1.16x + 9.33y + 1.04z <= 233.06
4.06x + -2.35y + -6.42z <= 479.57
-2.02x + -2.56y + 9.96z <= 859.31
6.37x + -1.79y + -8.64z <= 331.32
2.17x + -8.2y + -6.14z <= 967.47
2.34x + -8.97y + 3.97z <= 562.83
9.5x + 1.44y + -2.91z <= 195.26
1.42x + -0.73y + 1.32z <= 948.86
7.98x + 5.73y + -6.57z <= 165.01
8.78x + -4.93y + 8.44z <= 471.01
-7.83x + -8.54y + 0.66z <= 854.82
8.18x + 6.95y + 0.53z <= 664.72
-9.12x + 0.92y + 4.44z <= 732.13
3.55x + -0.12y + -2.66z <= 308.93
-1.01x + -0.58y + -0.27z <= 160.07
5.53x + -3.52y + 9.88z <= 489.79
8.66x + -5.55y + -6.95z <= 472.02
0.38x + 9.83y + 5.93z <= 367.25
-4.21x + 2.08y + -6.95z <= 169.75
3.3x + 6.12y + 1.06z <= 553.1
9.62x + -6.52y + -3.34z <= 323.37
-5.57x + 2.14y + 2.31z <= 672.77
4.19x + 2.7y + -2.66z <= 462.93
1.07x + 7.39y + 7.92z <= 284.64
-5.85x + -6.43y + 9.85z <= 547.05
6.97x + -0.9y + -3.99z <= 358.12
-4.28x + 4.69y + -6.44z <= 236.15
-7.84x + 5.5y + -5.47z <= 539.68
6.15x + -0.99y + -8.23z <= 988.81
2.61x + -3.31y + -7.92z <= 394.98
4.5x + 8.6y + -1.33z <= 350.41
5.77x + 8.71y + -6.36z <= 182.85
2.76x + -6.43y + -3.65z <= 269.27
-2.1x + 6.45y + 3.89z <= 305.75
6.87x + 7.93y + 3.92z <= 429.84
-9.83x + -8.08y + -4.61z <= 454.22
-1.6x + -0.27y + 5.03z <= 991.14
-1.29x + -6.81y + 2.35z <= 439.81
-9.0x + -6.74y + 8.5z <= 107.94
7.76x + 5.46y + 7.08z <= 611.69
1.48x + -6.38y + 7.38z <= 598.46
7.26x + 2.88y + -8.3z <= 266.18
-3.15x + 2.47y + 6.0z <= 552.3
0.09x + 6.64y + -5.21z <= 744.66
-9.21x + -8.28y + 0.94z <= 112.23
3.91x + -0.73y + 0.24z <= 701.21
7.91x + 9.41y + 0.92z <= 457.31
-5.85x + -1.19y + 1.46z <= 754.4
-7.6x + -9.44y + -2.48z <= 998.8
7.12x + -5.99y + 5.04z <= 493.36
0.87x + -6.67y + 5.44z <= 511.0
-8.78x + -2.75y + -4.91z <= 360.09
7.28x + 4.95y + 2.13z <= 555.88
2.89x + -9.69y + -2.39z <= 934.87
1.68x + 2.83y + 8.77z <= 824.13
-2.07x + 3.15y + -8.35z <= 411.29
-8.5x + 4.4y + 0.2z <= 124.8
-5.52x + 1.13y + 9.76z <= 361.73
-1.4x + 0.55y + -3.69z <= 989.92
2.9x + 3.62y + -5.49z <= 291.26
-5.16x + 0.07y + 2.17z <= 170.85
5.42x + 2.06y + -0.37z <= 763.61
2.46x + 7.93y + -7.02z <= 511.92
-1.6x + -0.92y + 2.91z <= 365.41
-3.11x + -5.55y + 3.53z <= 269.09
-2.72x + -7.34y + -1.33z <= 917.15
7.72x + 2.81y + -7.56z <= 339.66
1.76x + 5.36y + -4.1z <= 455.45
-8.6x + -2.5y + 5.47z <= 136.77
-4.47x + -3.0y + -3.86z <= 182.96
3.02x + -2.92y + 9.27z <= 680.35
-0.83x + 3.89y + -8.78z <= 144.5
-2.14x + -0.76y + 3.72z <= 475.85
7.8x + 9.76y + -1.04z <= 667.0
0.37x + 7.47y + 1.58z <= 365.92
-6.23x + 3.8y + 1.86z <= 321.78
2.84x + 1.95y + -4.97z <= 732.81
-0.34x + 6.12y + -3.77z <= 962.47
9.5x + -3.76y + -8.66z <= 763.99
-0.46x + 9.69y + 0.4z <= 211.27
-5.8x + 7.65y + 0.86z <= 741.87
7.36x + -8.76y + 5.64z <= 586.89
-7.48x + 8.24y + 7.13z <= 742.2
9.77x + -1.94y + 4.48z <= 612.5
8.46x + -1.41y + -0.9z <= 345.39
0.29x + 8.93y + -7.4z <= 125.49
-3.97x + -1.0y + -8.29z <= 108.0
-4.9x + 5.05y + 0.93z <= 843.93
-2.45x + 4.63y + 7.59z <= 566.92
1.38x + 5.65y + 2.59z <= 925.12
-5.98x + 3.13y + 7.27z <= 815.43
-9.03x + 2.21y + -7.27z <= 993.75
-5.15x + -1.51y + -0.09z <= 504.9
-6.85x + 0.04y + -1.56z <= 215.97
-7.55x + 7.02y + 8.6z <= 758.21
-0.17x + 1.62y + -2.68z <= 941.27
2.15x + 8.01y + 6.77z <= 716.56
0.11x + -1.37y + -7.05z <= 580.93
0.05x + 8.66y + -6.69z <= 703.51
6.63x + 2.4y + 6.95z <= 795.24
6.06x + 9.8y + -1.49z <= 370.21
-4.89x + 6.32y + 2.06z <= 672.96
-9.74x + -5.31y + 2.34z <= 479.22
0.98x + -7.6y + -9.45z <= 532.06
3.86x + 4.05y + -2.75z <= 309.56
-6.6x + -7.34y + -6.62z <= 137.85
-8.59x + -3.77y + -6.94z <= 607.42
-0.77x + -8.17y + 3.31z <= 712.89
-0.78x + -8.97y + 0.48z <= 916.11
4.89x + -7.48y + -2.6z <= 584.23
0.38x + -7.82y + -1.79z <= 936.13
-2.83x + -6.64y + 1.92z <= 549.57
-5.63x + 9.11y + 9.52z <= 661.33
0.94x + 7.71y + -3.97z <= 683.9
-4.52x + 3.37y + -1.57z <= 413.09
-3.94x + 7.71y + -3.57z <= 847.37
-9.55x + -4.6y + -0.8z <= 498.79
3.98x + -2.18y + 6.97z <= 125.36
-9.83x + -1.35y + 6.03z <= 499.08
-2.42x + -9.83y + -2.08z <= 427.0
-0.5x + 7.27y + -9.93z <= 620.08
7.29x + -2.36y + -9.66z <= 594.99
-5.84x + -1.56y + -6.85z <= 257.87
1.69x + 8.52y + 2.96z <= 424.46
4.13x + 2.06y + -1.07z <= 809.21
6.07x + 3.72y + -8.63z <= 977.82
-8.41x + -1.38y + -5.14z <= 888.05
6.06x + 9.74y + 0.54z <= 402.17
7.45x + -0.27y + -3.55z <= 586.38
-5.25x + 8.36y + -5.94z <= 964.1
9.75x + 0.44y + -2.81z <= 727.71
-7.15x + 4.84y + 6.59z <= 842.07
4.86x + -0.88y + 7.4z <= 823.94
