max 4.33x + 3.98y + 6.22z
7.94x + -4.6y + 2.82z <= 812.78
0.98x + -1.51y + -6.13z <= 465.56
3.79x + 2.41y + -6.1z <= 876.29
-1.13x + 0.24y + -0.7z <= 667.5
4.93x + -6.72y + 8.15z <= 819.51
5.77x + -0.87y + -4.72z <= 731.04
9.84x + 4.77y + -7.69z <= 356.49
-2.96x + 6.68y + -9.54z <= 160.94
-3.56x + 5.23y + 6.48z <= 269.45
3.81x + -8.79y + -3.01z <= 270.21
5.7x + 6.39y + -6.69z <= 280.55
5.92x + 2.24y + -9.1z <= 943.93
4.35x + -2.81y + -0.56z <= 303.95
-7.66x + 4.22y + 9.68z <= 623.45
9.77x + -3.61y + -1.13z <= 850.03
-9.28x + 5.86y + -7.94z <= 893.19
0.57x + -1.49y + -2.81z <= 916.9
0.3x + 8.5y + 3.86z <= 987.47
-7.64x + -3.57y + 9.16z <= 513.31
3.52x + 0.89y + 3.72z <= 863.12
-4.6x + 1.28y + -8.75z <= 494.64
-10.0x + -6.03y + -0.89z <= 223.22
-5.44x + -4.7y + 0.67z <= 490.84
-8.08x + -4.5y + -1.1z <= 197.22
-5.56x + -7.68y + -3.07z <= 997.09
3.21x + 9.08y + -9.05z <= 674.77
0.49x + 9.72y + -9.34z <= 265.77
4.79x + -7.93y + 6.01z <= 955.94
-5.16x + 6.23y + -7.91z <= 259.24
4.32x + -8.87y + -8.31z <= 588.34
3.63x + 8.02y + 5.66z <= 688.75
7.83x + -7.0y + -1.3z <= 911.91
-3.27x + 4.59y + 1.19z <= 857.69
9.79x + -5.13y + -1.65z <= 451.81
-8.98x + 6.61y + -5.74z <= 362.81
-9.22x + -4.61y + -7.06z <= 677.11
9.37x + 6.69y + 0.47z <= 736.57
-2.04x + -9.41y + -9.25z <= 129.12
0.39x + -9.9y + 2.44z <= 558.31
0.16x + 5.5y + 4.09z <= 841.41
3.01x + 0.64y + 8.29z <= 198.29
-3.56x + -5.79y + 8.17z <= 606.46
-5.68x + -9.96y + -5.04z <= 201.22
5.6x + -6.23y + -3.63z <= 368.02
1.22x + -4.59y + 5.44z <= 462.51
-2.17x + 2.1y + 8.02z <= 107.88
5.75x + -1.23y + -0.58z <= 767.13
5.83x + -4.48y + -2.23z <= 145.99
6.78x + 0.26y + -5.64z <= 610.54
-0.1x + 5.11y + -8.6z <= 124.04
-9.19x + -7.8y + 0.3z <= 282.39
5.75x + -4.27y + -6.16z <= 910.29
2.28x + -7.21y + -7.1z <= 885.08
8.6x + 8.95y + -3.91z <= 814.95
-5.64x + -3.73y + -5.17z <= 731.63
8.14x + -2.02y + -9.8z <= 866.57
1.76x + -8.81y + 5.57z <= 562.96
-0.76x + 8.3y + -7.53z <= 801.04
1.5x + 7.39y + -6.38z <= 789.89
-0.72x + 4.2y + -0.14z <= 609.26
4.17x + 1.92y + 6.97z <= 911.63
2.1x + -8.52y + -0.39z <= 510.97
3.55x + -4.61y + -0.92z <= 295.15
6.93x + -9.07y + -4.6z <= 684.34
-4.46x + -2.59y + 1.35z <= 903.28
7.46x + 7.44y + -0.35z <= 277.36
-3.37x + 5.58y + 1.66z <= 150.25
0.21x + -8.51y + -2.81z <= 436.2
-8.54x + 4.81y + 3.86z <= 817.14
-8.79x + -2.73y + -6.42z <= 676.27
-4.0x + -0.02y + -6.45z <= 159.69
5.8x + -6.0y + 7.17z <= 946.85
9.43x + -5.26y + 3.11z <= 243.51
-8.97x + -8.64y + 6.82z <= 200.27
-0.97x + -8.53y + -2.06z <= 895.77
7.51x + 2.88y + -3.54z <= 159.12
-0.27x + -0.03y + -5.07z <= 208.96
3.42x + 8.24y + 5.28z <= 369.39
9.34x + -9.32y + -5.98z <= 617.5
5.41x + -3.28y + -7.62z <= 839.2
2.51x + -4.47y + -8.26z <= 617.61
0.27x + 5.61y + -7.49z <= 688.96
5.81x + 7.34y + 8.62z <= 759.88
-9.65x + -9.2y + 3.57z <= 510.21
-6.0x + -2.94y + -3.94z <= 629.39
1.17x + -3.01y + 4.86z <= 608.24
-1.13x + 6.31y + 8.87z <= 153.17
-5.95x + 0.32y + -9.08z <= 361.85
2.05x + -3.8y + -0.38z <= 499.19
-6.19x + 6.5y + 7.71z <= 945.55
6.73x + -7.21y + -2.63z <= 636.93
-4.9x + 5.77y + 1.75z <= 221.57
7.96x + 7.09y + -9.88z <= 910.44
-7.08x + 1.48y + -9.6z <= 998.13
2.56x + 6.7y + 9.4z <= 102.62
0.99x + -9.63y + -1.39z <= 314.28
-4.93x + 2.95y + 6.41z <= 179.2
-9.0x + -5.4y + 0.77z <= 582.22
7.98x + -0.43y + 1.37z <= 207.91
5.6x + -6.6y + -8.0z <= 659.02
7.46x + 6.58y + -9.62z <= 231.96
0.22x + -9.93y + -1.53z <= 347.1
-2.04x + -5.64y + 5.75z <= 442.66
-5.09x + -6.17y + 4.66z <= 697.32
5.44x + 9.74y + 9.33z <= 130.24
0.42x + 3.37y + 2.51z <= 241.89
-4.34x + -0.99y + 9.15z <= 500.16
3.28x + -7.53y + 9.03z <= 494.09
1.11x + 8.33y + 0.64z <= 155.31
-2.74x + -6.95y + 4.24z <= 316.0
0.49x + 5.57y + -2.14z <= 257.83
-3.94x + -6.32y + -2.56z <= 985.27
0.45x + -8.54y + 4.52z <= 171.48
-3.76x + -4.46y + 6.91z <= 257.8
3.82x + -4.55y + -1.42z <= 643.85
1.9x + -4.89y + -4.26z <= 193.59
9.82x + 9.32y + 0.75z <= 803.58
-6.09x + -4.73y + 0.28z <= 974.43
2.45x + -3.39y + 2.91z <= 431.62
2.43x + 4.55y + 1.52z <= 194.4
8.87x + -3.12y + -3.83z <= 186.7
-7.66x + -2.14y + -7.92z <= 387.84
5.04x + -4.29y + -6.72z <= 292.79
-4.89x + 1.81y + 3.64z <= 308.86
-4.36x + -0.23y + -6.7z <= 635.04
-7.73x + -0.64y + -7.77z <= 523.58
-7.17x + 7.58y + -4.71z <= 934.48
1.41x + -1.79y + 1.66z <= 407.5
-9.68x + 8.99y + -6.08z <= 343.67
3.6x + 0.67y + -1.69z <= 180.62
9.99x + -9.49y + 4.33z <= 365.61
-5.74x + 2.34y + -1.27z <= 593.1
3.11x + 3.46y + 3.68z <= 386.79
-0.48x + -1.9y + -2.07z <= 157.92
1.13x + -9.72y + 4.8z <= 675.32
-6.7x + 6.98y + 2.37z <= 361.53
-7.58x + 2.09y + -3.05z <= 683.87
7.88x + -6.7y + -8.1z <= 613.08
-3.42x + -1.0y + 0.16z <= 258.39
-2.11x + -0.28y + 7.79z <= 947.01
7.18x + -2.5y + 7.19z <= 639.34
-9.66x + 6.32y + -9.55z <= 559.55
-4.31x + 9.38y + -6.78z <= 755.66
1.02x + -6.17y + 5.35z <= 949.02
9.78x + 4.58y + -3.15z <= 902.52
-7.48x + 5.89y + -0.05z <= 400.43
9.73x + 8.49y + -1.08z <= 727.14
2.48x + 7.15y + 0.8z <= 886.01
-6.66x + 2.73y + -4.62z <= 532.54
-6.16x + -7.66y + -2.76z <= 902.19
2.59x + 2.79y + 2.12z <= 288.43
7.71x + -0.04y + 9.75z <= 727.63
-1.57x + -7.78y + 4.06z <= 409.79
-0.77x + -0.08y + -5.36z <= 807.99
-5.69x + -3.74y + -1.44z <= 155.02
-4.55x + -2.37y + -6.36z <= 791.43
-8.23x + -7.68y + -6.97z <= 395.5
7.28x + -9.78y + 6.6z <= 943.83
9.36x + 0.35y + 2.48z <= 811.5
-8.01x + 9.95y + 4.4z <= 613.34
1.5x + -7.69y + -9.66z <= 629.85
0.56x + -2.53y + -3.93z <= 673.5
6.78x + -0.43y + 4.46z <= 775.67
6.04x + 7.79y + 1.51z <= 275.21
-9.1x + -0.11y + 5.24z <= 590.82
-9.24x + 7.47y + 2.39z <= 267.34
-0.73x + -5.98y + 5.81z <= 288.66
-3.42x + 3.29y + 5.18z <= 525.28
0.46x + 9.54y + -7.33z <= 640.96
-3.93x + -7.31y + 0.91z <= 589.95
9.09x + -9.67y + 6.03z <= 978.8
-0.93x + -3.85y + -1.96z <= 674.43
4.05x + -6.24y + -3.47z <= 991.38
-4.12x + 7.19y + 6.54z <= 919.63
-5.29x + 8.94y + -7.01z <= 850.15
9.14x + -4.25y + 9.54z <= 206.9
-4.82x + -9.32y + 3.27z <= 383.51
0.19x + 6.08y + 3.56z <= 686.3
-0.08x + -3.58y + -7.21z <= 849.82
9.27x + -0.37y + 4.06z <= 365.64
-8.95x + -5.23y + 6.96z <= 628.36
9.54x + -1.55y + -3.07z <= 514.5
5.78x + 9.36y + -9.92z <= 304.92
8.38x + -0.56y + 5.2z <= 304.82
-5.27x + -3.33y + 9.83z <= 170.72
4.19x + 6.36y + 2.46z <= 282.01
5.84x + 3.67y + -2.68z <= 718.56
-2.33x + 6.43y + -6.18z <= 273.95
-8.01x + 9.72y + 3.54z <= 980.78
-1.86x + -7.3y + 4.76z <= 492.81
6.22x + -6.77y + 5.39z <= 440.03
-7.96x + 7.38y + -8.56z <= 639.07
-8.59x + 9.18y + -1.89z <= 454.92
0.13x + 5.19y + 0.55z <= 723.23
-9.27x + 2.43y + 3.12z <= 949.31
0.34x + -1.92y + -4.77z <= 608.3
6.87x + -1.22y + -8.84z <= 988.67
-4.55x + 7.06y + -8.71z <= 774.59
-6.66x + -8.85y + 3.37z <= 973.93
-5.37x + 9.33y + 5.22z <= 535.2
6.15x + 5.98y + 0.4z <= 659.11
-8.09x + 9.87y + 4.11z <= 436.48
1.21x + 0.82y + -2.73z <= 182.36
-5.55x + 1.66y + -0.43z <= 143.01
7.11x + -5.23y + 1.43z <= 424.9
8.25x + -7.89y + 7.81z <= 200.39
-6.56x + 8.5y + -6.6z <= 592.88
-5.66x + -8.67y + 0.36z <= 218.19
4.72x + -1.96y + 2.58z <= 792.09
-4.41x + 9.38y + -5.0z <= 258.79
2.09x + -3.24y + 6.37z <= 345.79
-5.32x + 7.47y + 3.12z <= 934.78
-7.44x + 7.95y + -0.08z <= 861.35
7.26x + -9.93y + -4.17z <= 330.1
1.01x + 2.85y + 6.79z <= 679.44
3.36x + -6.86y + -2.93z <= 947.69
0.12x + -7.85y + 5.02z <= 343.31
-2.25x + -5.06y + 3.5z <= 851.16
-0.43x + 4.54y + 6.08z <= 460.3
-9.4x + -0.93y + 7.12z <= 503.13
7.22x + 0.2y + 4.83z <= 665.21
-3.89x + -2.25y + 7.54z <= 904.49
5.31x + 4.86y + -7.85z <= 733.13
8.51x + -2.13y + 2.44z <= 383.16
-7.66x + -6.42y + 3.53z <= 260.18
7.95x + -0.14y + 9.31z <= 970.71
5.55x + -6.35y + 7.03z <= 360.49
-3.39x + -3.04y + -4.72z <= 557.41
-3.69x + -8.95y + -5.68z <= 500.4
5.93x + -8.83y + -5.05z <= 933.43
-0.23x + 0.45y + 7.91z <= 786.45
-2.76x + -1.87y + -4.17z <= 182.5
-8.21x + 3.18y + -2.15z <= 653.55
5.74x + 3.39y + -7.17z <= 434.76
1.55x + -8.27y + -9.0z <= 841.23
5.53x + -9.55y + 0.63z <= 913.41
-0.81x + -8.78y + -2.68z <= 974.68
-0.7x + 5.88y + -9.57z <= 290.46
5.62x + 8.97y + -8.57z <= 870.91
4.3x + 4.12y + 6.12z <= 946.51
-4.15x + -6.61y + -0.17z <= 949.77
-5.9x + -1.04y + 1.23z <= 588.69
1.31x + 0.94y + -9.92z <= 657.99
8.01x + -8.19y + -2.09z <= 426.65
6.42x + 8.98y + -3.67z <= 295.34
9.13x + 9.69y + 9.1z <= 742.89
-6.74x + 9.43y + -2.79z <= 243.48
-6.9x + -4.31y + -5.18z <= 950.51
-8.41x + -3.26y + -8.73z <= 771.73
-1.25x + 4.87y + 4.76z <= 125.23
-0.12x + -6.44y + 1.82z <= 927.93
-2.73x + 7.07y + 7.12z <= 834.17
8.57x + 6.26y + -2.04z <= 128.31
-6.94x + 3.91y + 2.59z <= 972.02
2.39x + -2.39y + 2.02z <= 828.05
-7.56x + 2.51y + -0.35z <= 880.9
-9.82x + 2.81y + -7.0z <= 224.75
0.75x + -3.84y + -1.83z <= 593.01
6.54x + 4.05y + 3.59z <= 840.54
4.92x + -6.06y + 2.31z <= 778.13
-2.1x + -1.79y + 7.9z <= 651.36
1.18x + -3.03y + -8.57z <= 390.77
8.72x + 8.74y + -8.86z <= 943.08
-0.94x + 3.67y + -9.38z <= 836.71
4.46x + -3.67y + -1.51z <= 558.21
-1.76x + 9.01y + -5.72z <= 272.99
-8.23x + 0.62y + -2.58z <= 472.14
8.71x + 5.24y + 8.36z <= 851.37
-5.3x + 7.27y + 9.76z <= 536.58
6.47x + 1.28y + 2.48z <= 430.96
7.32x + 0.06y + -3.66z <= 691.82
-5.57x + -1.72y + 4.69z <= 991.52
-8.33x + 7.15y + 2.34z <= 408.65
-3.62x + 5.96y + 6.01z <= 179.59
2.12x + 5.91y + -2.78z <= 907.95
-7.97x + -5.39y + 6.63z <= 216.94
-3.9x + -4.14y + 0.63z <= 174.28
7.44x + 0.56y + -1.96z <= 111.77
5.8x + 2.23y + 4.99z <= 723.99
-7.61x + 1.53y + 3.35z <= 892.79
1.67x + 8.67y + -9.59z <= 113.81
3.86x + -0.63y + -0.69z <= 712.94
1.53x + 1.94y + 7.45z <= 958.49
6.98x + 1.64y + -4.61z <= 144.64
4.32x + 7.21y + -4.52z <= 549.42
-8.26x + 7.47y + -7.29z <= 852.3
8.95x + -9.94y + 2.02z <= 722.97
-2.44x + -2.74y + 2.73z <= 986.67
3.3x + -9.96y + -7.08z <= 360.4
-1.37x + 9.06y + 7.34z <= 178.07
-4.93x + -9.93y + -7.84z <= 787.24
4.24x + -0.11y + -7.17z <= 736.38
2.34x + -7.17y + -6.86z <= 468.6
6.86x + -6.61y + -6.8z <= 674.58
-2.21x + 6.1y + 9.43z <= 522.34
0.93x + 4.14y + 8.15z <= 793.65
-3.53x + -7.73y + -8.9z <= 758.45
3.2x + 9.32y + -3.22z <= 831.9
-5.71x + -4.62y + -6.93z <= 257.27
2.02x + -7.87y + 7.08z <= 737.41
1.36x + 5.88y + 1.8z <= 892.57
-2.68x + -8.77y + 5.36z <= 887.9
0.38x + -2.54y + 4.63z <= 311.77
3.78x + 9.15y + 3.18z <= 970.7
-8.49x + -9.52y + -9.53z <= 287.01
-2.84x + -7.05y + -6.62z <= 125.88
8.0x + 1.61y + 8.53z <= 558.16
-8.63x + 5.33y + -5.76z <= 936.55
8.23x + 9.09y + 5.78z <= 945.6
9.96x + 6.95y + 4.52z <= 751.17
8.43x + -2.69y + 7.55z <= 977.57
4.77x + -6.28y + -4.49z <= 700.48
-2.0x + 4.91y + -2.77z <= 352.9
8.69x + 3.08y + 4.62z <= 206.39
6.48x + 0.07y + -2.32z <= 433.73
-2.87x + -8.98y + -1.47z <= 147.49
1.58x + -1.94y + 5.84z <= 240.68
-8.41x + -0.17y + 4.41z <= 751.94
4.87x + 7.85y + 8.15z <= 680.04
1.81x + -8.46y + 9.25z <= 562.74
-3.46x + 2.52y + -7.38z <= 825.41
2.41x + 0.66y + 7.88z <= 472.63
-5.1x + -5.2y + -5.95z <= 411.0
-0.32x + 3.11y + -5.35z <= 229.98
5.45x + -3.51y + -8.26z <= 583.27
-3.89x + -9.35y + -9.64z <= 422.72
7.52x + 2.21y + 5.79z <= 362.96
-8.12x + -6.22y + -2.24z <= 915.63
-6.83x + -5.84y + -1.35z <= 421.51
9.73x + -5.3y + 3.41z <= 509.0
5.09x + 5.64y + -1.69z <= 589.72
-1.98x + -1.84y + 4.09z <= 932.59
-1.07x + -2.04y + -4.63z <= 991.02
-7.58x + 7.89y + -4.39z <= 981.64
0.61x + 3.15y + 1.89z <= 891.94
-5.28x + -2.09y + -8.9z <= 916.9
-3.92x + -6.12y + 1.79z <= 902.0
-2.6x + -9.24y + 8.64z <= 504.8
6.17x + 1.79y + 6.01z <= 978.29
3.0x + 5.28y + 3.18z <= 771.02
-2.49x + 4.67y + -0.05z <= 536.87
-6.88x + -4.56y + -3.53z <= 372.89
5.95x + -7.42y + 9.89z <= 206.27
-6.17x + 1.54y + -1.24z <= 943.77
2.9x + -6.14y + -9.28z <= 227.3
-0.36x + 8.36y + -2.33z <= 145.34
1.98x + 2.98y + -6.07z <= 843.06
-9.83x + 5.57y + 3.77z <= 701.1
-1.02x + -9.83y + -7.71z <= 712.22
-2.92x + 9.12y + -2.21z <= 878.17
-1.86x + -2.99y + -9.7z <= 788.61
9.53x + 5.5y + 8.48z <= 601.27
-9.21x + 9.45y + -3.55z <= 960.38
-2.2x + -1.85y + -2.25z <= 758.37
0.38x + -6.49y + -8.45z <= 664.26
5.1x + 0.02y + -5.75z <= 846.47
4.2x + -2.52y + -5.43z <= 943.32
-5.08x + -5.14y + 3.59z <= 620.69
-5.34x + -9.84y + -5.28z <= 778.03
4.47x + -7.22y + 6.24z <= 176.03
-7.3x + -1.31y + -1.28z <= 970.65
5.66x + -2.27y + 9.58z <= 851.13
2.0x + -7.01y + -6.38z <= 854.28
2.92x + -2.28y + -0.15z <= 949.62
-2.67x + -4.68y + 6.83z <= 371.0
5.71x + -3.63y + -9.54z <= 860.57
8.31x + 8.68y + -5.14z <= 993.95
2.24x + 1.74y + 3.13z <= 722.95
1.08x + -2.27y + 4.82z <= 307.91
0.92x + -7.12y + -0.02z <= 811.46
8.35x + 0.39y + 1.67z <= 770.15
-9.16x + 9.82y + 2.68z <= 524.33
-6.78x + -2.69y + 3.89z <= 182.98
8.63x + 2.82y + -7.69z <= 196.61
-0.37x + -3.28y + -3.76z <= 227.19
2.97x + 3.16y + -2.38z <= 357.0
6.44x + -7.02y + -2.16z <= 389.34
6.14x + -7.75y + 2.85z <= 805.93
5.5x + -2.34y + 9.82z <= 777.06
-9.68x + -0.88y + -4.65z <= 494.5
9.69x + 7.86y + -8.21z <= 517.77
7.59x + -8.08y + -0.8z <= 115.86
-5.69x + -8.95y + -0.14z <= 619.01
-5.64x + 2.8y + 0.86z <= 444.86
-4.73x + -2.65y + -5.75z <= 558.19
2.59x + 0.06y + -4.66z <= 280.79
4.17x + 4.93y + 9.54z <= 662.4
9.73x + 5.48y + -9.49z <= 310.97
-6.16x + -0.72y + -2.32z <= 201.19
-7.0x + -3.17y + 6.14z <= 443.59
4.19x + 8.55y + -7.74z <= 771.18
9.21x + 9.71y + 5.77z <= 548.99
-2.54x + -1.08y + -6.62z <= 234.26
-6.19x + -6.87y + -6.88z <= 779.15
7.47x + -9.06y + -7.85z <= 680.18
-3.98x + 9.9y + -9.79z <= 275.36
-8.4x + 1.03y + -1.61z <= 822.05
-0.18x + 7.98y + -0.64z <= 589.79
-1.45x + 8.03y + -9.65z <= 708.11
0.25x + -6.15y + 6.85z <= 617.35
2.46x + 8.16y + -5.7z <= 716.6
-9.88x + -5.08y + 3.62z <= 245.75
-7.75x + -6.84y + -0.29z <= 500.21
2.54x + 1.58y + 4.38z <= 984.63
-2.28x + -0.69y + 8.97z <= 222.92
-4.59x + 2.1y + 2.69z <= 177.49
-8.09x + -6.89y + 1.02z <= 430.33
3.61x + 8.03y + -7.43z <= 469.78
-7.71x + 0.9y + -5.69z <= 798.9
-4.11x + -9.29y + 8.78z <= 567.27
4.33x + 3.62y + -5.03z <= 472.47
-9.26x + 4.37y + 0.3z <= 148.8
8.83x + 3.84y + -3.98z <= 556.9
8.27x + -5.79y + -9.61z <= 505.63
6.29x + 6.09y + 2.41z <= 809.07
3.48x + -9.62y + -2.3z <= 388.26
9.47x + 5.02y + 3.24z <= 893.45
3.07x + -4.22y + 9.0z <= 562.07
3.31x + 7.65y + -7.52z <= 344.01
-0.04x + 5.05y + -0.7z <= 563.25
-0.97x + -8.42y + -2.42z <= 285.03
-0.2x + -5.91y + -5.14z <= 927.11
-4.04x + 0.98y + -4.66z <= 458.28
0.01x + 6.57y + -1.21z <= 661.54
2.68x + -5.35y + 2.82z <= 428.96
-4.15x + 1.16y + 3.47z <= 352.7
-0.95x + -1.62y + -5.9z <= 361.62
-4.78x + 9.22y + 7.74z <= 714.36
-6.4x + -4.63y + -7.33z <= 469.59
-4.71x + 3.44y + 1.18z <= 881.83
9.76x + 5.52y + 8.21z <= 654.56
-8.67x + 4.19y + 6.93z <= 183.66
2.61x + 5.7y + -7.91z <= 854.02
-9.31x + -2.48y + 5.09z <= 667.14
-1.59x + 0.35y + 6.51z <= 213.78
-1.35x + 3.92y + -8.04z <= 994.82
-0.53x + 7.53y + -9.42z <= 869.76
4.77x + 6.56y + 6.66z <= 512.13
0.45x + -1.76y + -2.5z <= 403.07
-4.08x + -6.3y + -0.9z <= 391.83
3.72x + 7.88y + -3.39z <= 286.66
6.79x + 8.4y + 7.39z <= 211.24
3.12x + 3.39y + -8.3z <= 150.39
9.2x + -3.92y + 0.31z <= 729.2
-3.62x + 2.77y + 3.4z <= 781.18
7.72x + 2.76y + 6.18z <= 729.94
6.27x + -0.99y + 5.92z <= 414.59
8.9x + -8.43y + -0.24z <= 255.36
-0.42x + -8.99y + -1.37z <= 564.03
7.05x + -9.84y + -4.65z <= 446.93
-9.64x + -3.4y + 6.02z <= 546.49
1.66x + 3.99y + -4.22z <= 530.05
-5.37x + -3.98y + -3.42z <= 957.69
-5.41x + 7.16y + 8.47z <= 759.72
-1.43x + 4.93y + -4.72z <= 301.02
-1.48x + -6.92y + -3.62z <= 697.02
-0.1x + -5.45y + -0.85z <= 957.66
2.27x + 4.51y + 0.3z <= 791.82
6.48x + -0.46y + 0.35z <= 930.8
-9.17x + -8.99y + -6.02z <= 147.08
3.06x + 9.31y + -5.87z <= 445.29
-9.28x + 7.95y + -7.17z <= 882.39
3.78x + -7.39y + 7.95z <= 884.9
-2.88x + -7.96y + -4.5z <= 847.35
5.28x + 6.76y + 2.92z <= 388.24
-9.67x + 4.78y + -0.85z <= 567.47
3.29x + 1.98y + 5.85z <= 399.41
5.13x + -2.34y + -3.92z <= 437.03
0.52x + -1.01y + -6.71z <= 856.44
9.82x + -6.04y + -4.12z <= 277.92
-5.75x + -9.16y + 6.23z <= 408.09
3.87x + 7.92y + -4.23z <= 908.43
6.19x + -1.29y + 7.63z <= 342.89
-3.18x + 6.33y + -5.24z <= 363.57
9.14x + -8.1y + -6.33z <= 548.67
4.5x + -6.29y + 5.69z <= 712.05
-3.05x + -2.84y + 6.95z <= 529.41
0.21x + 9.92y + -4.94z <= 786.05
-6.86x + -7.74y + 6.6z <= 597.37
2.88x + 4.04y + -7.92z <= 964.16
6.03x + 7.9y + -1.71z <= 561.47
-4.06x + -8.9y + -3.18z <= 528.54
-0.67x + -1.14y + -3.89z <= 401.58
-1.85x + -5.81y + 1.76z <= 449.85
-0.2x + -5.32y + -0.07z <= 980.42
8.24x + -6.9y + -2.32z <= 631.38
-7.88x + -3.49y + -8.37z <= 639.86
-5.03x + 3.59y + 8.43z <= 624.16
-8.41x + -7.41y + -9.59z <= 940.5
0.64x + 0.07y + -8.35z <= 968.2
5.11x + -0.51y + 9.51z <= 842.69
-3.6x + 8.46y + 9.17z <= 130.12
-6.11x + 0.74y + -8.21z <= 495.15
4.02x + 0.53y + 8.78z <= 693.93
8.02x + -1.3y + -1.17z <= 580.85
-0.31x + -2.79y + 0.54z <= 750.13
-0.29x + -0.11y + 4.55z <= 957.22
7.23x + -6.85y + 9.74z <= 788.07
9.94x + 2.1y + 1.01z <= 782.98
4.96x + -6.36y + -5.61z <= 912.74
8.91x + 9.22y + -9.2z <= 686.56
-3.25x + 1.55y + -5.4z <= 259.92
9.09x + 7.76y + -1.01z <= 952.21
4.03x + 8.95y + 9.45z <= 177.64
-1.58x + -1.13y + -3.03z <= 830.43
7.76x + 3.01y + -2.3z <= 641.87
-6.57x + -1.05y + -3.39z <= 191.25
5.21x + -1.87y + -9.76z <= 547.18
5.98x + 7.26y + -7.56z <= 648.16
7.24x + 1.72y + -0.77z <= 702.5
-9.4x + -7.61y + -7.88z <= 801.55
-5.09x + 3.52y + 9.21z <= 638.07
2.08x + -8.63y + 9.64z <= 800.82
1.84x + -8.99y + 5.59z <= 791.08
0.89x + 2.37y + -7.52z <= 445.21
-2.24x + 0.49y + 0.18z <= 940.39
-9.06x + -3.58y + 5.63z <= 149.06
-2.11x + 0.88y + -3.42z <= 891.83
2.48x + -3.87y + 3.55z <= 208.73
-5.65x + 9.55y + -3.93z <= 219.76
5.04x + 4.52y + 3.39z <= 855.05
0.64x + -8.14y + -5.93z <= 677.9
3.91x + -6.68y + 3.17z <= 361.96
-9.76x + 1.25y + 6.34z <= 210.92
-7.21x + 3.3y + 7.99z <= 746.49
7.76x + -9.22y + -2.73z <= 871.66
0.08x + -8.46y + 6.88z <= 814.97
-0.5x + 4.79y + -7.05z <= 413.16
-6.07x + -8.53y + 6.8z <= 155.38
-8.11x + 6.37y + -5.44z <= 460.59
1.36x + -4.59y + 0.86z <= 512.51
2.66x + -8.86y + 4.47z <= 204.75
9.71x + -8.97y + -5.2z <= 887.13
-4.11x + -9.0y + 3.87z <= 476.97
6.9x + 4.57y + 3.25z <= 793.77
6.58x + 4.42y + 9.72z <= 705.13
-5.32x + -0.58y + 2.48z <= 525.93
6.35x + 2.38y + 2.8z <= 275.92
4.93x + 3.3y + 1.62z <= 968.69
0.1x + 9.79y + -2.12z <= 235.48
-7.1x + -5.58y + 0.58z <= 698.64
-3.49x + 3.55y + 6.56z <= 680.64
-7.0x + -9.9y + -8.56z <= 187.08
-8.14x + -8.23y + -6.48z <= 881.29
-6.37x + 3.46y + 6.52z <= 525.53
-6.68x + 9.62y + -2.27z <= 630.55
-7.17x + -1.45y + 1.1z <= 899.29
2.54x + 8.93y + -2.43z <= 492.13
-0.92x + 0.22y + -6.71z <= 438.05
-8.03x + 7.3y + 8.0z <= 555.59
1.68x + 4.94y + -8.31z <= 409.38
-4.59x + -1.9y + 5.78z <= 934.03
8.67x + -4.38y + -3.82z <= 585.7
-1.85x + 8.11y + -6.01z <= 332.3
-3.74x + 9.01y + -5.61z <= 476.74
-6.91x + -0.81y + -9.43z <= 776.72
-1.45x + 3.98y + 5.94z <= 557.44
-9.25x + 9.15y + -0.05z <= 886.15
4.55x + 3.72y + -4.6z <= 981.95
-4.31x + 6.98y + -0.69z <= 115.51
5.47x + -8.05y + -5.96z <= 196.72
-8.7x + -9.95y + 5.67z <= 342.84
-6.91x + -9.08y + 1.36z <= 923.95
2.85x + -3.43y + 7.02z <= 326.74
-1.07x + 6.58y + 0.5z <= 711.3
-7.9x + 2.95y + 2.66z <= 562.11
-3.01x + -4.94y + -7.86z <= 644.37
8.91x + -0.62y + 6.39z <= 685.14
-5.53x + 4.38y + 3.21z <= 942.55
0.96x + 2.44y + -5.4z <= 560.68
-7.38x + 9.61y + 2.92z <= 263.55
-0.33x + 3.01y + -5.53z <= 587.42
6.1x + -7.56y + -0.32z <= 694.67
-4.43x + -5.14y + -9.95z <= 743.6
7.86x + -2.91y + 4.94z <= 613.63
9.82x + -6.88y + -0.12z <= 457.21
3.73x + -0.59y + 5.59z <= 481.6
6.4x + 6.62y + 5.77z <= 508.86
-9.63x + 9.56y + -3.82z <= 228.15
-8.14x + 1.77y + -7.88z <= 433.86
0.27x + -8.17y + -7.98z <= 688.88
-2.0x + -0.44y + 0.37z <= 793.22
-1.41x + -3.22y + -9.42z <= 978.28
-2.94x + -0.83y + 5.73z <= 294.69
2.68x + 5.6y + 4.16z <= 344.69
7.22x + 1.81y + -5.94z <= 309.96
6.26x + 6.53y + 7.11z <= 134.47
-0.72x + -8.99y + -0.68z <= 109.77
5.74x + -6.92y + 0.86z <= 126.89
9.47x + 9.99y + 8.42z <= 121.12
8.72x + 6.41y + -7.13z <= 753.31
-4.84x + -1.65y + 5.72z <= 122.99
-0.91x + 4.55y + -3.98z <= 194.76
4.94x + -9.59y + -8.1z <= 547.15
-4.29x + 7.4y + -9.78z <= 342.49
