max -9.19x + -8.95y + 2.64z
1.9x + -4.28y + 2.64z <= 749.58
8.38x + 2.86y + 1.66z <= 802.51
8.69x + 6.62y + 4.22z <= 884.51
8.79x + -2.18y + -3.8z <= 165.06
-7.9x + -0.31y + 1.66z <= 956.96
-9.67x + 6.35y + 3.13z <= 721.88
5.57x + 8.59y + -5.81z <= 643.08
-4.18x + 3.13y + -6.09z <= 531.83
7.6x + -4.68y + 7.49z <= 665.08
0.26x + 4.22y + -9.92z <= 246.55
-6.01x + -3.67y + -0.08z <= 468.02
2.55x + -9.42y + 9.95z <= 912.99
-0.69x + 6.45y + 4.71z <= 450.44
1.3x + -1.07y + 4.56z <= 217.32
-6.32x + 9.9y + -2.36z <= 321.72
-8.02x + 6.66y + 9.67z <= 849.25
0.78x + 0.81y + -1.11z <= 561.03
1.41x + -9.22y + 5.46z <= 754.59
6.63x + -2.7y + -7.54z <= 624.21
1.06x + 0.91y + -3.05z <= 985.95
-7.22x + -9.02y + -6.78z <= 192.21
5.01x + -9.67y + 2.63z <= 378.99
5.06x + 0.15y + -7.04z <= 619.22
8.83x + 8.58y + -7.96z <= 212.77
-5.57x + 8.04y + 9.77z <= 858.24
2.97x + -7.14y + 2.93z <= 938.99
-8.92x + -4.42y + 6.45z <= 603.97
-8.26x + -7.95y + 0.81z <= 550.35
8.01x + -3.84y + 2.02z <= 389.02
-3.34x + -5.24y + -0.79z <= 467.72
9.22x + 9.18y + -0.63z <= 115.37
-1.58x + -9.0y + 5.81z <= 357.12
2.46x + 4.1y + -8.2z <= 585.62
-3.96x + -0.36y + -6.12z <= 183.3
-5.56x + 8.26y + 1.51z <= 494.07
7.55x + -4.02y + 5.62z <= 131.4
4.25x + 3.25y + -3.91z <= 364.41
8.99x + -6.06y + 5.12z <= 666.24
-4.08x + -2.11y + -7.0z <= 712.69
-0.78x + 8.81y + 8.24z <= 785.9
-0.86x + -1.53y + -5.84z <= 561.13
6.58x + 3.18y + 3.35z <= 166.52
-4.85x + -3.04y + -8.46z <= 707.25
4.26x + -6.4y + -8.89z <= 734.52
-2.83x + -6.79y + -2.13z <= 634.42
4.08x + -1.3y + 0.67z <= 158.72
-2.95x + -8.86y + 1.44z <= 808.89
1.43x + 5.86y + 2.63z <= 936.21
9.98x + -3.75y + 6.77z <= 406.14
-5.67x + 0.57y + -6.95z <= 483.99
5.27x + 7.9y + 4.31z <= 256.49
-3.19x + 2.12y + -7.41z <= 118.3
4.55x + 4.88y + -3.99z <= 574.91
7.89x + 2.18y + -3.33z <= 758.39
8.88x + -3.43y + -5.77z <= 634.36
-7.91x + -2.61y + -8.22z <= 226.83
8.14x + 2.86y + 7.31z <= 321.65
2.43x + -8.69y + -8.0z <= 265.19
0.25x + -6.33y + -3.5z <= 389.17
2.23x + -3.72y + 8.59z <= 598.1
-5.87x + 0.97y + -2.76z <= 639.2
-6.53x + 2.3y + 0.94z <= 246.67
1.81x + -3.98y + 6.0z <= 987.96
-9.1x + -2.93y + -6.25z <= 610.3
-4.8x + 0.61y + -3.51z <= 477.2
8.39x + 6.61y + 3.44z <= 837.78
1.37x + 4.68y + -6.45z <= 513.18
8.65x + -6.52y + -9.87z <= 224.75
-6.26x + -5.69y + 7.16z <= 174.18
-8.96x + -8.71y + 0.13z <= 614.22
9.62x + -9.81y + 0.5z <= 904.47
4.31x + -7.11y + 1.62z <= 596.22
-2.9x + 3.7y + -2.94z <= 102.67
9.86x + -8.32y + 8.42z <= 865.56
-3.3x + -3.94y + -8.86z <= 895.71
-6.96x + 6.41y + -4.02z <= 681.35
-6.42x + -2.78y + 0.19z <= 994.49
-6.68x + 4.5y + -8.67z <= 406.23
-6.11x + 7.08y + -0.96z <= 997.21
2.52x + -9.48y + -8.02z <= 439.58
-1.15x + 1.86y + -1.6z <= 944.35
0.39x + -1.27y + 3.77z <= 110.97
0.06x + 0.86y + 7.79z <= 864.84
7.27x + -4.89y + -7.18z <= 505.71
0.22x + -1.6y + 0.67z <= 519.58
4.26x + -2.4y + 1.58z <= 901.33
-0.63x + -0.34y + -3.08z <= 937.69
-5.36x + 5.76y + 3.46z <= 539.96
-0.58x + -2.92y + -5.15z <= 957.53
5.77x + 4.62y + -1.61z <= 292.64
5.75x + -1.11y + 2.21z <= 806.45
5.73x + -5.8y + 7.57z <= 507.95
-6.26x + 5.04y + 6.84z <= 784.34
-2.9x + -6.75y + -4.85z <= 554.19
-4.01x + 3.63y + 1.56z <= 616.57
-6.98x + 3.55y + -8.33z <= 759.03
-5.98x + -4.91y + 7.92z <= 602.72
5.75x + 9.68y + -5.99z <= 910.46
-4.64x + -3.84y + 1.78z <= 245.78
9.65x + 5.9y + 6.76z <= 483.48
3.42x + -7.95y + 8.59z <= 330.08
2.97x + 3.77y + -9.19z <= 613.66
9.83x + -1.79y + -8.94z <= 407.3
2.07x + 3.79y + -4.82z <= 174.78
8.8x + -7.47y + -4.65z <= 631.97
-3.44x + 1.73y + -9.52z <= 519.42
-0.7x + 3.16y + -9.89z <= 243.45
2.68x + -3.19y + 7.29z <= 484.92
0.4x + -2.87y + 4.03z <= 673.41
-1.29x + -1.51y + 4.15z <= 564.12
9.11x + -9.3y + 7.88z <= 545.75
1.97x + 3.87y + 4.09z <= 890.97
-4.52x + 7.57y + -4.11z <= 108.99
9.67x + -7.45y + -8.24z <= 740.02
-4.09x + 5.56y + 0.55z <= 686.99
1.06x + 2.87y + 7.7z <= 782.7
0.16x + -0.97y + 5.61z <= 522.31
6.73x + -7.57y + -4.25z <= 534.14
-1.85x + 7.02y + 5.53z <= 586.81
-5.23x + 2.96y + -3.09z <= 640.87
-4.5x + -9.59y + -8.74z <= 807.07
-1.74x + 3.83y + 6.06z <= 968.52
-9.3x + -5.45y + -4.75z <= 448.31
1.22x + 1.2y + 5.72z <= 315.47
9.55x + -4.97y + 9.51z <= 828.58
-9.86x + -9.84y + -1.2z <= 999.99
2.57x + 9.94y + -5.59z <= 433.16
6.44x + 7.94y + 4.68z <= 956.33
2.4x + -8.7y + 2.91z <= 290.36
-5.43x + -4.59y + -9.29z <= 634.3
9.48x + 4.1y + 5.18z <= 224.64
-7.02x + 4.69y + 3.68z <= 772.74
-4.18x + -7.06y + -6.47z <= 457.22
9.29x + 7.12y + -7.87z <= 893.48
-9.77x + -2.03y + 6.55z <= 821.39
-5.05x + 0.01y + 2.29z <= 184.98
-9.83x + -7.87y + 0.92z <= 780.04
2.35x + -9.29y + -1.34z <= 526.25
-1.79x + 0.4y + 4.15z <= 702.89
-7.71x + -7.67y + -7.89z <= 473.49
1.58x + 6.0y + -0.22z <= 118.32
-2.25x + 6.56y + -7.04z <= 510.17
-1.32x + -9.05y + -6.97z <= 481.12
4.56x + -4.22y + -8.9z <= 600.97
4.14x + 9.25y + 2.43z <= 282.77
1.74x + -6.78y + -4.56z <= 209.3
8.84x + 6.61y + -6.17z <= 874.17
-5.2x + -2.56y + -4.7z <= 453.75
-4.0x + 4.66y + 6.88z <= 450.86
6.63x + -8.59y + -8.28z <= 210.71
2.98x + 4.62y + -1.29z <= 371.71
-5.45x + -8.84y + 8.1z <= 213.84
6.76x + 0.27y + 7.89z <= 198.86
1.28x + 0.29y + 0.53z <= 846.91
4.68x + 4.82y + -8.86z <= 486.98
0.21x + 5.34y + -6.37z <= 484.17
5.71x + -9.59y + 7.02z <= 112.14
-7.53x + 1.71y + 6.93z <= 405.32
-7.06x + -9.57y + 7.84z <= 870.22
6.46x + -4.86y + -9.02z <= 253.67
-9.22x + 3.87y + 0.52z <= 940.09
-6.98x + -5.14y + 3.46z <= 168.25
4.35x + 7.2y + 4.21z <= 353.2
6.42x + -0.13y + 2.34z <= 556.01
-0.67x + 2.27y + 9.99z <= 404.8
-2.37x + -1.97y + 2.5z <= 111.09
4.63x + -7.31y + -4.46z <= 201.62
6.63x + 5.41y + 5.31z <= 618.0
-7.25x + 1.27y + 3.96z <= 512.46
-0.19x + -2.89y + -7.05z <= 109.79
2.31x + 3.25y + -3.98z <= 416.9
5.59x + 6.7y + -3.11z <= 684.56
-0.43x + -0.71y + -0.18z <= 765.57
-8.9x + -2.76y + -3.01z <= 616.35
-9.42x + 8.46y + 9.64z <= 590.43
0.85x + -7.86y + 9.07z <= 580.14
-2.64x + -7.84y + 4.2z <= 300.24
1.63x + 4.91y + -3.62z <= 952.45
-6.29x + -4.63y + 5.64z <= 620.07
-6.2x + -4.5y + 2.43z <= 711.03
7.32x + 8.35y + -7.04z <= 297.02
7.78x + 4.06y + -0.4z <= 361.7
1.6x + 6.1y + 7.81z <= 215.92
2.89x + -7.28y + -3.24z <= 999.68
-2.9x + 3.55y + -9.29z <= 353.49
4.86x + -5.18y + 2.12z <= 946.78
4.73x + -8.98y + 2.13z <= 418.2
3.02x + -3.28y + -6.95z <= 180.74
1.99x + -8.09y + 4.31z <= 296.82
-6.22x + 7.06y + 6.25z <= 913.35
4.14x + -6.02y + -6.63z <= 190.28
-2.96x + -3.4y + -5.19z <= 590.78
-5.16x + -6.25y + 1.86z <= 973.15
2.02x + -2.4y + 8.59z <= 474.89
3.6x + 9.44y + 9.56z <= 481.26
-8.7x + -8.32y + 8.5z <= 141.14
-2.85x + -9.88y + -8.84z <= 551.52
5.87x + 5.24y + 3.19z <= 799.55
8.52x + -0.96y + -1.64z <= 929.79
0.16x + 1.36y + -6.85z <= 100.19
3.36x + 9.97y + -8.11z <= 407.68
-4.92x + -2.74y + -7.76z <= 770.01
-0.85x + -9.54y + 4.1z <= 631.94
-7.77x + -8.44y + -7.69z <= 402.96
3.24x + 8.49y + -7.41z <= 838.58
-9.78x + -2.62y + 6.8z <= 200.55
2.88x + 9.1y + -5.87z <= 254.74
6.79x + -2.95y + 3.63z <= 806.38
-5.23x + -9.88y + 3.7z <= 570.16
9.0x + -1.6y + 7.12z <= 239.78
3.53x + 3.7y + 3.0z <= 691.39
3.53x + 8.08y + -5.16z <= 119.91
-9.47x + -3.44y + -3.4z <= 515.78
-6.6x + -0.24y + 7.05z <= 727.76
9.83x + -2.11y + 2.47z <= 199.75
8.29x + 0.06y + 8.1z <= 541.21
2.08x + -3.75y + -4.67z <= 660.82
4.0x + -2.88y + -2.83z <= 731.73
4.66x + 4.53y + -5.27z <= 236.5
-2.08x + 9.51y + 4.28z <= 753.96
4.67x + 8.0y + -5.21z <= 485.72
-7.17x + -3.47y + -6.39z <= 338.15
-4.47x + -7.18y + 4.68z <= 187.91
-2.28x + -9.21y + 1.33z <= 956.04
-5.91x + 1.3y + 1.72z <= 786.13
-8.14x + -2.8y + 8.24z <= 362.97
4.09x + -0.49y + 0.45z <= 281.26
8.47x + -2.12y + -9.63z <= 165.19
-9.89x + -2.28y + -9.7z <= 650.77
1.69x + -9.39y + -4.07z <= 224.98
-6.19x + 2.41y + 0.25z <= 372.89
-2.84x + -8.84y + -2.46z <= 337.23
-4.91x + 4.41y + 3.39z <= 527.43
2.2x + 5.65y + -1.07z <= 817.78
-6.35x + 8.3y + -8.41z <= 596.84
-0.81x + 7.74y + 3.82z <= 884.38
-7.32x + 2.89y + 8.98z <= 300.72
2.33x + 9.35y + -8.84z <= 252.92
3.03x + 4.45y + -8.25z <= 293.58
3.42x + 0.76y + 2.78z <= 342.04
-9.19x + 4.14y + 6.72z <= 929.74
-2.61x + 1.03y + -9.17z <= 697.15
-6.02x + -1.65y + 3.06z <= 622.33
3.67x + 0.49y + 2.5z <= 571.33
4.34x + -3.84y + 1.72z <= 758.33
-0.61x + -9.46y + -8.0z <= 754.34
-7.27x + 7.78y + -1.54z <= 343.83
0.56x + 0.17y + 5.41z <= 104.94
1.2x + -0.85y + -7.62z <= 427.37
-5.42x + -9.24y + -4.84z <= 154.16
6.6x + -3.51y + -5.15z <= 176.01
-7.71x + -4.22y + 9.39z <= 741.16
-5.73x + 9.81y + -6.61z <= 272.17
-4.57x + -9.27y + 8.78z <= 834.43
-4.33x + -5.22y + 0.72z <= 934.72
1.58x + 8.72y + -0.08z <= 663.19
-8.11x + 2.85y + 2.15z <= 328.39
-9.23x + 6.72y + 2.07z <= 583.61
8.22x + 6.59y + -0.45z <= 741.02
4.29x + 1.89y + 1.92z <= 931.15
2.46x + 1.59y + -4.48z <= 958.24
1.56x + 4.33y + 5.26z <= 396.8
-2.93x + 9.12y + -8.14z <= 611.48
4.8x + -8.79y + 4.24z <= 162.63
5.41x + -8.65y + -7.43z <= 215.71
2.63x + 3.61y + 1.82z <= 984.43
-0.69x + -5.69y + 7.69z <= 711.45
-3.52x + 0.18y + -6.7z <= 162.13
2.82x + -5.11y + 0.56z <= 251.11
9.5x + 6.34y + 0.52z <= 484.46
-9.53x + -1.32y + -3.23z <= 158.01
-0.21x + 7.7y + -1.78z <= 165.42
-7.64x + -9.97y + 4.43z <= 699.94
-7.75x + 2.95y + -3.32z <= 239.84
8.89x + -2.11y + 0.64z <= 489.85
-4.42x + 4.26y + 4.47z <= 849.27
9.49x + 2.2y + 2.72z <= 294.65
-5.01x + -9.54y + -5.88z <= 628.83
6.8x + -3.79y + 9.73z <= 405.39
-4.56x + 0.05y + 7.27z <= 775.27
3.58x + 3.2y + -9.79z <= 622.7
9.8x + -6.91y + -2.91z <= 121.32
-6.93x + -7.56y + -4.5z <= 520.58
7.32x + 1.11y + -5.0z <= 322.05
-0.01x + 7.44y + 8.22z <= 642.58
6.48x + -9.13y + 2.63z <= 677.72
-0.02x + -4.32y + 0.19z <= 508.31
-8.33x + 4.62y + -8.93z <= 234.59
-1.22x + 3.37y + -5.91z <= 515.74
0.53x + 4.32y + 8.44z <= 743.32
3.03x + 3.39y + 9.58z <= 816.74
-6.16x + -5.45y + 6.48z <= 367.0
-2.67x + 8.01y + -7.62z <= 138.88
-7.55x + 6.22y + -3.62z <= 373.82
-9.16x + -8.81y + 2.95z <= 581.74
4.61x + 9.44y + -9.3z <= 777.71
9.54x + -2.75y + 0.83z <= 240.09
-7.58x + 3.11y + -3.19z <= 839.14
-0.77x + 5.15y + -6.82z <= 305.64
-3.42x + 1.78y + -2.01z <= 117.42
-2.61x + -5.01y + -4.39z <= 780.69
-8.19x + 3.03y + -3.9z <= 624.4
9.61x + 1.49y + 5.65z <= 242.55
-4.34x + 6.99y + -8.36z <= 797.51
-5.4x + 9.33y + 0.58z <= 641.99
-3.39x + 6.83y + -4.34z <= 730.47
-4.96x + -2.4y + 7.78z <= 308.89
4.99x + 6.29y + 8.2z <= 724.61
-9.34x + -2.13y + 6.01z <= 795.04
-0.26x + -8.36y + 4.95z <= 509.05
1.74x + -8.31y + 7.07z <= 949.2
2.19x + 7.87y + -6.97z <= 776.91
2.69x + -6.56y + 5.66z <= 500.86
-6.43x + -2.53y + -9.16z <= 425.28
8.58x + 0.57y + 5.41z <= 749.95
-7.07x + 2.49y + 5.67z <= 899.47
-8.28x + -7.75y + -2.01z <= 592.19
1.08x + 4.31y + -3.71z <= 833.68
-2.85x + -3.55y + 5.54z <= 710.24
-7.57x + -8.87y + 6.18z <= 561.05
-2.66x + 1.17y + 5.16z <= 898.01
-8.47x + -1.02y + 7.87z <= 377.55
-0.28x + -6.01y + -6.09z <= 483.48
-8.8x + 4.92y + 4.41z <= 151.43
5.47x + 7.27y + 8.7z <= 535.7
3.84x + -4.93y + 5.56z <= 714.48
4.81x + 9.6y + -9.69z <= 290.52
1.21x + -0.37y + 1.63z <= 523.16
-3.1x + -6.41y + -9.87z <= 367.4
-7.44x + -2.69y + -9.14z <= 834.58
9.7x + 4.12y + 0.75z <= 295.84
-0.39x + -6.41y + 2.56z <= 495.71
1.68x + 0.75y + 8.17z <= 851.21
-1.14x + 2.94y + 4.2z <= 124.85
-0.61x + 1.98y + -6.62z <= 196.23
-7.29x + -9.64y + 1.61z <= 266.86
4.97x + -0.57y + 4.15z <= 350.67
-0.34x + 6.66y + -9.81z <= 931.24
8.68x + -9.04y + 3.08z <= 984.68
-9.81x + 5.92y + 8.11z <= 755.03
7.8x + 3.75y + 6.86z <= 996.77
4.79x + 6.38y + 6.56z <= 582.67
-9.89x + -0.88y + -8.4z <= 275.34
7.43x + -1.65y + 3.24z <= 415.45
-7.79x + -0.1y + -2.66z <= 136.83
-3.58x + -7.78y + 3.34z <= 797.24
6.57x + 3.35y + -2.89z <= 706.9
-4.93x + 6.93y + -5.71z <= 854.92
0.73x + -5.33y + -6.05z <= 522.84
-0.03x + 2.57y + -8.17z <= 745.71
0.16x + -0.49y + -7.87z <= 732.62
1.61x + 1.35y + 6.94z <= 267.62
-1.82x + -3.35y + 4.79z <= 263.99
-5.09x + 8.83y + -4.64z <= 943.7
-7.51x + 4.33y + -7.2z <= 698.64
-2.74x + -3.82y + -7.33z <= 206.32
-5.35x + -9.44y + 0.68z <= 592.68
-0.13x + -2.39y + -2.55z <= 602.21
-5.11x + -9.5y + 9.16z <= 966.7
-1.35x + -2.43y + -5.83z <= 201.21
4.5x + -8.31y + -0.3z <= 125.5
-8.99x + -5.76y + 4.54z <= 196.06
-6.41x + 8.16y + 8.82z <= 817.77
9.32x + 8.17y + 5.56z <= 588.48
5.75x + 4.14y + -4.25z <= 366.38
-3.13x + -8.04y + 0.05z <= 429.4
5.17x + -4.06y + 7.83z <= 992.77
-4.14x + 1.87y + -6.1z <= 396.61
-8.5x + 9.94y + -2.66z <= 420.87
1.43x + -0.88y + -0.52z <= 745.74
-9.02x + -0.96y + -2.18z <= 139.96
-0.65x + 9.09y + -0.93z <= 879.37
5.81x + -6.43y + 7.97z <= 917.33
-3.03x + -3.93y + -2.75z <= 922.74
-8.36x + 5.71y + -3.06z <= 149.11
6.68x + 4.52y + 5.77z <= 722.91
-6.63x + 4.84y + 6.55z <= 903.74
-8.58x + 9.02y + -3.7z <= 137.26
8.02x + 8.82y + 9.98z <= 357.99
-2.37x + 7.28y + 8.97z <= 630.61
2.4x + -3.91y + 9.27z <= 620.21
-9.57x + 2.89y + 5.69z <= 302.33
-0.76x + 3.96y + -8.99z <= 647.05
-1.2x + 9.83y + 5.36z <= 396.67
1.51x + 5.74y + 3.35z <= 205.92
6.08x + 8.76y + -1.63z <= 150.52
-3.61x + 0.9y + -4.67z <= 114.44
-3.32x + -2.48y + -2.74z <= 822.29
-2.08x + 2.9y + 6.92z <= 886.92
7.66x + -0.52y + 2.32z <= 686.76
4.69x + -8.29y + -2.48z <= 972.04
-2.7x + -8.88y + -2.4z <= 271.34
1.11x + -3.88y + -9.21z <= 869.27
-7.24x + 8.14y + -6.6z <= 738.99
2.45x + 6.23y + -1.72z <= 920.65
-8.94x + -8.83y + -8.45z <= 476.28
4.26x + 2.9y + -8.03z <= 975.99
-9.4x + 2.96y + 6.0z <= 257.09
-0.15x + -2.63y + -6.69z <= 820.64
7.12x + -7.75y + 9.9z <= 194.46
-8.47x + 3.27y + -4.32z <= 416.78
-2.66x + -8.63y + 4.83z <= 717.66
4.3x + -3.3y + -2.38z <= 250.69
-7.26x + 2.79y + 3.2z <= 434.66
-4.0x + 8.99y + 3.3z <= 524.16
7.53x + 5.04y + -1.07z <= 495.73
8.38x + 6.23y + -9.14z <= 871.66
8.83x + 6.71y + -4.51z <= 745.59
8.04x + -0.38y + -1.64z <= 120.89
3.19x + 4.49y + 0.02z <= 255.47
-3.96x + -0.84y + -5.53z <= 947.42
-0.81x + -2.24y + -4.29z <= 721.99
-1.92x + -3.9y + -0.81z <= 459.82
3.41x + -1.82y + 2.59z <= 392.7
8.62x + -2.52y + -7.93z <= 657.07
3.73x + -1.32y + -0.56z <= 447.21
8.12x + -1.27y + -2.09z <= 894.18
0.36x + -8.82y + -6.8z <= 576.65
2.38x + 5.02y + -3.33z <= 264.88
-1.47x + 4.69y + -1.45z <= 775.82
6.49x + 4.0y + 6.6z <= 703.89
9.22x + -3.29y + 5.71z <= 520.61
-7.21x + 7.43y + 5.63z <= 551.19
-0.89x + 4.64y + -5.78z <= 745.48
7.54x + 3.18y + -4.15z <= 586.77
-9.59x + 2.2y + 2.19z <= 514.8
-4.76x + 4.39y + 2.87z <= 189.92
-4.34x + -7.02y + 4.84z <= 886.03
1.22x + 7.45y + 6.99z <= 398.67
-8.58x + -9.78y + 6.52z <= 605.95
-0.98x + 4.61y + 4.44z <= 713.9
7.04x + -6.51y + 8.03z <= 292.37
-1.46x + 1.85y + 3.53z <= 526.53
8.93x + 6.87y + 8.31z <= 310.22
5.59x + -7.54y + -2.34z <= 495.36
-3.87x + 7.58y + 8.69z <= 619.56
-6.1x + 1.58y + 8.36z <= 239.5
-7.99x + -4.11y + 7.41z <= 360.06
0.37x + -3.3y + -0.37z <= 860.07
-3.46x + -8.61y + -1.97z <= 761.86
6.22x + -4.85y + -0.61z <= 249.93
6.18x + 4.71y + 8.66z <= 756.99
8.67x + 8.23y + -1.01z <= 774.88
-5.34x + 3.15y + 1.75z <= 256.19
-6.81x + 0.97y + -9.2z <= 725.47
-7.15x + 5.57y + 2.22z <= 525.51
9.73x + 2.4y + 9.88z <= 939.77
-1.7x + -1.21y + 1.3z <= 744.59
-6.39x + 4.96y + 7.43z <= 188.82
9.18x + -2.56y + -9.26z <= 505.3
-2.42x + -2.76y + 5.25z <= 655.22
-6.29x + 4.05y + 3.69z <= 495.77
-9.34x + 3.81y + -3.08z <= 929.7
-6.59x + -1.68y + -7.48z <= 391.72
-6.94x + 5.22y + 1.8z <= 178.42
8.16x + 2.01y + -2.62z <= 807.56
8.0x + 2.29y + 1.01z <= 294.25
-2.63x + 2.35y + 0.33z <= 181.35
-4.84x + -5.08y + 1.24z <= 913.83
-1.78x + -7.08y + 1.1z <= 245.76
8.59x + 6.9y + -7.58z <= 620.97
8.65x + 7.95y + 0.18z <= 479.52
0.28x + -6.86y + -6.4z <= 372.6
-6.72x + -6.35y + -2.0z <= 791.76
1.73x + 8.25y + -3.68z <= 671.99
-6.86x + -5.71y + -1.66z <= 960.89
0.07x + 5.8y + 6.92z <= 358.34
-5.05x + 9.11y + -4.43z <= 379.9
-5.55x + 3.07y + 4.03z <= 682.91
1.04x + -0.51y + 7.39z <= 502.31
-2.25x + -0.94y + -0.99z <= 251.61
-3.04x + 3.26y + -3.8z <= 121.08
1.82x + -4.02y + -3.31z <= 956.39
7.53x + -3.06y + 0.22z <= 883.17
-1.6x + -3.99y + -9.36z <= 308.01
6.27x + -1.7y + -6.05z <= 250.27
-3.18x + 4.5y + 0.79z <= 807.38
3.95x + 7.02y + -1.58z <= 411.46
-5.35x + -9.75y + -5.04z <= 764.9
-5.97x + -1.15y + 3.19z <= 228.29
2.78x + -0.29y + -7.89z <= 862.95
-7.63x + 4.66y + -6.74z <= 662.51
-6.55x + 3.37y + -6.05z <= 148.62
8.24x + 6.33y + -9.81z <= 219.47
-5.22x + 8.25y + 2.85z <= 835.77
-6.55x + -0.59y + -3.07z <= 466.64
0.82x + -4.14y + -0.5z <= 614.97
2.79x + -1.4y + 4.43z <= 541.35
6.85x + 4.33y + 9.21z <= 258.18
-6.65x + -8.13y + 2.34z <= 767.13
3.64x + 9.87y + -3.04z <= 347.64
0.71x + 1.06y + 1.3z <= 360.12
1.05x + 8.02y + 6.33z <= 413.83
-9.41x + -4.41y + -3.22z <= 576.61
-4.21x + -9.85y + -8.42z <= 131.71
-1.51x + 8.42y + -4.47z <= 913.52
7.8x + 1.64y + 9.12z <= 120.76
-6.29x + 0.31y + -2.33z <= 310.54
-2.09x + 5.81y + 1.12z <= 705.64
6.11x + -6.5y + 5.84z <= 628.66
-4.22x + 3.94y + -2.31z <= 264.06
-7.15x + 4.5y + -5.0z <= 756.36
-5.12x + 6.61y + -9.38z <= 598.22
-7.09x + 5.26y + -4.97z <= 928.87
2.0x + 7.28y + 0.83z <= 802.28
-9.56x + 9.29y + -9.41z <= 417.26
-1.74x + 9.84y + 7.79z <= 215.29
3.65x + 2.26y + 9.28z <= 340.17
2.69x + -9.33y + 5.26z <= 802.12
-9.85x + -9.65y + 9.26z <= 982.2
7.78x + -7.92y + -8.89z <= 980.02
-6.81x + -5.62y + 2.13z <= 443.83
5.63x + 2.22y + 4.19z <= 838.95
4.86x + -7.94y + 2.28z <= 965.69
0.37x + -5.44y + -8.97z <= 817.12
4.24x + 9.17y + 7.77z <= 647.93
-4.56x + 8.81y + 1.74z <= 578.89
-0.69x + 6.2y + 8.99z <= 586.84
3.24x + 7.66y + 6.73z <= 745.41
-0.25x + 0.41y + -9.59z <= 713.59
-1.96x + 4.83y + 9.17z <= 453.32
-3.35x + -4.79y + -8.77z <= 887.89
-4.14x + 1.29y + 0.18z <= 109.71
-7.0x + -8.35y + 7.57z <= 877.71
-2.56x + -8.5y + -7.03z <= 479.97
-5.83x + 0.66y + -0.99z <= 750.3
2.32x + -7.21y + 9.19z <= 411.79
0.53x + -1.91y + 9.68z <= 630.03
-8.95x + -2.66y + 8.13z <= 753.29
-4.13x + 6.52y + 9.54z <= 493.15
8.94x + -5.76y + 4.22z <= 837.86
9.55x + -9.61y + 6.56z <= 181.52
-0.63x + 3.65y + -2.1z <= 593.01
2.95x + -4.53y + -8.84z <= 808.7
-6.13x + -3.25y + -8.16z <= 573.4
2.43x + -7.2y + 2.46z <= 764.17
5.08x + -1.32y + 7.5z <= 139.7
7.62x + 6.55y + 6.91z <= 204.78
-3.1x + 7.35y + -2.52z <= 302.48
1.5x + -9.02y + 0.49z <= 397.89
5.72x + -1.85y + 4.82z <= 554.3
-7.21x + 1.92y + 4.06z <= 362.51
9.29x + -6.93y + -2.25z <= 573.79
4.25x + -4.45y + -3.75z <= 875.42
3.7x + -7.7y + -5.5z <= 487.99
5.41x + -6.71y + 1.32z <= 990.77
7.38x + -9.94y + -7.04z <= 526.61
-2.92x + 4.06y + -3.69z <= 608.21
0.86x + -7.27y + 7.28z <= 394.83
7.69x + 7.38y + 9.32z <= 166.15
6.23x + 0.54y + -5.53z <= 876.32
4.32x + 1.73y + 9.7z <= 332.31
-5.73x + -8.51y + -0.99z <= 298.22
5.85x + -8.44y + 9.56z <= 805.67
-7.11x + -5.97y + -0.31z <= 503.41
-2.14x + 9.18y + 5.79z <= 966.36
7.72x + -7.98y + 0.05z <= 633.43
-5.6x + 0.37y + 8.24z <= 770.05
1.54x + -5.68y + 2.44z <= 204.3
-1.59x + 1.2y + -5.05z <= 484.67
1.77x + 8.33y + -0.07z <= 345.22
5.09x + -6.96y + -2.43z <= 452.41
9.64x + -1.41y + -2.61z <= 249.62
7.75x + -9.44y + -7.07z <= 976.07
3.94x + -8.04y + -5.83z <= 127.01
-5.48x + -5.33y + 3.23z <= 959.92
7.64x + 2.76y + 7.43z <= 280.98
-3.57x + -9.67y + 1.92z <= 866.03
3.21x + 2.74y + 9.63z <= 765.52
1.69x + -0.61y + 4.8z <= 622.62
5.59x + -7.15y + -0.98z <= 303.52
4.87x + -9.06y + -6.15z <= 928.41
-6.68x + -1.05y + 6.53z <= 615.52
7.24x + 4.1y + -3.1z <= 166.78
9.03x + 0.46y + -2.42z <= 747.49
-5.64x + 4.39y + 2.63z <= 627.7
4.13x + 7.91y + 6.38z <= 587.09
-9.25x + 4.65y + 2.96z <= 682.47
-8.16x + 7.18y + 1.68z <= 491.99
6.03x + -1.51y + 9.18z <= 143.58
4.75x + 1.89y + -1.37z <= 538.76
-0.13x + 2.24y + -7.96z <= 171.62
5.69x + 6.36y + 1.77z <= 112.76
1.39x + -8.5y + -8.45z <= 174.01
0.93x + 8.55y + 7.04z <= 525.5
-8.2x + 8.49y + 0.61z <= 417.63
7.41x + -9.83y + -0.5z <= 384.51
4.53x + 2.26y + 7.05z <= 479.18
-2.7x + -3.1y + -8.06z <= 820.07
-5.2x + -5.21y + -5.74z <= 537.28
6.79x + -7.42y + 8.41z <= 896.37
6.98x + -2.19y + -7.26z <= 755.95
-5.36x + 0.82y + 9.03z <= 934.88
3.23x + 9.36y + 7.48z <= 778.39
