max 7.17x + -0.93y + -4.52z
2.8x + 8.72y + 7.05z <= 561.85
8.51x + 8.26y + 8.15z <= 481.31
-2.0x + -7.65y + 7.52z <= 562.45
-6.76x + 2.07y + -2.65z <= 978.97
-9.53x + -8.09y + -1.06z <= 707.22
6.46x + -8.64y + 9.4z <= 422.67
-6.31x + 3.04y + -4.76z <= 766.88
7.89x + -9.33y + -5.48z <= 486.03
9.79x + 9.39y + 1.79z <= 818.63
9.63x + -1.86y + 8.01z <= 247.94
5.72x + -5.86y + 1.75z <= 210.15
-4.76x + 3.0y + -3.56z <= 816.47
3.86x + 2.91y + 0.39z <= 688.74
-1.15x + 4.11y + 8.85z <= 384.35
-1.85x + 4.54y + 6.94z <= 563.96
3.72x + -5.73y + 6.37z <= 423.81
-5.72x + 1.85y + -4.42z <= 764.67
8.7x + 3.57y + -9.15z <= 649.13
-0.08x + -5.34y + 8.93z <= 788.21
-8.03x + 4.85y + -1.23z <= 303.78
-7.61x + -4.94y + 0.55z <= 161.4
-0.85x + -6.02y + -6.89z <= 670.89
-6.58x + 5.73y + -6.28z <= 188.14
-7.95x + 2.75y + 9.95z <= 485.21
-6.86x + -1.19y + 2.6z <= 823.86
4.83x + 3.83y + 4.93z <= 262.71
-8.33x + -2.03y + 7.61z <= 167.41
4.98x + 3.99y + 7.64z <= 639.7
6.61x + -6.06y + 6.2z <= 833.12
2.24x + -4.87y + 1.69z <= 428.95
9.42x + -4.75y + -6.15z <= 145.16
-0.47x + -0.51y + 4.24z <= 514.24
-9.99x + -8.69y + -1.48z <= 494.69
-2.58x + -7.28y + 0.98z <= 287.06
2.3x + -3.24y + -6.42z <= 385.28
9.06x + 2.63y + -1.27z <= 430.98
-5.3x + -3.67y + -4.51z <= 734.68
5.98x + -2.05y + -5.49z <= 242.16
-9.89x + 4.15y + 8.27z <= 657.12
7.99x + -1.14y + -3.01z <= 643.31
-1.17x + -2.64y + -2.36z <= 419.72
3.71x + 4.97y + -7.87z <= 225.22
-7.34x + -0.66y + -0.45z <= 183.4
2.31x + 0.01y + 9.84z <= 420.06
-9.72x + 4.67y + 5.03z <= 393.13
1.4x + -7.19y + -7.55z <= 180.4
5.14x + 6.96y + -8.75z <= 477.38
8.09x + 0.98y + 2.22z <= 329.39
-6.31x + -0.44y + 1.32z <= 772.05
3.85x + 2.05y + 4.18z <= 315.72
-8.67x + -5.37y + 1.8z <= 210.97
6.88x + 1.52y + -0.24z <= 653.97
7.9x + 0.86y + 1.83z <= 663.46
0.43x + 3.24y + -1.55z <= 551.94
-8.75x + 1.2y + -1.85z <= 619.24
4.37x + -8.04y + 6.43z <= 982.95
-8.24x + -2.75y + -6.37z <= 120.72
-6.24x + 6.93y + -2.49z <= 364.84
0.75x + -2.77y + -6.36z <= 198.85
-7.8x + 3.33y + 1.16z <= 123.54
-7.62x + 2.13y + -3.09z <= 966.9
-2.19x + -5.9y + -3.37z <= 395.22
-5.28x + -8.09y + -7.05z <= 676.58
8.14x + -8.63y + 6.38z <= 508.21
5.47x + 7.29y + 2.07z <= 539.7
-8.78x + 4.34y + -9.18z <= 694.82
-7.04x + 6.85y + -1.02z <= 371.24
8.74x + 9.47y + -8.05z <= 755.25
6.01x + -6.6y + 2.3z <= 943.88
5.11x + -8.65y + 5.96z <= 904.84
-9.09x + -6.26y + 8.29z <= 738.34
-6.98x + 3.92y + 6.51z <= 831.93
-7.07x + -8.13y + -8.63z <= 542.92
-2.45x + 1.18y + -2.64z <= 622.09
-7.1x + -7.91y + -9.17z <= 775.18
5.15x + 8.13y + 3.23z <= 167.7
4.97x + 4.82y + 8.16z <= 900.1
1.19x + -9.57y + -7.62z <= 855.6
-4.79x + -3.07y + -0.8z <= 484.23
-8.59x + 6.26y + 1.67z <= 994.8
-6.49x + 0.32y + 9.16z <= 787.53
2.98x + -7.04y + -4.46z <= 217.43
2.83x + -3.15y + 7.62z <= 677.35
0.61x + 8.81y + -1.75z <= 360.84
9.78x + -5.53y + 6.71z <= 885.02
2.25x + 6.1y + -7.77z <= 143.88
-7.27x + 0.53y + -9.67z <= 946.9
-8.95x + -0.09y + 1.0z <= 588.18
-4.76x + -5.46y + 2.38z <= 614.14
1.78x + 5.24y + 0.85z <= 291.75
-1.54x + -4.24y + 6.54z <= 288.52
-6.53x + 6.4y + -1.55z <= 195.48
-3.89x + -2.71y + -7.96z <= 224.65
0.57x + -5.87y + 4.31z <= 808.49
-0.79x + -0.44y + 8.39z <= 637.94
8.15x + -1.53y + -4.55z <= 865.65
-6.56x + 4.56y + 2.09z <= 536.84
-6.14x + 5.04y + 6.71z <= 229.75
4.6x + -3.93y + -9.8z <= 887.97
-2.78x + 5.41y + -2.75z <= 245.97
-1.59x + -5.71y + -1.27z <= 617.39
-0.96x + 0.72y + -4.45z <= 834.49
6.16x + 9.68y + -4.55z <= 199.98
0.7x + 4.81y + -8.11z <= 113.17
0.39x + -5.74y + -3.8z <= 622.79
-5.55x + 4.29y + -9.44z <= 793.15
-7.32x + 6.23y + 0.7z <= 697.61
5.52x + -4.65y + 5.9z <= 797.67
-9.36x + -3.25y + 7.92z <= 190.46
8.61x + 2.8y + 3.42z <= 890.1
-5.14x + 4.69y + -6.76z <= 709.7
2.67x + 5.94y + 6.05z <= 863.39
5.24x + 7.97y + 0.3z <= 434.62
-6.83x + 4.15y + -9.26z <= 316.33
9.32x + -8.59y + -2.58z <= 878.44
-1.2x + -4.36y + 6.67z <= 590.9
-1.35x + 1.7y + -4.05z <= 899.94
-4.9x + 9.04y + 0.94z <= 627.84
-1.43x + -0.44y + 4.37z <= 840.75
-3.23x + 4.32y + -2.91z <= 693.3
5.6x + 1.22y + -8.97z <= 756.03
-6.66x + 3.01y + -5.27z <= 461.62
5.96x + -1.42y + 6.48z <= 579.54
-6.95x + 4.74y + -0.07z <= 405.88
9.68x + -9.85y + 6.91z <= 882.47
-4.35x + 2.74y + 5.56z <= 726.1
3.76x + 8.16y + -6.65z <= 307.82
3.78x + 1.82y + -3.4z <= 185.84
5.44x + -6.05y + 4.15z <= 277.04
9.17x + -3.86y + -2.32z <= 775.92
6.6x + 5.73y + -8.54z <= 375.66
-8.03x + -2.4y + -1.63z <= 618.67
6.29x + -8.23y + 6.55z <= 847.77
2.11x + -5.94y + 8.52z <= 811.32
-6.12x + 2.83y + 7.21z <= 310.98
-7.27x + -5.21y + -1.98z <= 521.6
0.93x + 7.24y + 8.71z <= 306.48
9.03x + 6.5y + -7.32z <= 385.44
5.58x + 1.56y + -1.47z <= 683.68
-6.7x + -5.13y + -1.9z <= 308.75
2.27x + -3.81y + 0.09z <= 209.64
3.73x + -7.75y + -2.51z <= 648.4
5.44x + 4.37y + -9.58z <= 896.61
-2.67x + 9.08y + 7.05z <= 444.88
-8.17x + 1.19y + -3.01z <= 447.68
5.02x + -4.19y + 3.56z <= 429.21
8.45x + 0.86y + 9.89z <= 328.88
2.74x + 0.07y + -4.25z <= 256.89
-2.16x + 5.71y + 4.25z <= 418.21
-6.18x + 7.87y + -1.96z <= 313.63
4.63x + -9.08y + -5.63z <= 745.21
3.98x + -5.06y + -6.81z <= 122.74
-9.7x + 8.32y + 6.22z <= 286.28
0.04x + 4.83y + 8.52z <= 303.05
-1.39x + -7.45y + -1.27z <= 354.26
-4.68x + 1.31y + -3.97z <= 601.93
0.47x + 7.27y + 9.03z <= 310.64
-0.27x + -6.34y + 2.96z <= 136.59
0.71x + 6.89y + -9.44z <= 661.15
8.75x + 7.86y + 0.78z <= 146.17
-6.88x + 6.61y + 0.34z <= 659.43
-1.98x + 0.01y + 0.15z <= 468.51
9.65x + 6.08y + -0.08z <= 168.19
4.18x + -3.77y + -4.55z <= 723.41
-1.8x + -8.43y + -1.1z <= 366.16
9.77x + 0.72y + 8.9z <= 140.04
-6.11x + 7.43y + -3.13z <= 999.23
-8.17x + -4.94y + 0.59z <= 775.68
1.49x + 8.19y + 2.84z <= 147.34
2.27x + -5.79y + -4.82z <= 583.89
6.33x + 4.14y + 3.9z <= 466.51
2.37x + 8.27y + -2.99z <= 368.88
1.88x + 6.37y + -6.4z <= 971.42
-8.59x + -0.35y + -8.64z <= 662.8
1.2x + -1.95y + 3.26z <= 475.46
7.34x + 8.99y + -2.13z <= 922.36
4.92x + -1.63y + -1.66z <= 811.12
0.56x + -1.69y + -5.36z <= 591.3
8.05x + 7.92y + 0.02z <= 325.99
9.74x + 8.89y + 2.91z <= 987.61
0.6x + -3.06y + 7.11z <= 581.46
-9.41x + -1.48y + -6.83z <= 351.12
0.33x + 5.64y + -3.44z <= 793.06
-0.43x + -0.89y + 5.23z <= 696.92
-5.25x + 2.79y + 1.08z <= 197.17
-6.45x + 7.76y + 4.82z <= 585.24
6.81x + -1.98y + 4.7z <= 733.08
-5.91x + 3.99y + -3.95z <= 795.81
7.14x + 3.43y + -0.21z <= 959.21
-4.54x + 9.45y + 7.86z <= 586.35
-6.82x + 7.67y + -3.6z <= 293.1
0.61x + 6.35y + 0.7z <= 799.75
-7.19x + -7.57y + -8.86z <= 269.73
9.56x + -2.61y + -9.77z <= 436.24
0.09x + 6.71y + 7.4z <= 896.01
5.13x + -3.29y + -6.5z <= 787.87
-5.51x + -9.41y + -6.59z <= 811.07
-4.92x + 2.78y + -5.31z <= 884.69
2.55x + 9.43y + -1.07z <= 487.46
-1.71x + 5.85y + 2.31z <= 530.54
6.07x + 3.93y + -8.87z <= 926.79
7.81x + -3.43y + -2.05z <= 563.79
-2.99x + -4.54y + -1.48z <= 992.63
-6.65x + 9.38y + 9.38z <= 450.23
6.25x + -7.42y + -8.38z <= 347.29
-1.52x + -4.67y + -6.83z <= 141.91
6.74x + 1.89y + 3.42z <= 347.78
7.26x + 1.49y + 8.85z <= 742.98
4.37x + -3.23y + 4.39z <= 281.81
-0.44x + -0.08y + 2.95z <= 908.27
9.87x + -3.23y + -3.95z <= 613.39
1.11x + 0.53y + 9.0z <= 239.16
8.39x + -3.35y + 1.57z <= 650.87
0.8x + -6.05y + 2.75z <= 253.77
8.36x + -8.33y + -4.55z <= 720.57
5.4x + 4.14y + 7.1z <= 913.38
6.01x + -4.27y + 6.82z <= 997.21
2.98x + -2.26y + 3.6z <= 855.63
3.86x + -3.97y + -3.48z <= 404.02
-5.06x + -0.25y + 8.2z <= 959.26
-2.23x + 1.31y + -3.39z <= 808.1
1.58x + 9.83y + 4.24z <= 875.23
-7.43x + 1.62y + -8.5z <= 362.5
-5.01x + 0.1y + -6.96z <= 872.22
3.1x + 3.3y + -5.57z <= 629.39
-6.01x + -5.73y + 5.01z <= 811.43
-5.62x + -8.05y + 5.41z <= 549.52
-2.18x + -2.79y + -5.47z <= 970.31
1.08x + -6.75y + 9.06z <= 543.69
-6.47x + -3.31y + 7.9z <= 333.02
-3.2x + -7.57y + -4.78z <= 600.49
1.25x + -8.53y + -6.23z <= 517.77
8.24x + -6.12y + -7.46z <= 356.42
-1.32x + 9.7y + 5.82z <= 424.0
-0.58x + 5.38y + -9.87z <= 855.8
-7.57x + -3.46y + -0.71z <= 685.26
0.88x + 6.15y + -2.47z <= 986.1
-7.93x + 4.45y + -4.32z <= 554.22
-4.36x + -6.41y + 3.5z <= 957.45
6.6x + -8.56y + -4.43z <= 529.39
-8.32x + 4.15y + 4.38z <= 600.22
-2.98x + -7.58y + -7.2z <= 921.46
1.95x + -7.38y + -9.62z <= 192.36
6.68x + -5.17y + -4.3z <= 956.48
-6.57x + -4.32y + -7.7z <= 720.63
-8.69x + -5.48y + 4.89z <= 221.76
-7.97x + 9.14y + -8.33z <= 509.42
7.81x + -2.76y + 5.1z <= 170.99
4.0x + -8.55y + 8.37z <= 862.53
6.85x + -2.01y + -5.91z <= 166.48
6.94x + 9.41y + 0.66z <= 348.79
4.24x + 7.39y + 6.15z <= 339.65
8.76x + 8.23y + 5.21z <= 560.98
5.87x + -7.04y + -8.72z <= 161.42
-5.46x + 8.54y + 9.25z <= 712.81
-5.73x + 0.85y + -8.33z <= 713.57
8.09x + -1.32y + 8.19z <= 517.3
7.45x + 4.16y + 3.55z <= 881.36
-0.2x + 2.26y + -1.15z <= 767.3
-1.01x + -9.64y + 3.21z <= 421.61
-9.45x + 0.62y + 7.87z <= 997.14
-1.43x + 6.67y + -0.19z <= 321.92
-9.21x + -1.91y + -0.78z <= 221.21
-8.48x + 9.98y + -8.42z <= 818.78
-5.9x + 1.4y + -9.74z <= 576.0
-6.06x + 0.17y + -9.47z <= 652.35
2.48x + -4.13y + -5.17z <= 324.38
-0.32x + 1.98y + 5.98z <= 291.02
0.26x + -8.13y + -0.63z <= 402.67
-4.97x + 6.44y + -0.54z <= 139.19
-7.83x + -6.79y + -9.43z <= 635.19
3.65x + 1.85y + 4.27z <= 580.49
-6.05x + -0.98y + 0.48z <= 323.56
4.74x + 8.14y + -3.11z <= 518.15
-0.12x + 8.23y + 7.55z <= 456.68
8.98x + 2.62y + -3.69z <= 656.64
-8.41x + -6.48y + 5.5z <= 106.57
-8.55x + 5.37y + 3.09z <= 979.62
-8.15x + 0.92y + 6.34z <= 867.12
-0.13x + 8.04y + -2.56z <= 964.58
4.04x + 3.13y + 9.0z <= 317.26
6.25x + 5.46y + -1.2z <= 827.7
-4.51x + -7.28y + 8.21z <= 101.05
-2.59x + 9.44y + 7.73z <= 827.04
9.36x + -7.72y + 7.5z <= 169.68
7.73x + 2.12y + 0.73z <= 200.76
9.55x + -4.57y + 8.11z <= 892.83
7.14x + -2.01y + 2.68z <= 219.88
-6.12x + 2.49y + 9.44z <= 646.44
-2.27x + -2.06y + 0.14z <= 236.93
4.68x + 6.39y + 8.23z <= 507.28
1.13x + 7.65y + 1.27z <= 275.24
1.94x + -0.74y + -3.66z <= 272.65
4.5x + 8.86y + -9.62z <= 316.14
2.02x + -3.9y + -4.59z <= 317.57
9.49x + -4.47y + 1.87z <= 726.86
4.99x + -6.96y + 1.71z <= 484.92
3.84x + -6.31y + 3.64z <= 877.58
-9.67x + -9.34y + -1.76z <= 327.97
-7.3x + -3.99y + -3.69z <= 769.87
0.67x + -5.06y + 2.42z <= 261.98
-3.02x + -5.72y + 7.12z <= 370.09
5.62x + -9.35y + 6.77z <= 626.22
-4.18x + -7.51y + 1.25z <= 111.11
8.66x + -3.69y + -0.07z <= 845.05
5.22x + 5.07y + 0.03z <= 381.91
8.61x + 6.47y + -0.47z <= 638.68
6.72x + -1.8y + 7.15z <= 744.79
-9.49x + -2.31y + -4.44z <= 502.35
8.92x + -0.01y + -7.68z <= 582.24
1.24x + -9.52y + 7.12z <= 751.8
-8.33x + -8.76y + 6.31z <= 487.34
7.64x + 7.57y + -2.14z <= 264.66
6.29x + -0.11y + 6.26z <= 297.75
9.86x + 4.47y + -9.8z <= 682.47
7.84x + -5.41y + 3.55z <= 500.35
7.01x + -3.31y + -4.31z <= 417.49
-8.87x + -6.67y + -7.06z <= 849.11
-5.03x + 6.61y + 7.84z <= 166.15
7.06x + -2.86y + 9.86z <= 367.77
2.79x + -1.3y + -9.88z <= 700.85
-4.28x + 3.61y + 9.68z <= 960.26
-5.12x + -1.35y + 9.04z <= 590.39
-3.12x + 5.59y + -7.96z <= 713.22
9.09x + 5.77y + 1.78z <= 391.14
3.2x + -5.59y + -1.96z <= 232.12
-2.51x + -8.25y + -2.68z <= 428.66
-5.31x + -0.13y + 8.38z <= 766.15
-3.32x + 0.3y + -1.87z <= 330.3
-3.7x + -9.92y + -9.87z <= 296.04
-6.67x + -5.74y + -1.81z <= 890.5
8.02x + 4.55y + 0.12z <= 360.96
5.11x + 7.53y + -7.7z <= 129.55
-4.36x + 9.55y + 4.96z <= 481.14
0.72x + 0.53y + 6.0z <= 729.66
-8.84x + 6.31y + 7.75z <= 937.02
-1.85x + -7.91y + -2.05z <= 637.52
3.53x + 5.73y + 3.21z <= 192.86
-1.13x + -4.08y + -7.84z <= 839.57
2.5x + 4.79y + 6.63z <= 148.39
-9.37x + -9.2y + -1.0z <= 514.92
-7.98x + 0.96y + -8.8z <= 672.66
-4.55x + 0.58y + -8.49z <= 980.28
9.38x + -0.2y + 0.36z <= 453.4
9.94x + 2.81y + -6.49z <= 354.0
-3.77x + -6.09y + -2.69z <= 355.37
8.91x + -9.95y + 9.33z <= 463.25
1.44x + 8.17y + 6.68z <= 413.12
-6.77x + -4.24y + 6.61z <= 330.33
8.86x + -9.33y + -6.31z <= 232.9
-9.37x + 4.42y + -5.62z <= 379.1
1.22x + -7.26y + -5.8z <= 575.22
-0.5x + 2.48y + -3.86z <= 766.26
1.98x + -0.58y + -9.39z <= 861.37
-5.93x + 4.73y + 0.81z <= 661.02
-6.48x + 8.47y + 0.41z <= 929.68
3.27x + 5.73y + 7.17z <= 174.7
2.92x + -6.43y + 1.19z <= 182.71
-7.86x + 1.91y + 5.13z <= 192.79
1.91x + -6.78y + -3.48z <= 680.61
-4.78x + 1.3y + 2.22z <= 735.39
6.13x + -0.75y + 1.1z <= 457.05
-7.61x + 9.25y + -4.67z <= 528.78
8.12x + 9.5y + 2.02z <= 288.07
6.09x + 1.97y + 5.16z <= 599.36
6.39x + 3.42y + -2.83z <= 249.33
2.56x + 9.76y + -2.51z <= 963.73
-2.28x + -3.41y + -1.48z <= 183.74
6.59x + 6.92y + -6.62z <= 373.15
-0.6x + 0.86y + 8.01z <= 849.04
-9.04x + -5.86y + 4.76z <= 819.08
5.39x + 8.49y + 7.64z <= 500.65
4.17x + -4.54y + 6.0z <= 309.33
6.14x + 3.65y + -0.5z <= 963.59
-0.67x + -0.94y + -8.06z <= 376.45
-4.53x + -0.53y + -2.43z <= 814.62
-4.89x + -7.16y + 5.17z <= 468.44
4.14x + 1.93y + 0.26z <= 247.05
-7.12x + -7.67y + 6.14z <= 992.71
-1.59x + -3.11y + 3.33z <= 259.19
-6.61x + -2.98y + -4.96z <= 718.47
-2.08x + 6.17y + 8.86z <= 153.32
3.3x + 8.06y + 4.75z <= 943.94
-9.36x + -0.32y + -1.33z <= 779.05
-8.33x + -3.76y + 8.53z <= 524.53
1.42x + 4.36y + 0.84z <= 982.69
5.28x + -8.56y + 0.44z <= 543.87
-4.19x + -1.03y + 2.74z <= 725.23
-5.3x + -3.82y + 0.41z <= 245.04
9.18x + 7.75y + -0.84z <= 841.22
-7.8x + -8.8y + -4.2z <= 219.27
-3.98x + -6.45y + 1.36z <= 445.41
0.42x + -2.99y + -9.84z <= 701.18
-7.75x + -6.45y + -9.48z <= 747.61
-8.27x + 3.59y + 6.11z <= 939.0
6.2x + 7.77y + 2.15z <= 651.05
8.25x + 5.89y + 0.64z <= 324.58
5.59x + 1.41y + -7.31z <= 880.2
-3.54x + -3.57y + 7.53z <= 564.0
3.57x + 6.19y + -9.96z <= 559.25
-6.26x + 3.33y + 0.48z <= 320.98
-1.28x + -2.85y + -3.15z <= 294.33
3.13x + 5.47y + 7.21z <= 516.39
-0.4x + 4.17y + 1.63z <= 502.42
-1.35x + -8.44y + 9.45z <= 285.09
-8.2x + 8.9y + -2.83z <= 442.68
-9.8x + 4.12y + -0.66z <= 550.31
-0.2x + -9.32y + 6.53z <= 592.84
-0.02x + 4.7y + -1.81z <= 259.4
-5.29x + -6.94y + -1.4z <= 495.15
9.15x + 7.92y + -1.55z <= 588.31
2.26x + 5.96y + -1.41z <= 673.83
-0.99x + -2.82y + -6.3z <= 538.36
5.14x + 5.83y + -8.55z <= 973.53
-9.06x + -2.85y + 5.74z <= 598.19
6.77x + -6.71y + -2.24z <= 147.62
-1.92x + 8.08y + 2.37z <= 277.94
7.71x + -5.78y + -5.56z <= 885.2
-0.48x + -0.02y + -4.09z <= 309.97
3.88x + -0.85y + -2.89z <= 705.18
9.4x + -4.63y + 1.69z <= 367.91
-7.92x + 0.69y + 4.73z <= 150.7
-5.3x + 6.19y + -9.43z <= 976.29
-0.43x + -0.59y + 4.57z <= 238.23
1.23x + 5.46y + -3.77z <= 674.21
3.64x + -5.94y + 2.07z <= 784.23
-1.9x + 7.31y + 5.08z <= 513.36
2.91x + 4.43y + 8.9z <= 392.74
-3.95x + -3.6y + -8.79z <= 386.87
-9.55x + -0.54y + -2.77z <= 895.85
2.25x + -0.33y + 0.32z <= 574.91
-0.97x + -4.45y + 2.14z <= 300.31
-0.24x + -2.51y + -0.07z <= 339.08
0.32x + -2.11y + -6.66z <= 994.27
-0.06x + 3.52y + 5.28z <= 336.62
-2.68x + -5.01y + -1.32z <= 673.05
5.55x + -4.42y + 6.3z <= 363.34
1.26x + -0.13y + 9.15z <= 367.11
7.44x + -4.54y + -0.72z <= 724.86
8.26x + 0.61y + 1.9z <= 111.19
1.68x + -5.35y + -6.94z <= 455.35
-8.04x + -4.6y + 5.44z <= 111.46
4.67x + 1.29y + 7.16z <= 711.23
6.18x + 9.14y + 8.78z <= 666.4
-3.71x + 1.42y + 9.81z <= 351.54
-7.05x + -1.34y + 8.51z <= 264.03
1.47x + -8.7y + 2.78z <= 909.7
8.23x + 4.16y + -4.47z <= 720.76
-9.2x + -1.22y + -7.62z <= 951.0
-8.47x + -9.54y + 4.44z <= 712.3
-4.73x + -0.34y + -1.83z <= 510.12
1.34x + 8.0y + 8.24z <= 216.9
-0.44x + -4.11y + -8.12z <= 897.7
-7.77x + -0.88y + -5.85z <= 114.46
-1.09x + -4.76y + -1.37z <= 589.38
3.8x + -2.65y + 9.5z <= 664.97
2.5x + 3.23y + 9.34z <= 345.33
2.24x + 7.99y + 0.73z <= 439.69
7.9x + -1.05y + 2.85z <= 172.98
0.44x + 8.26y + 7.96z <= 699.85
1.92x + 6.16y + -4.21z <= 272.89
7.71x + 8.22y + -7.24z <= 272.51
-3.3x + -7.33y + 5.31z <= 717.45
-1.87x + 8.56y + 0.73z <= 843.29
1.27x + -7.61y + -4.0z <= 540.89
-3.97x + -9.78y + 9.57z <= 465.33
-0.76x + 9.17y + 7.95z <= 500.06
-5.4x + 2.85y + 0.87z <= 677.3
6.52x + -7.23y + 3.47z <= 868.24
-3.15x + -5.52y + 5.8z <= 276.96
4.32x + -6.78y + -5.86z <= 642.6
-6.1x + 3.9y + -8.65z <= 288.83
6.73x + 7.31y + 6.86z <= 786.74
9.41x + -8.03y + -1.33z <= 256.42
-2.47x + 3.01y + 7.5z <= 457.9
-6.87x + -5.25y + -8.53z <= 508.52
5.86x + -8.3y + 2.51z <= 102.21
2.55x + -5.51y + -4.39z <= 774.96
0.34x + -0.04y + -1.55z <= 659.61
5.11x + 6.04y + -3.48z <= 386.3
3.2x + 4.54y + 8.31z <= 113.97
-4.02x + -4.97y + 4.14z <= 284.81
-4.76x + 7.51y + 3.4z <= 523.64
-4.59x + -8.02y + -6.36z <= 151.82
3.28x + -7.93y + 2.33z <= 419.95
-0.28x + -6.59y + -5.55z <= 443.56
0.56x + -6.08y + -8.48z <= 990.16
-6.78x + -2.1y + -4.96z <= 366.36
2.51x + -6.14y + 0.25z <= 145.52
-6.75x + 4.26y + -2.4z <= 265.73
3.17x + -6.77y + -7.0z <= 257.52
7.56x + -7.1y + 7.86z <= 302.02
1.24x + -6.34y + 9.95z <= 105.72
-1.44x + -1.06y + -7.81z <= 834.7
-2.15x + -5.34y + 8.08z <= 745.11
-6.67x + -0.19y + 0.48z <= 541.21
-9.93x + -4.8y + 5.19z <= 806.7
-1.97x + 3.1y + -9.57z <= 720.18
3.01x + 5.03y + -5.99z <= 951.11
-0.3x + -1.26y + 9.61z <= 291.74
-8.51x + -4.13y + 3.28z <= 456.24
5.81x + -1.66y + 0.45z <= 835.18
-7.12x + 1.8y + 0.83z <= 322.71
-2.81x + 6.52y + -9.5z <= 766.07
3.97x + 3.45y + -2.81z <= 785.64
3.23x + 1.07y + 7.29z <= 749.91
-5.83x + -8.04y + -5.91z <= 250.45
-0.79x + 9.66y + 8.3z <= 363.58
-0.45x + 1.55y + -2.05z <= 382.48
1.06x + 7.65y + 9.89z <= 786.79
-6.23x + 1.37y + 5.35z <= 560.17
6.6x + 5.95y + 5.66z <= 550.77
-0.39x + 3.92y + 9.03z <= 476.47
9.61x + 8.34y + 0.2z <= 994.17
-0.81x + 9.71y + -9.5z <= 583.37
4.65x + -7.22y + -1.68z <= 911.04
-7.66x + 9.86y + -8.98z <= 696.03
-8.65x + 3.83y + 9.38z <= 622.91
-3.81x + 5.47y + 6.67z <= 862.34
-6.73x + 2.64y + -1.49z <= 559.14
5.08x + -3.8y + 7.36z <= 504.56
5.85x + -4.41y + -3.5z <= 336.61
1.91x + -1.59y + 8.61z <= 640.12
5.71x + -5.02y + 9.6z <= 600.42
8.17x + 9.7y + 0.37z <= 446.3
6.75x + -0.84y + 4.53z <= 361.48
-3.47x + -4.26y + -4.52z <= 808.62
3.17x + 3.94y + -2.01z <= 885.11
-4.4x + 7.15y + 2.42z <= 619.62
-8.74x + -4.4y + -8.5z <= 846.96
2.96x + 6.14y + 0.16z <= 749.84
2.86x + -7.49y + -5.39z <= 593.41
-8.3x + -6.61y + -3.56z <= 140.33
7.99x + 3.85y + 4.1z <= 401.61
2.73x + -7.74y + 7.89z <= 229.76
-5.76x + 4.52y + 3.68z <= 668.61
-0.75x + -7.22y + 5.31z <= 713.55
-9.94x + -7.28y + -7.42z <= 527.74
8.3x + -9.4y + -2.82z <= 174.86
-6.62x + -5.3y + 5.78z <= 525.14
2.77x + -0.53y + -0.34z <= 646.24
4.84x + -7.54y + 7.43z <= 633.35
4.74x + 8.52y + -2.69z <= 211.69
1.62x + 7.74y + -5.98z <= 491.22
3.3x + -1.63y + 6.15z <= 515.77
-8.87x + 8.04y + -6.84z <= 642.49
1.17x + -4.18y + 6.8z <= 974.93
-9.68x + 1.08y + 3.96z <= 448.33
3.44x + -9.95y + 4.12z <= 918.62
-9.75x + 1.67y + -6.76z <= 162.1
-4.24x + 2.75y + 7.28z <= 200.35
3.39x + -1.63y + 6.29z <= 457.04
-6.35x + 0.02y + -8.28z <= 424.76
8.14x + -5.74y + 2.42z <= 654.77
-9.58x + -4.76y + -1.92z <= 249.3
0.19x + 2.93y + 7.94z <= 338.67
-2.43x + -1.51y + -0.6z <= 119.97
-6.27x + 2.01y + -3.67z <= 288.84
-7.69x + -1.84y + -2.85z <= 260.69
8.03x + -4.53y + -4.58z <= 882.35
-6.13x + 7.96y + -5.36z <= 842.67
6.37x + -2.38y + -4.79z <= 890.88
0.28x + 3.53y + 6.99z <= 874.76
-4.06x + 8.26y + -8.15z <= 237.7
8.65x + 4.55y + -9.42z <= 296.75
-2.0x + 6.06y + -9.0z <= 335.92
6.65x + -5.87y + -0.85z <= 527.54
0.07x + -6.12y + -9.69z <= 223.98
-0.96x + -0.95y + 6.63z <= 164.31
-3.54x + 5.08y + -3.44z <= 106.61
-5.63x + 9.43y + 1.72z <= 188.06
-0.33x + 7.26y + 6.41z <= 311.53
6.5x + 1.03y + -9.58z <= 125.08
6.51x + 6.35y + -8.3z <= 149.04
-7.29x + 1.68y + -2.52z <= 482.5
6.83x + -9.43y + -2.85z <= 867.32
4.0x + 1.99y + 6.69z <= 684.9
7.09x + -9.05y + -9.75z <= 443.4
8.45x + -2.04y + -6.47z <= 422.91
6.63x + 9.13y + 1.58z <= 570.91
-9.53x + 2.34y + 0.95z <= 899.72
-1.42x + 7.74y + 1.85z <= 295.48
3.08x + -7.87y + -4.73z <= 314.94
-7.2x + 7.24y + 7.83z <= 229.96
2.41x + -0.81y + -5.11z <= 433.94
-8.36x + 6.84y + -3.84z <= 265.79
4.15x + 5.11y + 7.82z <= 863.56
-7.61x + -7.95y + 1.06z <= 600.29
1.91x + 8.76y + 1.62z <= 192.55
9.95x + -9.65y + -9.27z <= 463.3
9.49x + -2.38y + 5.32z <= 501.47
-0.02x + -4.78y + -1.54z <= 100.66
7.66x + -3.77y + 8.89z <= 486.62
2.3x + -5.45y + -3.2z <= 702.32
-0.53x + -7.01y + 2.11z <= 533.48
