max -6.2x + -9.19y + 2.76z
-1.02x + -5.12y + -2.85z <= 399.75
9.01x + 0.28y + 5.8z <= 353.79
3.32x + 6.38y + 7.21z <= 643.34
-2.33x + 3.59y + 6.61z <= 437.29
-3.05x + -8.99y + -5.2z <= 343.23
4.74x + 2.48y + 1.42z <= 633.46
3.92x + 7.13y + 5.55z <= 748.11
7.23x + 2.81y + 6.18z <= 149.03
-8.94x + -4.25y + 9.42z <= 222.83
8.3x + 3.34y + 7.22z <= 124.66
1.28x + 0.36y + -4.59z <= 786.59
-9.08x + 6.46y + 6.05z <= 257.88
5.41x + -8.17y + -5.47z <= 767.12
-3.8x + 9.07y + -8.69z <= 625.37
-8.94x + 2.33y + -4.45z <= 540.49
5.36x + -4.6y + -6.77z <= 551.27
7.07x + 5.68y + -5.48z <= 495.34
-8.58x + -2.0y + 4.06z <= 661.54
-0.96x + -5.96y + -6.51z <= 856.9
4.33x + -1.28y + 4.22z <= 654.4
-5.31x + -7.77y + 0.45z <= 673.77
-4.18x + 6.38y + 0.72z <= 709.26
4.3x + -9.09y + 9.9z <= 860.52
3.71x + -2.34y + 7.28z <= 325.7
-7.38x + 0.63y + 2.78z <= 569.46
-8.69x + 7.79y + -5.67z <= 904.71
2.8x + -4.9y + 3.72z <= 438.26
-3.01x + -6.25y + 3.15z <= 292.17
-6.23x + 7.54y + -6.31z <= 404.62
-2.87x + 0.52y + 1.39z <= 342.2
-8.37x + -9.86y + 2.11z <= 159.09
3.89x + -7.19y + -8.67z <= 540.52
4.48x + -4.74y + -5.58z <= 409.08
-8.2x + 5.83y + 1.14z <= 986.17
9.44x + 0.56y + 2.65z <= 866.53
1.68x + -3.37y + -3.52z <= 500.15
-2.7x + 1.42y + -4.43z <= 240.75
-0.3x + -3.3y + 3.85z <= 725.96
6.78x + 4.45y + -9.37z <= 444.65
-9.39x + -9.66y + -3.61z <= 425.18
0.82x + 4.22y + -3.28z <= 382.1
4.33x + -3.71y + 1.83z <= 227.64
9.95x + 4.07y + 3.78z <= 653.95
2.55x + 6.98y + 7.36z <= 149.64
8.01x + 7.81y + 7.87z <= 990.34
-7.41x + -2.5y + 7.31z <= 613.92
-9.51x + -7.58y + 7.85z <= 833.01
-3.85x + 7.65y + 0.51z <= 959.52
1.52x + 9.89y + 4.96z <= 106.55
4.64x + -0.56y + -2.41z <= 155.92
-5.01x + -2.43y + -9.84z <= 462.81
-9.4x + -4.45y + -8.2z <= 735.15
-8.39x + -2.86y + 2.77z <= 186.9
-8.18x + 4.27y + -4.1z <= 406.18
0.15x + 3.79y + -0.77z <= 628.9
7.62x + -1.05y + -9.55z <= 991.39
-5.89x + 6.91y + 0.53z <= 202.35
0.27x + 0.19y + -2.2z <= 856.03
-4.57x + -0.12y + -1.41z <= 387.34
0.67x + 2.47y + -3.98z <= 307.53
-7.16x + -4.07y + -8.42z <= 362.97
7.32x + -7.84y + 5.6z <= 835.36
2.48x + 1.31y + -8.64z <= 187.38
6.56x + -5.69y + -8.83z <= 845.22
6.7x + -4.95y + 7.58z <= 764.9
-3.54x + -6.74y + 4.4z <= 706.72
-2.16x + 6.82y + -6.99z <= 297.93
3.42x + 1.52y + -8.55z <= 691.31
5.83x + -1.27y + 4.05z <= 427.4
-7.86x + 1.91y + 1.74z <= 525.26
0.82x + -9.69y + -0.42z <= 340.11
-8.96x + -7.05y + -5.62z <= 174.96
-7.29x + -2.73y + 1.93z <= 568.03
-6.94x + -9.66y + -4.83z <= 355.45
-7.58x + 8.56y + 7.77z <= 139.65
6.64x + 6.0y + -4.59z <= 257.6
-4.47x + 9.65y + -7.54z <= 627.97
8.83x + -4.94y + -0.67z <= 546.96
5.32x + 7.87y + 2.68z <= 332.3
2.42x + 1.53y + -9.21z <= 880.32
-0.42x + -3.19y + 6.09z <= 577.43
-1.45x + -1.81y + -8.74z <= 633.23
6.74x + -4.75y + 6.72z <= 625.89
4.09x + -7.39y + 9.27z <= 182.23
5.08x + -8.31y + 3.49z <= 913.48
-0.81x + -8.84y + 9.6z <= 296.9
3.4x + -6.24y + -5.15z <= 743.0
6.11x + -4.64y + -5.8z <= 591.56
-0.89x + 5.29y + -5.02z <= 796.84
-9.54x + 3.94y + 7.45z <= 683.29
-7.28x + -3.16y + -7.73z <= 792.51
-3.92x + -6.48y + 6.07z <= 816.44
-4.67x + 2.68y + -1.26z <= 896.7
4.84x + 6.19y + -4.22z <= 558.28
8.09x + -3.34y + -3.92z <= 205.7
8.2x + 9.65y + -2.82z <= 240.47
-6.61x + 7.04y + -1.24z <= 853.08
-9.59x + -9.03y + -9.39z <= 480.2
-0.79x + -4.08y + -4.42z <= 305.12
7.75x + -9.4y + 2.71z <= 600.15
-9.67x + -0.35y + 0.45z <= 855.45
5.92x + 1.22y + 4.87z <= 421.18
5.44x + 4.46y + 9.0z <= 582.56
-2.27x + -8.33y + -2.95z <= 565.92
3.0x + -2.86y + 4.44z <= 243.9
-4.13x + 6.11y + 3.34z <= 676.24
-3.99x + 3.93y + 6.23z <= 953.12
-4.29x + -7.5y + 9.99z <= 684.6
5.83x + -2.78y + -0.56z <= 688.12
-8.54x + -0.97y + 4.44z <= 954.19
-7.04x + 6.33y + -4.21z <= 107.98
8.31x + 7.23y + -3.58z <= 945.51
-8.97x + -7.14y + 3.2z <= 830.82
-9.81x + -9.02y + -3.82z <= 273.54
2.24x + 0.83y + 4.82z <= 256.12
8.22x + -6.51y + -0.27z <= 323.76
-1.88x + -7.38y + 5.12z <= 887.36
9.16x + 9.96y + -7.02z <= 474.23
6.03x + 6.49y + -1.44z <= 568.16
8.73x + 9.63y + -3.88z <= 287.71
-7.49x + 8.65y + -7.65z <= 423.75
-3.31x + 4.6y + -8.95z <= 102.52
1.85x + 0.98y + -4.59z <= 954.21
3.66x + -6.85y + 4.65z <= 810.19
-2.74x + -6.39y + -8.72z <= 849.54
9.68x + 6.29y + 5.03z <= 390.01
-9.26x + 0.17y + -0.34z <= 373.39
-6.57x + 7.37y + -9.81z <= 617.26
3.46x + 3.62y + -4.15z <= 680.86
-0.24x + 3.89y + 8.6z <= 405.15
-1.71x + 4.23y + -1.87z <= 890.98
-3.69x + 2.39y + -1.18z <= 644.89
-6.2x + 7.53y + 6.31z <= 609.22
-9.04x + 0.7y + 2.48z <= 296.93
6.34x + 4.66y + -0.04z <= 308.36
-5.74x + -6.39y + -1.96z <= 857.07
8.56x + -7.54y + 0.25z <= 568.78
2.95x + 1.88y + 7.34z <= 686.28
8.38x + 3.96y + 6.34z <= 764.5
-1.56x + 9.01y + 2.35z <= 520.87
5.54x + -9.21y + -3.35z <= 545.04
4.97x + 0.12y + -3.24z <= 715.7
-6.92x + 0.53y + 2.37z <= 734.77
3.04x + -7.36y + -5.64z <= 626.82
-3.05x + -1.91y + -4.47z <= 291.94
-1.27x + -1.31y + -5.31z <= 928.84
2.95x + -4.86y + -2.46z <= 648.89
2.48x + 8.06y + -1.38z <= 607.0
9.33x + 2.71y + -8.26z <= 602.63
-1.16x + -1.18y + 4.12z <= 938.63
9.06x + -6.77y + 9.28z <= 180.3
4.27x + 0.25y + -4.73z <= 895.81
4.17x + 8.51y + -0.83z <= 741.81
-7.56x + 7.0y + 4.77z <= 906.08
3.93x + -2.53y + -5.92z <= 101.87
-5.38x + 5.29y + -8.93z <= 488.42
7.45x + 6.9y + 3.62z <= 674.05
5.51x + 0.37y + -4.36z <= 709.32
5.06x + -3.26y + -8.73z <= 973.47
-2.38x + 8.86y + 2.18z <= 751.54
-9.97x + -7.82y + -3.76z <= 951.94
6.41x + -1.85y + 4.27z <= 718.72
-3.44x + 3.97y + -2.35z <= 252.81
-8.69x + 3.88y + 4.64z <= 676.1
-0.03x + 2.67y + 5.48z <= 146.61
5.06x + -2.82y + 2.43z <= 419.74
-2.03x + 2.9y + 9.54z <= 837.55
-2.83x + 8.22y + -9.01z <= 268.91
-3.18x + -6.17y + 5.9z <= 323.0
-3.57x + -6.08y + -3.92z <= 189.82
-5.02x + 1.88y + 7.23z <= 198.34
4.62x + -5.78y + -1.19z <= 367.86
-0.02x + -4.4y + 9.92z <= 256.39
-3.86x + 3.88y + 5.17z <= 929.36
6.98x + -5.59y + -4.04z <= 594.43
-4.85x + -9.75y + -1.47z <= 682.4
6.11x + -6.03y + 3.7z <= 160.74
7.37x + 1.97y + -5.11z <= 422.8
1.88x + 5.79y + -6.78z <= 469.19
-6.3x + -8.2y + -9.23z <= 554.11
3.16x + -3.04y + 7.35z <= 502.23
-6.95x + 5.11y + 2.78z <= 983.77
-1.69x + -4.38y + 0.08z <= 111.62
-0.15x + 3.81y + 2.09z <= 920.8
-6.31x + -3.66y + -4.82z <= 725.64
-9.09x + -7.21y + 6.03z <= 486.65
-6.86x + 8.81y + -2.91z <= 758.14
2.15x + 8.84y + -6.03z <= 583.13
5.41x + -2.72y + 9.67z <= 717.8
-3.95x + -5.1y + -4.62z <= 115.44
-1.61x + -0.66y + 7.37z <= 206.41
1.57x + 1.47y + 7.58z <= 230.11
9.95x + 9.56y + 7.06z <= 261.5
-1.02x + 9.01y + -2.0z <= 518.37
-3.71x + -1.57y + -9.85z <= 435.79
2.63x + 0.94y + 0.26z <= 805.17
1.51x + 8.95y + 6.4z <= 135.84
7.09x + -4.48y + -7.1z <= 723.75
2.91x + 5.96y + 2.18z <= 604.99
0.16x + -0.47y + 6.8z <= 125.16
5.16x + -7.79y + -2.62z <= 674.27
-7.99x + -8.98y + 2.59z <= 884.27
-2.49x + 4.56y + -2.38z <= 349.59
2.51x + 1.61y + -1.22z <= 991.31
7.33x + 7.73y + 4.69z <= 165.97
-8.61x + 0.57y + -7.25z <= 353.63
-9.9x + -4.41y + 7.15z <= 182.74
-4.48x + -8.51y + 8.36z <= 552.44
9.73x + -1.73y + 4.78z <= 511.42
0.03x + 5.32y + -8.46z <= 166.42
-9.49x + 0.62y + -1.49z <= 890.83
6.95x + 7.39y + 6.49z <= 244.92
-0.7x + -5.24y + -4.1z <= 574.44
-7.07x + 3.78y + 3.44z <= 735.91
0.3x + 5.12y + -0.1z <= 893.09
-0.81x + 9.71y + 5.82z <= 272.16
-8.87x + 6.92y + 3.46z <= 800.29
-8.11x + -0.21y + 1.59z <= 893.74
-1.56x + -1.09y + 0.27z <= 475.19
-0.53x + -1.04y + -1.51z <= 531.57
5.0x + 1.81y + -5.41z <= 179.62
4.01x + -8.48y + -0.44z <= 858.14
-7.9x + -8.79y + 7.04z <= 260.92
7.28x + 9.56y + -1.42z <= 822.38
-1.41x + -0.23y + 2.68z <= 654.15
6.01x + -3.33y + 8.65z <= 824.66
-1.71x + -8.28y + -2.82z <= 979.21
4.74x + 9.94y + -1.46z <= 673.13
7.11x + 5.75y + -6.9z <= 596.76
5.09x + -2.7y + -3.69z <= 919.26
9.14x + 9.9y + -0.93z <= 523.3
-3.73x + -5.33y + 7.51z <= 169.47
1.56x + 4.46y + -7.84z <= 965.77
9.18x + -4.47y + -3.23z <= 634.75
4.5x + 9.96y + 6.68z <= 224.77
-0.42x + -2.27y + 0.51z <= 432.08
-6.49x + -5.9y + 5.03z <= 664.16
4.11x + 3.88y + 1.71z <= 841.44
5.06x + -7.48y + -9.4z <= 447.59
-5.89x + 7.61y + 3.37z <= 202.28
5.62x + 0.02y + -0.35z <= 228.44
-7.04x + -1.29y + 3.88z <= 363.52
5.14x + 7.66y + -2.47z <= 205.56
-4.45x + 4.22y + 4.8z <= 502.39
4.74x + -2.46y + 1.18z <= 752.77
-6.9x + -9.32y + 6.82z <= 680.95
-2.11x + -9.01y + 9.81z <= 841.1
1.05x + 8.46y + -2.93z <= 956.99
-5.9x + 9.27y + -4.83z <= 637.35
1.67x + 9.25y + -6.35z <= 321.41
2.46x + 8.73y + -8.43z <= 676.47
1.59x + -4.56y + 8.14z <= 775.7
7.74x + -5.04y + -0.67z <= 443.76
6.56x + 0.37y + 1.17z <= 210.04
4.88x + -4.8y + -3.26z <= 744.27
-5.98x + -2.98y + -9.29z <= 869.3
-4.21x + -7.04y + -3.72z <= 142.67
1.66x + 6.71y + 5.23z <= 294.99
8.63x + 1.52y + 2.97z <= 283.79
5.44x + -6.33y + -4.43z <= 977.3
-4.41x + -1.15y + 1.27z <= 712.68
7.49x + 6.17y + -7.68z <= 935.17
-7.04x + -5.78y + 8.59z <= 607.57
8.61x + -0.12y + -4.91z <= 363.11
7.12x + 6.99y + -3.56z <= 124.1
2.66x + 3.46y + 9.55z <= 227.17
-4.99x + -9.8y + -4.69z <= 376.68
3.16x + -7.1y + -0.69z <= 929.31
5.62x + -3.24y + 1.73z <= 850.09
7.89x + 2.91y + 5.62z <= 938.22
6.74x + 9.1y + -3.05z <= 804.23
0.58x + 0.84y + -8.16z <= 294.11
-9.08x + -5.54y + -2.23z <= 259.36
-5.49x + 7.62y + 2.85z <= 779.95
9.81x + -0.49y + 2.01z <= 713.8
-9.36x + -9.72y + 0.42z <= 417.44
-7.99x + 6.27y + 5.13z <= 213.68
-7.78x + 8.92y + -1.64z <= 263.16
7.09x + -8.76y + 4.13z <= 652.66
-6.25x + 5.74y + 3.27z <= 926.23
-5.27x + -5.62y + -1.36z <= 122.22
0.72x + -6.39y + -4.15z <= 160.36
8.37x + 4.62y + -7.72z <= 263.41
-7.71x + -8.97y + 8.26z <= 587.8
-2.26x + 2.65y + -5.66z <= 110.61
-9.38x + -7.66y + 4.97z <= 637.78
-6.47x + 0.44y + 9.76z <= 963.0
1.44x + -6.07y + 10.0z <= 241.1
7.08x + -4.04y + 0.58z <= 904.74
-2.78x + -2.61y + -5.46z <= 591.5
8.57x + -4.91y + -8.49z <= 496.69
-3.35x + -9.13y + 7.79z <= 515.43
3.4x + -5.39y + -5.92z <= 508.81
4.35x + 9.51y + -6.96z <= 509.78
3.52x + 0.51y + -9.8z <= 656.06
-7.39x + -7.89y + -2.38z <= 856.74
-7.66x + 2.98y + -5.35z <= 964.93
3.84x + 3.31y + -6.24z <= 494.87
-3.65x + -8.26y + 5.6z <= 689.71
-9.81x + -2.82y + -5.21z <= 840.18
-6.55x + -8.51y + -5.59z <= 447.56
1.4x + 6.58y + -3.48z <= 859.91
5.64x + -1.64y + -4.6z <= 114.89
-9.27x + -5.06y + -7.98z <= 360.26
-0.79x + -8.26y + -1.55z <= 600.87
-8.89x + -2.24y + 6.84z <= 276.11
-9.42x + 5.58y + -2.19z <= 234.82
-5.79x + 8.85y + 3.01z <= 985.01
1.52x + 7.53y + 4.62z <= 948.09
8.55x + 4.34y + -3.02z <= 414.16
3.87x + 7.65y + 8.65z <= 222.9
6.04x + -6.3y + -1.64z <= 445.7
5.57x + -4.34y + -4.75z <= 524.29
-2.79x + -6.53y + 2.96z <= 600.53
6.4x + -1.89y + 0.95z <= 529.21
4.47x + 5.13y + 7.97z <= 328.05
-9.23x + -5.86y + -1.71z <= 921.97
8.51x + 4.4y + 4.82z <= 440.96
-3.3x + 8.3y + 0.92z <= 728.83
5.75x + 7.73y + -9.62z <= 988.69
-5.48x + 9.63y + -9.89z <= 567.42
-2.87x + 5.46y + -1.78z <= 762.84
-3.11x + 8.44y + -6.71z <= 264.25
-0.11x + 3.69y + -9.55z <= 562.98
9.11x + 3.68y + -9.6z <= 627.99
-5.23x + 1.16y + 8.15z <= 325.23
5.3x + -4.91y + -7.14z <= 145.14
-4.83x + -8.91y + 4.46z <= 751.22
6.88x + 6.32y + -6.99z <= 722.87
-6.53x + 7.39y + -4.77z <= 421.65
8.79x + 6.09y + 1.06z <= 199.75
-1.13x + -5.67y + -8.47z <= 902.19
7.8x + 7.46y + 8.32z <= 693.86
7.92x + 9.31y + 4.8z <= 171.13
-6.93x + 1.54y + 4.16z <= 478.35
-1.16x + -6.53y + -1.27z <= 169.39
-8.49x + -9.03y + -3.69z <= 517.33
-3.28x + 9.08y + -0.14z <= 174.08
5.31x + -7.51y + -9.62z <= 440.6
4.47x + 3.85y + -9.34z <= 115.38
9.83x + -6.32y + 4.3z <= 692.34
-9.79x + -9.99y + 7.25z <= 682.81
3.59x + -9.02y + 3.03z <= 814.33
9.0x + -4.8y + 9.77z <= 622.35
-4.01x + -4.27y + -9.35z <= 381.97
-3.46x + -1.94y + -5.36z <= 472.8
-5.87x + -4.96y + -5.0z <= 329.4
-4.12x + -0.73y + -7.19z <= 586.02
-5.94x + 5.8y + -3.54z <= 471.64
0.3x + 1.79y + -2.06z <= 583.62
-4.31x + 6.16y + 9.78z <= 730.07
-1.6x + -2.58y + 0.47z <= 506.15
8.28x + 1.55y + 0.93z <= 525.92
8.55x + 6.26y + 9.87z <= 442.97
-0.38x + -9.43y + 7.28z <= 356.35
2.29x + -1.82y + -2.09z <= 215.25
8.17x + -2.15y + -0.14z <= 165.72
1.73x + -6.85y + -8.8z <= 695.07
-6.52x + -9.64y + -3.71z <= 573.24
5.62x + -9.95y + -6.0z <= 260.94
-8.28x + 4.69y + -1.45z <= 641.71
4.36x + 3.4y + 6.33z <= 622.57
3.58x + -9.73y + 4.1z <= 986.28
-4.36x + -5.1y + -8.22z <= 279.86
9.97x + -2.54y + -6.57z <= 610.88
-8.02x + 9.56y + -3.22z <= 785.77
-9.42x + 0.25y + -1.93z <= 417.85
8.89x + 9.17y + 8.51z <= 874.44
3.46x + 0.02y + 5.27z <= 830.21
-5.81x + -4.87y + -0.8z <= 473.38
-9.13x + 6.27y + -7.76z <= 322.98
-7.36x + -0.17y + 5.78z <= 854.62
-8.24x + -4.43y + 0.84z <= 909.05
-4.1x + -9.49y + -7.97z <= 594.04
3.44x + -8.51y + 4.56z <= 374.76
-2.45x + -8.16y + 1.62z <= 937.34
-3.97x + -5.23y + -3.66z <= 923.46
5.27x + 0.98y + -2.64z <= 404.85
1.88x + -1.98y + 2.61z <= 356.34
-8.66x + 8.56y + 4.04z <= 380.12
7.02x + 5.15y + -1.85z <= 974.59
-1.92x + -6.27y + 1.77z <= 133.02
1.48x + -2.35y + 0.72z <= 713.73
-6.54x + 6.05y + 9.43z <= 465.97
4.85x + 7.41y + 5.4z <= 109.78
8.96x + -1.01y + 3.07z <= 198.92
4.66x + -8.36y + 5.34z <= 566.29
-4.25x + 8.8y + -7.41z <= 206.24
-7.81x + 0.78y + -4.42z <= 295.2
-7.45x + 6.41y + -7.69z <= 884.0
2.01x + 1.8y + 9.26z <= 457.87
-8.89x + 5.27y + -7.11z <= 814.16
7.67x + -7.54y + 5.02z <= 389.58
1.32x + -6.66y + -4.46z <= 678.99
-3.13x + -3.84y + -9.74z <= 147.39
4.42x + 7.6y + -2.72z <= 780.22
-8.49x + -6.86y + 4.82z <= 615.35
-5.57x + 2.76y + 6.71z <= 251.12
6.95x + -5.98y + 5.27z <= 953.49
3.52x + -5.78y + 9.65z <= 443.58
-8.26x + 3.49y + -6.48z <= 969.2
-3.32x + -0.16y + 6.25z <= 572.4
6.04x + -7.44y + 3.43z <= 659.36
-8.22x + -0.94y + -5.93z <= 455.44
8.7x + 2.69y + -4.6z <= 683.08
9.08x + 7.1y + 5.4z <= 430.49
-2.16x + -4.33y + -8.61z <= 833.43
-6.2x + -1.18y + 4.9z <= 778.16
7.8x + 3.24y + 2.83z <= 893.58
7.22x + -2.96y + 1.14z <= 397.14
-3.48x + -7.42y + 8.71z <= 200.64
1.47x + 3.71y + -5.53z <= 762.18
-8.73x + 6.83y + 0.45z <= 695.13
-8.49x + -8.13y + -9.56z <= 971.0
-2.68x + 1.09y + -5.0z <= 247.72
-2.06x + 7.74y + -7.14z <= 964.14
-3.45x + -1.94y + 1.46z <= 422.78
6.42x + -5.77y + 8.59z <= 437.53
6.21x + 2.3y + 6.07z <= 724.68
-0.53x + 6.71y + -2.5z <= 702.97
8.37x + 0.63y + -9.37z <= 889.43
-7.34x + -4.89y + 8.32z <= 466.39
4.58x + 7.53y + -5.28z <= 661.6
-5.34x + 9.79y + 8.38z <= 313.74
-6.34x + 9.18y + 2.32z <= 221.08
-5.42x + -9.26y + 2.62z <= 206.6
5.07x + 3.51y + -0.55z <= 993.55
6.57x + -5.92y + -6.55z <= 136.9
7.92x + 7.53y + -9.8z <= 234.83
3.97x + 8.54y + -4.05z <= 357.15
-8.61x + 7.5y + -1.8z <= 485.1
9.75x + -4.25y + 4.19z <= 346.79
7.57x + 6.1y + 7.08z <= 516.25
2.76x + 5.88y + -0.08z <= 429.64
0.41x + -4.57y + -0.31z <= 472.32
-1.83x + -4.11y + 2.29z <= 384.59
4.34x + -8.78y + 7.74z <= 123.63
-8.21x + -4.16y + -6.07z <= 961.01
5.12x + 2.15y + 8.5z <= 313.09
2.41x + 2.85y + 0.28z <= 655.31
2.15x + -8.53y + 1.19z <= 710.84
9.66x + -7.6y + -2.17z <= 291.97
8.0x + -9.63y + -2.99z <= 990.35
-0.77x + -2.58y + -6.51z <= 460.97
7.57x + 6.47y + -3.96z <= 928.82
5.0x + 4.72y + -4.17z <= 562.43
-2.53x + 0.87y + -2.41z <= 108.25
-8.88x + -7.94y + 9.41z <= 650.43
9.24x + 0.61y + -4.33z <= 698.77
-4.1x + 4.3y + -3.62z <= 116.04
-3.69x + -7.38y + -6.34z <= 633.45
-0.84x + -3.9y + 4.05z <= 224.51
-6.9x + 7.59y + 7.56z <= 279.03
2.77x + -7.58y + 2.68z <= 143.54
-7.44x + -5.33y + -0.05z <= 208.18
-5.87x + -1.99y + 4.47z <= 269.43
-4.29x + -0.48y + 2.65z <= 925.88
-8.57x + -8.77y + 8.21z <= 748.97
5.34x + 8.82y + -4.57z <= 901.2
7.55x + 0.04y + 5.62z <= 740.71
4.48x + 6.61y + 8.63z <= 257.11
7.98x + 2.68y + 5.76z <= 313.91
-9.98x + 4.15y + 4.02z <= 726.63
3.58x + 8.06y + -1.39z <= 625.28
0.85x + 3.68y + -2.46z <= 778.47
-2.98x + -3.84y + -0.61z <= 251.5
8.3x + -3.66y + 8.51z <= 272.41
0.45x + 5.53y + 1.13z <= 801.8
-1.91x + 5.06y + -7.56z <= 826.83
6.12x + 1.93y + 4.19z <= 172.54
9.58x + 8.9y + -5.23z <= 575.88
8.19x + 5.02y + -4.65z <= 980.71
8.77x + -2.14y + -1.24z <= 855.4
-3.59x + -4.74y + -5.82z <= 262.28
-0.63x + -2.06y + 8.7z <= 140.77
1.01x + -4.66y + -5.56z <= 230.99
8.89x + -0.81y + -8.78z <= 334.43
9.54x + 2.23y + 0.45z <= 244.07
2.09x + -9.22y + 8.07z <= 757.71
-9.46x + 0.15y + -6.97z <= 889.93
-4.48x + -5.82y + -7.83z <= 959.06
-0.66x + 4.8y + -2.11z <= 281.49
-3.01x + -2.92y + 9.89z <= 959.45
7.9x + -8.5y + 1.31z <= 866.77
2.42x + 1.82y + 1.39z <= 409.18
-9.88x + -1.54y + 6.67z <= 302.16
8.62x + 2.07y + 7.34z <= 645.28
6.99x + 5.02y + 2.5z <= 501.52
0.97x + 2.4y + 0.7z <= 328.51
-2.08x + -6.84y + -0.55z <= 701.36
-2.65x + 2.61y + -0.99z <= 972.62
-3.67x + 6.98y + -2.78z <= 606.73
-5.12x + -0.59y + 0.3z <= 878.91
-2.85x + -7.82y + -5.06z <= 730.34
-5.66x + 6.69y + 4.98z <= 292.49
2.18x + -1.47y + 5.6z <= 734.64
-7.62x + 7.27y + 0.2z <= 509.76
-9.5x + -2.71y + 1.85z <= 880.65
-6.55x + -3.76y + -9.37z <= 816.57
-7.07x + 7.84y + 5.23z <= 843.43
-7.85x + -2.51y + 4.05z <= 494.12
0.07x + 6.67y + 7.15z <= 628.15
-7.73x + 6.63y + 2.97z <= 470.43
-0.55x + 1.55y + -8.85z <= 794.89
-3.97x + -8.71y + -2.94z <= 238.43
-9.57x + -9.35y + -7.45z <= 640.87
3.74x + -5.06y + 3.19z <= 193.64
9.21x + 9.36y + -2.37z <= 618.64
9.05x + -9.78y + 7.78z <= 839.22
4.43x + 2.22y + -4.05z <= 912.99
-3.1x + 4.91y + 7.89z <= 556.93
-3.22x + 5.62y + -0.03z <= 863.79
2.48x + 1.66y + -1.63z <= 130.53
-2.99x + 2.1y + -5.14z <= 808.1
5.6x + -2.06y + -8.9z <= 338.39
-6.7x + 2.04y + 7.92z <= 500.02
9.08x + 9.25y + 5.83z <= 857.59
-6.81x + 3.33y + -3.26z <= 765.3
4.45x + -5.73y + -2.24z <= 173.48
1.99x + -6.82y + -4.17z <= 790.0
5.04x + -7.47y + -3.19z <= 780.81
4.44x + -5.49y + 8.93z <= 253.97
5.41x + 1.31y + 0.76z <= 678.32
4.18x + 7.62y + -1.31z <= 614.33
-6.96x + 5.64y + -8.58z <= 103.22
2.91x + -9.41y + 7.97z <= 779.66
1.56x + 0.96y + -2.78z <= 387.86
7.2x + 9.71y + -1.07z <= 616.51
4.41x + -1.58y + -1.79z <= 482.48
-1.88x + 9.01y + -0.1z <= 707.08
-6.58x + -9.55y + 2.2z <= 557.0
-9.53x + -3.2y + -6.35z <= 210.23
5.88x + 3.74y + 9.39z <= 612.9
7.68x + 0.72y + -4.31z <= 297.65
3.17x + 0.93y + -3.88z <= 186.9
-9.52x + 1.68y + 8.09z <= 923.55
-5.38x + -4.44y + -1.79z <= 888.15
0.42x + -3.12y + -1.56z <= 365.44
-4.54x + -0.61y + 7.29z <= 595.04
-1.3x + 5.31y + 7.12z <= 302.22
-3.17x + 4.69y + 7.85z <= 110.14
-4.64x + 2.98y + 2.48z <= 443.86
-1.05x + -0.96y + 9.93z <= 455.44
-1.79x + 7.19y + 3.5z <= 818.17
8.82x + 9.69y + -5.86z <= 411.44
4.0x + 9.77y + 7.68z <= 472.66
6.49x + 9.81y + 8.4z <= 703.73
-9.34x + -2.15y + 2.39z <= 501.25
4.66x + -0.77y + 9.04z <= 528.51
7.12x + -8.29y + 5.63z <= 404.13
-4.95x + 9.29y + 3.9z <= 195.68
5.56x + -8.23y + -1.14z <= 120.48
1.09x + -5.23y + -5.07z <= 902.69
-8.74x + 8.99y + 7.99z <= 954.05
-3.66x + 2.61y + -9.07z <= 948.21
-6.33x + -8.31y + -4.11z <= 523.44
7.56x + 9.95y + 6.96z <= 804.32
4.79x + -1.47y + -2.18z <= 912.86
2.94x + 8.58y + -7.86z <= 112.51
1.33x + 0.63y + -0.52z <= 258.21
-2.94x + 7.2y + -8.55z <= 237.64
2.66x + 3.4y + 3.45z <= 814.01
2.24x + -4.75y + 0.33z <= 494.31
-1.46x + 3.83y + -2.2z <= 433.33
-1.09x + 7.61y + 5.77z <= 902.44
-2.89x + 9.11y + -3.08z <= 257.33
-3.0x + 7.52y + 5.76z <= 556.02
2.4x + 6.2y + 6.35z <= 610.14
-0.73x + -1.3y + -3.66z <= 377.61
-7.96x + -8.09y + 8.33z <= 445.89
-8.46x + 6.04y + 1.69z <= 465.53
-8.97x + 3.12y + -5.23z <= 649.13
9.75x + 5.01y + 8.15z <= 632.66
-7.64x + 1.18y + 3.96z <= 508.53
-0.14x + -1.21y + 2.31z <= 110.82
2.83x + 5.68y + 0.5z <= 419.36
3.1x + 8.08y + 1.29z <= 316.76
8.8x + 0.34y + -3.99z <= 599.07
-8.03x + -4.71y + 1.2z <= 992.92
6.28x + -0.04y + 3.09z <= 915.97
-5.54x + -4.74y + 7.76z <= 668.6
-8.47x + -7.73y + 3.88z <= 424.53
-2.01x + 7.97y + 2.61z <= 835.44
-6.09x + -3.08y + -8.09z <= 630.89
-7.8x + 3.27y + -4.59z <= 161.28
1.62x + -3.45y + -9.1z <= 250.45
1.66x + 9.71y + 7.18z <= 961.06
1.8x + -5.94y + -3.0z <= 554.5
3.46x + 2.47y + -2.85z <= 440.31
8.29x + -8.65y + 7.17z <= 807.45
5.54x + -9.69y + 0.54z <= 234.72
5.67x + 6.04y + 4.95z <= 130.91
-6.45x + 3.93y + 3.48z <= 668.12
-8.59x + -1.91y + 5.73z <= 945.01
