max -8.87x + -2.53y + 1.18z
-7.54x + 2.4y + -9.2z <= 621.07
9.7x + 0.25y + 3.03z <= 693.82
3.3x + 7.63y + -1.91z <= 448.33
-9.65x + 3.74y + -0.2z <= 571.84
9.54x + -8.36y + 4.77z <= 514.32
-3.55x + 0.81y + 1.35z <= 150.49
4.0x + 3.99y + 6.28z <= 354.43
-2.71x + 8.72y + 2.34z <= 517.18
3.78x + 4.53y + -8.29z <= 879.46
9.55x + 8.59y + 6.83z <= 871.15
5.71x + -4.36y + -2.47z <= 944.62
-9.98x + -1.24y + 5.94z <= 159.34
-3.82x + 0.34y + 4.79z <= 856.21
-7.36x + -3.78y + 3.5z <= 588.67
4.11x + 2.22y + -3.87z <= 918.19
8.95x + -5.82y + 1.87z <= 596.97
3.71x + 5.42y + -6.79z <= 112.48
-9.51x + -9.47y + -3.72z <= 310.36
-7.1x + 6.73y + -9.69z <= 233.79
1.11x + -1.51y + 3.23z <= 869.44
-1.16x + -4.14y + 5.19z <= 855.55
9.14x + 6.83y + 0.55z <= 969.5
-2.97x + -4.4y + 4.76z <= 340.02
0.98x + 9.87y + 4.84z <= 882.11
1.14x + 3.85y + -0.63z <= 726.16
1.2x + 1.46y + 2.25z <= 407.81
-3.73x + -7.71y + -0.5z <= 269.71
6.0x + -2.61y + 1.5z <= 132.43
-0.87x + -0.63y + -8.25z <= 324.91
-2.64x + -7.96y + -0.06z <= 963.99
5.54x + 7.95y + 2.59z <= 903.15
3.66x + -4.6y + -3.35z <= 510.02
-2.15x + 4.47y + -9.28z <= 155.12
9.01x + -1.75y + 9.14z <= 366.11
-7.15x + -0.58y + -8.23z <= 317.51
4.38x + -6.99y + -6.09z <= 252.1
9.87x + 0.28y + -7.46z <= 323.83
-1.19x + 3.91y + 4.4z <= 408.77
5.74x + 1.28y + -9.64z <= 404.18
-4.64x + 8.72y + -3.53z <= 510.87
-4.38x + 8.63y + -7.29z <= 818.83
-3.42x + -4.23y + -8.08z <= 942.45
4.79x + -3.58y + 8.87z <= 228.05
4.93x + 8.71y + 0.96z <= 473.53
-5.4x + 6.31y + -7.23z <= 139.74
0.48x + -6.79y + -6.85z <= 125.33
-3.06x + 5.06y + 6.41z <= 443.51
3.73x + 2.09y + 9.66z <= 554.52
-4.38x + -7.56y + 0.86z <= 830.62
8.58x + -9.21y + -3.66z <= 323.14
-1.22x + 2.15y + -1.92z <= 264.09
8.96x + -8.95y + -4.85z <= 961.37
-7.29x + -3.21y + -0.16z <= 253.33
-1.14x + 1.69y + -9.58z <= 262.26
-2.26x + 4.17y + -2.62z <= 208.39
-8.27x + 2.25y + -7.93z <= 532.83
6.06x + 3.95y + -4.35z <= 359.12
4.42x + -5.03y + -5.49z <= 846.28
6.55x + 7.38y + -2.02z <= 263.87
7.72x + -0.24y + -5.95z <= 852.99
2.58x + -8.7y + 3.18z <= 404.87
6.36x + 8.93y + 2.22z <= 513.68
-2.74x + 7.18y + 2.92z <= 854.57
5.85x + 2.8y + -4.65z <= 461.92
-1.82x + 8.18y + -4.37z <= 678.29
4.87x + 5.68y + -7.72z <= 252.03
-7.17x + 7.55y + -7.89z <= 655.5
-8.75x + -8.86y + -9.21z <= 907.79
2.34x + -7.59y + 2.79z <= 691.13
9.7x + 8.47y + -4.09z <= 116.83
1.93x + 6.01y + 2.78z <= 178.33
3.73x + -6.81y + 7.04z <= 953.77
0.28x + -0.8y + 2.54z <= 850.72
2.8x + 1.56y + 8.69z <= 702.68
-1.69x + -5.02y + -6.55z <= 515.27
6.91x + 4.75y + 4.72z <= 370.24
-9.84x + -9.83y + -6.23z <= 596.61
-2.18x + -0.63y + -3.87z <= 968.44
8.69x + -0.05y + 9.3z <= 226.15
1.03x + 4.64y + 2.55z <= 538.66
0.15x + 1.4y + 6.87z <= 978.33
3.66x + -0.69y + 5.24z <= 133.08
3.4x + 7.69y + 2.91z <= 894.71
-6.65x + 8.25y + 4.64z <= 857.33
-8.86x + -4.43y + 0.88z <= 438.51
-2.96x + -0.35y + 9.48z <= 668.86
-5.22x + -7.2y + 9.18z <= 993.4
-5.33x + 0.2y + 6.24z <= 950.26
-9.12x + -5.97y + -0.7z <= 744.03
-0.94x + -1.12y + 9.21z <= 398.87
-3.76x + -6.87y + -4.43z <= 697.92
7.31x + -9.45y + 9.19z <= 557.47
-2.14x + 0.01y + 2.01z <= 526.42
4.51x + 5.43y + -5.41z <= 574.11
-1.8x + 7.49y + 7.07z <= 961.82
-7.5x + -6.23y + 1.96z <= 194.53
-7.35x + -6.87y + 4.54z <= 887.17
-9.07x + -3.06y + 1.64z <= 760.44
-3.92x + 9.14y + 9.36z <= 598.54
3.61x + 6.07y + 0.39z <= 531.84
-5.9x + 5.13y + -5.52z <= 946.09
-7.59x + 2.71y + 7.71z <= 382.17
-3.76x + 5.47y + -7.52z <= 949.62
6.13x + 0.54y + 3.86z <= 242.81
4.0x + -2.53y + 3.37z <= 903.62
-4.08x + -6.26y + -4.5z <= 855.56
-7.88x + -4.25y + 1.63z <= 305.58
4.63x + 9.65y + 9.51z <= 699.46
7.98x + -0.52y + -2.8z <= 522.61
-3.66x + -7.04y + 6.13z <= 398.62
-7.0x + 7.79y + -6.38z <= 600.62
-3.17x + -9.1y + -9.53z <= 908.89
8.31x + -7.96y + -7.65z <= 925.39
3.07x + -5.21y + -2.38z <= 438.92
-4.04x + 3.93y + -2.16z <= 956.42
-7.56x + 6.64y + -7.56z <= 960.78
-9.03x + 2.35y + 8.93z <= 730.37
2.78x + -7.13y + -3.64z <= 678.32
-9.37x + 5.75y + 3.31z <= 441.11
-9.1x + -5.81y + 6.04z <= 200.04
-9.55x + -1.55y + 0.13z <= 508.27
-5.99x + -3.99y + -0.33z <= 352.0
-0.86x + -9.32y + -4.19z <= 404.59
-1.71x + -8.44y + -1.26z <= 104.96
3.69x + 3.44y + 3.97z <= 886.99
-7.58x + -3.68y + -9.51z <= 391.62
-8.74x + -7.7y + -9.26z <= 601.07
-4.07x + -8.46y + -2.25z <= 211.23
-6.41x + 7.89y + 3.36z <= 592.48
9.14x + -1.05y + -6.52z <= 113.96
-2.76x + -6.24y + -6.15z <= 236.21
-0.53x + -2.79y + -2.36z <= 828.22
1.32x + 0.14y + 3.43z <= 586.77
-1.1x + 3.05y + 2.16z <= 684.14
1.2x + 1.48y + 9.67z <= 319.98
-1.41x + -1.85y + 3.84z <= 960.67
5.57x + -5.52y + -4.62z <= 960.18
-2.15x + -8.35y + 0.77z <= 273.49
3.95x + 4.7y + -6.9z <= 797.25
4.89x + 0.86y + 1.5z <= 361.29
-5.94x + -6.44y + -8.27z <= 356.63
-8.14x + 6.38y + 1.88z <= 375.27
7.35x + -2.37y + 1.18z <= 277.15
-7.88x + 9.0y + -7.1z <= 875.95
8.52x + 6.58y + 2.26z <= 111.78
0.52x + -6.45y + -0.05z <= 355.82
-7.45x + 3.1y + 7.99z <= 565.91
2.11x + 4.15y + -0.18z <= 275.57
-4.02x + -7.63y + 8.92z <= 181.55
9.99x + -4.17y + -2.3z <= 560.92
5.36x + -0.89y + 4.09z <= 646.06
6.21x + 6.35y + 8.49z <= 979.16
-0.89x + 4.87y + 6.78z <= 501.31
5.66x + -8.31y + 1.8z <= 969.32
7.0x + -8.81y + 3.27z <= 881.92
-5.02x + -7.14y + 3.9z <= 716.08
-9.46x + 2.85y + -6.0z <= 839.22
-7.21x + 1.91y + -3.4z <= 998.06
-8.42x + -2.85y + 9.71z <= 181.9
-1.02x + -8.31y + -8.31z <= 878.27
-7.87x + -5.92y + -8.16z <= 535.47
-0.81x + 9.44y + 1.03z <= 324.42
7.32x + -2.93y + -4.6z <= 486.21
6.4x + -1.34y + 6.08z <= 925.22
-2.31x + 9.77y + 9.99z <= 679.15
5.82x + -7.12y + -8.78z <= 734.93
3.73x + 2.25y + -4.39z <= 603.2
7.03x + 9.4y + 1.7z <= 163.81
-6.81x + 0.87y + -0.29z <= 991.54
-4.5x + 7.09y + 0.84z <= 112.81
2.81x + 0.12y + 5.37z <= 362.01
-4.13x + -8.17y + -3.03z <= 885.77
-4.96x + 8.78y + -8.31z <= 703.33
2.31x + 2.0y + -6.03z <= 319.69
7.3x + -2.49y + 0.08z <= 414.89
-8.56x + -4.36y + 4.59z <= 775.44
-3.19x + 8.61y + 8.91z <= 170.69
-3.21x + -8.66y + -5.87z <= 993.48
-8.19x + 3.27y + -1.92z <= 424.8
8.34x + 1.53y + 3.7z <= 752.44
-4.5x + -5.59y + 1.11z <= 253.58
-3.8x + -7.02y + -9.66z <= 810.71
5.18x + 9.1y + 3.7z <= 456.7
3.63x + 0.13y + 0.33z <= 359.62
4.95x + 9.23y + -5.99z <= 939.84
-2.72x + -8.96y + 0.86z <= 407.22
-3.55x + -9.52y + 9.7z <= 582.8
2.05x + -5.09y + 8.3z <= 545.99
-3.37x + 2.56y + -3.02z <= 994.09
5.17x + -8.62y + 9.51z <= 857.59
2.28x + 8.28y + 1.95z <= 244.76
6.23x + 0.94y + -3.42z <= 833.82
-7.02x + -3.92y + -2.65z <= 815.81
6.79x + 6.53y + -7.75z <= 721.39
2.38x + -7.97y + 4.05z <= 204.43
-6.8x + -8.8y + -9.73z <= 640.1
-8.45x + 2.94y + -8.64z <= 242.81
6.55x + 4.31y + 2.43z <= 133.11
-8.82x + -1.38y + 0.66z <= 533.56
-5.66x + 0.1y + -9.34z <= 879.68
-6.48x + -1.55y + 0.9z <= 994.08
5.2x + -7.63y + 1.85z <= 409.17
-7.52x + -2.25y + -9.38z <= 718.3
-4.39x + -5.04y + 4.69z <= 105.98
-3.7x + -4.08y + -2.35z <= 444.97
-1.85x + -3.6y + 5.09z <= 964.76
8.2x + 8.67y + -5.28z <= 987.53
-1.06x + -0.47y + 7.31z <= 120.41
1.7x + 9.4y + 9.86z <= 880.27
-8.34x + -4.35y + 7.77z <= 485.42
3.12x + -4.02y + -1.26z <= 397.33
9.18x + -4.43y + 6.0z <= 572.03
-8.15x + 6.23y + -6.06z <= 819.45
2.55x + -0.48y + -8.77z <= 717.04
-2.35x + 3.18y + 9.88z <= 865.44
-5.52x + -8.91y + 0.54z <= 929.59
9.33x + 4.42y + -8.66z <= 441.75
7.68x + 2.0y + -3.41z <= 214.83
-3.5x + 0.77y + -7.17z <= 840.02
1.71x + -2.11y + 6.33z <= 772.32
4.72x + -4.15y + -8.64z <= 114.8
9.62x + -8.81y + -8.75z <= 696.31
5.19x + 3.44y + -2.35z <= 271.08
6.86x + 2.46y + -6.8z <= 702.41
-6.99x + -1.9y + 5.13z <= 469.98
3.16x + -4.89y + 0.45z <= 135.88
-5.12x + -4.02y + -9.37z <= 272.17
-2.46x + -9.24y + 8.18z <= 363.42
-0.28x + -6.6y + -7.56z <= 512.07
-6.91x + 5.98y + 0.31z <= 973.18
-1.44x + 5.85y + -7.96z <= 266.89
3.15x + -9.96y + -1.72z <= 856.14
2.8x + 6.45y + -1.16z <= 964.92
-8.54x + -2.88y + -8.27z <= 513.16
-6.97x + 4.69y + -7.4z <= 668.23
-7.78x + 5.41y + 8.24z <= 565.5
-7.38x + 3.42y + -6.8z <= 328.16
5.98x + 9.5y + -4.83z <= 424.6
-9.47x + -5.79y + -1.69z <= 213.08
-0.42x + 5.02y + 5.64z <= 744.68
7.28x + 0.32y + 6.52z <= 631.52
4.09x + 2.15y + -0.83z <= 452.27
4.32x + -1.76y + -7.84z <= 782.35
4.93x + -6.4y + -4.88z <= 862.97
-3.13x + -2.84y + -6.27z <= 540.87
-9.95x + 9.52y + 3.01z <= 818.89
-7.24x + 6.44y + 7.5z <= 857.49
5.08x + 9.92y + -0.88z <= 235.08
0.97x + 5.08y + 1.06z <= 674.77
-6.32x + 0.32y + 3.05z <= 857.39
2.2x + -2.48y + 7.67z <= 469.41
-8.86x + -8.62y + 2.13z <= 747.4
8.15x + 0.48y + 1.55z <= 755.44
0.99x + 4.87y + 5.76z <= 818.39
-4.02x + -2.85y + -7.32z <= 801.97
2.0x + -8.01y + -1.85z <= 240.85
4.42x + 9.95y + -2.14z <= 400.32
9.58x + -9.73y + 3.01z <= 519.4
1.96x + 5.91y + -4.91z <= 857.4
-2.63x + -3.8y + 4.87z <= 733.79
-0.86x + -3.86y + -3.7z <= 362.28
-1.51x + 5.01y + -1.35z <= 337.89
-7.76x + 0.17y + 7.76z <= 163.7
2.75x + 1.65y + 6.71z <= 907.41
-5.9x + 5.61y + 9.11z <= 641.95
8.03x + -3.18y + 2.47z <= 249.76
-4.06x + -5.19y + 5.46z <= 681.17
-0.47x + -9.31y + -6.86z <= 507.55
0.29x + -0.66y + -3.84z <= 141.82
4.94x + 8.04y + -5.07z <= 562.51
-0.41x + 7.68y + -6.81z <= 857.55
-5.3x + -4.12y + -3.41z <= 425.67
9.05x + 3.93y + 8.71z <= 982.76
0.09x + -8.14y + -9.44z <= 358.16
5.89x + -1.39y + 1.77z <= 131.5
-2.74x + -9.99y + -4.94z <= 159.43
6.79x + 4.46y + -4.87z <= 618.01
-7.55x + -7.42y + 1.13z <= 415.11
9.3x + 4.28y + -3.59z <= 756.41
-8.14x + -7.24y + 8.13z <= 644.28
-5.7x + -0.38y + -5.04z <= 859.47
3.85x + -9.04y + -6.53z <= 856.18
-5.68x + -4.32y + 8.42z <= 304.43
-4.84x + 3.56y + -1.93z <= 882.42
9.95x + -3.48y + -0.68z <= 338.34
-1.48x + 0.31y + 4.47z <= 316.2
2.02x + 4.1y + 7.27z <= 698.65
8.09x + -1.75y + -9.33z <= 556.36
-8.14x + 8.06y + -3.0z <= 988.21
1.45x + 3.03y + -9.0z <= 359.14
2.18x + 7.89y + 1.23z <= 866.8
7.25x + -5.35y + 2.49z <= 195.3
9.82x + 8.43y + 3.18z <= 792.76
-7.83x + 8.06y + -9.42z <= 753.96
-0.05x + -3.07y + -9.82z <= 918.15
3.82x + 6.6y + 8.67z <= 772.45
5.26x + 6.51y + 1.61z <= 829.32
1.9x + -0.8y + -8.14z <= 435.93
-0.8x + -7.09y + 3.54z <= 833.01
-0.78x + 0.33y + -5.15z <= 181.5
-3.55x + -5.03y + 0.1z <= 699.12
5.69x + 0.95y + -4.55z <= 136.18
2.97x + -2.31y + 2.89z <= 260.81
-9.47x + -4.61y + 2.5z <= 791.07
-0.65x + 1.48y + 1.51z <= 624.42
-3.42x + -9.56y + 9.61z <= 210.15
-3.87x + -4.0y + 6.65z <= 429.92
-6.58x + 7.55y + -5.0z <= 735.82
8.36x + -4.73y + -5.61z <= 791.0
-2.81x + 5.25y + -9.34z <= 643.29
-5.42x + 1.02y + -5.88z <= 870.11
-3.89x + -9.71y + 3.81z <= 959.72
4.81x + 6.57y + -0.72z <= 228.56
5.01x + -0.6y + -1.31z <= 155.47
-1.79x + -9.2y + 7.26z <= 365.27
-9.82x + -2.34y + -0.79z <= 279.43
3.67x + -4.54y + -0.96z <= 717.14
7.61x + -8.78y + -3.04z <= 743.2
2.39x + -6.87y + -8.93z <= 538.49
2.24x + -6.88y + 6.4z <= 584.58
-6.32x + 5.44y + -1.81z <= 177.33
5.13x + -1.77y + -8.39z <= 705.73
1.41x + -3.81y + 4.64z <= 798.34
6.41x + -6.5y + 1.63z <= 506.15
8.58x + 2.38y + -9.66z <= 206.06
-4.57x + 4.88y + -2.97z <= 764.98
-6.09x + 9.87y + 7.11z <= 152.98
0.98x + -1.31y + -8.56z <= 830.88
4.18x + -1.01y + -3.23z <= 194.39
-3.0x + -5.74y + 6.1z <= 715.19
9.96x + 5.4y + 7.44z <= 334.94
2.71x + 4.78y + -0.82z <= 453.72
-6.52x + -2.91y + 2.36z <= 396.18
-5.58x + -2.96y + -3.25z <= 208.9
7.83x + 3.11y + 6.61z <= 972.36
-9.42x + 2.32y + 1.44z <= 172.19
-9.49x + 0.33y + 6.96z <= 587.66
1.21x + -6.11y + -4.15z <= 829.25
-2.31x + 0.12y + 5.95z <= 981.54
-2.66x + 1.36y + -0.99z <= 400.14
-2.45x + -4.27y + -1.24z <= 321.46
7.73x + 2.61y + 8.66z <= 560.56
-5.45x + 1.94y + -8.28z <= 512.74
1.05x + 1.71y + -2.25z <= 154.23
3.73x + 8.96y + -5.82z <= 226.71
5.75x + -9.54y + 5.78z <= 829.53
-4.62x + 7.82y + 8.56z <= 803.89
-5.51x + 6.58y + 0.05z <= 227.88
-7.8x + -7.29y + 8.36z <= 752.61
6.61x + 5.31y + -4.45z <= 392.56
0.51x + -4.43y + 2.39z <= 760.46
8.0x + 3.87y + -7.24z <= 673.44
-6.6x + -3.82y + 1.76z <= 556.71
-7.95x + 0.34y + 4.07z <= 472.87
8.26x + -6.3y + 1.2z <= 233.53
-0.41x + -4.56y + 8.92z <= 774.78
2.74x + 6.31y + 0.44z <= 876.06
-8.99x + -0.17y + -9.38z <= 492.89
6.86x + -5.5y + -1.6z <= 471.57
3.06x + 3.11y + -0.3z <= 393.57
-1.53x + 5.99y + 4.11z <= 420.25
2.95x + -9.83y + -4.24z <= 192.43
-9.01x + 8.66y + -2.12z <= 895.88
1.95x + 4.52y + -0.64z <= 821.73
8.09x + 1.78y + -3.21z <= 692.03
7.36x + -8.36y + 0.58z <= 723.07
0.79x + 0.34y + 3.82z <= 418.96
7.96x + -9.14y + -6.26z <= 659.84
9.32x + -6.33y + 3.43z <= 883.5
9.36x + 2.42y + -3.53z <= 178.85
5.39x + 0.66y + 0.16z <= 888.0
1.36x + 2.76y + -9.22z <= 751.3
-6.11x + -8.7y + 3.11z <= 944.81
-7.06x + 9.2y + 8.76z <= 744.51
2.95x + -0.73y + 7.5z <= 938.1
6.43x + -1.48y + 6.46z <= 377.34
-3.25x + -2.74y + -0.56z <= 706.61
1.18x + 1.72y + -4.13z <= 570.79
-4.26x + 7.95y + -5.03z <= 388.54
4.88x + -1.79y + -8.66z <= 816.78
3.55x + 9.01y + 5.48z <= 616.04
9.99x + -9.73y + 2.03z <= 742.31
9.07x + 2.29y + -7.08z <= 619.56
8.08x + -1.52y + 7.01z <= 707.29
-3.3x + -0.19y + 3.51z <= 267.49
-8.82x + -0.66y + 5.31z <= 957.62
0.92x + -3.39y + 1.6z <= 388.92
-4.61x + -6.42y + 0.88z <= 226.64
-5.37x + -1.65y + -0.21z <= 545.61
7.61x + -0.49y + -4.68z <= 520.87
0.79x + 2.3y + 4.37z <= 693.17
1.83x + -5.38y + -2.27z <= 853.05
-2.62x + -1.73y + -6.42z <= 361.42
-1.69x + 4.92y + 4.63z <= 828.19
-3.12x + -6.17y + -1.53z <= 780.89
-9.53x + -6.58y + -8.82z <= 940.19
-6.98x + 5.13y + 3.25z <= 335.47
-1.18x + -8.23y + -9.67z <= 791.94
-1.15x + -0.56y + 0.53z <= 352.41
-9.91x + 5.35y + -6.13z <= 260.01
-8.03x + 8.0y + -0.71z <= 572.39
-3.44x + -7.19y + 2.55z <= 300.61
-3.1x + 9.44y + 5.28z <= 628.39
-4.04x + 5.78y + 0.27z <= 539.57
-6.73x + 7.84y + -2.93z <= 774.36
0.03x + 2.02y + 3.78z <= 625.15
7.95x + -5.6y + 9.58z <= 896.55
-8.41x + 8.76y + -0.19z <= 714.12
5.8x + 9.57y + 1.88z <= 434.83
-3.78x + -1.64y + -1.18z <= 180.64
4.21x + -2.11y + -7.54z <= 189.26
2.58x + 5.12y + -9.07z <= 543.0
3.15x + -7.84y + -0.95z <= 258.56
-5.18x + -1.46y + -9.75z <= 489.81
-7.87x + 9.03y + 8.52z <= 451.11
-7.19x + 5.9y + 2.3z <= 529.82
1.85x + 0.91y + 1.55z <= 644.25
-8.25x + 5.94y + 3.03z <= 129.92
6.35x + -0.1y + -8.29z <= 546.96
6.46x + 1.62y + -4.62z <= 548.44
6.27x + 4.13y + 8.09z <= 435.62
-1.01x + -7.15y + 7.76z <= 585.17
-5.24x + 1.36y + 9.37z <= 809.3
4.11x + 9.64y + 6.57z <= 547.31
7.12x + 5.55y + 8.72z <= 297.77
0.18x + -6.54y + -3.26z <= 959.85
-1.61x + -9.35y + 0.35z <= 815.72
-7.86x + -5.74y + 4.17z <= 840.97
-3.24x + 1.73y + -3.58z <= 343.99
-9.04x + 4.48y + -0.11z <= 628.07
-4.68x + -9.4y + 1.51z <= 172.6
-3.37x + -6.34y + 2.11z <= 491.12
-4.36x + -7.25y + 3.32z <= 609.61
9.29x + 7.66y + -1.42z <= 524.65
9.82x + -2.27y + 7.81z <= 610.34
-8.21x + -9.92y + -3.44z <= 217.45
9.43x + -4.0y + -4.58z <= 209.63
8.7x + 7.75y + -0.65z <= 629.93
-8.57x + 6.05y + 8.54z <= 312.48
7.51x + 3.83y + 7.43z <= 875.11
-1.2x + -0.02y + 6.51z <= 288.19
4.07x + 6.59y + 1.18z <= 501.41
9.79x + -9.52y + -6.17z <= 469.76
-9.6x + -6.72y + 6.13z <= 894.47
-8.92x + 2.49y + 8.19z <= 146.09
0.9x + -6.88y + -2.09z <= 381.09
5.8x + 1.55y + -2.25z <= 458.25
-5.46x + 5.34y + -6.46z <= 483.87
4.19x + -7.15y + 7.11z <= 382.39
-3.73x + -9.65y + 7.65z <= 613.74
-9.58x + -6.81y + -5.96z <= 436.23
-8.9x + 0.83y + 1.87z <= 876.64
-4.96x + 1.13y + -2.3z <= 823.3
-4.64x + 1.05y + 8.63z <= 712.68
2.55x + 5.72y + 5.23z <= 961.94
-0.16x + -4.54y + -8.33z <= 948.88
4.64x + 7.23y + 2.4z <= 724.64
-0.41x + -6.64y + 8.46z <= 529.8
-3.58x + -4.49y + 8.72z <= 607.75
-1.17x + 2.74y + -3.05z <= 581.86
4.1x + -7.37y + 9.15z <= 136.74
-4.31x + 1.08y + 7.45z <= 759.81
-3.27x + 5.63y + -7.81z <= 928.75
4.23x + -6.13y + -8.94z <= 360.38
6.68x + 9.04y + 4.28z <= 966.38
6.71x + 3.6y + -5.53z <= 211.65
1.67x + -4.76y + -5.49z <= 333.07
3.14x + -3.73y + 4.65z <= 303.74
9.04x + 9.09y + 2.6z <= 570.96
9.92x + -3.96y + 8.58z <= 726.71
3.04x + -6.52y + 8.69z <= 372.23
-7.56x + -0.57y + -7.85z <= 719.73
7.64x + -3.18y + 8.62z <= 484.51
-3.81x + -2.51y + -2.01z <= 594.53
0.38x + 7.63y + 1.24z <= 779.34
9.59x + 2.37y + -9.57z <= 597.15
3.93x + -7.46y + -8.31z <= 827.1
-1.05x + -6.05y + -5.05z <= 257.03
4.55x + -4.48y + -2.41z <= 894.12
-7.16x + -2.43y + 3.11z <= 481.0
8.56x + 0.02y + -5.98z <= 912.95
7.96x + 3.36y + -0.22z <= 406.3
-2.27x + -0.9y + 4.38z <= 544.47
-7.23x + -2.89y + 9.86z <= 117.03
3.85x + 9.49y + -8.15z <= 106.55
9.33x + -8.58y + 4.11z <= 851.02
-4.07x + -2.9y + -1.45z <= 165.38
-5.26x + 2.13y + -0.27z <= 787.67
-3.9x + 6.46y + 9.0z <= 137.33
-2.45x + 1.0y + 3.34z <= 207.3
0.31x + 8.56y + -2.32z <= 181.65
0.32x + 8.79y + -2.43z <= 171.68
4.1x + -3.57y + -0.99z <= 356.68
-1.58x + -2.09y + 4.33z <= 487.84
-3.2x + 3.13y + 5.78z <= 500.43
-9.25x + 5.55y + -2.15z <= 301.87
3.26x + -1.65y + -0.72z <= 189.83
5.23x + -0.22y + 9.89z <= 123.72
5.66x + 5.49y + 3.67z <= 184.84
-2.27x + 2.57y + 5.15z <= 753.45
-8.2x + -0.28y + -8.41z <= 621.02
-0.73x + 3.91y + -2.62z <= 832.8
-8.28x + -4.89y + -5.95z <= 988.26
4.31x + -0.62y + 5.83z <= 594.74
-6.18x + 5.94y + -0.57z <= 563.1
9.77x + 8.46y + 3.38z <= 139.88
-2.16x + 9.98y + 3.6z <= 364.48
8.84x + 1.35y + -3.13z <= 184.38
-9.42x + -8.98y + 5.03z <= 494.94
-2.55x + 5.55y + -4.93z <= 884.04
-7.44x + 9.41y + 3.57z <= 370.85
-0.96x + 8.9y + -5.09z <= 939.61
-2.97x + -8.05y + 9.4z <= 187.41
4.88x + 0.5y + 3.87z <= 437.51
-7.48x + -4.2y + -6.38z <= 177.34
-0.67x + -3.75y + 0.15z <= 223.35
8.25x + -3.66y + 6.17z <= 310.66
-7.39x + -5.25y + -0.88z <= 542.8
4.28x + 3.91y + -8.66z <= 989.49
1.21x + 3.16y + 2.1z <= 875.74
-1.6x + -3.52y + 6.59z <= 579.88
-4.28x + 6.41y + -8.32z <= 839.49
-4.6x + -4.59y + 6.95z <= 970.33
-4.57x + 4.74y + -7.37z <= 912.53
-9.92x + 1.7y + 2.06z <= 831.12
-1.52x + -6.69y + 5.58z <= 516.82
-1.63x + 2.3y + 6.66z <= 454.08
-8.11x + 8.99y + 1.15z <= 432.12
0.91x + -8.81y + -7.52z <= 871.64
-0.64x + -9.42y + 3.42z <= 476.73
1.13x + 7.9y + -0.19z <= 526.13
1.68x + -2.45y + -4.06z <= 663.3
8.43x + -9.38y + -6.9z <= 558.65
1.93x + 7.28y + 3.33z <= 474.23
-8.44x + -9.21y + -8.82z <= 956.44
-4.19x + -2.72y + -8.0z <= 778.89
1.15x + -2.92y + -0.82z <= 125.81
9.96x + -8.15y + -0.52z <= 738.36
-5.04x + 9.92y + -5.59z <= 466.68
4.48x + -7.51y + -1.44z <= 816.93
-1.57x + -9.45y + -4.21z <= 254.14
5.09x + 9.28y + -8.85z <= 617.89
-2.18x + -4.13y + 4.62z <= 932.69
3.65x + -7.83y + -3.6z <= 911.77
9.97x + 8.79y + 7.52z <= 722.54
-8.68x + 9.22y + -9.39z <= 726.01
5.52x + 0.14y + 2.71z <= 736.38
9.02x + 8.65y + 8.53z <= 392.99
-6.72x + 2.5y + -7.6z <= 998.63
7.46x + -2.65y + 3.51z <= 657.27
-3.43x + 1.62y + -0.94z <= 552.48
-7.25x + -6.44y + -2.78z <= 826.17
3.44x + -3.81y + -9.05z <= 671.84
4.53x + 1.49y + -4.1z <= 284.46
-9.23x + -2.9y + 7.24z <= 298.24
-1.11x + -8.02y + -7.94z <= 322.42
-1.75x + 6.43y + -2.61z <= 294.61
-9.86x + 8.38y + 8.03z <= 488.47
8.54x + 5.01y + 1.02z <= 675.06
8.23x + 1.61y + -8.14z <= 612.09
9.46x + -1.72y + -2.35z <= 204.59
-1.21x + 1.4y + -5.64z <= 662.32
1.28x + 3.43y + -5.16z <= 933.64
1.25x + -7.6y + -3.94z <= 926.88
4.73x + 8.38y + 5.74z <= 437.07
0.3x + -7.68y + 3.04z <= 342.96
0.05x + 6.48y + 8.99z <= 142.51
-5.42x + 8.0y + -7.88z <= 624.12
8.29x + 2.01y + -6.79z <= 213.33
6.96x + 2.28y + -0.45z <= 342.14
2.64x + 1.19y + -8.84z <= 723.54
-8.43x + 2.98y + -8.6z <= 796.95
-3.5x + -3.48y + -6.75z <= 665.9
3.74x + -8.34y + 8.25z <= 489.58
3.65x + 7.97y + 6.77z <= 468.57
-0.14x + 5.73y + -5.18z <= 914.27
-7.32x + 8.19y + 5.21z <= 802.51
8.53x + 9.45y + 3.24z <= 319.89
-9.33x + 9.94y + -9.47z <= 878.15
0.51x + -6.41y + -4.79z <= 137.84
-4.12x + 2.65y + -5.1z <= 411.63
-6.29x + 7.45y + -7.74z <= 383.67
-8.08x + 6.28y + -5.78z <= 500.78
9.91x + 4.96y + 1.14z <= 882.04
-3.96x + 3.44y + -5.26z <= 782.85
-5.86x + 5.48y + -2.54z <= 497.99
-5.05x + -2.37y + 6.52z <= 101.17
4.81x + 3.91y + 3.88z <= 197.36
-2.13x + -9.21y + 3.82z <= 650.7
4.63x + 1.91y + 8.43z <= 320.61
-1.26x + 9.44y + 9.6z <= 839.34
8.93x + 3.96y + 4.98z <= 694.98
4.24x + 0.52y + -9.34z <= 437.74
7.64x + -0.72y + 8.58z <= 616.86
