max 0.77x + -8.0y + 2.98z
-6.08x + 7.03y + 4.95z <= 187.06
7.0x + -1.85y + -9.78z <= 425.87
7.85x + 9.38y + -1.35z <= 483.29
5.73x + 1.71y + 8.63z <= 728.74
3.47x + -9.18y + -5.44z <= 515.9
9.4x + -6.13y + 4.56z <= 956.41
-4.82x + -1.61y + 0.6z <= 992.46
0.01x + -1.72y + 2.79z <= 336.13
-6.26x + -4.79y + -4.07z <= 126.16
-9.91x + -9.17y + -0.24z <= 332.95
9.68x + -4.34y + -2.6z <= 670.94
6.24x + -2.04y + 9.25z <= 363.08
-5.94x + 8.24y + -7.14z <= 549.68
-8.58x + -5.53y + -1.73z <= 354.77
6.88x + -3.84y + 6.8z <= 176.6
-1.89x + 9.34y + -3.49z <= 877.57
2.56x + 2.68y + -9.19z <= 524.99
-1.38x + 4.69y + -2.79z <= 364.24
0.24x + 3.04y + -3.46z <= 727.49
-2.54x + 1.72y + 8.21z <= 260.25
6.07x + -7.47y + -2.56z <= 542.22
7.35x + 8.93y + 7.69z <= 361.18
8.49x + -8.3y + -0.48z <= 406.43
5.24x + 1.96y + 5.65z <= 805.5
6.57x + -2.57y + -3.5z <= 576.37
-7.76x + -9.17y + 5.75z <= 171.52
-6.15x + -7.8y + -1.93z <= 224.79
-0.57x + 8.9y + 1.37z <= 430.13
2.54x + -7.47y + 5.13z <= 646.21
-0.3x + 0.4y + -7.16z <= 694.89
2.7x + 0.58y + -0.06z <= 907.75
-2.51x + -9.96y + 1.37z <= 951.71
5.99x + -0.58y + 0.45z <= 802.6
-6.47x + 7.08y + 7.21z <= 871.73
-3.57x + 7.57y + -6.41z <= 634.07
-9.02x + 1.06y + 1.3z <= 135.6
6.26x + 5.29y + -5.14z <= 489.83
-4.1x + 9.12y + 1.68z <= 302.77
7.32x + -8.42y + 3.53z <= 605.94
2.89x + 0.38y + 4.26z <= 472.05
0.5x + 0.22y + -3.43z <= 209.77
6.14x + 1.38y + 1.81z <= 328.65
-3.26x + -9.98y + -9.12z <= 854.4
1.34x + -0.56y + -6.6z <= 325.13
-0.67x + 5.58y + 7.6z <= 315.38
9.48x + -2.52y + -1.87z <= 285.8
1.68x + -7.88y + -9.28z <= 332.19
-7.41x + 9.46y + 5.58z <= 545.28
-5.82x + 6.64y + -5.46z <= 663.88
-4.75x + 9.88y + -2.21z <= 190.72
5.93x + 5.82y + 7.52z <= 953.44
-5.36x + 7.98y + -2.46z <= 721.63
7.08x + -1.65y + 2.63z <= 383.25
-7.18x + -1.98y + -8.27z <= 640.21
4.72x + -4.65y + 4.58z <= 161.08
-6.27x + -3.16y + 6.73z <= 716.7
-2.97x + 2.83y + 3.08z <= 488.28
0.63x + 9.17y + 5.63z <= 895.64
7.24x + 3.82y + 9.82z <= 667.49
-9.49x + 4.63y + 8.79z <= 244.7
4.68x + -7.76y + 0.02z <= 257.2
0.38x + 0.31y + -0.06z <= 212.67
-6.54x + 3.5y + 4.82z <= 654.29
1.39x + -0.44y + 8.32z <= 639.6
7.54x + -9.41y + -1.86z <= 193.37
5.16x + -9.76y + 0.06z <= 676.51
-8.29x + -4.64y + -0.36z <= 541.03
-0.77x + 6.2y + -7.37z <= 627.34
3.99x + 2.47y + 1.83z <= 124.62
-4.75x + -7.68y + 7.03z <= 808.49
-2.87x + -2.05y + -8.56z <= 958.77
-2.02x + 0.72y + -5.43z <= 493.24
-7.23x + 5.07y + -8.25z <= 408.24
7.58x + -5.73y + 9.92z <= 652.03
-2.41x + 7.72y + -8.85z <= 957.56
7.51x + -6.82y + -5.38z <= 226.17
9.57x + 4.74y + 8.15z <= 493.22
9.72x + 9.82y + 1.68z <= 952.16
4.86x + -9.8y + -0.96z <= 100.58
8.79x + -6.48y + 1.38z <= 970.16
2.88x + 6.48y + -9.74z <= 564.83
4.62x + 2.46y + 3.73z <= 921.82
-8.95x + -5.43y + -9.73z <= 392.66
2.23x + 8.75y + -2.89z <= 975.43
-4.23x + 4.91y + 0.51z <= 310.06
3.1x + 2.33y + -4.17z <= 466.47
-6.12x + 7.8y + 5.21z <= 474.91
9.25x + 6.56y + 0.39z <= 806.69
9.25x + -2.02y + 4.44z <= 299.53
1.35x + -9.19y + 7.07z <= 125.79
-3.78x + -8.47y + 0.72z <= 107.71
-7.87x + 2.99y + -5.84z <= 252.62
-4.51x + 3.72y + 7.07z <= 981.05
-6.78x + 4.0y + -2.43z <= 588.06
9.08x + 5.93y + -4.89z <= 318.26
1.81x + 9.03y + 2.52z <= 489.92
7.43x + 6.16y + 3.24z <= 467.78
3.49x + -4.84y + -1.71z <= 727.33
-2.09x + -7.55y + -6.43z <= 160.49
7.95x + -8.54y + 5.23z <= 563.13
9.72x + 8.01y + -9.68z <= 658.41
-0.66x + -6.89y + 1.79z <= 131.21
9.37x + 1.16y + 1.91z <= 466.1
-1.88x + -1.84y + -8.77z <= 541.29
1.27x + -2.43y + -3.14z <= 129.15
-9.54x + 1.49y + 8.8z <= 117.22
-7.05x + -8.42y + -6.61z <= 912.47
5.95x + -8.41y + -2.27z <= 113.32
-1.56x + 4.85y + -1.79z <= 763.75
-1.87x + 3.12y + 2.69z <= 108.59
0.65x + 0.29y + 5.8z <= 953.14
-2.11x + -2.71y + -0.32z <= 252.41
-3.22x + -8.19y + 1.88z <= 110.11
2.94x + -0.61y + 0.01z <= 763.64
-1.54x + 4.54y + -2.77z <= 113.26
4.71x + 2.72y + 6.39z <= 612.99
-0.14x + 6.76y + 2.93z <= 462.64
0.03x + 5.83y + -6.12z <= 643.91
-7.82x + -1.59y + -8.09z <= 155.04
7.14x + -9.93y + 9.67z <= 508.42
7.95x + 3.45y + -4.07z <= 971.1
-7.73x + 0.66y + -6.27z <= 503.25
1.38x + 0.46y + 0.65z <= 311.6
-7.32x + 5.21y + 5.26z <= 368.75
-3.48x + -4.96y + -9.14z <= 870.45
3.66x + -5.19y + -1.57z <= 749.24
7.41x + 1.86y + -8.88z <= 744.01
5.07x + 7.04y + 2.38z <= 487.26
-7.82x + 1.37y + 4.22z <= 254.29
4.73x + -4.46y + -5.32z <= 214.3
2.03x + 2.3y + -6.24z <= 619.05
-6.29x + -4.05y + -2.26z <= 591.04
-8.61x + 0.7y + 9.8z <= 571.13
6.49x + 3.83y + 0.33z <= 566.95
-5.04x + 3.76y + -1.91z <= 892.34
9.22x + 8.0y + -8.24z <= 716.47
-2.67x + 4.77y + 0.38z <= 829.76
-2.93x + 3.82y + 9.93z <= 804.09
-4.52x + 0.7y + -2.84z <= 221.4
-5.8x + -8.41y + 1.49z <= 542.39
5.11x + -7.42y + 3.92z <= 273.1
-5.9x + -3.37y + 1.5z <= 114.78
5.99x + -3.77y + -9.87z <= 564.91
0.21x + -3.0y + -5.4z <= 671.85
0.04x + 3.18y + -2.68z <= 911.57
-2.01x + 9.23y + 2.13z <= 548.56
3.22x + -4.56y + 9.63z <= 810.99
-2.91x + 7.49y + -1.68z <= 221.71
4.02x + 3.34y + 6.43z <= 369.75
7.13x + 8.01y + 3.95z <= 712.89
-4.28x + 6.46y + 0.91z <= 699.93
6.27x + 7.44y + 7.04z <= 894.87
4.13x + 2.82y + 8.17z <= 439.29
-9.6x + 5.41y + -1.52z <= 223.51
4.94x + 9.61y + 6.37z <= 780.22
6.1x + -8.2y + 2.85z <= 327.25
5.81x + -7.49y + -8.97z <= 383.75
-3.26x + -4.27y + 4.15z <= 836.71
-7.29x + 4.96y + 8.51z <= 597.47
-8.9x + -3.3y + 9.06z <= 641.98
-2.75x + 2.97y + 5.17z <= 980.39
2.89x + -6.28y + 2.55z <= 708.59
-9.64x + 3.01y + 4.74z <= 591.74
-3.97x + 9.34y + 6.6z <= 669.63
-5.23x + -4.43y + 9.05z <= 871.74
-5.3x + 7.85y + -4.59z <= 789.75
-2.66x + 9.57y + 3.98z <= 294.11
9.83x + 5.66y + 4.34z <= 386.5
-1.84x + -3.58y + 2.03z <= 542.13
8.92x + -6.44y + -7.68z <= 376.51
6.98x + -9.89y + 6.27z <= 556.15
9.04x + 9.57y + -1.46z <= 812.88
2.48x + -6.32y + -7.83z <= 498.5
8.37x + -4.61y + -6.97z <= 875.06
0.77x + -8.03y + -9.35z <= 613.6
-2.54x + -0.97y + -4.98z <= 170.67
0.22x + -5.22y + 8.35z <= 494.39
-1.03x + -8.89y + -3.44z <= 778.46
-7.71x + -2.75y + 6.55z <= 624.87
-7.72x + 3.74y + 5.7z <= 654.38
5.74x + -2.02y + 1.06z <= 936.91
2.57x + -1.0y + -4.32z <= 512.47
1.41x + 7.84y + -3.08z <= 425.29
-7.88x + 6.26y + 2.3z <= 354.18
4.67x + 9.75y + -8.57z <= 664.01
-9.83x + 8.33y + -5.93z <= 136.71
9.63x + 9.19y + 3.63z <= 702.07
4.37x + 0.57y + -0.19z <= 663.05
2.5x + 9.64y + -3.97z <= 216.85
-2.44x + -4.82y + 3.61z <= 368.79
-5.28x + 9.85y + 8.41z <= 689.02
-0.19x + 1.52y + -0.16z <= 282.23
-5.74x + 7.79y + -0.36z <= 239.61
6.35x + 8.12y + 5.58z <= 419.29
-1.18x + -4.53y + 3.55z <= 546.09
-3.85x + -9.3y + 6.82z <= 711.33
3.23x + -5.7y + 5.47z <= 440.34
-7.63x + 0.7y + -4.53z <= 434.46
-8.01x + 6.67y + -7.33z <= 585.71
7.72x + -4.4y + -7.48z <= 315.78
9.0x + 6.75y + 5.07z <= 176.02
5.79x + -2.76y + 0.78z <= 749.58
2.83x + -9.38y + -4.43z <= 657.43
4.67x + 3.74y + -3.74z <= 527.55
1.51x + 9.82y + -9.29z <= 561.39
-8.0x + -8.87y + -5.22z <= 201.19
-1.95x + -3.62y + -2.06z <= 417.6
3.22x + -5.91y + 8.12z <= 852.85
6.37x + -2.19y + 2.82z <= 337.9
8.64x + -7.95y + 5.11z <= 544.35
-3.18x + 7.36y + 6.78z <= 512.87
8.43x + 4.73y + -5.65z <= 637.65
7.61x + -3.93y + -9.6z <= 374.92
-5.57x + -3.2y + 1.95z <= 321.96
-4.97x + -0.64y + 7.9z <= 450.87
-3.82x + -9.81y + -9.47z <= 335.61
-0.49x + -10.0y + -3.49z <= 801.94
1.8x + -7.75y + -5.81z <= 509.73
4.31x + -8.6y + -2.75z <= 157.81
-3.5x + 2.25y + -8.53z <= 889.66
3.73x + -9.96y + 5.67z <= 855.84
-7.55x + -6.56y + -9.38z <= 443.58
-4.58x + -4.33y + 5.61z <= 629.36
0.79x + -7.33y + 7.12z <= 911.19
-6.53x + 2.33y + -9.47z <= 194.66
-6.13x + -5.75y + -7.53z <= 170.62
8.88x + -6.39y + 5.61z <= 578.01
-4.63x + -6.2y + 3.91z <= 961.26
-3.11x + 6.68y + 9.41z <= 583.98
1.0x + -7.6y + -5.02z <= 637.2
-8.38x + 4.71y + 6.81z <= 796.81
3.18x + 4.81y + 5.8z <= 798.31
1.79x + -7.79y + 7.55z <= 712.06
-0.99x + -9.65y + -9.33z <= 276.59
6.08x + 5.21y + 6.52z <= 540.93
-5.0x + -3.39y + -1.57z <= 355.53
1.53x + 2.57y + 8.43z <= 814.57
-7.66x + -6.75y + -0.7z <= 974.95
-9.17x + -2.68y + -1.04z <= 516.63
-3.36x + 3.59y + 1.68z <= 441.32
-7.38x + -5.84y + -6.36z <= 886.01
-7.45x + 8.96y + 2.49z <= 940.97
-5.53x + -0.7y + 9.57z <= 997.81
-7.56x + -1.35y + -9.04z <= 963.56
7.71x + -9.47y + -1.04z <= 539.71
-7.6x + 6.85y + 6.24z <= 966.73
6.18x + 9.76y + -0.66z <= 606.42
-5.08x + -1.73y + 8.13z <= 752.22
-4.67x + -2.63y + 1.14z <= 795.61
-8.04x + -8.81y + -0.24z <= 967.86
-9.7x + 8.03y + 5.61z <= 745.41
4.5x + 6.78y + -1.27z <= 533.91
1.22x + 8.31y + -8.93z <= 313.66
-7.95x + 1.95y + -3.22z <= 512.29
4.31x + -5.4y + 4.97z <= 787.03
9.44x + -0.89y + 3.69z <= 122.44
5.11x + 4.67y + 9.59z <= 137.87
8.92x + -4.2y + -7.03z <= 295.22
-8.75x + -5.4y + -4.46z <= 371.03
-9.3x + 7.09y + 5.17z <= 747.12
-8.87x + -8.21y + -2.0z <= 887.64
-4.11x + -1.0y + -0.27z <= 656.71
-7.01x + 2.48y + -3.78z <= 345.76
-1.03x + 2.28y + 2.7z <= 631.67
-2.44x + 0.7y + 9.14z <= 336.56
6.5x + -5.79y + 3.96z <= 776.28
7.07x + -0.96y + -6.19z <= 940.29
-8.98x + -9.16y + -4.17z <= 854.67
5.14x + 9.33y + 8.87z <= 333.55
-9.36x + -3.07y + 8.12z <= 885.7
-7.27x + 8.12y + -7.15z <= 291.36
-4.46x + -7.35y + 9.16z <= 758.79
-7.02x + -0.98y + -4.52z <= 466.7
-7.66x + -1.77y + -2.4z <= 748.81
8.87x + 0.75y + -8.68z <= 717.77
-2.82x + -8.03y + -1.26z <= 104.82
-0.95x + -7.31y + 7.18z <= 817.25
-1.84x + 6.53y + 2.06z <= 553.53
-1.58x + -5.88y + -8.67z <= 945.39
-1.73x + -5.58y + 0.19z <= 406.2
-3.87x + -4.45y + 0.28z <= 358.47
-1.28x + 3.32y + 6.64z <= 107.1
3.08x + -8.79y + -1.29z <= 703.86
-0.42x + 9.8y + 5.25z <= 956.68
-5.89x + -4.02y + -5.05z <= 773.19
-1.18x + 2.27y + -6.31z <= 552.58
7.27x + -6.17y + 4.78z <= 663.81
-0.24x + -4.71y + -3.38z <= 483.47
1.54x + 4.13y + 1.19z <= 320.0
5.97x + -0.19y + -1.28z <= 772.62
-0.06x + -4.26y + 7.34z <= 291.26
1.82x + 8.47y + -4.16z <= 983.07
1.7x + 5.02y + -2.3z <= 718.32
2.93x + -5.94y + 7.35z <= 741.83
6.49x + -7.86y + 1.25z <= 911.55
-0.92x + -8.62y + -4.36z <= 658.18
7.9x + 6.41y + 3.89z <= 275.33
0.69x + -1.71y + 8.45z <= 616.93
-5.22x + -5.98y + -4.41z <= 243.66
-2.39x + 6.33y + 6.05z <= 552.59
1.72x + -4.04y + 5.27z <= 603.57
-1.16x + 5.78y + 7.61z <= 241.65
6.2x + 6.89y + -1.86z <= 123.03
-1.01x + 7.37y + -3.9z <= 334.82
-0.82x + -7.47y + 5.59z <= 191.95
9.95x + 7.61y + -1.08z <= 769.84
4.47x + 9.23y + 3.03z <= 463.7
-0.59x + -6.02y + -5.12z <= 373.01
-0.01x + -3.14y + 2.65z <= 133.33
-3.52x + -2.34y + -4.17z <= 994.19
0.06x + -5.99y + 1.09z <= 470.35
9.79x + 5.95y + 2.0z <= 604.96
0.44x + -8.52y + 6.99z <= 567.4
9.18x + 8.82y + 8.97z <= 927.3
2.27x + -4.14y + -0.19z <= 446.24
3.86x + -8.7y + -0.82z <= 294.96
-6.34x + 4.52y + -5.57z <= 561.75
9.69x + -5.0y + 8.0z <= 192.25
6.96x + 2.36y + -4.06z <= 690.32
5.31x + -3.45y + 5.9z <= 448.45
6.53x + 2.36y + -0.61z <= 329.49
0.39x + -3.95y + -7.95z <= 491.94
2.79x + -0.28y + 5.78z <= 736.03
0.56x + 6.55y + -6.99z <= 579.96
-3.58x + 4.65y + 9.75z <= 707.35
-6.45x + 6.0y + 8.62z <= 816.81
4.13x + -2.63y + 4.93z <= 274.36
7.02x + 2.79y + 8.1z <= 582.52
-1.77x + -9.59y + -9.51z <= 875.14
2.29x + -4.41y + -7.22z <= 264.31
9.0x + -6.14y + 0.89z <= 969.49
5.1x + -6.61y + 4.71z <= 827.77
7.92x + 0.02y + 4.08z <= 532.22
5.23x + -2.95y + 2.39z <= 860.51
-3.11x + 2.62y + 2.37z <= 516.47
0.83x + -7.21y + -6.85z <= 367.24
-4.72x + 7.55y + -4.25z <= 388.1
-1.73x + -4.68y + 3.49z <= 591.75
6.35x + 6.71y + -5.97z <= 792.08
-0.01x + -4.71y + 9.53z <= 558.4
-1.35x + 6.28y + 9.92z <= 383.77
8.4x + 9.07y + 3.42z <= 599.3
-7.14x + -8.96y + -3.55z <= 757.66
-2.91x + -5.73y + -9.18z <= 926.33
3.37x + 8.73y + -1.95z <= 901.35
-8.37x + 5.63y + -9.63z <= 166.61
0.23x + 4.24y + 8.64z <= 891.87
6.64x + -3.26y + 7.61z <= 681.49
-8.07x + 8.78y + 3.97z <= 267.09
-0.69x + 0.41y + -0.42z <= 240.73
-3.94x + -5.85y + -6.33z <= 566.83
-5.8x + -5.74y + -7.26z <= 325.34
-7.49x + -4.26y + 0.35z <= 291.25
-0.06x + 9.29y + -8.78z <= 430.29
6.67x + 7.54y + 7.97z <= 534.22
-5.24x + -6.47y + 4.77z <= 483.64
2.72x + -9.11y + 4.51z <= 738.73
-8.59x + 2.13y + -3.27z <= 792.68
-5.9x + -1.97y + -3.22z <= 769.25
-3.98x + 3.14y + -7.12z <= 357.99
-1.97x + -2.05y + -7.1z <= 831.37
-1.7x + 9.89y + -6.36z <= 322.46
-5.37x + -7.95y + 7.06z <= 523.84
-6.0x + 5.73y + -5.96z <= 355.23
-0.35x + 1.87y + -9.09z <= 134.16
8.27x + 1.16y + 3.9z <= 307.02
-8.79x + 9.01y + -4.29z <= 420.87
0.72x + 5.97y + -5.72z <= 617.97
0.79x + 4.08y + -3.57z <= 662.15
2.85x + -1.27y + -3.31z <= 835.4
1.54x + -3.56y + -7.63z <= 673.31
-4.51x + -6.0y + 9.8z <= 681.63
-8.98x + -8.25y + 1.33z <= 237.89
6.58x + 4.17y + 7.37z <= 139.91
6.98x + 4.5y + -4.47z <= 224.27
-0.6x + 3.2y + 8.25z <= 953.04
-1.17x + -2.55y + -3.55z <= 845.92
2.09x + 3.79y + 0.49z <= 577.47
5.87x + -2.64y + -3.35z <= 554.38
-7.64x + 3.18y + 7.99z <= 522.27
-5.95x + -6.97y + 2.03z <= 332.07
-4.13x + 1.57y + -8.32z <= 462.36
-5.87x + 1.26y + -0.69z <= 820.86
2.83x + 0.31y + 6.84z <= 171.71
-7.28x + -3.54y + 3.68z <= 806.78
-9.3x + 0.02y + 9.6z <= 542.52
3.87x + -2.08y + -4.44z <= 720.78
3.5x + -2.62y + -0.5z <= 925.5
0.44x + -4.69y + 4.67z <= 431.65
5.31x + -0.29y + 3.86z <= 745.13
3.5x + -8.49y + 3.51z <= 986.39
-7.68x + 2.7y + 6.72z <= 486.02
-6.33x + -5.2y + -2.35z <= 632.82
-4.93x + -9.91y + -1.67z <= 419.49
1.05x + 5.92y + 4.4z <= 585.91
9.99x + 6.95y + 2.64z <= 838.01
-0.21x + -1.54y + 8.5z <= 257.51
0.49x + 8.73y + 4.94z <= 435.8
-3.98x + 1.66y + -6.64z <= 169.33
-0.09x + -0.91y + 3.62z <= 591.05
4.95x + 1.64y + -4.24z <= 369.48
-9.27x + -8.98y + 1.23z <= 230.53
0.8x + 6.56y + 3.22z <= 839.62
-5.67x + -6.01y + 1.33z <= 664.39
6.21x + -1.27y + 8.88z <= 654.57
-7.55x + -5.74y + -7.75z <= 746.57
2.63x + -9.66y + -8.17z <= 721.07
4.46x + -5.84y + -1.97z <= 931.31
0.45x + -7.72y + 5.74z <= 989.44
1.05x + 4.61y + -6.08z <= 543.61
0.27x + -7.75y + -3.65z <= 415.68
5.4x + 0.89y + -6.29z <= 979.94
7.06x + -0.27y + -5.92z <= 129.01
-0.35x + -1.06y + 8.75z <= 127.54
9.51x + -7.93y + -2.31z <= 916.62
0.15x + 4.8y + -6.75z <= 662.43
-8.63x + 4.42y + -3.65z <= 502.68
-4.84x + -6.46y + -10.0z <= 546.34
0.31x + -1.63y + 7.51z <= 387.4
-4.01x + -1.16y + -0.06z <= 343.16
5.87x + -3.33y + 4.01z <= 920.61
-9.72x + -0.18y + -1.16z <= 836.04
7.98x + 8.74y + 0.58z <= 847.52
4.35x + 3.36y + 9.09z <= 470.38
-1.98x + 0.78y + -8.81z <= 197.92
4.83x + 6.28y + 6.92z <= 846.09
2.94x + -4.78y + -5.71z <= 925.01
-7.08x + 1.02y + -7.1z <= 434.15
2.41x + -0.14y + 1.8z <= 854.98
7.5x + 1.28y + 7.22z <= 749.09
-9.63x + 3.9y + -6.13z <= 809.32
-9.78x + 4.85y + 3.92z <= 408.45
-0.11x + 6.41y + 3.52z <= 275.48
4.86x + 8.94y + 4.5z <= 532.21
-0.19x + -0.45y + 7.91z <= 141.49
5.85x + 4.86y + -1.77z <= 203.39
-0.28x + 1.01y + -3.87z <= 328.64
3.6x + 7.16y + 5.78z <= 372.58
5.83x + -5.91y + 8.45z <= 243.42
9.12x + -4.7y + 3.13z <= 508.12
-9.95x + -8.48y + 2.11z <= 713.66
-0.09x + 7.14y + 5.8z <= 568.42
0.14x + -0.05y + 9.87z <= 836.54
8.1x + 0.69y + -1.28z <= 926.89
-2.99x + 6.12y + 5.62z <= 707.04
5.22x + 1.8y + -9.94z <= 501.19
9.31x + 2.58y + -6.49z <= 301.15
0.49x + 0.41y + 5.76z <= 317.26
-2.74x + -3.05y + -7.58z <= 943.04
-6.25x + 6.14y + 4.41z <= 638.38
9.92x + 3.86y + 6.48z <= 734.7
-9.54x + 5.27y + -9.81z <= 875.92
-5.27x + -6.72y + -8.08z <= 531.26
-1.04x + -5.7y + 0.41z <= 809.34
8.61x + 8.92y + -4.55z <= 642.36
-1.16x + 1.03y + 6.35z <= 475.59
4.55x + -4.85y + 4.86z <= 719.33
0.35x + -2.76y + 5.76z <= 667.0
4.6x + 5.48y + 2.7z <= 660.46
-0.15x + -8.18y + 8.08z <= 743.39
9.27x + 9.9y + 5.15z <= 803.49
6.19x + 8.86y + -5.71z <= 139.16
-6.77x + 8.25y + -2.13z <= 366.0
-0.06x + -0.59y + -6.44z <= 676.98
3.57x + 4.18y + 4.82z <= 196.27
-8.66x + 8.71y + -0.66z <= 675.51
9.8x + 7.33y + 2.49z <= 335.07
4.45x + 2.24y + -4.64z <= 436.05
7.24x + -5.78y + 8.37z <= 989.18
-2.4x + -7.06y + -2.14z <= 592.17
6.27x + 8.07y + -9.75z <= 292.07
-0.27x + 2.29y + -9.29z <= 970.38
2.05x + 0.46y + 2.74z <= 865.26
1.01x + -3.4y + -6.48z <= 260.72
-9.45x + 6.23y + 0.33z <= 446.14
9.32x + 1.96y + 1.56z <= 769.46
1.52x + 6.55y + -4.68z <= 622.99
6.35x + -0.19y + -8.9z <= 609.93
7.03x + 2.96y + -1.8z <= 688.14
-8.62x + -6.81y + -6.74z <= 875.5
8.96x + -6.37y + -2.26z <= 664.17
-2.81x + -3.43y + 4.87z <= 176.64
8.62x + -9.59y + 7.39z <= 544.77
7.89x + 0.99y + -2.61z <= 645.6
-0.79x + 4.55y + 4.33z <= 907.2
8.78x + 8.1y + -8.03z <= 663.8
-0.83x + 3.36y + -3.42z <= 139.33
-8.52x + 9.64y + -0.87z <= 288.25
-5.38x + 3.74y + -7.05z <= 371.61
-6.62x + -1.65y + 6.53z <= 602.02
-9.69x + 3.24y + -7.78z <= 658.63
-9.05x + 7.96y + -4.02z <= 478.47
-3.3x + 7.9y + -9.95z <= 857.38
2.08x + -4.21y + 6.05z <= 261.67
7.64x + 9.32y + 0.15z <= 844.77
6.36x + -8.18y + -8.95z <= 536.93
8.96x + -1.49y + -2.71z <= 349.63
9.78x + -9.32y + -6.62z <= 384.85
-0.18x + 3.8y + 4.63z <= 335.66
6.72x + -5.25y + -5.61z <= 402.99
-5.56x + -4.45y + -0.66z <= 195.64
4.63x + -3.78y + -2.81z <= 614.87
2.4x + -8.05y + 2.95z <= 568.7
-1.2x + 0.65y + -2.79z <= 746.21
0.13x + 9.88y + 5.48z <= 303.86
5.44x + -5.33y + 4.41z <= 701.12
0.04x + -6.68y + 5.06z <= 412.38
8.28x + -7.15y + 6.83z <= 797.04
-0.94x + -5.9y + 3.69z <= 258.48
2.7x + -4.1y + 1.37z <= 314.58
-1.22x + 2.57y + 6.73z <= 114.76
1.72x + 9.19y + -3.59z <= 249.33
-3.61x + -9.39y + -3.85z <= 383.81
3.09x + 0.27y + -5.91z <= 359.29
-8.09x + 0.29y + 5.73z <= 432.75
-0.51x + -5.33y + 7.27z <= 209.16
8.38x + -3.28y + 7.57z <= 144.97
8.52x + -0.69y + 7.78z <= 411.49
8.71x + -3.68y + -8.57z <= 815.91
-7.03x + -1.87y + 1.11z <= 873.64
2.05x + -8.15y + -5.84z <= 668.65
2.36x + -4.1y + 1.55z <= 748.41
-1.21x + -3.79y + 4.02z <= 870.05
-9.75x + 5.82y + -2.43z <= 469.01
-6.84x + -8.92y + -6.3z <= 199.34
-2.2x + 1.24y + -6.89z <= 924.31
6.34x + -4.86y + 1.88z <= 418.99
-1.89x + -9.19y + -7.18z <= 568.61
3.13x + -9.48y + 3.7z <= 807.04
5.09x + 5.34y + -6.4z <= 814.03
1.0x + -4.82y + 2.33z <= 478.54
4.61x + -6.88y + -7.74z <= 835.59
6.78x + -1.91y + 6.52z <= 916.48
-0.62x + 7.47y + -7.59z <= 537.04
-8.53x + -4.62y + 3.89z <= 133.18
3.27x + 6.34y + -7.71z <= 729.94
3.15x + -0.88y + -1.32z <= 202.72
8.18x + 8.8y + 7.16z <= 273.27
-4.56x + 0.71y + -6.19z <= 882.12
-4.68x + -8.91y + 0.92z <= 944.18
-7.7x + -0.24y + -0.49z <= 275.43
-1.52x + -5.37y + -3.77z <= 280.48
8.6x + 4.61y + 9.5z <= 491.85
0.39x + 5.93y + -8.14z <= 118.79
-9.97x + -2.45y + 7.99z <= 877.01
7.52x + -6.91y + 2.26z <= 124.46
-2.01x + 5.04y + -8.43z <= 119.88
3.71x + -2.85y + -4.47z <= 640.75
-9.26x + -0.54y + -9.75z <= 890.34
5.63x + -2.84y + -0.8z <= 499.15
-7.91x + -0.71y + 4.09z <= 183.17
6.62x + 1.88y + 0.12z <= 366.84
-6.67x + -8.53y + -6.92z <= 891.93
-9.09x + -4.91y + -4.73z <= 814.62
2.32x + 5.54y + 3.55z <= 137.23
8.35x + -2.09y + 3.72z <= 399.94
-3.09x + -7.48y + -3.13z <= 154.12
1.42x + 7.37y + -6.91z <= 311.35
-1.98x + 2.94y + -0.27z <= 321.13
-5.06x + 8.86y + 4.79z <= 843.09
-1.7x + -8.51y + 2.88z <= 931.53
-7.39x + -2.39y + -8.29z <= 552.56
-6.11x + -7.5y + 1.23z <= 701.87
-4.54x + 0.75y + -7.12z <= 748.74
-5.81x + 0.2y + 7.6z <= 614.68
-6.9x + -0.47y + 6.0z <= 336.65
5.75x + 3.4y + -9.0z <= 236.48
7.21x + -7.01y + -7.71z <= 757.91
-1.55x + 0.94y + 3.68z <= 987.9
-9.48x + 5.64y + -7.69z <= 613.32
-4.65x + 6.1y + -3.24z <= 872.88
5.09x + 8.17y + 4.32z <= 217.3
5.3x + 9.59y + 2.81z <= 390.0
5.97x + 0.3y + -4.9z <= 379.93
-7.04x + 9.92y + 1.49z <= 722.28
-4.21x + 9.26y + -7.14z <= 746.93
4.68x + 1.99y + 1.81z <= 843.08
-5.28x + -8.42y + 8.92z <= 402.63
-8.74x + 2.1y + 7.26z <= 903.36
-9.25x + 9.84y + 1.88z <= 687.34
9.76x + -6.63y + 5.6z <= 158.19
6.29x + 2.53y + -9.02z <= 765.05
5.75x + 8.46y + 9.43z <= 948.13
-0.08x + -6.73y + 5.03z <= 246.15
-8.66x + 0.93y + 5.63z <= 302.31
9.84x + 7.9y + -0.02z <= 895.24
5.76x + 6.72y + 6.47z <= 732.73
2.54x + 8.74y + 9.27z <= 146.07
-7.61x + 5.53y + -8.57z <= 212.68
-4.19x + -5.3y + -0.95z <= 481.31
-4.75x + 3.47y + -6.59z <= 862.84
-6.84x + -0.67y + 2.93z <= 449.78
9.02x + -3.54y + 7.9z <= 760.78
-9.71x + 3.37y + -1.51z <= 297.27
-5.58x + 7.07y + -9.76z <= 850.04
