max 7.72x + -4.04y + 3.37z
8.17x + 4.81y + 7.82z <= 882.13
1.22x + -0.91y + 8.21z <= 684.44
-9.45x + 8.26y + 6.86z <= 517.12
7.37x + 0.48y + 6.77z <= 813.76
3.46x + -5.82y + -9.67z <= 133.53
3.84x + 9.15y + 6.23z <= 286.58
8.21x + -0.21y + -5.49z <= 591.21
-1.36x + -8.3y + -9.42z <= 126.46
-4.63x + 6.41y + -3.63z <= 911.92
-1.39x + -4.6y + -8.77z <= 736.12
-5.54x + -5.58y + 6.82z <= 337.72
-2.78x + 9.18y + -5.53z <= 931.38
4.43x + 3.37y + -4.57z <= 339.37
-4.8x + 3.93y + -2.87z <= 857.1
-1.55x + 2.21y + -7.39z <= 216.04
-7.49x + -0.98y + -0.51z <= 320.61
-8.51x + -8.13y + -9.83z <= 897.63
-4.32x + -5.59y + -2.49z <= 410.76
-5.15x + 1.2y + 7.88z <= 813.75
-9.77x + 4.03y + 5.68z <= 306.12
2.63x + -8.87y + 3.68z <= 200.79
-1.84x + -4.36y + 2.34z <= 956.52
7.58x + 4.2y + -2.76z <= 483.71
-3.42x + 7.64y + 7.61z <= 371.91
9.91x + -0.03y + -2.0z <= 962.28
2.85x + 6.19y + -5.12z <= 268.04
-5.04x + 5.07y + 1.72z <= 325.58
-9.89x + 5.75y + 9.5z <= 960.0
-8.41x + 9.7y + -1.21z <= 520.0
6.96x + -8.64y + 8.0z <= 143.53
1.07x + 5.97y + 9.67z <= 432.88
6.24x + -1.4y + -6.44z <= 942.01
0.55x + -5.98y + 1.88z <= 440.0
-0.62x + -0.15y + 7.68z <= 792.52
6.83x + 9.01y + 6.66z <= 649.63
3.06x + 8.62y + 5.8z <= 288.81
-3.97x + 4.06y + 7.83z <= 654.86
1.72x + 9.55y + -5.02z <= 145.48
-6.58x + 5.15y + -7.44z <= 354.85
-7.96x + -9.65y + 5.11z <= 551.41
-2.06x + -5.28y + 9.69z <= 766.25
-5.18x + -0.84y + -8.92z <= 441.46
0.51x + 9.94y + 4.9z <= 124.42
-4.99x + -7.51y + 1.76z <= 274.38
-3.18x + -1.84y + 9.69z <= 296.98
-1.08x + -5.92y + -5.16z <= 420.26
-2.74x + 7.45y + -2.66z <= 479.9
9.51x + -7.25y + 4.96z <= 941.27
3.97x + 5.11y + 5.83z <= 633.35
-4.33x + -5.0y + -0.98z <= 126.85
3.05x + -1.32y + -5.64z <= 995.8
-4.39x + -8.66y + 6.52z <= 968.78
5.22x + -8.47y + -9.59z <= 798.46
-9.31x + -3.47y + 8.42z <= 885.3
6.3x + 1.95y + 0.38z <= 493.28
-1.99x + 6.77y + -5.77z <= 377.43
5.51x + 5.79y + -3.16z <= 641.66
1.86x + -4.13y + -3.36z <= 332.26
-8.58x + -7.88y + -5.06z <= 974.9
2.89x + 4.82y + -1.3z <= 713.39
-0.54x + -0.3y + -6.39z <= 666.52
8.08x + 5.22y + 7.05z <= 314.04
-4.88x + -9.17y + 5.02z <= 286.6
8.73x + 5.87y + 4.0z <= 859.31
2.76x + 8.13y + -4.99z <= 780.58
-1.57x + -8.17y + 1.49z <= 639.39
2.9x + 0.33y + 2.05z <= 484.59
-2.01x + 1.17y + 4.05z <= 823.36
-4.2x + 1.8y + 0.36z <= 232.55
7.91x + -7.01y + -8.42z <= 575.41
-8.26x + -0.97y + -5.97z <= 905.32
-9.33x + 2.44y + -2.53z <= 828.71
-4.68x + -3.18y + -6.55z <= 252.52
-3.19x + 0.8y + 4.6z <= 110.45
-5.12x + -6.0y + 0.35z <= 334.79
-6.72x + -4.84y + 9.58z <= 483.49
8.83x + 7.0y + -7.96z <= 663.76
-7.93x + 0.28y + -5.71z <= 760.42
9.89x + 1.97y + 7.08z <= 253.13
-9.87x + 3.29y + -9.72z <= 814.19
-8.18x + 0.15y + 8.37z <= 659.27
6.01x + -3.56y + -5.96z <= 625.86
-1.68x + -3.02y + -9.31z <= 495.06
-7.39x + -7.57y + 3.34z <= 341.49
6.42x + 3.88y + 4.32z <= 739.25
2.38x + 9.38y + -5.54z <= 536.87
-3.93x + -6.45y + -3.23z <= 994.48
7.35x + 8.59y + 8.73z <= 370.81
6.12x + -7.42y + -7.02z <= 549.36
-9.27x + 9.29y + -4.69z <= 810.9
8.95x + 6.3y + 4.26z <= 944.66
1.55x + 2.03y + -1.51z <= 723.09
-0.68x + -9.77y + 3.04z <= 436.21
-1.35x + 2.21y + -5.62z <= 650.33
5.26x + -5.26y + 9.29z <= 227.24
-2.27x + -1.67y + -6.7z <= 778.76
0.38x + 4.18y + 1.47z <= 397.1
-9.08x + -1.41y + -7.72z <= 757.3
5.41x + 6.0y + 4.07z <= 189.21
-0.98x + 9.13y + 0.99z <= 173.66
-5.32x + 8.29y + 5.85z <= 396.24
6.54x + 3.52y + -9.83z <= 748.87
5.19x + -9.69y + -0.78z <= 761.98
-2.7x + -3.04y + 9.02z <= 117.41
-2.06x + 1.56y + 2.19z <= 914.89
-9.25x + -3.89y + -8.14z <= 715.13
-6.98x + -9.02y + 7.5z <= 706.82
9.05x + -4.85y + -8.27z <= 527.23
-2.25x + -9.81y + 5.42z <= 990.5
1.73x + 1.39y + -7.36z <= 767.35
0.91x + -0.22y + -8.83z <= 777.61
-2.83x + -3.86y + -3.77z <= 914.48
2.47x + 4.76y + 1.03z <= 702.37
-2.58x + 1.89y + -1.53z <= 685.08
-5.75x + 1.83y + -3.33z <= 272.94
7.94x + 9.8y + -4.4z <= 723.38
-6.05x + 3.59y + -0.28z <= 208.78
1.49x + -0.84y + 5.09z <= 204.32
6.26x + -4.15y + -4.12z <= 505.41
-8.96x + -3.52y + 1.56z <= 676.38
-6.73x + -1.56y + -5.27z <= 538.12
0.7x + -8.35y + 1.06z <= 299.37
1.59x + -4.1y + -8.94z <= 805.0
3.17x + -6.91y + -9.02z <= 916.52
5.91x + 9.85y + 4.7z <= 758.7
-4.33x + -8.56y + 5.49z <= 493.86
0.72x + -5.99y + 1.15z <= 554.8
8.49x + -3.58y + -8.05z <= 540.07
8.2x + 5.82y + 1.47z <= 128.84
-9.22x + 0.3y + -5.24z <= 204.87
9.92x + 0.25y + -4.6z <= 179.09
-8.98x + -4.48y + 1.32z <= 344.64
2.43x + -9.02y + -6.62z <= 762.96
0.59x + 5.68y + -7.39z <= 628.09
-1.37x + -5.29y + -8.55z <= 969.0
-2.7x + 0.66y + 7.77z <= 238.45
-8.39x + 1.56y + 4.54z <= 541.74
-9.8x + -5.89y + -8.3z <= 225.15
8.63x + -5.32y + -1.57z <= 647.01
8.92x + -6.07y + 0.88z <= 693.87
1.45x + -8.72y + 9.03z <= 809.35
-8.62x + -4.01y + -7.95z <= 799.62
-1.27x + -5.66y + -8.52z <= 169.05
7.15x + 5.41y + 5.65z <= 974.05
5.73x + 4.85y + 1.5z <= 269.16
-8.16x + 7.47y + -4.71z <= 891.93
5.42x + -9.08y + -1.61z <= 377.03
-2.48x + 3.01y + 2.5z <= 440.73
5.67x + -5.33y + -7.17z <= 694.66
6.02x + -9.76y + 1.6z <= 526.72
0.1x + -2.72y + 8.08z <= 468.23
2.5x + 9.62y + -9.73z <= 777.93
-8.21x + 7.89y + 3.75z <= 868.33
7.4x + -8.73y + 8.22z <= 854.81
-8.23x + 2.73y + -4.94z <= 917.76
6.14x + 7.12y + -4.08z <= 614.42
-2.96x + -8.71y + 7.32z <= 405.4
-4.52x + -0.91y + -0.74z <= 283.68
3.28x + -0.63y + 3.37z <= 583.4
-1.78x + 3.25y + -2.16z <= 318.87
4.98x + 8.93y + 6.96z <= 329.29
1.19x + -2.04y + -0.65z <= 311.06
9.02x + -0.18y + 8.42z <= 720.74
4.58x + -4.89y + 0.8z <= 539.16
-0.68x + 8.83y + -7.43z <= 881.62
-6.6x + -4.77y + -9.13z <= 652.08
1.66x + 6.3y + -6.14z <= 429.85
-3.15x + 4.44y + 7.32z <= 492.86
-8.54x + -6.09y + 5.73z <= 766.86
-2.43x + -4.12y + 0.15z <= 806.02
-8.69x + 4.56y + -6.53z <= 946.04
-3.14x + -9.78y + 3.19z <= 753.91
-2.58x + 7.52y + -2.64z <= 722.43
-0.11x + 6.44y + 9.65z <= 495.88
8.89x + 2.5y + 5.16z <= 690.89
5.84x + -8.99y + -6.65z <= 860.62
-2.01x + 4.03y + -2.1z <= 239.98
9.42x + 3.03y + -6.49z <= 731.2
1.9x + 0.4y + -2.64z <= 215.46
1.08x + 5.06y + -3.62z <= 247.17
-6.13x + -7.3y + -0.89z <= 574.01
-2.93x + 0.86y + -4.88z <= 604.04
1.32x + 3.18y + 3.19z <= 185.24
6.25x + 0.06y + 7.64z <= 789.44
-2.57x + 7.05y + 5.47z <= 194.11
-8.27x + -8.87y + 3.42z <= 406.29
-6.48x + -6.08y + -7.36z <= 486.41
6.61x + -6.81y + -5.65z <= 736.25
9.6x + -4.2y + -7.38z <= 554.88
-1.31x + 4.57y + -8.82z <= 239.63
-4.25x + 5.89y + 8.5z <= 676.98
-7.44x + -5.61y + -8.26z <= 856.54
-1.94x + 1.02y + 6.56z <= 359.36
4.8x + -1.72y + -1.89z <= 670.56
-4.85x + 4.43y + -6.12z <= 301.24
-5.45x + 4.49y + -2.51z <= 836.45
4.82x + 6.19y + -1.93z <= 649.5
5.43x + 1.56y + 3.12z <= 773.86
9.16x + -0.4y + -5.99z <= 406.51
-1.91x + -9.97y + 1.31z <= 437.02
-0.39x + 7.98y + -5.08z <= 841.42
-0.73x + -9.71y + -3.2z <= 148.4
4.41x + -6.01y + 9.76z <= 198.14
0.36x + 7.59y + -4.42z <= 273.96
3.44x + 0.29y + -7.76z <= 775.4
-2.84x + -3.18y + 0.62z <= 386.65
-5.67x + -8.13y + 6.25z <= 995.81
9.82x + -9.45y + 5.1z <= 653.06
4.3x + 0.8y + 0.07z <= 638.47
2.73x + 7.06y + 2.12z <= 407.77
1.14x + 8.2y + 8.35z <= 391.17
-7.16x + -9.51y + 4.63z <= 651.39
-2.86x + -1.69y + -1.6z <= 215.94
1.44x + -1.39y + 4.48z <= 292.68
-5.3x + 3.23y + -0.57z <= 451.6
-4.0x + 8.37y + -1.4z <= 118.99
8.96x + 5.55y + -8.26z <= 911.16
-4.38x + -3.71y + 9.83z <= 750.5
4.81x + -3.97y + -9.72z <= 955.78
7.28x + -0.7y + 4.3z <= 438.14
1.96x + 3.3y + -8.74z <= 220.19
-2.02x + 1.25y + 6.62z <= 613.61
8.62x + -0.74y + -6.74z <= 342.44
6.13x + 7.66y + 0.93z <= 611.74
-4.18x + 2.46y + -1.23z <= 542.6
5.61x + 8.98y + -3.5z <= 904.77
1.32x + 1.92y + 1.51z <= 970.08
-5.79x + -4.7y + -4.59z <= 486.01
0.59x + 2.23y + -6.34z <= 321.81
-0.01x + -8.48y + 5.2z <= 579.42
-8.81x + -8.29y + -6.31z <= 648.85
-9.84x + -8.33y + 5.61z <= 564.58
8.29x + 9.18y + -9.22z <= 930.03
-6.75x + -6.96y + -4.31z <= 562.58
-9.07x + 7.21y + 1.6z <= 442.35
2.67x + 4.92y + 8.05z <= 195.12
2.18x + -5.52y + -0.15z <= 594.89
-5.71x + -8.3y + 3.65z <= 198.74
7.4x + -6.72y + -9.56z <= 496.62
3.32x + 7.1y + 2.66z <= 258.96
1.6x + -5.87y + -5.61z <= 971.69
-3.63x + -8.86y + 1.88z <= 850.86
9.46x + -5.93y + -1.84z <= 245.17
-5.58x + 0.44y + -7.0z <= 522.7
2.71x + -3.48y + 8.62z <= 618.42
2.69x + 6.32y + -2.57z <= 348.62
-7.24x + 4.53y + 2.28z <= 550.55
5.39x + -5.94y + -2.94z <= 686.51
1.58x + 9.33y + -4.21z <= 300.96
-1.92x + -6.14y + -4.47z <= 618.2
1.14x + -0.73y + -4.03z <= 332.77
3.72x + 7.89y + 3.03z <= 124.96
7.96x + 0.13y + -3.41z <= 726.71
-2.85x + -8.05y + -9.17z <= 298.38
-4.0x + 6.69y + -9.19z <= 857.31
-4.58x + 1.87y + 9.84z <= 515.39
8.45x + -0.07y + 3.49z <= 649.2
7.73x + 9.21y + -8.94z <= 406.96
-8.81x + 1.29y + 1.77z <= 108.4
8.68x + -4.77y + 5.22z <= 219.16
-6.95x + -3.27y + 7.61z <= 792.34
2.07x + 3.62y + -8.38z <= 214.64
6.71x + -3.3y + 5.78z <= 276.23
3.87x + -3.17y + 8.59z <= 181.11
-4.28x + 6.16y + -2.13z <= 251.35
2.04x + 2.63y + -2.84z <= 304.29
3.69x + -4.49y + -6.07z <= 269.46
5.77x + -4.04y + 2.46z <= 486.4
-1.1x + -5.65y + -2.06z <= 434.72
-1.77x + -3.99y + -5.47z <= 723.8
5.26x + -7.09y + 0.91z <= 174.29
8.56x + 0.47y + -7.44z <= 296.41
-0.98x + 0.76y + -0.14z <= 721.03
-8.28x + -4.41y + 2.8z <= 681.72
6.8x + -6.11y + -4.08z <= 385.14
-6.8x + 2.74y + -8.82z <= 931.39
-4.25x + -5.57y + 2.55z <= 787.69
5.7x + 7.46y + 5.61z <= 328.77
7.42x + -7.22y + -7.54z <= 709.1
-0.94x + -1.23y + 5.05z <= 916.72
-1.57x + -8.18y + -5.41z <= 939.21
-5.22x + 3.16y + 9.15z <= 311.29
1.46x + -3.6y + 5.01z <= 909.66
9.04x + 9.41y + -8.71z <= 373.92
-8.59x + 1.46y + -3.32z <= 249.59
-6.83x + -2.66y + 3.88z <= 406.35
-5.5x + 9.87y + 1.31z <= 982.68
6.99x + 8.67y + 1.14z <= 208.4
-3.96x + -3.6y + -4.75z <= 530.49
-0.55x + 2.93y + 7.97z <= 775.21
-3.98x + -2.18y + 8.26z <= 799.48
-6.67x + 8.18y + -0.36z <= 283.22
1.9x + -1.85y + 5.3z <= 707.67
-7.14x + -9.28y + -7.85z <= 518.04
-5.64x + -5.13y + -3.0z <= 699.81
-6.57x + 0.55y + -7.69z <= 217.48
-0.27x + 3.42y + 0.04z <= 833.06
5.78x + 8.52y + 7.07z <= 637.24
0.05x + -1.73y + 6.87z <= 876.69
9.08x + 9.56y + -8.28z <= 588.49
0.72x + -6.41y + 8.69z <= 619.71
-4.51x + 6.33y + 2.37z <= 222.27
0.12x + -4.08y + 4.83z <= 115.12
5.06x + 4.94y + -7.84z <= 957.53
7.89x + 5.31y + -3.15z <= 344.04
6.68x + -2.94y + -4.57z <= 347.94
-8.74x + -9.56y + -6.95z <= 143.74
-3.02x + -6.1y + 4.06z <= 280.22
-0.55x + -2.73y + 4.64z <= 122.48
-5.08x + 4.99y + -7.68z <= 998.01
9.71x + -5.01y + -7.19z <= 217.6
7.7x + 5.05y + 0.71z <= 706.97
0.18x + 9.92y + 9.87z <= 376.38
8.19x + 2.81y + 1.19z <= 226.96
-4.65x + 7.0y + 1.68z <= 175.19
0.26x + -4.71y + -2.91z <= 727.84
-9.56x + 5.76y + -5.49z <= 978.79
3.94x + -1.09y + 2.43z <= 403.07
1.94x + -5.04y + -2.76z <= 217.89
-6.34x + -7.46y + 2.9z <= 553.63
-3.61x + -6.18y + 3.38z <= 376.73
-6.49x + 1.53y + 7.75z <= 213.36
-8.47x + 4.9y + 4.96z <= 191.66
-0.14x + -2.06y + 6.55z <= 424.22
9.26x + 6.52y + 1.21z <= 556.3
-4.24x + 1.83y + -8.21z <= 598.36
5.04x + 1.64y + -0.78z <= 355.91
-7.92x + -4.86y + 5.25z <= 898.88
0.06x + 2.79y + -4.2z <= 409.64
5.43x + 9.78y + -6.38z <= 879.55
-7.64x + 4.29y + 9.47z <= 489.42
4.29x + -8.11y + 0.71z <= 214.39
2.12x + -9.9y + 9.95z <= 992.18
-3.93x + 1.9y + -4.76z <= 478.8
-1.97x + 6.34y + 8.15z <= 432.18
-5.24x + 6.35y + -5.9z <= 109.67
9.71x + -9.6y + -6.22z <= 268.74
-7.42x + -2.76y + 0.38z <= 620.02
-8.03x + 8.51y + -2.81z <= 340.28
4.69x + -9.05y + -9.53z <= 153.7
-2.56x + -2.62y + -2.41z <= 220.76
4.09x + -7.5y + 0.12z <= 271.83
6.0x + 9.23y + 7.26z <= 847.5
-4.93x + -2.06y + -4.73z <= 779.81
-4.46x + -5.76y + 1.69z <= 319.32
5.89x + -4.69y + -2.26z <= 438.83
-5.22x + 3.54y + -0.78z <= 444.6
-4.63x + -3.19y + -7.7z <= 711.17
-3.92x + 1.11y + 9.59z <= 911.85
-6.2x + 0.89y + -8.09z <= 483.27
-7.3x + 6.06y + -9.21z <= 591.8
0.68x + 1.99y + -6.47z <= 282.71
4.1x + 8.19y + 3.11z <= 444.85
6.63x + 2.65y + -9.71z <= 203.56
5.52x + -5.14y + 3.23z <= 985.68
2.36x + 5.2y + -5.77z <= 192.4
3.4x + 1.63y + -5.98z <= 850.88
-2.8x + 8.03y + 4.35z <= 461.83
-9.51x + -2.47y + 9.22z <= 755.58
4.38x + 3.14y + -5.75z <= 418.67
7.98x + -1.08y + -2.6z <= 548.75
-6.07x + 2.8y + 6.84z <= 131.34
-3.35x + -1.87y + -2.66z <= 263.29
-8.23x + 9.79y + -9.22z <= 735.16
5.67x + 5.8y + 7.8z <= 543.66
6.1x + 7.31y + -4.59z <= 424.98
-1.26x + 6.05y + -9.21z <= 413.25
-8.93x + 1.96y + 6.57z <= 377.03
-2.37x + 6.65y + -6.17z <= 189.94
-9.97x + 6.66y + 3.01z <= 633.43
-7.58x + 7.19y + -6.14z <= 592.06
0.9x + -5.26y + -2.82z <= 817.0
-0.53x + 4.17y + 1.34z <= 340.67
6.33x + 3.66y + -4.86z <= 214.29
-0.16x + -6.47y + 7.8z <= 731.81
5.07x + -3.41y + 0.7z <= 759.78
-4.94x + 6.4y + 4.25z <= 301.09
-3.12x + 9.53y + -5.15z <= 108.05
-0.12x + -3.2y + 0.95z <= 103.14
7.13x + 7.36y + 5.87z <= 780.73
-8.02x + 2.22y + -9.35z <= 719.15
4.84x + 6.25y + 4.85z <= 380.33
0.2x + -8.68y + -1.86z <= 484.81
1.49x + 5.69y + 6.03z <= 735.42
-6.41x + 6.99y + -6.22z <= 425.18
-6.61x + -8.94y + -5.76z <= 622.36
0.07x + -9.97y + -0.71z <= 782.17
9.91x + -0.74y + 7.6z <= 481.61
-0.93x + 2.07y + 8.83z <= 479.23
-4.39x + 1.31y + -0.7z <= 171.9
-1.04x + 5.25y + -5.63z <= 546.47
6.26x + -2.34y + -9.24z <= 443.26
-5.98x + 1.47y + 4.28z <= 625.28
8.65x + 8.58y + 2.09z <= 369.99
8.69x + 4.01y + 8.67z <= 745.49
-4.31x + -1.78y + 6.78z <= 369.0
9.89x + -9.27y + 3.07z <= 450.06
4.17x + -6.54y + 8.73z <= 122.76
8.87x + 1.62y + -8.93z <= 479.65
8.8x + -5.77y + -6.96z <= 839.67
8.2x + -7.88y + 4.81z <= 843.31
4.46x + 1.73y + 4.79z <= 430.28
-7.88x + 0.98y + -3.66z <= 942.24
-3.81x + -9.65y + 3.58z <= 320.22
4.25x + -9.97y + 6.72z <= 494.15
9.71x + 2.47y + -2.32z <= 983.34
3.73x + -4.68y + -5.34z <= 631.44
5.08x + -3.58y + -8.14z <= 257.3
0.47x + 4.41y + -7.23z <= 347.83
-8.72x + 0.85y + 8.67z <= 500.31
3.62x + 9.62y + -4.25z <= 605.52
-7.74x + -4.91y + 8.58z <= 859.88
3.24x + -1.61y + -7.41z <= 825.02
5.47x + -7.44y + 0.73z <= 614.84
9.51x + 3.81y + -6.7z <= 146.87
9.11x + 4.16y + 3.78z <= 457.22
-5.58x + -9.06y + -0.78z <= 873.52
6.7x + 5.28y + 9.28z <= 890.07
-3.59x + 5.25y + -8.85z <= 481.81
1.61x + -1.04y + 6.49z <= 346.6
4.94x + 6.88y + -9.71z <= 549.58
2.31x + -5.8y + -2.82z <= 424.67
-5.95x + -0.59y + -4.63z <= 833.25
-1.43x + 1.17y + 9.98z <= 566.18
3.25x + 7.67y + 7.84z <= 557.41
6.85x + 4.54y + 7.07z <= 793.75
7.11x + -9.46y + 6.35z <= 174.97
-2.51x + -3.4y + 2.49z <= 673.62
9.96x + -9.8y + -6.64z <= 484.71
-3.32x + -7.62y + 8.14z <= 253.86
1.55x + 0.75y + 4.17z <= 685.04
0.08x + -8.39y + -5.16z <= 889.82
9.29x + -7.0y + 5.86z <= 292.65
-8.22x + -5.3y + -3.06z <= 861.32
-4.28x + -6.5y + -4.97z <= 165.86
3.36x + -3.94y + 4.7z <= 109.12
-4.47x + -3.32y + -3.06z <= 370.81
9.86x + -5.97y + -4.05z <= 368.72
7.59x + -2.68y + 5.5z <= 359.54
5.19x + -8.71y + -4.31z <= 321.64
7.08x + 6.66y + 2.06z <= 413.08
5.35x + 9.81y + 3.3z <= 312.04
-2.83x + -4.58y + 5.94z <= 192.3
5.08x + 3.29y + 4.34z <= 525.01
2.0x + -5.83y + 6.35z <= 862.64
1.16x + 3.74y + 7.21z <= 281.85
5.64x + 0.26y + -2.29z <= 253.96
-0.89x + -2.72y + -5.81z <= 208.91
-2.72x + 7.06y + -8.94z <= 665.53
6.04x + 3.03y + 7.99z <= 867.67
0.83x + 5.82y + -0.99z <= 791.11
-2.62x + -8.42y + -3.38z <= 222.36
8.06x + 6.06y + -2.42z <= 530.12
-2.53x + 4.72y + 9.44z <= 169.08
6.47x + 8.82y + 8.61z <= 819.62
-2.26x + -5.49y + -3.5z <= 136.22
-8.53x + -5.91y + -6.23z <= 195.52
8.42x + 2.37y + 0.6z <= 106.03
2.51x + -4.03y + -7.53z <= 263.34
-9.55x + 1.68y + -2.58z <= 538.23
-6.38x + 9.78y + -1.67z <= 389.58
6.09x + -9.91y + 5.1z <= 414.54
3.95x + 0.35y + 7.2z <= 815.67
5.49x + 5.59y + -7.03z <= 457.06
1.83x + -1.9y + -7.36z <= 956.47
3.8x + -5.22y + -1.77z <= 943.56
7.06x + -3.62y + 2.01z <= 297.69
-4.69x + 0.1y + -4.16z <= 487.48
-6.06x + 9.38y + 2.65z <= 276.54
-7.09x + -4.76y + -9.6z <= 445.99
-9.74x + 9.73y + -7.26z <= 608.88
-4.64x + 1.51y + -8.49z <= 424.34
0.48x + 7.17y + 8.28z <= 328.2
-0.61x + 3.85y + 6.46z <= 822.44
-7.91x + -7.39y + 3.02z <= 307.47
7.02x + -4.86y + 1.98z <= 214.39
-7.62x + 3.32y + -8.06z <= 405.56
-5.03x + 0.01y + -1.75z <= 884.66
7.2x + -1.88y + 6.62z <= 267.66
-4.46x + -1.07y + 2.89z <= 900.69
8.79x + -3.35y + 9.71z <= 784.85
-7.09x + -1.57y + -7.87z <= 412.48
-2.14x + -9.01y + 7.11z <= 611.7
5.9x + 2.01y + -8.58z <= 844.96
-1.84x + 4.38y + -3.13z <= 180.86
1.26x + -8.16y + 9.48z <= 118.71
9.57x + -0.62y + 8.77z <= 171.92
7.97x + 3.61y + 7.98z <= 525.72
-1.17x + -1.05y + 3.39z <= 182.2
8.93x + -3.26y + 6.66z <= 413.17
-7.54x + -9.79y + -4.8z <= 862.53
0.98x + 3.12y + -6.03z <= 730.39
-5.82x + 7.77y + -9.17z <= 827.07
5.89x + -5.15y + 8.9z <= 644.77
-9.0x + -5.6y + -6.14z <= 213.74
-8.31x + -3.22y + -3.64z <= 700.84
-6.28x + -3.18y + -8.85z <= 743.49
5.21x + -4.97y + 9.64z <= 181.47
4.42x + 0.56y + 9.71z <= 730.57
-5.51x + -0.88y + 8.31z <= 623.7
2.93x + 6.29y + -9.39z <= 969.39
3.91x + -2.33y + 3.33z <= 842.05
7.06x + 4.61y + 8.45z <= 402.81
7.28x + 5.76y + 0.46z <= 787.26
-0.05x + 4.27y + -2.53z <= 929.71
-8.28x + 9.99y + -2.48z <= 203.51
-7.65x + 0.02y + -5.48z <= 966.54
-7.75x + -3.1y + 9.31z <= 451.82
-7.08x + 8.62y + 9.47z <= 306.4
0.79x + -5.78y + -7.47z <= 965.86
-4.29x + -4.32y + -6.07z <= 509.16
-7.87x + -0.95y + -6.46z <= 397.56
3.65x + 1.61y + 7.25z <= 207.25
-2.89x + -6.49y + -4.14z <= 154.83
-8.11x + 6.25y + 5.47z <= 172.47
8.22x + 8.32y + -6.82z <= 420.1
-5.59x + -1.31y + 4.58z <= 724.18
-6.02x + -0.4y + 9.58z <= 202.86
6.89x + -1.58y + -2.21z <= 376.11
8.01x + -7.88y + -0.48z <= 178.86
-0.32x + 3.83y + -2.89z <= 895.95
8.15x + 4.17y + -6.18z <= 954.02
-7.36x + -5.72y + 0.59z <= 843.08
-1.17x + -0.94y + 4.25z <= 499.67
2.32x + 4.3y + 0.55z <= 377.57
-1.45x + 6.56y + 6.67z <= 140.91
8.65x + -3.04y + 0.47z <= 255.36
5.04x + 1.09y + -2.18z <= 823.24
2.05x + -2.81y + 9.5z <= 186.88
-4.1x + -8.38y + 3.23z <= 726.27
-9.13x + -6.8y + -6.76z <= 774.73
-5.64x + 0.65y + 2.47z <= 464.98
-9.75x + -8.02y + 1.19z <= 645.13
-1.83x + -4.17y + 4.82z <= 158.13
-2.1x + -0.81y + 6.11z <= 613.55
-9.63x + 8.61y + -4.36z <= 643.96
4.61x + -1.91y + -0.41z <= 689.08
-3.22x + 2.94y + 1.77z <= 708.92
-5.47x + -4.96y + -4.11z <= 665.54
-7.87x + -7.67y + -7.67z <= 118.56
-0.51x + -9.63y + 4.47z <= 966.04
7.65x + -8.66y + -5.3z <= 139.77
-7.59x + -5.07y + -7.83z <= 683.51
-0.85x + 6.5y + 0.58z <= 989.38
-0.35x + -9.99y + -4.16z <= 372.32
6.02x + -0.92y + -5.83z <= 650.74
-2.83x + -3.79y + 4.32z <= 614.39
-9.64x + 2.53y + 9.87z <= 542.63
-9.63x + 3.19y + -5.13z <= 921.59
8.77x + -1.98y + 8.45z <= 867.23
-7.48x + 9.21y + 6.75z <= 776.68
-6.28x + 6.21y + 4.07z <= 479.24
7.23x + -0.55y + -3.14z <= 156.62
-3.09x + -0.71y + -5.9z <= 973.83
6.48x + 5.58y + 8.26z <= 650.7
9.88x + -2.38y + -5.26z <= 743.05
-1.74x + 4.09y + -8.14z <= 868.08
-6.94x + -9.26y + 9.74z <= 713.19
-3.55x + -8.49y + -6.6z <= 907.08
6.74x + 3.98y + -5.94z <= 561.26
-1.04x + -3.08y + 3.39z <= 529.96
-4.11x + -2.2y + 5.71z <= 891.29
3.98x + -9.82y + 6.25z <= 504.03
7.81x + -8.73y + 9.11z <= 693.1
9.26x + 2.75y + 0.07z <= 715.52
8.39x + 1.26y + -6.98z <= 751.62
-7.84x + -8.64y + -3.5z <= 458.47
-7.14x + -2.27y + 3.2z <= 292.63
-3.09x + 8.92y + 4.1z <= 811.96
-0.7x + -3.12y + -8.31z <= 721.82
-9.67x + -5.33y + 3.97z <= 996.54
5.02x + 5.4y + -9.34z <= 299.83
1.4x + -8.29y + -4.84z <= 185.71
2.87x + -1.58y + 6.08z <= 207.47
-1.88x + -7.48y + -8.27z <= 386.66
-0.98x + -8.87y + 9.59z <= 716.29
-2.73x + 5.63y + 6.02z <= 162.99
8.94x + 9.33y + -3.74z <= 969.2
0.19x + -8.19y + 5.62z <= 260.56
-1.0x + -8.05y + 6.71z <= 405.95
-3.21x + -8.86y + -3.5z <= 928.78
-9.48x + -6.75y + -2.95z <= 160.94
5.05x + -2.74y + -7.08z <= 760.96
-1.13x + 7.4y + 9.7z <= 190.25
-3.7x + 0.62y + -4.15z <= 158.86
-6.92x + 3.91y + 8.19z <= 758.33
-3.61x + 4.47y + -7.78z <= 896.4
-3.22x + -1.56y + -5.99z <= 734.11
4.86x + 1.42y + 0.36z <= 635.4
-3.73x + 3.67y + 0.2z <= 862.82
-3.07x + -8.94y + 0.86z <= 932.45
-4.88x + -4.71y + -8.3z <= 162.14
-6.66x + -7.24y + 6.69z <= 916.77
1.96x + -8.37y + 6.61z <= 462.28
