max 5.36x + 8.96y + 6.0z
-6.16x + -5.55y + 3.13z <= 154.61
-9.74x + -2.36y + -9.03z <= 865.63
-3.92x + 0.19y + -6.17z <= 396.93
9.75x + 9.2y + -2.29z <= 997.49
-2.32x + 3.47y + 6.99z <= 515.24
-2.43x + -5.88y + 2.88z <= 856.49
0.64x + -1.17y + 6.56z <= 569.41
-1.03x + -8.13y + -3.75z <= 344.27
-2.74x + 3.8y + 2.22z <= 209.4
-2.12x + -4.85y + 8.16z <= 701.14
-1.81x + 4.91y + 4.33z <= 327.29
0.62x + -2.7y + 8.75z <= 482.28
-5.37x + 8.03y + -9.62z <= 776.96
8.42x + -7.24y + 0.77z <= 998.4
-3.96x + 8.92y + -6.92z <= 481.21
-7.45x + -8.39y + 4.85z <= 785.2
1.2x + -0.44y + -0.85z <= 951.88
9.28x + 0.25y + -2.45z <= 363.45
-5.23x + -7.28y + -0.53z <= 178.36
-0.55x + -0.95y + 0.04z <= 397.17
2.22x + 6.83y + -2.59z <= 651.37
-4.02x + 7.17y + 8.75z <= 232.85
-4.01x + -7.25y + -0.17z <= 534.86
-1.59x + -6.57y + 0.65z <= 948.95
9.65x + 5.92y + -5.75z <= 726.49
-7.85x + -5.81y + 5.96z <= 803.85
8.29x + 7.3y + -9.93z <= 666.55
-5.87x + -9.14y + 0.66z <= 369.78
-6.55x + -6.05y + -2.23z <= 476.52
-0.98x + -3.28y + 6.11z <= 840.3
-7.48x + -6.41y + -5.09z <= 849.96
2.3x + -6.86y + 4.39z <= 762.87
8.82x + 2.84y + 7.74z <= 459.4
-4.01x + -3.24y + -2.18z <= 706.45
-3.76x + 6.72y + -4.88z <= 176.8
-7.29x + 8.46y + -6.78z <= 674.07
-6.87x + -0.14y + -4.13z <= 772.76
-6.42x + -5.42y + 8.09z <= 576.95
7.39x + -1.23y + -8.33z <= 568.24
-4.93x + -6.22y + 6.22z <= 806.12
4.25x + 1.49y + -3.57z <= 679.09
4.2x + 2.38y + 3.97z <= 629.79
6.95x + -4.88y + 6.62z <= 888.84
0.65x + -4.96y + -6.95z <= 633.3
-9.24x + 1.12y + 4.1z <= 849.87
-5.09x + 5.01y + 3.63z <= 588.69
7.75x + 1.64y + -3.11z <= 639.31
1.74x + -6.32y + -5.37z <= 522.92
-7.25x + 7.66y + -7.98z <= 898.09
8.84x + 6.59y + 9.62z <= 451.02
2.8x + -8.25y + 8.43z <= 151.94
-6.42x + 9.89y + 2.96z <= 246.16
-0.95x + -8.55y + 9.0z <= 461.74
9.21x + -9.41y + 2.77z <= 689.53
-7.62x + -5.52y + -7.55z <= 434.82
2.23x + 1.29y + 9.7z <= 319.95
5.17x + 9.13y + -4.36z <= 554.51
-4.77x + 1.93y + 7.79z <= 253.87
7.26x + 5.69y + 9.87z <= 945.61
-1.61x + -1.46y + -3.18z <= 431.68
-2.17x + 7.81y + -5.8z <= 151.34
-4.58x + 3.72y + -0.92z <= 551.87
-0.68x + -7.01y + -7.62z <= 638.62
-7.37x + -4.83y + -9.9z <= 136.28
6.49x + 0.75y + -0.48z <= 955.29
-5.15x + 1.84y + -3.7z <= 732.43
-5.64x + 7.81y + 2.45z <= 208.46
-7.91x + -9.96y + 6.09z <= 298.05
6.61x + -3.71y + 6.38z <= 883.0
9.35x + 3.11y + 1.71z <= 559.51
-5.37x + -2.36y + -6.33z <= 320.26
1.86x + 8.93y + -1.7z <= 233.59
9.47x + 6.35y + -7.8z <= 921.0
-4.34x + -4.74y + 3.16z <= 432.06
3.91x + -3.23y + 0.56z <= 696.74
4.79x + 3.28y + -0.43z <= 338.39
-2.0x + -4.11y + -1.65z <= 866.16
5.08x + -8.72y + 0.05z <= 810.55
1.97x + -5.56y + -7.74z <= 525.7
-0.69x + 8.21y + -7.43z <= 123.15
5.63x + 0.83y + -2.64z <= 137.11
4.85x + 9.43y + 7.17z <= 544.67
0.97x + -3.44y + -4.38z <= 547.17
-0.49x + 8.73y + -5.11z <= 724.5
6.77x + -4.09y + -5.14z <= 223.11
9.26x + 7.31y + 3.85z <= 442.12
8.42x + -1.42y + 5.21z <= 610.95
-0.04x + 0.3y + 1.71z <= 547.32
8.05x + 9.17y + -9.73z <= 298.38
5.89x + 3.34y + -1.74z <= 611.98
-2.64x + -9.22y + 3.81z <= 829.56
-1.78x + 4.35y + 0.31z <= 168.74
9.72x + -7.94y + 7.27z <= 633.3
7.65x + -4.61y + 4.66z <= 766.47
6.06x + -5.23y + -6.46z <= 141.22
1.86x + 9.26y + -3.45z <= 326.23
-1.82x + -7.49y + 7.56z <= 752.13
0.04x + 8.23y + 5.48z <= 663.24
-1.81x + -6.03y + -8.85z <= 106.8
-6.81x + -0.65y + 2.56z <= 161.25
-6.81x + 1.84y + -7.7z <= 182.1
-7.63x + -5.95y + -9.0z <= 845.37
-7.71x + 3.0y + 2.45z <= 335.96
1.61x + -1.29y + -3.12z <= 844.42
-7.12x + -9.39y + 2.08z <= 731.92
-8.12x + 7.65y + -2.52z <= 237.93
-2.2x + 1.05y + -1.61z <= 319.99
-9.66x + 7.56y + -2.98z <= 642.82
3.14x + 3.94y + 3.93z <= 142.43
7.77x + 4.52y + 3.86z <= 440.1
-3.3x + 4.68y + -5.71z <= 850.23
4.44x + 5.83y + 5.97z <= 744.8
0.76x + 8.65y + 3.18z <= 806.12
9.5x + -7.38y + 0.56z <= 242.51
9.11x + 2.75y + -9.5z <= 483.64
7.22x + -3.12y + -0.52z <= 860.5
-5.09x + 0.19y + 8.85z <= 901.13
5.93x + -6.37y + -2.76z <= 637.81
-9.1x + -5.02y + 7.99z <= 868.8
-0.29x + -3.1y + 0.57z <= 401.89
-6.0x + -8.84y + 5.47z <= 394.02
-7.98x + -9.68y + 9.65z <= 827.47
-8.62x + 4.44y + -1.15z <= 795.11
6.39x + 6.06y + -7.33z <= 971.08
-9.03x + -3.81y + 7.69z <= 224.87
3.24x + 5.1y + 1.86z <= 277.45
-5.78x + 9.01y + -9.25z <= 820.63
-6.71x + -2.82y + 3.66z <= 200.36
8.62x + -2.66y + 7.35z <= 119.57
6.18x + -8.24y + -6.22z <= 431.13
4.18x + 1.86y + -0.47z <= 727.69
6.15x + -0.45y + -6.46z <= 387.18
-1.9x + 8.58y + 1.75z <= 552.87
5.94x + 8.4y + -1.71z <= 202.09
-3.13x + -9.03y + -3.19z <= 511.43
5.35x + -3.46y + 4.19z <= 711.08
1.15x + 2.05y + 3.41z <= 222.92
-8.7x + -6.23y + 7.04z <= 203.16
6.42x + -8.16y + 1.13z <= 311.57
-8.94x + -3.24y + 9.07z <= 587.5
-0.47x + -9.29y + 3.33z <= 777.11
2.76x + -5.99y + 9.48z <= 259.93
-6.32x + 4.55y + 2.63z <= 858.13
-4.55x + -7.65y + 7.47z <= 770.19
8.59x + 2.17y + -8.83z <= 818.11
-8.5x + 0.59y + 9.08z <= 113.17
4.81x + 6.82y + 9.16z <= 322.96
-6.97x + -1.36y + -6.64z <= 906.28
7.22x + -8.54y + 0.52z <= 555.63
7.07x + -9.57y + -2.86z <= 917.27
2.78x + -9.72y + 4.45z <= 207.9
-6.11x + -2.26y + 1.83z <= 725.2
0.63x + 4.95y + 0.06z <= 758.03
1.21x + 7.65y + -2.32z <= 681.42
8.28x + -3.13y + -8.35z <= 379.66
-3.82x + -0.26y + -9.71z <= 496.77
-7.57x + -6.01y + -9.06z <= 667.62
-7.94x + 7.71y + -4.38z <= 564.3
-4.09x + 3.16y + -8.19z <= 645.02
5.95x + -0.78y + 9.55z <= 332.98
-9.48x + 4.01y + -2.0z <= 967.39
-8.13x + 3.69y + 2.35z <= 962.65
1.58x + -3.34y + -4.11z <= 350.69
-2.77x + 5.57y + 4.24z <= 529.9
-2.36x + 7.18y + -5.18z <= 140.32
-5.07x + 5.82y + -8.76z <= 427.51
1.5x + 9.27y + 3.46z <= 745.86
-5.72x + 8.32y + -1.15z <= 715.12
-1.76x + 8.33y + 1.87z <= 323.26
-4.17x + -5.97y + 9.9z <= 203.52
1.42x + 9.03y + -5.65z <= 114.16
5.4x + 2.94y + 3.73z <= 664.42
-2.88x + 5.86y + 2.13z <= 263.22
-8.86x + -5.34y + 5.07z <= 450.04
0.47x + -2.51y + -0.85z <= 350.73
6.37x + -4.26y + -1.66z <= 802.82
-5.35x + 6.94y + -7.87z <= 924.27
-3.84x + -9.66y + -2.19z <= 777.88
7.26x + 9.88y + 6.15z <= 445.42
-2.97x + 2.98y + -1.02z <= 971.74
7.55x + 3.36y + 1.24z <= 270.68
9.53x + 1.77y + 5.06z <= 225.8
0.87x + 6.37y + 5.57z <= 446.31
7.81x + -8.49y + -8.56z <= 357.17
-6.65x + 3.69y + 5.83z <= 336.53
-7.79x + 5.06y + 8.02z <= 706.17
3.08x + 5.23y + -0.72z <= 660.96
-3.92x + -7.71y + 3.51z <= 264.81
4.3x + -0.01y + 7.45z <= 898.31
2.41x + 3.37y + -1.09z <= 862.61
-5.92x + 2.29y + 9.53z <= 733.0
-0.77x + 4.01y + 8.84z <= 230.94
1.22x + 0.14y + -3.69z <= 973.08
5.57x + 1.66y + 2.15z <= 500.61
5.56x + 6.58y + -1.06z <= 139.64
1.2x + -5.74y + 0.8z <= 439.75
-2.95x + -4.8y + -2.21z <= 707.25
2.08x + 5.06y + -8.78z <= 762.59
8.5x + 9.74y + -4.97z <= 252.01
8.18x + -7.8y + -5.98z <= 213.54
4.98x + 6.34y + -7.59z <= 114.37
-3.68x + -5.56y + 6.92z <= 641.74
-2.06x + 5.34y + -5.74z <= 144.48
4.07x + -9.27y + -3.24z <= 338.78
-0.28x + 7.75y + 7.15z <= 531.28
5.18x + -1.76y + 0.77z <= 109.87
5.15x + -3.4y + 9.62z <= 777.78
8.1x + 2.57y + 5.11z <= 847.77
2.64x + -1.67y + 8.98z <= 734.66
2.94x + -8.97y + 4.5z <= 146.96
-6.18x + -2.04y + 7.92z <= 501.52
8.0x + 9.06y + 8.37z <= 430.2
-9.46x + 6.47y + 5.18z <= 705.8
-8.23x + -7.68y + 0.67z <= 556.8
-8.66x + -7.46y + 0.47z <= 253.23
-4.22x + 8.07y + 4.1z <= 238.45
9.29x + -5.54y + 1.64z <= 177.44
1.53x + 5.12y + -4.07z <= 767.2
8.16x + 9.21y + -8.83z <= 484.76
-5.17x + 0.29y + -2.47z <= 617.97
-5.09x + 1.83y + -3.22z <= 863.47
-2.98x + 3.49y + 3.77z <= 796.48
5.44x + 8.49y + -1.23z <= 615.93
-8.67x + -4.93y + -6.48z <= 296.89
-0.98x + 8.89y + -2.28z <= 524.46
-1.98x + 7.64y + -2.11z <= 617.13
-4.47x + -1.42y + -9.53z <= 753.93
1.24x + -9.07y + -5.72z <= 156.19
-6.2x + 7.68y + -4.16z <= 477.63
5.3x + -4.23y + 1.37z <= 302.33
4.23x + -2.16y + -6.57z <= 374.22
9.03x + 8.16y + -2.01z <= 338.35
-7.36x + -7.82y + -7.68z <= 591.94
-3.4x + 1.29y + -9.2z <= 907.11
-3.15x + -4.38y + -7.94z <= 910.64
-3.37x + -3.7y + 7.51z <= 724.34
3.19x + 4.36y + 6.64z <= 750.16
3.99x + -5.51y + 7.24z <= 340.86
6.2x + -4.9y + 2.52z <= 249.04
7.59x + -8.7y + 4.72z <= 365.43
7.3x + -6.65y + -8.63z <= 433.24
-0.07x + -6.47y + -1.93z <= 710.54
-0.83x + 2.48y + -3.05z <= 529.33
-9.58x + -9.01y + -9.29z <= 751.46
-8.69x + 1.11y + 5.22z <= 557.6
-3.96x + 7.83y + 3.76z <= 553.34
-0.65x + 0.04y + 9.76z <= 314.7
-3.6x + -3.81y + -4.05z <= 865.47
0.45x + 0.19y + 6.51z <= 948.81
-7.24x + 3.43y + -4.22z <= 115.75
3.11x + 6.74y + -5.58z <= 110.77
-8.28x + 9.18y + 4.14z <= 795.22
-3.94x + 9.31y + 9.29z <= 390.6
-3.07x + 1.51y + 9.69z <= 121.14
-2.32x + -8.43y + -8.34z <= 748.58
-4.91x + 5.87y + -6.39z <= 377.31
6.63x + -1.85y + -4.15z <= 735.41
0.45x + 5.08y + -1.41z <= 709.13
-8.33x + 5.45y + 9.72z <= 441.31
7.3x + 0.11y + -8.27z <= 953.54
-4.88x + 3.21y + 4.71z <= 767.39
7.44x + 1.41y + 0.83z <= 768.71
-4.91x + -0.97y + 9.37z <= 635.8
-6.47x + -7.82y + 3.98z <= 292.36
-0.88x + -7.21y + 7.99z <= 876.64
7.57x + 6.08y + -6.54z <= 598.75
-3.35x + 1.59y + 9.83z <= 455.13
-3.55x + 5.39y + 8.25z <= 761.21
-8.66x + 5.77y + -7.67z <= 888.99
4.7x + -3.71y + -4.69z <= 347.16
-7.07x + -1.85y + 8.99z <= 296.48
4.03x + 2.08y + -3.87z <= 629.74
-7.78x + 8.69y + -4.62z <= 477.3
9.06x + 2.4y + 6.83z <= 285.08
2.62x + 7.77y + -3.0z <= 468.45
4.08x + 3.7y + -3.85z <= 675.63
0.17x + -2.91y + 1.06z <= 107.3
5.89x + 4.78y + -3.92z <= 664.79
6.79x + -4.54y + -7.12z <= 447.01
3.83x + -8.96y + -9.28z <= 355.5
-0.44x + -8.96y + -9.84z <= 687.89
5.0x + 0.84y + 0.23z <= 310.23
-1.28x + -2.18y + -5.28z <= 297.11
-5.92x + 3.1y + 0.19z <= 684.0
9.84x + -3.09y + 0.81z <= 783.24
5.9x + 4.86y + -5.38z <= 920.29
-1.74x + 3.79y + 0.58z <= 385.11
1.11x + 9.46y + -1.4z <= 278.03
-2.05x + 7.94y + 5.39z <= 871.8
-9.73x + -6.47y + 6.79z <= 230.33
-8.46x + -9.13y + 7.76z <= 923.17
-6.67x + 6.64y + 2.1z <= 373.46
3.25x + 4.19y + -3.51z <= 552.45
2.93x + -0.79y + 1.41z <= 448.78
2.79x + -2.25y + 7.04z <= 182.81
-3.71x + 9.48y + -4.11z <= 203.41
-4.05x + -1.77y + -8.31z <= 833.15
-0.99x + 1.79y + -4.08z <= 272.34
3.94x + 6.26y + -5.96z <= 773.31
-6.52x + -1.19y + -0.01z <= 411.21
1.81x + 0.68y + 3.99z <= 775.38
-1.2x + 7.75y + 8.39z <= 396.78
-4.52x + -2.53y + 3.08z <= 371.38
-7.73x + -8.02y + -1.85z <= 379.63
5.75x + 1.77y + 7.65z <= 800.35
-6.53x + 4.37y + 9.19z <= 628.79
-0.84x + 8.85y + -1.66z <= 491.65
7.08x + 4.85y + 8.84z <= 314.12
1.94x + -3.72y + 3.17z <= 848.99
4.67x + 7.81y + -4.15z <= 874.97
3.13x + 1.59y + 4.15z <= 925.92
-7.81x + 8.58y + -6.68z <= 262.0
-4.31x + 7.61y + 5.33z <= 438.54
7.64x + -2.89y + 4.35z <= 318.55
-0.36x + -3.09y + -2.38z <= 203.31
-5.74x + 6.84y + 3.63z <= 375.56
6.26x + -3.9y + -6.09z <= 807.49
9.65x + 1.8y + 9.12z <= 194.04
-3.1x + 3.95y + -8.75z <= 714.54
2.28x + -2.92y + 9.15z <= 827.3
7.82x + -9.33y + 6.57z <= 576.36
-2.79x + 2.56y + -7.29z <= 326.65
-2.65x + -6.26y + 6.11z <= 973.03
-4.98x + 6.84y + -1.45z <= 371.16
-5.18x + -7.09y + 2.98z <= 131.53
6.41x + -0.95y + -8.6z <= 565.45
-3.28x + 4.96y + -0.84z <= 547.87
-4.07x + -6.5y + 2.7z <= 203.37
5.47x + -6.21y + 5.74z <= 572.09
-1.03x + -1.64y + -6.8z <= 691.36
1.93x + 3.78y + 7.58z <= 267.26
-2.43x + 2.46y + -7.98z <= 365.82
-6.61x + -1.21y + -9.36z <= 910.08
2.66x + -0.54y + -1.94z <= 883.17
-5.35x + 7.48y + -2.69z <= 474.5
-0.9x + -0.02y + -8.0z <= 450.2
-5.72x + -0.87y + 9.35z <= 863.21
-2.53x + -1.77y + -7.89z <= 589.34
-8.19x + 9.86y + -4.55z <= 869.78
-3.81x + 5.98y + -5.17z <= 814.31
-0.04x + -0.09y + -8.74z <= 147.5
5.13x + 1.33y + -6.49z <= 832.06
-6.38x + -7.6y + -0.37z <= 432.44
-5.01x + 6.98y + 6.29z <= 318.16
7.2x + 8.96y + 1.17z <= 456.33
-1.71x + 6.35y + -0.83z <= 123.41
-0.07x + 9.21y + 3.84z <= 960.06
-8.82x + -6.88y + 5.39z <= 499.84
3.46x + 7.15y + 7.79z <= 941.43
-6.51x + -4.75y + -0.36z <= 950.71
-4.14x + 0.55y + 9.62z <= 659.8
-8.1x + -7.85y + 1.93z <= 366.43
-5.41x + -2.44y + 6.38z <= 735.93
2.6x + 6.71y + -8.37z <= 449.88
-5.32x + -1.89y + 8.4z <= 287.61
9.47x + 1.96y + 6.83z <= 725.84
-4.57x + 6.28y + -5.49z <= 113.82
8.68x + -6.31y + -0.61z <= 933.54
2.32x + 3.99y + 9.37z <= 695.21
9.66x + 5.92y + -5.64z <= 362.41
4.43x + 3.43y + 3.15z <= 216.56
-4.26x + -5.09y + -7.17z <= 512.15
-5.86x + -8.18y + 1.61z <= 419.71
3.28x + -9.61y + 4.93z <= 930.38
-1.15x + -0.2y + -3.8z <= 281.03
-2.68x + 9.83y + 2.49z <= 353.09
-7.49x + 7.86y + 7.48z <= 719.1
-8.94x + -4.41y + -2.32z <= 513.47
7.4x + -7.54y + -7.57z <= 786.89
9.18x + -3.39y + 8.57z <= 220.19
-6.92x + -4.43y + -3.44z <= 809.27
8.61x + -4.31y + 4.35z <= 852.04
9.59x + 6.21y + -3.7z <= 964.09
9.9x + -2.32y + -6.79z <= 934.67
6.33x + 8.27y + -7.13z <= 848.79
-3.84x + 7.84y + 7.13z <= 764.31
6.62x + 2.56y + -1.86z <= 677.94
9.93x + 9.24y + 9.06z <= 826.05
9.88x + -7.89y + 8.6z <= 787.14
1.02x + 5.44y + 5.12z <= 665.9
-6.21x + -6.66y + -9.81z <= 841.89
-0.14x + -2.79y + 5.87z <= 604.67
5.84x + 6.94y + 5.35z <= 627.06
0.09x + 1.09y + 1.17z <= 897.22
9.6x + 2.49y + 8.74z <= 997.45
4.77x + -5.4y + -6.3z <= 817.7
4.26x + -0.42y + -7.05z <= 180.27
1.81x + -2.42y + -6.45z <= 290.06
-6.36x + -5.55y + -4.64z <= 787.32
8.94x + 8.54y + 1.21z <= 205.15
-3.12x + 5.98y + -4.08z <= 761.49
-9.78x + 3.02y + 2.23z <= 751.11
-7.25x + 8.16y + 5.74z <= 847.53
6.19x + 3.12y + -6.06z <= 815.59
2.76x + 6.4y + -2.6z <= 105.41
7.93x + -6.17y + -1.32z <= 565.49
3.74x + 0.39y + 9.33z <= 847.69
-7.46x + 9.78y + 8.41z <= 414.9
-9.19x + -9.74y + 7.05z <= 344.57
0.89x + 3.72y + 6.65z <= 248.24
-3.46x + -4.25y + -4.7z <= 194.84
-2.97x + 0.42y + -4.63z <= 921.31
-3.16x + -9.69y + -8.66z <= 294.01
-2.7x + -7.44y + -2.05z <= 629.18
-9.05x + -0.39y + 5.8z <= 803.37
6.27x + -3.68y + -8.4z <= 487.1
3.63x + 0.33y + 9.97z <= 359.13
-6.6x + 0.34y + -6.72z <= 202.98
-6.08x + 8.71y + -8.85z <= 822.65
7.03x + -7.44y + 7.43z <= 988.91
7.47x + 0.28y + -2.39z <= 300.12
-8.29x + -6.96y + -3.14z <= 276.15
-5.66x + -3.79y + -5.28z <= 544.37
-1.35x + -7.92y + -0.41z <= 484.16
-4.45x + 7.96y + 3.3z <= 875.58
9.84x + -6.86y + 0.33z <= 930.39
-8.48x + 8.96y + -10.0z <= 755.9
5.34x + -0.59y + 7.59z <= 663.89
9.16x + -6.44y + 4.77z <= 379.83
3.05x + -9.19y + 3.89z <= 967.19
0.76x + -5.96y + 1.35z <= 991.53
-1.84x + 5.78y + -4.82z <= 317.08
-3.81x + 8.1y + 4.04z <= 783.4
1.01x + 1.22y + 3.77z <= 549.91
3.61x + -9.06y + 9.41z <= 219.22
-0.49x + 5.92y + 6.0z <= 802.71
-0.24x + -0.19y + 6.38z <= 102.38
6.57x + -1.14y + -4.29z <= 543.12
0.91x + -5.38y + -1.15z <= 153.52
-9.68x + 3.34y + 5.72z <= 355.14
-8.9x + -7.6y + -1.03z <= 673.1
-0.36x + 1.14y + -7.17z <= 153.8
7.55x + -2.94y + -7.02z <= 283.63
6.07x + 7.13y + 4.31z <= 585.11
5.81x + -2.05y + 2.74z <= 620.32
6.79x + 3.82y + 0.18z <= 960.57
-8.88x + 5.07y + 3.43z <= 891.82
1.32x + 5.04y + -7.75z <= 183.9
4.43x + 0.64y + -9.84z <= 713.59
-1.92x + -0.81y + 3.25z <= 177.11
-7.73x + 3.71y + 2.25z <= 895.18
-1.73x + -2.81y + -8.54z <= 248.98
1.07x + -7.0y + -6.51z <= 375.6
-4.94x + -3.22y + 4.3z <= 627.29
-9.84x + 8.4y + -5.54z <= 946.36
-6.31x + 2.88y + 8.6z <= 236.99
-6.57x + -9.9y + -8.13z <= 468.99
-2.46x + -6.08y + -6.79z <= 595.64
4.33x + 3.11y + -6.64z <= 375.97
-7.32x + -1.72y + -4.1z <= 627.99
9.04x + -2.48y + 4.28z <= 733.22
-1.77x + 6.03y + 2.64z <= 496.44
5.6x + -6.85y + 0.82z <= 390.68
-1.36x + 1.51y + 7.26z <= 342.63
-8.6x + 5.4y + 4.1z <= 234.28
-1.56x + 8.18y + -2.36z <= 924.87
-2.17x + 9.27y + -6.08z <= 364.58
-4.09x + 6.03y + -9.04z <= 704.46
1.88x + 0.66y + -8.8z <= 130.31
0.19x + 2.21y + 8.67z <= 173.38
-6.62x + 5.13y + 7.34z <= 408.46
-7.1x + -5.57y + -2.37z <= 357.54
1.41x + 0.56y + -0.4z <= 818.16
0.49x + -2.87y + 3.14z <= 358.8
-9.8x + 8.07y + -2.58z <= 736.41
9.08x + -1.37y + 9.46z <= 912.5
-4.46x + -1.48y + -7.58z <= 287.75
2.44x + 5.76y + 5.81z <= 562.06
0.54x + -9.8y + 4.05z <= 439.87
-5.59x + -6.67y + 8.94z <= 793.98
2.68x + 2.91y + 4.32z <= 683.62
6.17x + 6.79y + -2.97z <= 257.17
-8.64x + 0.14y + 2.54z <= 665.6
-7.11x + 1.79y + -9.33z <= 958.51
-7.24x + -9.06y + -2.75z <= 554.99
-7.83x + 2.98y + 2.02z <= 610.92
-6.61x + -6.86y + -1.72z <= 155.48
4.63x + 5.62y + 0.41z <= 898.4
0.91x + 0.11y + 6.73z <= 599.91
-8.82x + 4.03y + 6.63z <= 127.8
-8.26x + -6.26y + 2.13z <= 814.26
8.12x + 3.86y + 0.92z <= 477.19
5.13x + -3.67y + -3.64z <= 698.55
3.16x + -0.53y + 5.36z <= 403.46
-6.06x + 8.47y + 3.04z <= 579.24
1.71x + 1.74y + 5.57z <= 706.85
-0.94x + -2.41y + -6.95z <= 660.95
2.88x + 6.12y + -5.79z <= 163.37
-9.41x + 8.43y + 5.06z <= 697.91
-4.07x + 4.92y + 4.14z <= 855.7
7.5x + 7.02y + -7.79z <= 521.95
5.1x + -9.83y + 6.41z <= 911.63
-4.36x + -5.38y + 4.43z <= 833.07
2.22x + -5.8y + -9.19z <= 796.5
-6.84x + -6.13y + 5.21z <= 687.04
4.27x + 6.69y + 1.3z <= 425.99
3.2x + -8.18y + 5.82z <= 473.95
0.24x + 4.59y + 1.25z <= 885.35
7.89x + -9.41y + -7.12z <= 760.93
7.33x + -6.52y + -5.44z <= 946.9
4.38x + -8.0y + -0.56z <= 953.69
5.25x + 2.89y + -6.42z <= 860.73
7.11x + 8.57y + -9.5z <= 671.28
3.47x + 1.43y + 3.72z <= 535.42
-4.36x + 8.44y + 9.14z <= 732.94
-6.09x + -1.02y + 2.61z <= 960.85
5.94x + 9.42y + 0.63z <= 717.86
-1.29x + -7.83y + -3.79z <= 574.39
-7.88x + 6.34y + 8.04z <= 912.08
0.47x + 4.34y + 9.14z <= 394.26
0.47x + 0.75y + 1.83z <= 156.16
8.61x + -1.59y + 7.74z <= 211.03
3.26x + -1.64y + 4.4z <= 493.71
-0.22x + -1.38y + -3.87z <= 209.22
-0.33x + -3.66y + 9.29z <= 309.2
6.85x + -1.8y + -3.21z <= 347.73
9.22x + -4.86y + -6.75z <= 222.06
-5.54x + 6.62y + -0.09z <= 638.13
8.3x + 3.06y + 6.82z <= 677.71
9.58x + -3.71y + -5.3z <= 867.35
-1.51x + -4.5y + 7.55z <= 276.52
-5.21x + 8.46y + 3.64z <= 337.35
-9.08x + 0.29y + 6.96z <= 233.37
0.53x + -6.8y + -4.33z <= 928.14
-2.64x + 1.95y + -2.98z <= 111.26
-1.87x + -8.85y + -7.81z <= 950.25
-8.26x + -8.49y + -2.47z <= 661.74
-9.57x + 3.93y + -6.2z <= 576.33
-0.53x + -2.16y + -2.0z <= 142.48
-2.87x + -5.88y + -9.62z <= 958.23
-2.32x + -7.97y + -6.6z <= 633.21
-1.2x + 6.43y + 0.01z <= 251.66
-4.85x + 4.45y + 3.01z <= 647.86
4.49x + -4.41y + -1.02z <= 933.71
-7.06x + 5.96y + -7.49z <= 922.76
9.03x + -4.81y + -8.86z <= 184.06
2.97x + 0.92y + 6.92z <= 896.29
5.34x + 8.5y + -9.39z <= 990.25
8.49x + 9.6y + -9.43z <= 828.49
2.31x + 4.15y + 5.78z <= 842.69
7.14x + -2.47y + 8.51z <= 616.84
1.57x + 7.71y + -8.67z <= 858.82
-0.87x + 8.69y + 3.02z <= 570.82
9.85x + 4.49y + 8.23z <= 605.84
3.3x + -9.72y + 6.15z <= 621.32
-9.98x + 3.25y + -6.0z <= 141.62
1.76x + 7.73y + -4.08z <= 223.9
1.36x + 4.86y + -3.6z <= 739.91
7.55x + -5.2y + 9.97z <= 254.28
1.38x + -3.39y + 2.45z <= 328.25
9.75x + -7.24y + 9.35z <= 291.17
-2.25x + -7.51y + 2.56z <= 679.86
-6.66x + 8.8y + 9.73z <= 987.84
7.73x + -8.93y + 3.85z <= 959.68
-5.2x + 3.92y + -0.41z <= 243.47
-8.97x + -5.66y + 4.33z <= 392.64
7.6x + -8.56y + 5.58z <= 977.99
7.73x + -7.47y + -3.38z <= 630.86
-8.25x + -8.7y + -7.7z <= 800.95
-3.19x + -1.23y + -2.94z <= 836.98
-0.19x + 1.51y + 4.0z <= 698.74
9.35x + -8.64y + -5.57z <= 855.92
-8.66x + 1.86y + 9.74z <= 831.86
-8.77x + -4.23y + 4.44z <= 178.09
-6.14x + 7.63y + -8.54z <= 294.46
2.2x + -1.59y + 2.58z <= 422.91
-9.11x + -1.69y + 1.34z <= 451.23
-2.21x + -5.71y + 1.21z <= 401.91
9.23x + 7.41y + 7.78z <= 827.01
-6.37x + 9.5y + -2.86z <= 802.01
0.68x + -0.7y + 9.03z <= 533.44
-0.94x + 3.25y + 4.12z <= 688.94
0.94x + -8.18y + 1.9z <= 943.22
3.89x + 8.03y + -1.63z <= 151.88
3.61x + 3.68y + -2.61z <= 808.16
3.52x + 9.45y + 3.92z <= 324.83
-0.75x + 7.66y + -1.36z <= 728.39
-5.79x + 9.51y + 9.97z <= 710.9
-9.21x + 9.51y + -3.97z <= 378.75
-8.18x + 6.91y + -5.04z <= 920.16
-6.44x + 9.24y + 6.61z <= 179.65
-3.73x + 9.86y + -0.16z <= 556.33
-6.76x + -8.54y + 2.52z <= 461.82
6.66x + -7.32y + 3.7z <= 903.51
-9.98x + -9.63y + -0.01z <= 444.53
2.31x + -4.51y + 0.69z <= 980.53
5.23x + 2.15y + -6.86z <= 968.62
1.79x + 5.0y + 7.09z <= 702.19
7.52x + -3.28y + -6.85z <= 755.92
-7.15x + -0.66y + 7.63z <= 236.73
8.99x + -9.81y + 2.5z <= 449.64
2.27x + -3.87y + -7.75z <= 444.29
-1.08x + -9.53y + 5.71z <= 917.25
-2.75x + 1.98y + -3.13z <= 825.0
