max 4.55x + -7.4y + -9.62z
8.93x + 8.55y + -0.77z <= 410.77
4.99x + -0.17y + 0.3z <= 459.67
7.58x + -2.91y + 2.75z <= 782.85
9.24x + 7.21y + 8.23z <= 675.66
-9.27x + -2.96y + -4.22z <= 835.1
3.68x + 6.46y + 7.8z <= 636.03
-6.87x + -6.31y + -2.2z <= 998.0
4.86x + 9.63y + 8.19z <= 536.84
2.55x + 5.31y + -5.52z <= 865.2
6.11x + 6.91y + -2.82z <= 915.09
-2.28x + 8.32y + -4.17z <= 590.98
2.97x + -1.46y + -9.81z <= 813.05
0.37x + 6.34y + 1.3z <= 397.33
-7.05x + 6.06y + -6.18z <= 387.42
-9.18x + 7.81y + -9.05z <= 399.23
-2.34x + 4.82y + -8.14z <= 678.73
-6.66x + -4.41y + -1.74z <= 908.17
-9.89x + -1.43y + -2.56z <= 679.72
-9.09x + 1.72y + -2.12z <= 770.54
-6.56x + 8.02y + 5.09z <= 432.59
-1.89x + 7.19y + 3.34z <= 659.24
-7.96x + 5.25y + 8.72z <= 253.39
0.4x + 5.62y + 2.37z <= 632.08
-3.13x + -8.52y + 3.91z <= 252.53
-0.53x + -7.44y + 9.27z <= 425.55
2.45x + 3.28y + 5.83z <= 383.82
2.34x + 2.98y + 0.3z <= 451.22
-3.66x + -3.67y + -5.15z <= 465.87
8.55x + -2.54y + -2.37z <= 614.91
4.04x + 9.83y + 5.58z <= 231.78
8.15x + -1.72y + 1.55z <= 790.81
-1.75x + 5.72y + 8.05z <= 526.98
5.58x + -4.58y + 6.56z <= 392.74
2.9x + 2.83y + 2.59z <= 857.36
8.82x + 1.53y + -6.88z <= 394.98
4.99x + -0.24y + -2.28z <= 311.74
9.77x + 2.99y + 3.78z <= 340.77
2.72x + -0.75y + 9.23z <= 182.62
9.65x + -1.61y + 1.68z <= 563.67
7.01x + -6.16y + 9.79z <= 681.29
-0.69x + 5.15y + 2.0z <= 517.96
6.99x + 0.14y + -10.0z <= 737.31
-7.74x + -8.84y + -6.08z <= 612.15
-7.35x + 6.78y + 1.06z <= 952.09
4.66x + 1.89y + -2.54z <= 693.85
-2.84x + -8.51y + -9.17z <= 125.95
-0.84x + 8.74y + 5.49z <= 715.89
-7.64x + 4.02y + -2.64z <= 398.98
5.63x + -3.99y + -8.42z <= 949.47
-9.26x + -3.24y + 1.78z <= 494.84
0.48x + 3.06y + -6.36z <= 409.69
-8.96x + 0.85y + 4.32z <= 515.94
5.8x + 6.62y + -4.09z <= 354.83
9.77x + -6.33y + 9.98z <= 262.13
-5.92x + 4.51y + 7.63z <= 275.53
-4.4x + 1.41y + -7.24z <= 575.82
-7.66x + -3.24y + -9.35z <= 202.91
2.15x + -3.42y + 9.55z <= 824.1
4.74x + 1.54y + -9.08z <= 739.64
9.08x + -9.79y + 9.82z <= 216.96
7.73x + 5.67y + 0.18z <= 612.86
-9.3x + 2.41y + 4.23z <= 820.96
5.56x + -2.6y + 4.75z <= 854.61
4.94x + -8.65y + 3.16z <= 515.04
3.03x + -8.89y + 2.54z <= 868.09
-2.81x + 2.27y + 9.87z <= 664.64
-4.84x + -5.63y + -3.88z <= 661.57
0.71x + -5.55y + 6.96z <= 298.88
5.45x + 7.03y + 9.09z <= 540.87
-9.31x + -3.93y + -5.69z <= 893.56
4.79x + -7.4y + -6.0z <= 777.39
-5.5x + 1.78y + -1.87z <= 423.43
-5.4x + -1.13y + 9.86z <= 461.7
-8.59x + -7.44y + -7.45z <= 853.41
-0.87x + 9.67y + 9.11z <= 616.07
7.92x + 8.76y + -4.85z <= 888.02
-2.01x + -0.99y + -5.48z <= 140.18
-5.3x + -6.48y + -0.76z <= 552.14
3.44x + -0.73y + -6.81z <= 606.45
-5.3x + 9.97y + -7.89z <= 403.26
-4.26x + -5.08y + -4.06z <= 480.88
3.28x + 4.13y + -7.53z <= 699.67
1.62x + 9.87y + -7.0z <= 248.11
7.59x + 5.34y + 8.7z <= 470.78
-1.22x + 7.35y + -3.02z <= 919.17
-5.73x + 8.22y + -2.61z <= 827.06
9.28x + -6.95y + -1.17z <= 114.16
-2.41x + -2.8y + -0.08z <= 987.42
-7.89x + -5.12y + -3.74z <= 207.96
1.31x + 7.63y + -8.5z <= 317.81
-9.98x + 1.81y + 5.81z <= 958.64
9.76x + -2.52y + -7.83z <= 608.26
-9.52x + -4.12y + 1.67z <= 250.48
-8.78x + -6.48y + 6.43z <= 480.89
-9.77x + -4.1y + -8.35z <= 870.09
2.13x + 8.33y + -3.93z <= 195.09
-2.17x + -6.71y + -3.59z <= 643.81
-6.32x + 5.69y + -6.23z <= 395.94
-7.82x + 9.65y + 7.77z <= 574.58
-7.7x + 1.37y + -7.47z <= 528.55
6.99x + -4.62y + -0.21z <= 713.76
-4.1x + 2.71y + 2.9z <= 298.6
-5.96x + 8.18y + -8.97z <= 336.16
3.99x + 3.94y + 5.05z <= 634.68
6.45x + 4.36y + 7.75z <= 180.75
4.73x + -9.93y + 3.73z <= 890.01
0.36x + 7.99y + -4.1z <= 754.74
3.97x + 9.76y + 7.77z <= 262.34
-3.31x + -1.34y + -6.88z <= 278.4
-1.41x + -2.64y + 0.47z <= 682.07
-0.13x + 7.11y + -0.92z <= 318.97
-3.64x + -7.64y + 1.87z <= 863.42
-6.68x + -8.02y + -9.58z <= 423.96
3.56x + 8.69y + 3.59z <= 788.68
-0.12x + 5.33y + -0.38z <= 947.29
-7.6x + -8.05y + 3.08z <= 254.04
-3.72x + 7.98y + -2.83z <= 757.84
-2.55x + -6.98y + 7.4z <= 829.96
-4.13x + -1.44y + 8.88z <= 524.43
8.73x + 1.37y + 0.11z <= 833.08
-1.24x + -9.5y + -0.01z <= 404.33
-5.08x + -4.79y + -0.89z <= 539.8
1.4x + 2.35y + -4.31z <= 857.47
-7.24x + 4.75y + -6.66z <= 608.72
8.96x + -9.43y + 6.8z <= 482.28
3.9x + 6.28y + -9.41z <= 163.94
-0.04x + 7.34y + -5.04z <= 744.67
3.56x + -7.1y + 4.69z <= 785.82
-1.67x + -8.7y + 5.83z <= 328.54
-2.33x + -1.73y + -2.0z <= 952.27
7.89x + -9.03y + -6.1z <= 217.55
-8.57x + -4.6y + 7.66z <= 388.9
7.34x + 7.68y + -1.5z <= 298.34
4.56x + -4.43y + 7.07z <= 366.34
-8.99x + 8.32y + -1.98z <= 879.21
9.03x + 4.9y + -2.65z <= 266.71
7.09x + 9.22y + -3.16z <= 497.41
3.58x + 9.43y + -4.08z <= 449.39
2.63x + -10.0y + -5.77z <= 393.17
-9.75x + 4.4y + -3.1z <= 414.15
6.07x + 4.01y + 4.88z <= 325.76
9.22x + -5.61y + -0.13z <= 130.36
-0.31x + -5.37y + 9.24z <= 962.25
-0.43x + -1.89y + -5.12z <= 986.02
6.82x + -1.95y + -0.58z <= 971.77
8.11x + -2.19y + -7.49z <= 755.06
2.74x + -3.79y + 5.63z <= 683.28
4.58x + 5.63y + 9.41z <= 463.34
-7.87x + 1.78y + 3.86z <= 345.85
-1.04x + -9.81y + -0.64z <= 906.61
-4.36x + 2.47y + 2.01z <= 638.37
-8.25x + 9.45y + 8.48z <= 916.93
7.66x + 3.86y + 9.81z <= 472.24
-4.99x + 0.13y + -3.49z <= 852.98
-8.86x + 9.49y + -3.5z <= 916.35
3.8x + -2.85y + -1.3z <= 831.38
8.35x + 7.06y + 4.04z <= 374.03
-3.53x + 0.71y + -9.97z <= 756.81
9.36x + -8.49y + -1.82z <= 121.72
6.22x + -2.46y + 7.84z <= 686.25
-5.45x + 5.6y + 1.76z <= 884.73
-8.36x + -6.22y + -2.94z <= 351.07
-7.7x + 0.61y + -2.89z <= 541.51
-1.9x + 9.17y + -0.1z <= 173.22
-5.58x + -1.31y + 2.69z <= 249.99
9.13x + 8.42y + 7.59z <= 695.26
2.43x + -8.38y + -4.11z <= 201.17
-1.97x + 2.82y + 3.71z <= 745.01
-5.69x + -3.15y + 1.83z <= 354.67
9.65x + 3.4y + 4.19z <= 798.34
-2.91x + 6.84y + 7.5z <= 920.14
1.44x + 0.95y + 1.73z <= 743.34
-8.99x + 4.58y + 3.23z <= 887.75
-8.49x + 2.45y + -9.23z <= 666.35
0.39x + 3.9y + 2.4z <= 941.08
3.99x + 2.55y + 6.64z <= 140.45
8.62x + -4.71y + -6.0z <= 840.04
-6.93x + -3.24y + -7.88z <= 462.91
4.94x + 1.49y + 8.1z <= 572.91
8.08x + -9.55y + 6.45z <= 416.21
5.09x + 3.25y + -2.84z <= 508.7
-5.55x + -4.42y + 6.74z <= 555.22
-0.53x + 2.58y + 5.54z <= 716.49
3.44x + 1.62y + 4.5z <= 780.13
0.04x + 1.52y + -0.57z <= 750.87
-5.4x + -5.16y + 4.07z <= 354.8
4.42x + 2.57y + 1.21z <= 149.6
-8.63x + 3.55y + -5.81z <= 871.41
6.22x + 1.75y + -4.47z <= 210.25
3.36x + -6.51y + 5.58z <= 903.96
3.49x + 4.05y + 5.47z <= 907.94
6.52x + -6.18y + 6.03z <= 280.0
-3.69x + 3.91y + -2.39z <= 330.73
-5.71x + 8.36y + -8.75z <= 754.14
3.36x + 5.19y + 7.79z <= 448.53
1.91x + -7.68y + -5.81z <= 924.4
-6.26x + 6.14y + -2.71z <= 829.98
9.43x + 5.64y + -0.72z <= 461.72
3.23x + -7.03y + 6.59z <= 667.17
-6.16x + 9.44y + -6.9z <= 311.35
8.31x + -6.95y + 6.15z <= 392.17
-2.88x + -6.76y + 8.5z <= 239.25
-7.3x + 0.6y + -8.5z <= 530.59
-8.94x + 6.43y + -8.37z <= 713.7
7.34x + 8.4y + -8.29z <= 980.52
5.28x + -8.68y + 7.36z <= 511.76
0.08x + -1.05y + -7.46z <= 869.08
-9.64x + -3.35y + -8.59z <= 384.54
-1.45x + -2.07y + -5.68z <= 585.36
-2.96x + 3.92y + 7.94z <= 926.68
-2.86x + 8.75y + -2.36z <= 801.64
-5.06x + -9.63y + 1.74z <= 319.43
-7.21x + 5.6y + -5.43z <= 148.64
8.07x + 4.88y + 4.34z <= 649.05
-4.67x + -4.5y + -5.54z <= 551.85
4.88x + -9.55y + 7.19z <= 691.38
-4.73x + -0.91y + 4.87z <= 233.45
0.52x + -3.02y + 1.74z <= 267.08
7.27x + -8.23y + 8.12z <= 445.39
4.22x + -5.81y + -5.94z <= 867.34
-7.4x + 9.57y + 7.84z <= 973.63
-0.04x + 9.38y + 7.66z <= 128.16
-0.51x + 8.74y + -9.42z <= 731.34
0.98x + 9.35y + 2.9z <= 546.73
6.11x + -5.08y + 1.4z <= 710.07
-9.42x + -8.15y + -9.67z <= 494.85
-7.2x + 9.82y + 7.36z <= 502.77
2.46x + 3.96y + 2.59z <= 384.66
1.55x + 8.78y + 9.12z <= 712.54
-0.09x + 0.05y + -8.95z <= 162.79
-1.93x + 2.47y + 0.85z <= 920.05
-0.61x + -9.92y + 9.63z <= 282.14
-7.53x + 9.44y + -5.42z <= 675.34
-9.78x + 9.47y + -3.58z <= 648.31
6.13x + 5.67y + 1.94z <= 908.53
-9.69x + 0.89y + -5.57z <= 599.02
-3.31x + -1.98y + -5.35z <= 745.85
1.0x + -3.27y + 9.93z <= 856.05
-7.24x + 5.12y + -0.37z <= 144.8
-8.37x + 9.69y + -9.81z <= 428.95
-4.89x + 8.02y + -6.48z <= 526.81
7.34x + -3.7y + 3.88z <= 261.67
-2.74x + 3.5y + 0.87z <= 126.34
-7.17x + 8.94y + 6.0z <= 228.99
-7.49x + 8.75y + 6.84z <= 674.24
9.92x + -7.74y + -0.04z <= 684.7
-8.01x + -5.33y + -6.04z <= 516.06
7.77x + -4.34y + 1.39z <= 259.36
4.94x + 6.06y + 1.42z <= 970.76
6.83x + -4.49y + 2.02z <= 641.68
3.59x + -6.06y + -6.25z <= 639.04
-9.44x + -9.52y + 0.99z <= 455.53
-3.15x + 9.32y + 4.75z <= 779.75
5.05x + -2.56y + -2.04z <= 310.49
5.13x + 5.25y + 9.63z <= 588.09
7.53x + 6.65y + -7.7z <= 365.53
1.73x + -2.44y + -9.48z <= 172.86
8.68x + -9.24y + -4.98z <= 243.79
3.69x + 3.21y + -6.58z <= 271.11
8.43x + 5.84y + -3.28z <= 444.82
8.71x + -6.41y + -7.59z <= 950.03
-0.9x + 6.09y + 3.88z <= 371.32
-1.51x + -9.8y + 0.8z <= 921.25
-0.75x + 6.33y + 4.8z <= 424.53
7.38x + -3.0y + -7.05z <= 418.68
8.84x + 4.69y + -9.63z <= 715.81
-6.65x + 8.23y + 6.75z <= 587.34
-8.42x + -9.29y + 2.0z <= 739.67
-8.11x + -1.49y + -5.41z <= 931.27
-4.21x + 6.15y + 6.32z <= 213.12
-6.76x + 8.56y + -3.47z <= 910.52
-6.65x + -6.19y + -8.48z <= 768.42
-6.53x + 1.91y + -6.31z <= 771.07
-7.63x + -7.72y + 5.86z <= 621.65
-9.94x + 6.03y + -4.56z <= 930.23
-8.6x + -4.79y + -5.13z <= 387.58
8.46x + 6.63y + 1.04z <= 801.11
0.96x + 3.6y + -3.02z <= 299.79
4.15x + 7.42y + -2.15z <= 184.6
-2.56x + 3.83y + 6.83z <= 656.02
-7.49x + -3.58y + 4.32z <= 844.52
-9.69x + -7.59y + 6.84z <= 872.32
6.81x + 6.4y + -4.07z <= 507.4
9.97x + -1.21y + 2.52z <= 352.64
9.48x + 7.76y + 2.17z <= 233.15
-1.52x + -9.15y + -8.66z <= 445.97
-3.0x + -5.83y + 8.65z <= 641.11
7.32x + -2.8y + 3.67z <= 859.95
-5.72x + 2.6y + 2.78z <= 863.98
-7.99x + -4.61y + 5.3z <= 529.64
1.67x + 7.85y + -6.73z <= 879.69
6.94x + 3.46y + 6.7z <= 268.29
-0.55x + 4.75y + -4.3z <= 798.36
-4.52x + 4.27y + 2.1z <= 242.78
-7.95x + 5.15y + 5.53z <= 671.95
7.05x + -5.41y + 7.82z <= 417.83
-1.51x + 6.51y + -0.55z <= 504.93
-3.47x + -4.43y + -9.71z <= 854.05
2.35x + -3.94y + 1.58z <= 837.44
-3.77x + 5.92y + -7.87z <= 612.65
-8.99x + 3.0y + 8.85z <= 278.14
-0.81x + 6.63y + -9.59z <= 192.78
4.04x + -0.76y + 5.1z <= 315.39
4.78x + -3.31y + -6.43z <= 800.97
0.84x + -9.78y + -7.77z <= 511.18
-5.11x + 2.45y + 2.03z <= 987.88
-2.67x + -3.33y + -7.47z <= 290.22
-1.83x + -9.42y + 9.23z <= 793.74
7.55x + 5.77y + -8.66z <= 802.13
-5.52x + -9.62y + 1.92z <= 191.85
5.16x + -10.0y + 2.62z <= 335.74
-9.24x + -9.72y + -1.17z <= 830.7
4.9x + 5.38y + -9.36z <= 995.75
8.17x + 7.59y + -5.19z <= 970.18
-5.13x + -8.2y + 7.37z <= 559.52
4.14x + -10.0y + 0.3z <= 791.73
8.69x + 7.69y + -8.54z <= 195.84
0.15x + -6.83y + -4.04z <= 554.49
-4.75x + -4.01y + -4.55z <= 493.24
8.16x + 9.76y + 2.68z <= 676.21
4.41x + 3.54y + -6.42z <= 870.35
8.6x + -6.3y + -3.22z <= 156.27
9.34x + -2.44y + 3.05z <= 525.95
-1.19x + 0.28y + -2.85z <= 146.69
1.06x + -9.76y + 0.41z <= 500.27
6.3x + -9.92y + 7.9z <= 893.99
-9.82x + -8.45y + -5.05z <= 979.88
-5.68x + 4.31y + 0.24z <= 210.91
8.3x + -3.46y + 1.38z <= 712.28
6.62x + -5.42y + 1.33z <= 267.28
-9.02x + -8.7y + -6.31z <= 892.03
5.83x + 2.37y + -3.78z <= 683.33
6.54x + -6.09y + 6.33z <= 123.82
-2.54x + -2.74y + -5.69z <= 321.38
7.61x + -5.65y + 7.15z <= 838.42
8.91x + 4.58y + -0.03z <= 815.66
-6.94x + -5.87y + 4.03z <= 651.63
-0.45x + -3.73y + -0.92z <= 643.52
-5.56x + -2.29y + -9.35z <= 148.89
5.02x + 9.82y + 9.74z <= 978.44
-3.27x + 5.1y + 4.23z <= 125.2
1.31x + 3.04y + 3.34z <= 843.9
-3.86x + 8.67y + -5.93z <= 235.07
-2.72x + 7.39y + 5.02z <= 956.92
-6.21x + 0.83y + -8.41z <= 291.66
7.5x + -3.66y + -4.74z <= 486.16
6.22x + 6.57y + -2.44z <= 821.12
-1.1x + 0.11y + 4.03z <= 312.45
-1.32x + 8.21y + -8.97z <= 476.18
-5.86x + -7.46y + -5.06z <= 187.39
0.72x + -3.78y + -9.99z <= 214.3
-8.8x + 0.57y + -7.51z <= 116.7
-5.74x + -7.16y + -9.45z <= 415.91
9.86x + 9.18y + -8.32z <= 328.07
7.04x + 9.17y + -2.94z <= 477.81
8.69x + 4.38y + -1.53z <= 656.82
-1.44x + -3.7y + -4.65z <= 581.1
2.47x + -0.08y + 8.97z <= 438.26
-0.64x + 0.84y + -9.95z <= 179.49
8.95x + 3.13y + 3.16z <= 343.22
5.46x + -9.17y + -3.03z <= 810.46
-6.36x + -6.87y + -8.07z <= 533.79
-1.37x + -1.75y + -4.5z <= 283.28
-2.02x + -8.23y + 3.93z <= 235.44
-1.26x + 5.98y + 3.23z <= 129.91
5.22x + -9.06y + 2.67z <= 617.99
-7.92x + 1.47y + 5.29z <= 503.82
5.07x + 9.46y + -5.88z <= 945.08
8.79x + -9.15y + 7.11z <= 517.85
-1.28x + -3.19y + -3.6z <= 873.16
4.33x + -3.37y + -7.86z <= 716.64
-8.78x + -9.26y + -3.09z <= 782.54
7.86x + 9.88y + -3.19z <= 624.77
4.9x + -0.12y + -3.12z <= 301.1
-0.31x + -9.76y + -2.86z <= 414.95
-8.18x + 6.08y + 7.94z <= 352.71
-5.21x + 4.78y + -9.62z <= 414.24
4.27x + 4.8y + 5.68z <= 626.85
8.21x + 7.33y + 9.39z <= 872.51
4.45x + -1.77y + 9.75z <= 229.53
7.52x + 9.51y + 2.87z <= 841.24
0.75x + -3.45y + 7.36z <= 300.48
-5.83x + 9.16y + 0.5z <= 423.6
-7.08x + -5.83y + 6.41z <= 814.91
-4.38x + 6.0y + 6.93z <= 279.52
1.56x + -6.97y + 9.39z <= 202.96
-4.56x + 7.57y + -5.15z <= 382.44
6.63x + 1.72y + 0.78z <= 969.21
6.86x + 0.57y + 9.5z <= 288.46
7.11x + 5.52y + -6.76z <= 969.31
-7.8x + -3.74y + -4.86z <= 873.84
-3.05x + 3.42y + -2.36z <= 311.14
-5.82x + -1.59y + -5.46z <= 825.73
-8.61x + 7.35y + -4.56z <= 613.35
-3.36x + 2.77y + -7.18z <= 376.75
3.96x + -1.65y + 4.22z <= 762.53
7.24x + -7.45y + 2.75z <= 715.3
7.38x + -8.69y + 2.65z <= 291.05
3.95x + -4.69y + -9.45z <= 853.83
1.8x + 5.95y + -9.41z <= 725.82
-5.31x + -8.64y + 2.79z <= 214.63
-5.78x + 8.98y + -8.61z <= 882.76
-3.49x + -7.01y + -5.75z <= 605.6
0.86x + 7.05y + -6.03z <= 905.82
-8.31x + 7.16y + -6.02z <= 841.29
9.17x + -2.04y + 5.89z <= 303.81
-6.01x + 9.26y + -8.15z <= 338.03
-4.02x + 0.05y + 1.97z <= 430.22
5.37x + -5.95y + -5.91z <= 475.31
-3.06x + -1.37y + 8.88z <= 614.05
6.64x + -4.93y + -7.57z <= 313.93
-3.64x + 3.86y + -0.48z <= 693.36
5.47x + -0.68y + -5.18z <= 939.97
-0.18x + -3.28y + 9.14z <= 821.59
8.14x + -7.49y + 2.13z <= 262.86
-2.79x + 4.98y + 5.27z <= 934.74
-6.1x + 9.42y + -1.58z <= 262.26
2.0x + -7.79y + 6.79z <= 208.07
9.08x + 4.47y + -8.32z <= 133.32
3.62x + 5.92y + -2.93z <= 234.07
-6.89x + 7.01y + 6.57z <= 329.75
-0.01x + 4.5y + -3.44z <= 190.35
-4.32x + 7.51y + 6.98z <= 304.63
5.91x + 1.78y + -6.89z <= 492.76
-3.05x + -8.3y + 4.4z <= 230.39
8.59x + -5.12y + 0.38z <= 694.52
7.52x + 8.5y + 1.47z <= 768.78
-6.99x + 3.23y + 6.56z <= 475.85
3.38x + -5.76y + -6.46z <= 415.43
-2.64x + 4.31y + 8.22z <= 359.6
-2.44x + 5.06y + -7.92z <= 880.28
-1.11x + 2.2y + -9.68z <= 425.59
-2.8x + 5.71y + -7.15z <= 854.79
-1.17x + -3.45y + 1.82z <= 658.03
5.29x + 4.75y + 8.68z <= 455.93
6.5x + 6.77y + 9.59z <= 646.55
-0.68x + 0.44y + 9.13z <= 486.2
3.75x + 4.15y + -5.52z <= 695.04
6.56x + 5.13y + 4.37z <= 203.8
4.55x + 5.32y + 8.22z <= 900.65
-5.37x + 9.94y + 5.57z <= 227.4
7.65x + 2.62y + -1.12z <= 899.21
8.94x + 7.79y + 0.18z <= 279.62
-4.91x + 6.65y + -4.95z <= 879.0
-7.26x + -7.11y + 6.52z <= 408.86
6.9x + 0.62y + 2.92z <= 141.57
9.15x + 3.88y + -3.69z <= 799.81
3.79x + 0.81y + 9.16z <= 848.42
9.24x + -1.48y + -6.01z <= 548.31
6.45x + -3.93y + 9.68z <= 721.99
-7.44x + 0.22y + 9.65z <= 621.52
-5.82x + 0.89y + 6.16z <= 588.43
-5.61x + 8.47y + -2.51z <= 834.51
4.02x + 4.49y + -1.0z <= 322.86
7.33x + -1.17y + -6.42z <= 538.37
5.22x + -1.23y + 5.97z <= 982.85
-7.97x + -4.2y + 7.83z <= 657.55
-5.28x + 5.39y + -4.88z <= 322.66
4.01x + -3.83y + -9.26z <= 396.76
-2.97x + -0.56y + 3.03z <= 823.48
-2.43x + 5.59y + -5.61z <= 346.56
-6.73x + 9.74y + 0.97z <= 590.62
-6.66x + 9.88y + 8.88z <= 464.72
3.59x + -3.59y + 3.83z <= 287.8
5.34x + 3.55y + 0.62z <= 576.86
-1.84x + -4.01y + -1.11z <= 908.56
3.82x + -1.98y + 8.89z <= 562.7
-8.01x + -7.21y + -2.86z <= 220.43
-0.82x + -7.94y + -7.77z <= 511.31
-1.66x + -8.15y + 6.82z <= 209.3
8.89x + 4.98y + -5.59z <= 611.54
8.67x + -4.32y + -3.65z <= 661.68
5.27x + 3.11y + 1.75z <= 475.11
8.87x + 4.16y + 2.56z <= 604.15
7.22x + -5.64y + 8.65z <= 540.1
-8.96x + 2.69y + 7.45z <= 106.63
-4.4x + 2.54y + 2.62z <= 975.22
-9.1x + 1.38y + 0.75z <= 569.1
5.24x + -6.52y + 9.03z <= 597.73
-1.28x + 1.39y + -9.0z <= 566.52
-0.21x + 7.69y + 2.32z <= 649.46
-2.2x + 2.09y + -7.97z <= 744.84
-2.23x + -4.61y + -6.31z <= 428.55
-8.99x + -3.76y + -6.47z <= 566.09
-3.9x + 4.55y + 7.18z <= 684.16
0.51x + -1.19y + -8.2z <= 780.37
-4.18x + -3.44y + 4.75z <= 189.56
7.13x + -2.25y + -2.15z <= 796.93
3.67x + -9.43y + -4.15z <= 790.15
-1.72x + -8.83y + -9.6z <= 691.69
-4.57x + 6.95y + -8.5z <= 181.49
-0.32x + 2.89y + -8.87z <= 106.64
4.22x + 6.25y + 0.53z <= 507.53
-4.96x + -4.73y + 8.91z <= 152.5
-2.8x + 0.3y + 4.19z <= 243.14
-8.27x + -3.47y + 8.3z <= 715.34
-1.85x + 3.08y + 4.61z <= 934.48
5.57x + 2.18y + 4.74z <= 151.73
8.86x + 9.21y + -0.81z <= 594.79
-5.16x + -4.72y + -0.39z <= 386.29
2.47x + -7.78y + -9.25z <= 526.32
-2.58x + 3.61y + 2.15z <= 756.94
-6.39x + -6.43y + 0.02z <= 471.61
-9.25x + 5.86y + 9.07z <= 607.3
-5.95x + -7.23y + 3.13z <= 313.31
4.92x + -8.43y + -5.36z <= 403.39
8.64x + -1.16y + -5.51z <= 695.61
6.9x + 0.34y + -2.03z <= 468.88
-5.16x + -2.68y + -4.65z <= 978.55
-9.55x + 4.22y + -3.64z <= 526.91
-7.85x + -5.39y + -5.96z <= 299.68
8.12x + -6.38y + -1.35z <= 123.57
5.98x + -5.14y + -3.61z <= 896.45
9.14x + 5.15y + 5.09z <= 398.48
0.14x + 7.33y + 6.71z <= 214.94
-0.1x + -5.44y + 0.25z <= 822.92
-5.25x + -3.49y + 7.11z <= 369.82
4.4x + 6.55y + 1.35z <= 903.78
-7.88x + 6.48y + 6.76z <= 646.75
-0.58x + 0.57y + 0.82z <= 254.13
0.53x + 8.37y + -0.39z <= 439.8
4.15x + -3.86y + -6.39z <= 825.95
-3.05x + 7.41y + 6.22z <= 281.01
5.96x + -9.22y + -6.85z <= 434.75
6.68x + 1.24y + 5.74z <= 330.66
5.16x + 4.62y + -3.59z <= 267.78
-1.34x + -2.06y + -2.41z <= 134.78
-4.17x + -3.24y + -2.0z <= 842.76
6.6x + 4.86y + -0.17z <= 963.73
-9.46x + 0.81y + 0.82z <= 647.82
4.51x + 7.66y + 1.72z <= 243.13
-1.38x + 7.61y + -8.32z <= 954.85
3.7x + -3.02y + 3.86z <= 872.51
5.93x + -5.7y + 1.37z <= 575.34
-4.68x + -1.25y + 1.07z <= 227.22
-7.9x + 6.73y + -8.78z <= 822.54
6.9x + -2.07y + -6.77z <= 929.87
4.27x + 7.2y + 6.71z <= 337.98
1.72x + 2.71y + 3.22z <= 260.73
4.67x + -8.93y + 3.99z <= 834.92
-7.41x + -9.91y + 5.48z <= 133.17
8.2x + 8.1y + 1.35z <= 910.18
7.17x + 2.96y + 4.74z <= 971.45
-6.49x + 7.66y + 2.12z <= 781.02
-2.77x + -3.3y + 3.0z <= 435.22
-6.67x + -4.53y + -1.8z <= 136.2
-9.3x + 1.36y + 8.76z <= 554.64
-3.84x + 4.04y + -0.06z <= 733.87
-8.33x + 3.18y + 6.36z <= 603.21
-3.12x + 2.9y + -8.89z <= 608.35
-8.33x + -1.01y + 2.4z <= 176.19
-7.72x + 2.18y + -2.64z <= 320.61
-1.2x + 2.73y + 2.73z <= 759.74
3.29x + 9.35y + -5.15z <= 185.02
-3.52x + 7.29y + -0.64z <= 460.88
8.62x + 8.79y + 7.85z <= 332.81
0.94x + -4.26y + 9.59z <= 873.44
-6.53x + 0.12y + 1.08z <= 593.48
3.38x + -6.56y + 8.7z <= 177.56
3.45x + 0.69y + -8.91z <= 442.11
-0.83x + -1.15y + -9.85z <= 621.07
-8.36x + -1.71y + 9.32z <= 617.73
-1.84x + 8.63y + -2.47z <= 586.74
-1.58x + 3.46y + -8.35z <= 655.66
-2.62x + -7.56y + 5.65z <= 387.14
0.14x + -8.01y + -2.68z <= 707.83
2.28x + 2.48y + 3.57z <= 103.46
7.48x + -8.8y + 1.28z <= 785.06
7.49x + 4.38y + 4.52z <= 755.87
-0.6x + 1.89y + 7.63z <= 188.68
-4.67x + 2.31y + -9.59z <= 106.63
8.33x + -1.6y + -9.19z <= 822.76
-8.8x + 0.26y + -1.34z <= 639.52
0.42x + -7.33y + 5.93z <= 817.33
-6.03x + -6.54y + -5.24z <= 559.51
-3.43x + 3.31y + -0.72z <= 643.4
1.07x + -4.1y + -7.71z <= 428.2
1.86x + -6.2y + -0.72z <= 425.55
-4.42x + 2.93y + -2.81z <= 652.69
-3.3x + -3.79y + -7.61z <= 633.17
5.91x + -3.89y + -1.96z <= 863.57
-5.62x + 8.04y + 1.17z <= 707.9
4.69x + -5.16y + 6.23z <= 327.74
-8.24x + -6.93y + -5.63z <= 218.72
-6.27x + 9.33y + 5.25z <= 917.04
-7.65x + -8.44y + -2.85z <= 561.05
7.03x + 3.84y + -1.65z <= 664.38
-4.39x + -1.81y + -2.26z <= 405.83
1.82x + -1.87y + -3.32z <= 812.05
9.45x + -4.35y + 4.23z <= 998.93
6.34x + -0.7y + 5.13z <= 201.7
-7.89x + 2.81y + 0.26z <= 322.96
-9.78x + -2.92y + 2.6z <= 352.05
5.72x + -4.82y + -5.78z <= 342.54
