#convex solver has no solution but os tool has
# convex result: None os tool result: (0.56844,10.91948)
max 1x + 1y
-1.1804x + -0.8119y <= 620
0.9872x + 1.2942y <= 630
1.746x + 3.7622y <= 564
2.1133x + -2.6518y <= 260
3.4861x + -6.7548y <= 406
-9.842x + -2.8759y <= 150
8.2171x + 9.7524y <= 337
-9.9147x + -9.8978y <= 692
1.1928x + 1.7452y <= 333
-7.8461x + 3.9476y <= 904
-3.0673x + -7.6185y <= 510
-7.28x + 3.4056y <= 537
0.206x + 8.799y <= 904
2.8681x + 0.3972y <= 548
7.0546x + -9.5797y <= 316
-9.8554x + -5.7399y <= 809
-7.1539x + -1.7089y <= 835
0.8095x + 2.1884y <= 218
-8.855x + -1.9466y <= 643
-3.4789x + -5.2478y <= 880
8.6264x + 0.767y <= 332
0.9932x + 6.7058y <= 372
1.0819x + 0.0592y <= 907
2.89x + 4.0193y <= 109
4.8546x + 9.8533y <= 890
4.2553x + 1.5291y <= 958
9.9949x + -3.4402y <= 455
-5.2327x + -0.1857y <= 845
5.6167x + -5.8191y <= 288
-9.9317x + 2.3802y <= 788
6.9096x + -0.0793y <= 125
-5.0386x + -0.4222y <= 848
-2.1101x + 2.9043y <= 426
-8.4141x + -4.498y <= 441
9.191x + -4.8791y <= 902
2.5209x + 3.8366y <= 416
-9.795x + 7.26y <= 156
-4.9088x + 0.8724y <= 518
5.921x + -0.5926y <= 595
-9.2817x + -5.4109y <= 264
-5.2871x + 1.8525y <= 113
-3.1085x + -5.8279y <= 502
-8.1123x + 8.8162y <= 988
-0.0901x + 8.0312y <= 288
-0.3611x + 7.7264y <= 662
-4.1659x + 3.4804y <= 617
3.7156x + 7.7875y <= 284
6.8453x + -5.0397y <= 577
-9.0738x + 8.048y <= 837
4.8658x + 3.1761y <= 440
-3.7348x + 8.4378y <= 675
7.2708x + -6.9582y <= 168
-9.3187x + -0.0712y <= 803
-6.3434x + -9.1987y <= 805
9.2764x + 1.4296y <= 385
6.0954x + 6.3911y <= 831
1.2672x + 1.4084y <= 177
-0.8119x + -4.8312y <= 177
4.0639x + -8.9537y <= 699
-6.5169x + -7.1727y <= 715
6.9153x + -5.0129y <= 885
-2.1184x + 2.9883y <= 687
-0.6693x + -1.0783y <= 343
7.0714x + 8.6018y <= 693
8.9746x + 1.5768y <= 972
-6.3961x + 4.4205y <= 526
7.07x + 3.1576y <= 806
-9.8664x + 2.3198y <= 465
-1.6115x + -2.1857y <= 227
-8.7883x + -1.6086y <= 172
-0.2308x + -4.6088y <= 711
-2.495x + -7.9918y <= 905
2.2348x + 4.139y <= 723
-9.7861x + 1.2738y <= 915
-1.0717x + -0.624y <= 641
-4.0037x + 1.3055y <= 867
0.1117x + -2.4781y <= 795
-8.9856x + 8.4886y <= 925
-9.4815x + -3.1186y <= 167
-3.9795x + -3.9188y <= 216
-3.392x + -1.5043y <= 348
7.7412x + 5.4989y <= 279
-1.1275x + -8.5727y <= 983
-4.1327x + 5.2511y <= 398
1.4697x + -8.5295y <= 381
-4.0581x + -7.1989y <= 483
-3.6625x + -1.9255y <= 212
7.729x + -1.0043y <= 543
-4.0311x + -5.9733y <= 193
5.1628x + 4.946y <= 738
-4.6421x + 1.7732y <= 648
-0.7827x + 5.6808y <= 161
5.9308x + 7.8979y <= 876
7.7727x + -3.6535y <= 305
-9.6915x + 8.1103y <= 180
-8.35x + 0.863y <= 328
-1.9415x + -5.4212y <= 184
7.4672x + 1.898y <= 889
-9.0734x + -3.8855y <= 470
4.085x + 6.5369y <= 535
-9.1329x + 9.3335y <= 551
-8.3923x + 8.1739y <= 693
5.1289x + 3.4401y <= 140
8.2574x + 2.2771y <= 140
4.6366x + 8.4521y <= 161
1.7678x + 5.0097y <= 360
5.4484x + -5.2227y <= 582
-6.0264x + 1.3925y <= 388
-1.4182x + -8.9336y <= 730
-2.9191x + -1.77y <= 638
4.7573x + -4.1159y <= 510
-9.1265x + -1.4297y <= 661
-6.2552x + 2.0865y <= 656
4.6014x + -8.0983y <= 242
-0.3104x + 5.5929y <= 739
1.7007x + 2.1338y <= 533
-8.5637x + 2.0403y <= 936
-5.8807x + -3.3145y <= 368
-6.3257x + -9.4567y <= 377
8.6413x + -2.4232y <= 223
6.0945x + -5.8249y <= 180
8.8547x + -3.5717y <= 746
0.7203x + 4.3316y <= 421
7.947x + 1.6818y <= 539
7.9719x + -5.3269y <= 243
-5.5845x + -1.3038y <= 575
-9.2623x + -7.5373y <= 979
7.5418x + -4.6257y <= 252
-3.1755x + 8.6195y <= 445
-8.7065x + 5.2965y <= 504
1.8922x + 5.9722y <= 495
-1.9997x + 2.3594y <= 772
8.7916x + -3.5681y <= 298
2.2322x + -3.7683y <= 117
0.5536x + 1.8416y <= 565
-5.5495x + 0.685y <= 170
6.4754x + 7.473y <= 679
4.9321x + 4.1307y <= 168
0.6464x + -8.6176y <= 889
3.3867x + -2.8558y <= 988
7.1216x + 4.55y <= 868
1.8191x + 1.8437y <= 491
-4.0766x + -3.2778y <= 483
9.1843x + -3.4641y <= 882
-7.6876x + 3.1953y <= 389
3.8855x + -1.7127y <= 330
5.4663x + -0.4905y <= 825
-8.1829x + -3.7822y <= 289
-0.3493x + 0.117y <= 583
2.9552x + -8.2265y <= 775
-7.7988x + -0.1982y <= 621
1.0857x + 7.8642y <= 839
6.4683x + -2.5386y <= 650
-7.44x + -1.793y <= 743
-3.5591x + 4.8594y <= 974
-2.5158x + 4.7623y <= 647
3.7782x + -5.9692y <= 814
5.3663x + -7.7506y <= 935
0.0187x + 3.3573y <= 188
5.0112x + 0.754y <= 636
-6.1605x + -7.8793y <= 271
7.9692x + -7.3387y <= 665
-7.7476x + 1.5731y <= 408
-5.3996x + -7.7113y <= 279
7.7309x + 3.633y <= 770
9.9398x + -4.2799y <= 920
-4.9511x + 9.8989y <= 691
7.7237x + 1.4171y <= 456
4.46x + -8.5466y <= 607
-7.6397x + -4.4365y <= 254
4.765x + 4.7475y <= 598
5.2579x + 4.7537y <= 737
-7.8119x + 5.172y <= 322
-9.6838x + -5.6524y <= 513
2.1923x + 2.957y <= 178
8.2411x + -0.8733y <= 926
-5.3672x + 3.4903y <= 656
7.418x + 6.0092y <= 803
8.8587x + 9.6884y <= 507
2.1867x + -6.0646y <= 551
9.4577x + 5.9338y <= 243
-5.1025x + -9.7121y <= 277
-7.5035x + 7.8881y <= 748
-0.83x + 8.0884y <= 729
0.4445x + -9.2115y <= 741
8.6543x + -5.9704y <= 614
-2.4455x + -5.1057y <= 266
-7.7898x + 5.1064y <= 519
1.3002x + -0.4391y <= 280
7.965x + 3.741y <= 650
-1.8918x + -7.6309y <= 108
-1.3392x + -5.8134y <= 973
2.6363x + 9.6559y <= 816
-9.2348x + -2.0735y <= 527
3.1321x + 5.9572y <= 760
9.6994x + -2.5426y <= 143
-2.6487x + 3.048y <= 294
8.5391x + -2.982y <= 266
5.5994x + -5.6234y <= 841
-3.0949x + -5.0283y <= 393
-0.3671x + -7.2721y <= 409
-8.0303x + 7.2687y <= 927
4.7585x + 1.3917y <= 909
-7.4709x + -1.7809y <= 186
-9.6073x + 5.2117y <= 695
9.5894x + 4.0262y <= 481
3.1618x + -0.4132y <= 188
-9.6179x + 2.3976y <= 234
5.4864x + 7.2748y <= 244
-1.4229x + -8.4694y <= 866
-4.8002x + -8.4288y <= 189
-1.2807x + 2.6452y <= 993
-1.6851x + 7.0495y <= 590
4.7471x + -6.0857y <= 253
7.6126x + -3.0662y <= 808
9.1894x + -8.912y <= 947
-1.4825x + 0.5885y <= 799
-3.4491x + -7.3371y <= 230
-8.8996x + -3.1869y <= 487
-5.0693x + -2.3344y <= 793
-9.4945x + 6.8445y <= 265
4.9165x + -7.8086y <= 922
0.5964x + 0.2035y <= 692
-2.6124x + 8.0227y <= 437
8.5524x + -1.9401y <= 705
-0.4744x + -2.4965y <= 904
8.4389x + 7.3606y <= 378
-9.1164x + -3.687y <= 741
-9.8449x + 4.9206y <= 991
3.4982x + -6.9433y <= 329
-2.302x + 8.1524y <= 888
-7.5046x + -5.8469y <= 578
9.5314x + -5.5476y <= 688
9.54x + -7.018y <= 255
-1.4906x + 0.4216y <= 834
-3.2916x + -1.7271y <= 635
-5.782x + 2.1015y <= 764
0.0588x + -8.8921y <= 685
-8.1075x + 5.4391y <= 757
-3.9666x + -1.8614y <= 829
1.8055x + -4.6211y <= 523
-7.8794x + 5.2373y <= 806
-1.1637x + -6.7312y <= 156
-4.1861x + 1.9408y <= 894
-1.6187x + 6.9134y <= 271
2.4998x + 9.7015y <= 142
5.5049x + 1.1869y <= 242
3.7502x + 2.6762y <= 525
-7.5671x + 8.5457y <= 282
7.1098x + -3.0771y <= 388
3.8405x + -0.5558y <= 681
5.0139x + 0.8524y <= 868
-4.1405x + 4.3564y <= 657
2.9917x + -2.4045y <= 790
-1.9428x + 5.2135y <= 601
-8.0315x + 4.1103y <= 795
-6.9196x + -2.9486y <= 670
9.085x + 6.2793y <= 988
-4.3104x + -3.6394y <= 191
-0.177x + 3.7916y <= 740
8.937x + 3.1071y <= 536
7.2302x + 0.2105y <= 875
0.3225x + -8.3598y <= 170
-2.122x + 0.5575y <= 270
3.84x + -5.4196y <= 892
-7.0761x + -3.4389y <= 786
-0.8732x + -8.2836y <= 154
-7.433x + 2.0581y <= 383
-4.4299x + 2.5361y <= 451
2.1229x + -2.1062y <= 677
-8.0833x + 1.6592y <= 224
5.7075x + 8.1158y <= 506
1.0194x + -7.4797y <= 281
5.8286x + -8.6482y <= 289
1.2033x + 8.9717y <= 274
-4.8556x + -5.9298y <= 677
6.9892x + 9.6207y <= 972
-3.7717x + 2.2112y <= 782
1.8779x + 9.0628y <= 115
1.1224x + 8.4422y <= 359
-9.2226x + -4.4815y <= 542
7.3704x + -7.0358y <= 422
2.3882x + 3.6105y <= 211
8.5833x + 3.3042y <= 365
-7.5895x + -5.3284y <= 659
-9.5336x + -7.4366y <= 968
-1.8202x + -4.1855y <= 876
4.8289x + 4.7991y <= 889
-6.8808x + -3.2829y <= 298
-8.5216x + -0.4047y <= 927
5.4713x + 8.0831y <= 695
1.0435x + 5.1792y <= 713
-5.0984x + 7.44y <= 963
8.1133x + -8.9408y <= 907
6.9424x + -9.9182y <= 602
1.1245x + -2.3459y <= 670
-3.0887x + 6.2245y <= 164
-8.3386x + -0.9825y <= 154
-9.3388x + 6.7542y <= 106
1.7541x + -4.8503y <= 784
0.155x + 4.179y <= 294
5.9268x + 5.3969y <= 620
-6.346x + 3.1435y <= 185
-2.7849x + 3.8593y <= 411
-3.579x + -2.674y <= 135
-3.8861x + 0.017y <= 135
-1.8558x + 3.1014y <= 768
-2.3514x + -7.9329y <= 519
-9.2463x + 3.9775y <= 256
8.8175x + -2.5384y <= 967
-3.4378x + -3.9496y <= 828
-4.4733x + 7.7531y <= 726
0.1783x + -2.1733y <= 760
9.9186x + -5.7347y <= 801
-3.1163x + -5.462y <= 631
2.9897x + 5.4064y <= 420
5.9192x + 8.8068y <= 927
-6.834x + 0.628y <= 735
-9.2967x + 0.1865y <= 674
0.2653x + -3.3432y <= 255
-1.7375x + -3.0221y <= 645
9.0139x + -9.2209y <= 845
-6.2908x + 2.8689y <= 311
-3.4782x + 2.5378y <= 621
-4.4438x + 3.264y <= 402
1.8516x + 1.1138y <= 850
-2.9736x + 5.0346y <= 548
5.3883x + -0.4482y <= 170
-2.8909x + -4.2949y <= 454
9.773x + 1.6281y <= 517
0.4066x + -6.3404y <= 589
7.7521x + -8.7854y <= 477
7.2752x + 7.0064y <= 972
1.0333x + -6.5955y <= 816
5.1112x + -8.9197y <= 186
-7.6928x + -2.7399y <= 700
-4.444x + 5.4773y <= 114
-3.5556x + -7.3197y <= 735
-9.0103x + 2.274y <= 469
-3.9363x + 3.3093y <= 649
-8.861x + -7.6944y <= 637
-4.49x + 1.2381y <= 318
4.2538x + -2.1869y <= 700
-1.9182x + -7.4376y <= 884
-5.4509x + 6.7672y <= 837
-0.7982x + 2.1896y <= 820
-1.9945x + -0.9034y <= 144
2.9847x + -7.9318y <= 998
3.745x + -1.5593y <= 845
-7.42x + -4.9981y <= 788
3.2612x + -7.2129y <= 531
-8.3555x + 8.3981y <= 657
3.929x + -1.8479y <= 483
-0.9808x + 9.0594y <= 530
-2.5888x + 8.2356y <= 418
-2.4178x + 0.2557y <= 175
2.7373x + 0.7991y <= 384
-8.2219x + 9.8491y <= 958
-6.4792x + 8.8246y <= 291
2.4025x + 3.5296y <= 428
-3.2129x + -0.9902y <= 435
0.615x + -2.1136y <= 622
8.59x + -7.9996y <= 799
-5.5373x + 7.6208y <= 917
3.3009x + 7.8963y <= 349
-2.0338x + -3.6684y <= 380
6.161x + -6.4354y <= 611
-2.4158x + 0.7379y <= 335
-3.1278x + 9.7257y <= 293
9.9901x + 8.9072y <= 924
-7.3626x + 5.9964y <= 697
-1.9495x + -4.3195y <= 397
-6.2227x + 8.4527y <= 357
-9.8777x + -3.8353y <= 475
3.5117x + 0.3673y <= 340
1.1041x + -6.7473y <= 689
-6.7831x + -6.7711y <= 238
-4.7745x + -1.2359y <= 130
-6.6178x + -5.1676y <= 436
5.4999x + 4.0411y <= 748
2.1271x + -4.4989y <= 713
-8.8819x + -8.5547y <= 350
-0.6836x + 9.2632y <= 921
-7.8111x + 0.6407y <= 612
-4.558x + -4.6958y <= 877
-2.2423x + 2.7844y <= 256
5.839x + -9.7896y <= 335
7.3349x + 6.2497y <= 879
-9.0554x + 1.7003y <= 405
-6.7632x + 4.0594y <= 400
7.4122x + 5.8545y <= 281
7.5412x + 3.6828y <= 240
-6.0815x + 8.7105y <= 284
2.9965x + 8.5811y <= 924
-7.8387x + -3.9261y <= 156
3.0742x + 2.0548y <= 698
-3.9584x + 7.8123y <= 545
1.2128x + 5.5464y <= 426
-3.453x + -4.1257y <= 650
-7.0748x + 7.3148y <= 901
0.6307x + -0.6122y <= 309
-6.5974x + 6.8846y <= 186
-7.8891x + -1.2514y <= 940
-5.1835x + 6.5243y <= 836
7.3798x + -0.9448y <= 439
-4.4346x + -6.7902y <= 508
-6.3161x + 4.2817y <= 100
2.5773x + 6.6975y <= 213
-3.4469x + 6.5132y <= 374
2.783x + -2.9723y <= 899
3.2781x + -2.708y <= 200
-6.6409x + -2.7032y <= 778
8.4518x + -0.9818y <= 951
-7.7529x + 2.7298y <= 845
2.6099x + 8.8859y <= 299
0.8332x + 4.9233y <= 826
-4.2903x + -8.1238y <= 697
0.4623x + -4.9414y <= 336
6.2991x + 1.843y <= 816
5.3451x + 5.3503y <= 689
9.6823x + 2.8346y <= 496
1.981x + -7.4492y <= 727
3.5368x + -2.2923y <= 100
4.3048x + -6.2641y <= 360
-4.2443x + -4.7758y <= 247
2.0778x + -3.6221y <= 868
5.1441x + -7.3804y <= 309
3.0175x + -4.7299y <= 262
-3.1167x + -0.8625y <= 574
-1.0535x + 3.7421y <= 270
4.9709x + -1.0182y <= 715
-2.8142x + -1.0639y <= 403
-1.2521x + 9.8947y <= 140
0.791x + 9.8769y <= 144
-1.2848x + -7.5219y <= 170
8.4171x + 0.281y <= 439
2.8346x + -6.2064y <= 352
5.9214x + -3.171y <= 268
-7.7276x + 8.5181y <= 870
1.2622x + -3.7005y <= 590
-1.125x + -2.0986y <= 439
-2.942x + 4.6141y <= 994
-6.7845x + -4.1896y <= 744
0.2048x + -6.1856y <= 179
3.1415x + 3.7506y <= 388
-4.8423x + 1.6258y <= 879
-6.612x + 6.9447y <= 193
-5.3484x + -3.3969y <= 292
9.4873x + 3.7264y <= 554
9.876x + 4.8695y <= 616
1.4458x + 5.2708y <= 494
-2.2314x + -1.5781y <= 440
-8.3617x + -0.6239y <= 858
-5.7044x + 3.4816y <= 922
-7.5392x + -4.6418y <= 959
-0.3774x + 1.2641y <= 700
8.0192x + -7.0205y <= 577
-0.5333x + 3.9374y <= 478
-8.9606x + -0.0113y <= 932
0.3243x + -8.1873y <= 771
3.4075x + 8.2396y <= 466
-4.6372x + -5.694y <= 525
-0.384x + 4.2385y <= 454
1.3277x + -7.6945y <= 107
-2.2025x + -5.2432y <= 104
-4.2525x + -6.5174y <= 795
4.1119x + -9.6523y <= 278
9.128x + 3.5902y <= 991
9.3414x + 9.0484y <= 265
7.267x + 8.1361y <= 762
8.6015x + -5.2293y <= 726
5.8495x + -2.6721y <= 141
8.4996x + 1.5748y <= 727
3.4251x + -7.3716y <= 586
-0.6424x + -0.1426y <= 281
-2.2947x + -1.9608y <= 383
-4.3533x + -6.1146y <= 112
2.0643x + 4.7267y <= 471
-4.3449x + -1.0382y <= 676
8.1248x + 7.2105y <= 290
1.6198x + 4.2335y <= 811
0.1188x + 4.3337y <= 528
7.4896x + 8.6736y <= 492
-0.4188x + 6.0325y <= 297
5.4472x + -8.2053y <= 400
-4.3748x + 1.6427y <= 165
1.796x + -1.9581y <= 495
-1.8859x + -3.9557y <= 157
9.958x + -4.6559y <= 140
-3.5819x + -7.271y <= 419
-3.2792x + 0.4751y <= 348
-3.3946x + -5.7104y <= 868
-8.0396x + -7.5914y <= 854
-4.5579x + 9.9683y <= 695
-6.3652x + 0.8594y <= 194
-8.8852x + -7.4837y <= 710
1.3074x + 2.8093y <= 798
3.8865x + -2.6621y <= 312
-7.1688x + 8.1602y <= 269
-7.1798x + 8.7803y <= 662
3.862x + -8.3498y <= 913
9.7424x + 6.515y <= 903
-5.7756x + -8.3525y <= 466
-7.5919x + 3.3779y <= 309
0.9349x + 1.882y <= 776
1.548x + 9.5871y <= 721
-1.9247x + -6.9948y <= 998
-9.5074x + 1.0621y <= 180
-9.9303x + -9.6353y <= 457
5.8671x + -2.7426y <= 843
-4.0037x + -4.087y <= 454
-4.3353x + 2.4443y <= 713
-9.4505x + -1.5549y <= 748
-3.6768x + -3.4708y <= 439
5.926x + 7.3311y <= 421
0.3496x + 9.2973y <= 951
-9.7561x + 9.2775y <= 203
-4.2819x + -6.3973y <= 454
8.8461x + -8.9978y <= 296
-0.53x + -9.7829y <= 721
3.7489x + -0.7416y <= 968
-5.2825x + -3.0184y <= 370
-0.8509x + 8.9247y <= 282
-7.3585x + -8.5832y <= 728
1.3659x + 4.9568y <= 324
-2.01x + 6.3456y <= 697
-5.0374x + -4.3059y <= 989
9.1732x + 7.7805y <= 796
-0.6591x + 4.5548y <= 986
1.1492x + 0.5047y <= 291
-6.7051x + 9.4871y <= 846
-2.5065x + 5.9953y <= 167
-5.1547x + -7.32y <= 359
-5.2451x + -8.7307y <= 939
4.1274x + 2.8841y <= 951
4.2438x + 0.8412y <= 545
9.9063x + -5.6236y <= 432
7.7227x + 5.8971y <= 753
7.569x + 3.8553y <= 545
5.8529x + -5.8456y <= 121
4.6938x + -7.9754y <= 621
-5.4566x + -6.2371y <= 959
-3.694x + -8.0307y <= 130
6.1136x + -3.775y <= 716
-2.5686x + 3.5617y <= 511
2.7649x + 1.4021y <= 903
2.9825x + -5.3756y <= 120
-7.9437x + 8.8308y <= 203
-3.7245x + 0.1684y <= 625
-1.4726x + -6.3764y <= 679
-8.429x + 9.0008y <= 703
6.6582x + 9.2681y <= 457
-0.5767x + 5.9092y <= 561
3.3352x + 3.008y <= 854
-7.6722x + -5.93y <= 521
-3.9392x + 2.5058y <= 209
-4.4575x + -8.8124y <= 698
8.4222x + -7.826y <= 868
-7.8608x + -5.7616y <= 975
8.4199x + -5.4058y <= 579
3.385x + 1.0689y <= 357
1.637x + -8.4733y <= 447
-6.3425x + 6.1194y <= 750
-3.1296x + -7.78y <= 984
3.1963x + 3.8539y <= 620
0.6089x + 7.1356y <= 638
-4.9274x + 0.2759y <= 625
9.9833x + -1.5215y <= 367
6.6375x + -2.4723y <= 783
-3.2065x + -9.4873y <= 557
3.0899x + -2.2232y <= 917
4.3315x + 2.8402y <= 700
6.9202x + -4.1735y <= 467
4.2808x + 3.9733y <= 367
2.2811x + -1.5013y <= 295
7.2362x + 1.5151y <= 861
-7.2773x + -2.1738y <= 977
9.0204x + -8.3291y <= 562
-7.1166x + 1.6209y <= 939
-2.9922x + 0.7945y <= 839
6.2775x + -8.1587y <= 206
-4.1128x + -1.195y <= 502
-9.7726x + -6.0091y <= 272
3.6073x + 1.3529y <= 820
-5.1517x + -2.2559y <= 348
3.65x + -8.5775y <= 256
0.6278x + 6.7993y <= 400
8.9517x + 7.5178y <= 719
-5.3968x + -5.2272y <= 537
-9.8353x + 0.6057y <= 318
0.7699x + 2.1443y <= 886
4.9828x + 2.605y <= 555
-8.6785x + 4.1082y <= 597
-2.8371x + 7.4551y <= 261
9.3597x + 0.6437y <= 760
-2.3003x + -3.6788y <= 141
0.0152x + -2.9392y <= 578
3.1975x + -8.4998y <= 404
6.3039x + 5.4596y <= 179
-4.4866x + -8.6948y <= 923
-7.6354x + 2.8228y <= 391
8.9589x + -6.8198y <= 113
1.4566x + 4.6589y <= 875
9.3785x + 3.9972y <= 410
2.1427x + 2.25y <= 888
4.637x + 6.6228y <= 919
-1.199x + -1.5061y <= 940
-1.8392x + -9.1915y <= 951
3.3883x + 6.8625y <= 373
-3.6353x + 6.5858y <= 557
4.1569x + 8.1553y <= 268
6.9366x + 8.0867y <= 846
-8.3548x + 5.3919y <= 665
1.788x + -4.9099y <= 532
2.6512x + -9.8544y <= 575
3.9724x + 4.8602y <= 170
7.9951x + 8.6189y <= 523
5.0924x + -7.3198y <= 312
7.0609x + 8.101y <= 450
1.8224x + -7.4357y <= 370
-8.6016x + -8.6349y <= 306
-7.7163x + -4.0148y <= 115
-7.2656x + -6.2856y <= 467
-1.4725x + -3.0901y <= 105
1.0337x + -3.0492y <= 805
-1.8654x + 9.6394y <= 312
5.1036x + -7.6974y <= 555
-1.9413x + -4.644y <= 517
6.7437x + -8.5628y <= 338
-1.9501x + -5.2206y <= 631
7.2363x + 8.7342y <= 197
-0.3334x + -9.1766y <= 235
-0.3415x + 4.9333y <= 637
-0.8031x + 4.9927y <= 185
-2.0497x + 8.4039y <= 604
6.8422x + 9.8445y <= 327
-4.0499x + -1.3829y <= 924
3.2046x + -4.0028y <= 122
-8.4086x + 0.1531y <= 610
4.5047x + -1.7082y <= 203
0.5046x + -0.7686y <= 609
-9.4133x + 2.5002y <= 573
-0.8392x + 3.8975y <= 301
1.9906x + -9.0191y <= 416
-8.1487x + 5.1692y <= 595
-5.6814x + 1.6147y <= 813
-9.8451x + -4.3151y <= 336
-5.9606x + -2.2062y <= 386
8.4952x + -3.1606y <= 396
-4.6275x + 7.6591y <= 984
-0.8936x + 6.871y <= 443
5.4911x + 1.8461y <= 905
-7.293x + -9.0538y <= 281
-5.2544x + -7.7099y <= 334
2.4619x + 1.1889y <= 444
5.9957x + 7.5153y <= 751
9.1044x + 3.6216y <= 178
4.3671x + 3.6715y <= 949
7.6035x + -0.2683y <= 823
8.6528x + 7.3545y <= 556
-5.0071x + -8.6494y <= 535
-0.8933x + -4.8552y <= 604
3.4927x + 0.0261y <= 336
-7.9278x + 1.7562y <= 806
2.5085x + 2.4299y <= 809
8.8524x + 5.2489y <= 759
7.3772x + 8.4319y <= 579
4.8753x + -1.7603y <= 629
-5.8508x + 2.9691y <= 176
-0.4047x + -0.0023y <= 578
9.9918x + 1.1688y <= 580
-1.8534x + -6.518y <= 448
-0.1956x + 0.5946y <= 625
5.7016x + -1.0596y <= 590
-4.6502x + 9.9105y <= 125
-0.6081x + -4.6263y <= 722
-6.4436x + 5.6771y <= 328
7.1722x + -5.403y <= 914
-2.8613x + 7.2549y <= 567
-0.1004x + 8.2827y <= 278
5.4229x + 9.577y <= 117
6.254x + 2.0431y <= 852
9.0664x + 6.7918y <= 574
-9.5745x + 3.5874y <= 173
-0.5605x + -8.0781y <= 444
0.8064x + -5.5539y <= 922
-7.8282x + -0.4861y <= 706
8.9734x + -6.0239y <= 397
5.4788x + 3.5875y <= 159
-6.7899x + 9.817y <= 284
3.558x + -4.0067y <= 330
-3.2526x + 5.549y <= 193
6.0778x + 2.8925y <= 736
-0.297x + 6.0288y <= 932
2.1297x + -7.6687y <= 442
4.0594x + 4.6173y <= 833
9.0241x + -2.0121y <= 450
-5.0949x + -8.8535y <= 980
-0.6701x + -7.71y <= 466
-0.1873x + -2.335y <= 575
4.394x + 4.3778y <= 193
-7.8068x + 2.2833y <= 143
-3.2182x + 6.8577y <= 851
8.844x + -2.5247y <= 726
5.7766x + 0.7736y <= 987
7.4849x + 7.5309y <= 534
-9.6673x + -8.8361y <= 731
2.3927x + -0.5083y <= 169
7.0402x + 1.23y <= 846
8.5543x + -5.8497y <= 175
-5.4872x + -7.6951y <= 308
-4.0264x + 4.4551y <= 211
-7.5037x + -6.9059y <= 808
5.9675x + 1.3389y <= 647
-9.4288x + -0.2937y <= 832
-8.7617x + -2.7664y <= 580
-2.721x + 3.6345y <= 208
-5.8338x + -9.7834y <= 721
-9.7359x + -6.8911y <= 105
-8.8047x + 3.5177y <= 642
9.0732x + -8.3285y <= 792
-7.2501x + -9.1267y <= 801
6.6761x + -5.8018y <= 829
4.6917x + -6.0597y <= 439
-6.5162x + 0.2044y <= 888
-9.3357x + 2.2788y <= 798
-7.2813x + 2.7098y <= 778
8.6547x + 3.6769y <= 730
-6.7206x + 6.8821y <= 230
-6.4317x + -3.4643y <= 485
-3.8186x + 9.0931y <= 520
4.3332x + 9.6374y <= 144
-0.0536x + 5.9511y <= 928
0.5281x + 4.705y <= 268
0.854x + 3.817y <= 667
-0.2939x + 7.209y <= 818
9.7111x + -7.8001y <= 711
-8.0551x + -2.2639y <= 258
1.3578x + 5.7886y <= 930
-9.662x + 3.6514y <= 473
7.7012x + -4.0237y <= 455
8.1009x + 4.5541y <= 752
0.1164x + 4.3351y <= 167
-8.7533x + 0.27y <= 541
-5.8235x + -5.2482y <= 338
-5.1204x + 2.7792y <= 520
4.0629x + 6.5228y <= 357
-8.8695x + 0.645y <= 755
7.7821x + 3.0826y <= 826
-9.9969x + 9.9898y <= 688
-4.3001x + -9.4741y <= 596
0.7216x + -8.1843y <= 577
-5.5663x + 4.8935y <= 391
5.4819x + -0.6564y <= 225
0.5988x + -7.0468y <= 586
-4.4167x + 6.8514y <= 291
2.8966x + 4.6565y <= 994
4.1457x + 2.1677y <= 768
9.9922x + 3.7469y <= 106
-8.2282x + 0.3191y <= 387
-9.5822x + 4.2441y <= 628
-4.3817x + -7.462y <= 844
-1.8512x + -5.3619y <= 798
-8.7091x + 4.1079y <= 769
5.847x + 1.3511y <= 794
-7.3084x + -4.6311y <= 226
7.9664x + 9.7827y <= 128
8.7559x + -9.3574y <= 188
-4.3704x + -2.7323y <= 369
5.534x + -1.3695y <= 847
1.0354x + 4.1215y <= 100
0.5169x + -4.9448y <= 297
-1.4782x + -0.1559y <= 815
7.9329x + -4.4516y <= 439
1.7773x + -7.4979y <= 365
-6.2903x + 1.6176y <= 106
8.4717x + -0.3109y <= 703
-4.1688x + 7.1431y <= 610
-0.2045x + -5.8487y <= 926
-9.0196x + 4.9804y <= 302
-3.5654x + -3.0259y <= 183
8.3997x + -0.4401y <= 924
6.8419x + -7.3396y <= 166
5.2246x + -6.1181y <= 538
-7.6632x + -0.7175y <= 986
-4.2186x + 2.8878y <= 264
-5.4626x + -8.6896y <= 894
-2.8971x + 9.9103y <= 610
-6.6056x + 9.3087y <= 877
-6.2119x + -3.6491y <= 523
0.1415x + -3.648y <= 902
-1.4059x + -4.6204y <= 827
-4.6647x + 6.9768y <= 354
-7.6728x + -5.4192y <= 557
0.0791x + -0.5144y <= 937
-8.9136x + -1.4379y <= 906
-5.9426x + -8.8782y <= 409
-1.4163x + -1.1312y <= 773
7.5536x + -0.6013y <= 522
-3.5456x + 9.385y <= 246
9.5363x + -3.156y <= 455
-6.8507x + 4.1083y <= 868
3.4022x + -1.1336y <= 248
-3.2352x + -8.6029y <= 272
5.0197x + 6.5783y <= 531
